simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.14341200076168015,1.0346012329101812,0.8911892321485011,oombarn,marrir,jaala,jaala,jaala,jaala,marrir,jaala,marrir,oombarn,oombarn,marrir,marrir,marrir,borla,marrir,borla,marrir,oombarn,jaala,marrir,jaala,jaala,jaala,jaala,marrir,jaala,borla,jaala,jaala,borla,marrir,marrir,borla,jaala,borla,jaala,jaala,irrmoorr,birrii,birrii,gooloo,gaarra,birrii,gaarra,gaarra,irrmoorr,irrmoorr,gooloo,birrii,irrmoorr,gooloo,birrii,gooloo,gaarra,gooloo,birrii,gooloo
1,0.36157373634686696,1.3760552852604169,1.01448154891355,marrir,marrir,jaala,marrir,marrir,oombarn,jaala,marrir,marrir,borla,borla,jaala,jaala,jaala,jaala,oombarn,jaala,jaala,marrir,borla,jaala,jaala,borla,marrir,jaala,jaala,oombarn,borla,marrir,jaala,jaala,jaala,marrir,oombarn,jaala,marrir,marrir,borla,gooloo,birrii,irrmoorr,gaarra,gaarra,birrii,birrii,gooloo,birrii,gaarra,gooloo,gooloo,irrmoorr,gooloo,irrmoorr,birrii,birrii,irrmoorr,gooloo,gaarra
2,0.044390974967402186,1.034601232910181,0.9902102579427788,borla,jaala,marrir,jaala,jaala,borla,jaala,marrir,jaala,jaala,jaala,marrir,jaala,marrir,marrir,marrir,oombarn,jaala,borla,marrir,oombarn,marrir,borla,borla,jaala,jaala,jaala,marrir,jaala,oombarn,marrir,marrir,jaala,oombarn,marrir,borla,jaala,jaala,gooloo,birrii,gaarra,birrii,irrmoorr,birrii,irrmoorr,gaarra,birrii,birrii,gooloo,gaarra,gooloo,birrii,irrmoorr,gooloo,irrmoorr,gooloo,gooloo,gaarra
3,0.07889316864309681,0.5982695885852573,0.5193764199421604,borla,marrir,jaala,marrir,marrir,oombarn,marrir,borla,jaala,borla,marrir,jaala,marrir,jaala,marrir,borla,oombarn,jaala,borla,marrir,marrir,jaala,oombarn,jaala,marrir,jaala,jaala,jaala,jaala,oombarn,jaala,jaala,borla,marrir,marrir,jaala,jaala,jaala,birrii,birrii,gaarra,birrii,irrmoorr,gaarra,gooloo,irrmoorr,birrii,gooloo,birrii,irrmoorr,gooloo,gooloo,irrmoorr,gaarra,birrii,gaarra,gooloo,gooloo
4,0.08176584237915585,1.0346012329101812,0.9528353905310254,oombarn,borla,marrir,marrir,borla,marrir,marrir,marrir,jaala,marrir,jaala,jaala,marrir,oombarn,jaala,jaala,marrir,borla,marrir,oombarn,jaala,jaala,jaala,oombarn,jaala,marrir,jaala,jaala,jaala,jaala,borla,jaala,borla,marrir,borla,jaala,marrir,jaala,gooloo,irrmoorr,birrii,gooloo,gaarra,birrii,gooloo,gaarra,birrii,gooloo,irrmoorr,birrii,birrii,gooloo,irrmoorr,irrmoorr,birrii,gooloo,gaarra,gaarra
5,0.20505815914420455,1.034601232910181,0.8295430737659765,borla,jaala,oombarn,jaala,jaala,marrir,marrir,jaala,borla,marrir,marrir,marrir,jaala,jaala,marrir,borla,jaala,oombarn,marrir,jaala,jaala,borla,jaala,jaala,jaala,jaala,marrir,oombarn,marrir,marrir,marrir,borla,jaala,jaala,marrir,oombarn,borla,jaala,birrii,gooloo,irrmoorr,birrii,gooloo,gooloo,gaarra,gooloo,gaarra,gooloo,irrmoorr,birrii,birrii,irrmoorr,gaarra,irrmoorr,gooloo,gaarra,birrii,birrii
6,0.21207426669985363,1.376055285260417,1.1639810185605635,jaala,jaala,marrir,marrir,marrir,borla,borla,borla,borla,jaala,jaala,jaala,marrir,marrir,oombarn,jaala,oombarn,jaala,marrir,marrir,jaala,jaala,marrir,oombarn,marrir,jaala,borla,jaala,jaala,marrir,oombarn,borla,jaala,jaala,marrir,jaala,jaala,marrir,irrmoorr,birrii,gooloo,gaarra,gooloo,gaarra,gaarra,birrii,irrmoorr,birrii,gaarra,birrii,birrii,gooloo,gooloo,gooloo,irrmoorr,irrmoorr,gooloo,birrii
7,0.13732453187634674,1.376055285260417,1.2387307533840703,oombarn,marrir,jaala,marrir,jaala,jaala,marrir,jaala,marrir,borla,jaala,jaala,oombarn,marrir,marrir,jaala,jaala,oombarn,jaala,borla,borla,jaala,oombarn,marrir,borla,marrir,marrir,jaala,marrir,jaala,borla,jaala,marrir,marrir,borla,jaala,jaala,jaala,gaarra,birrii,irrmoorr,gooloo,gaarra,irrmoorr,gaarra,birrii,birrii,birrii,irrmoorr,gooloo,irrmoorr,gaarra,birrii,birrii,gooloo,gooloo,gooloo,gooloo
8,0.6829081047004718,1.0789922078775833,0.3960841031771115,oombarn,marrir,marrir,jaala,jaala,borla,marrir,marrir,jaala,marrir,jaala,marrir,oombarn,jaala,jaala,jaala,marrir,jaala,marrir,marrir,jaala,borla,jaala,oombarn,jaala,borla,jaala,marrir,jaala,jaala,borla,borla,marrir,marrir,oombarn,jaala,borla,jaala,birrii,birrii,irrmoorr,gaarra,irrmoorr,gooloo,birrii,gaarra,gaarra,birrii,gaarra,birrii,gooloo,irrmoorr,gooloo,gooloo,gooloo,irrmoorr,birrii,gooloo
9,0.12844012659925763,0.5195798391305154,0.3911397125312578,jaala,borla,borla,jaala,marrir,marrir,marrir,jaala,oombarn,oombarn,marrir,marrir,jaala,jaala,jaala,jaala,marrir,jaala,oombarn,jaala,jaala,jaala,borla,jaala,marrir,oombarn,marrir,jaala,jaala,jaala,marrir,marrir,marrir,borla,marrir,borla,jaala,borla,irrmoorr,birrii,birrii,birrii,irrmoorr,gooloo,gooloo,birrii,gooloo,irrmoorr,gaarra,gaarra,gooloo,gaarra,gaarra,gooloo,birrii,gooloo,irrmoorr,birrii
