simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.16280267591665343,1.7026066551316252,1.5398039792149718,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,imaš̄uw was̄,imaš̄uy yas̄,ilaɬiɬ yas̄,ila,ila,ilaɬiɬ was̄,imaš̄uy yas̄,ima,imaš̄uy yas̄,ilaɬiɬ was̄,imaš̄uy yas̄,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ yas̄,ilaɬiɬ yas̄,imaš̄uy yas̄,ilaɬiɬ was̄,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,imaš̄uw was̄,ilaɬiɬ was̄,ima,imaš̄uw was̄,imaš̄uy yas̄
1,0.08745390607643899,1.7087341628412125,1.6212802567647735,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,was̄,mukʼuw was̄,yas̄āb,ilaɬiɬ was̄,ila,ilaɬiɬ was̄,imaš̄uy yas̄,imaš̄uw was̄,ima,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ yas̄,ilaɬiɬ yas̄,ima,imaš̄uy yas̄,imaš̄uy yas̄,imaš̄uy yas̄,ilaɬiɬ was̄,imaš̄uy yas̄,ilaɬiɬ yas̄,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,imaš̄uw was̄,imaš̄uw was̄,ilaɬiɬ was̄,imaš̄uy yas̄,ila
2,0.13483922792925607,1.7075881899318857,1.5727489620026296,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,ila,ilaɬiɬ yas̄,ilaɬiɬ was̄,ima,ilaɬiɬ was̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,ila,imaš̄uy yas̄,imaš̄uw was̄,ilaɬiɬ was̄,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,imaš̄uw was̄,imaš̄uy yas̄,imaš̄uw was̄,imaš̄uw was̄,imaš̄uy yas̄,ilaɬiɬ was̄,imaš̄uy yas̄,imaš̄uy yas̄,imaš̄uw was̄,ilaɬiɬ yas̄,imaš̄uy yas̄,ilaɬiɬ yas̄,ima
3,0.09695852567125618,1.7081504589620011,1.611191933290745,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,mukʼuy yas̄,yas̄,yas̄āb,yas̄āb,yas̄āb,was̄,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,imaš̄uw was̄,imaš̄uw was̄,imaš̄uw was̄,ima,imaš̄uy yas̄,ilaɬiɬ was̄,imaš̄uy yas̄,ilaɬiɬ was̄,ima,ilaɬiɬ was̄,imaš̄uw was̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,imaš̄uy yas̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,imaš̄uy yas̄,ilaɬiɬ yas̄,ila,imaš̄uw was̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,imaš̄uy yas̄,ila,imaš̄uw was̄,imaš̄uy yas̄,ilaɬiɬ yas̄
4,0.16142715269222752,1.6599516622360073,1.4985245095437798,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,yas̄,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,imaš̄uy yas̄,ilaɬiɬ yas̄,imaš̄uy yas̄,imaš̄uw was̄,ilaɬiɬ was̄,ila,ima,ilaɬiɬ yas̄,ilaɬiɬ was̄,imaš̄uw was̄,imaš̄uy yas̄,imaš̄uw was̄,imaš̄uw was̄,imaš̄uy yas̄,imaš̄uy yas̄,ilaɬiɬ was̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,imaš̄uw was̄,ilaɬiɬ was̄,ilaɬiɬ was̄,ila,ilaɬiɬ yas̄,ilaɬiɬ yas̄,ima,imaš̄uy yas̄,ilaɬiɬ yas̄,imaš̄uw was̄
5,0.12840893838038347,1.6351622668872294,1.506753328506846,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄,yas̄āb,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,imaš̄uy yas̄,imaš̄uy yas̄,ilaɬiɬ yas̄,ilaɬiɬ yas̄,imaš̄uw was̄,imaš̄uy yas̄,imaš̄uy yas̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,imaš̄uw was̄,imaš̄uw was̄,ila,ilaɬiɬ was̄,ilaɬiɬ was̄,ilaɬiɬ was̄,imaš̄uw was̄,ima,ila,imaš̄uy yas̄,imaš̄uy yas̄,imaš̄uw was̄,ima,ilaɬiɬ was̄,ilaɬiɬ yas̄
6,0.11795083384024596,1.6717540351162605,1.5538032012760146,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,was̄,yas̄āb,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,imaš̄uy yas̄,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,ima,imaš̄uy yas̄,imaš̄uw was̄,ilaɬiɬ was̄,ima,imaš̄uy yas̄,imaš̄uw was̄,ila,ila,ilaɬiɬ yas̄,imaš̄uw was̄,imaš̄uw was̄,ilaɬiɬ yas̄,imaš̄uw was̄,ilaɬiɬ was̄,imaš̄uy yas̄,imaš̄uy yas̄,ilaɬiɬ was̄,imaš̄uy yas̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,ilaɬiɬ was̄
7,0.16785086661974358,1.6816847922115126,1.513833925591769,yas̄āb,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,was̄,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,was̄,yas̄āb,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,ilaɬiɬ was̄,ilaɬiɬ was̄,imaš̄uy yas̄,imaš̄uw was̄,ilaɬiɬ yas̄,imaš̄uw was̄,ilaɬiɬ yas̄,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,ila,ilaɬiɬ yas̄,ilaɬiɬ yas̄,imaš̄uy yas̄,imaš̄uw was̄,imaš̄uy yas̄,ima,ilaɬiɬ was̄,ilaɬiɬ yas̄,imaš̄uy yas̄,ilaɬiɬ was̄,ilaɬiɬ was̄,ima,imaš̄uw was̄,imaš̄uw was̄,imaš̄uy yas̄,ila,imaš̄uy yas̄
8,0.10831561923365185,1.6795326711067395,1.5712170518730877,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄,yas̄,yas̄āb,yas̄āb,yas̄āb,was̄,mukʼuy yas̄,yas̄āb,yas̄āb,yas̄āb,ilaɬiɬ yas̄,imaš̄uw was̄,ilaɬiɬ was̄,ilaɬiɬ was̄,imaš̄uy yas̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,ima,imaš̄uy yas̄,ila,ilaɬiɬ yas̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,imaš̄uy yas̄,imaš̄uw was̄,ilaɬiɬ was̄,imaš̄uy yas̄,ila,imaš̄uw was̄,imaš̄uy yas̄,imaš̄uw was̄,ilaɬiɬ yas̄,imaš̄uy yas̄,imaš̄uw was̄,imaš̄uw was̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,ima
9,0.09304353511439412,1.6744505270723036,1.5814069919579095,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,mukʼuw was̄,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄,yas̄āb,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuy yas̄,yas̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,mukʼuw was̄,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,was̄,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,yas̄āb,imaš̄uw was̄,imaš̄uy yas̄,ima,ilaɬiɬ yas̄,ilaɬiɬ yas̄,imaš̄uw was̄,imaš̄uw was̄,imaš̄uw was̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,ila,ima,imaš̄uw was̄,ilaɬiɬ was̄,imaš̄uw was̄,ilaɬiɬ yas̄,ilaɬiɬ was̄,ilaɬiɬ yas̄,imaš̄uy yas̄,imaš̄uy yas̄,imaš̄uy yas̄,imaš̄uy yas̄,ila,ilaɬiɬ was̄,imaš̄uy yas̄,ilaɬiɬ yas̄,ilaɬiɬ was̄
