simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.028629351023764515,1.1907686023357982,1.1621392513120337,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kaka' tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,mui,ito,mui,mui,ito,"ama', bu'",ito,mui,mui,ito,"ama', bu'","ina', ci'",mui,ito,"ina', ci'",ito,ito,mui,mui,ito
1,0.12038720358457322,1.192854958575232,1.0724677549906587,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kaka' tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,mui,mui,ito,mui,ito,ito,ito,mui,ito,mui,ito,"ama', bu'",ito,mui,ito,"ina', ci'",mui,"ina', ci'","ama', bu'",mui
2,0.05367827937366032,1.192854958575232,1.1391766792015716,kasudu,kasudu,kaka' tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kakak wewene,kasudu,mui,ito,mui,ito,ito,mui,"ina', ci'","ama', bu'",mui,mui,ito,ito,ito,ito,mui,"ama', bu'",ito,mui,mui,"ina', ci'"
3,0.0442103186344629,1.140352470501135,1.096142151866672,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kaka' tuama,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kakak wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,mui,ito,ito,mui,"ina', ci'",mui,"ama', bu'",ito,mui,ito,ito,mui,mui,"ama', bu'",mui,"ina', ci'",ito,ito,mui,ito
4,0.01548399301513892,1.2149847829974896,1.1995007899823507,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kaka' tuama,kasudu,kasudu,tuari tuama,kakak wewene,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,ito,mui,"ina', ci'",ito,ito,ito,mui,ito,"ama', bu'",ito,ito,"ina', ci'",mui,ito,mui,mui,mui,"ama', bu'",mui,mui
5,0.04780717884329788,1.2149847829974896,1.1671776041541917,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kaka' tuama,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,tuari wewene,kakak wewene,kasudu,"ama', bu'",mui,"ama', bu'",ito,ito,mui,mui,ito,"ina', ci'","ina', ci'",mui,mui,ito,ito,mui,ito,mui,mui,ito,ito
6,0.039709954828179184,1.2135652713163756,1.1738553164881964,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kakak wewene,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kaka' tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,ito,mui,ito,"ina', ci'",mui,"ama', bu'",ito,ito,ito,"ama', bu'","ina', ci'",mui,mui,mui,mui,ito,ito,mui,mui,ito
7,0.18598327612099363,1.192854958575232,1.0068716824542383,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kaka' tuama,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,mui,ito,ito,mui,"ama', bu'","ama', bu'",mui,mui,ito,mui,ito,"ina', ci'",ito,ito,"ina', ci'",mui,mui,mui,ito,ito
8,0.028629351023764738,1.1396856259428154,1.1110562749190507,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kaka' tuama,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,ito,mui,mui,mui,ito,mui,mui,mui,"ama', bu'","ina', ci'",mui,ito,ito,"ama', bu'","ina', ci'",mui,ito,ito,ito,ito
9,0.17437490888887375,1.1935496040981333,1.0191746952092595,kasudu,kasudu,kasudu,kaka' tuama,kasudu,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kakak wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kasudu,tuari wewene,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,kasudu,tuari tuama,kasudu,kasudu,kakak wewene,mui,mui,mui,mui,ito,"ina', ci'",ito,mui,mui,"ama', bu'",ito,"ama', bu'","ina', ci'",mui,mui,ito,ito,ito,ito,ito
