simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.15100521766938613,1.703068314927565,1.5520630972581788,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,esʸ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,esʸ,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,yaɣpɨɣ,eŋk,yaɣaɣi,asʸ,sasɨɣ,kaŋk,sʸanʸ,kaŋk,uwsʸi,asʸ,nɨy,uwsʸi,nɨy,sasɨɣ,sasɨɣ,kaŋk,sasɨɣ,uwsʸi,nɨy,sasɨɣ,kaŋk,kaŋk,nɨy,uwsʸi,nɨy,uwsʸi,sasɨɣ,uwsʸi,nɨy,kaŋk,sʸanʸ
1,0.16561548710670415,1.6763671534279796,1.5107516663212754,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,esʸ,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,esʸ,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,yaɣpɨɣ,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,sasɨɣ,sasɨɣ,uwsʸi,sasɨɣ,kaŋk,uwsʸi,sʸanʸ,kaŋk,asʸ,asʸ,uwsʸi,sasɨɣ,uwsʸi,kaŋk,uwsʸi,kaŋk,sʸanʸ,nɨy,uwsʸi,nɨy,sasɨɣ,nɨy,nɨy,sasɨɣ,nɨy,nɨy,kaŋk,kaŋk
2,0.1269916788533716,1.6805857520111949,1.5535940731578233,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,yaɣpɨɣ,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,esʸ,yaɣaɣi,eŋk,yaɣpɨɣ,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,esʸ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,uwsʸi,kaŋk,sʸanʸ,kaŋk,uwsʸi,sasɨɣ,nɨy,kaŋk,nɨy,sasɨɣ,sasɨɣ,uwsʸi,nɨy,nɨy,sasɨɣ,asʸ,sasɨɣ,kaŋk,uwsʸi,sʸanʸ,sasɨɣ,asʸ,uwsʸi,kaŋk,nɨy,kaŋk,nɨy,uwsʸi
3,0.1340165868461436,1.7115487096998039,1.5775321228536603,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,esʸ,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,esʸ,yaɣpɨɣ,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,sʸanʸ,sasɨɣ,sasɨɣ,asʸ,uwsʸi,nɨy,asʸ,uwsʸi,sasɨɣ,uwsʸi,nɨy,kaŋk,kaŋk,sasɨɣ,uwsʸi,uwsʸi,uwsʸi,nɨy,kaŋk,kaŋk,nɨy,nɨy,sʸanʸ,kaŋk,kaŋk,sasɨɣ,nɨy,sasɨɣ
4,0.15213396861627282,1.729572792522521,1.5774388239062482,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,esʸ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,esʸ,eŋk,eŋk,apsʸi,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,nɨy,sʸanʸ,kaŋk,uwsʸi,sasɨɣ,asʸ,sasɨɣ,sasɨɣ,nɨy,kaŋk,kaŋk,kaŋk,nɨy,kaŋk,sasɨɣ,uwsʸi,sasɨɣ,uwsʸi,nɨy,asʸ,sʸanʸ,kaŋk,uwsʸi,nɨy,sasɨɣ,uwsʸi,uwsʸi,nɨy
5,0.10651152825113375,1.6928707504859648,1.586359222234831,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,yaɣaɣi,esʸ,esʸ,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,yaɣpɨɣ,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,kaŋk,sasɨɣ,nɨy,nɨy,uwsʸi,nɨy,uwsʸi,sasɨɣ,kaŋk,asʸ,sasɨɣ,asʸ,sasɨɣ,uwsʸi,uwsʸi,uwsʸi,sʸanʸ,sʸanʸ,kaŋk,nɨy,kaŋk,sasɨɣ,uwsʸi,nɨy,sasɨɣ,nɨy,kaŋk,kaŋk
6,0.09930406616590415,1.6349204117254952,1.535616345559591,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,esʸ,eŋk,esʸ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,yaɣaɣi,yaɣpɨɣ,eŋk,eŋk,eŋk,sasɨɣ,sasɨɣ,nɨy,kaŋk,kaŋk,kaŋk,uwsʸi,kaŋk,uwsʸi,sʸanʸ,nɨy,nɨy,nɨy,sʸanʸ,sasɨɣ,uwsʸi,kaŋk,uwsʸi,nɨy,kaŋk,asʸ,uwsʸi,asʸ,sasɨɣ,sasɨɣ,uwsʸi,sasɨɣ,nɨy
7,0.11931607439187752,1.6713828156031476,1.55206674121127,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,esʸ,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,yaɣaɣi,eŋk,eŋk,esʸ,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,uwsʸi,uwsʸi,sasɨɣ,uwsʸi,sasɨɣ,asʸ,uwsʸi,asʸ,kaŋk,nɨy,kaŋk,kaŋk,uwsʸi,sʸanʸ,nɨy,sasɨɣ,sasɨɣ,kaŋk,sasɨɣ,nɨy,kaŋk,uwsʸi,kaŋk,nɨy,sasɨɣ,nɨy,nɨy,sʸanʸ
8,0.1023876077099708,1.7010656936430308,1.59867808593306,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,esʸ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,esʸ,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,apsʸi,eŋk,yaɣpɨɣ,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,uwsʸi,nɨy,sʸanʸ,uwsʸi,nɨy,asʸ,uwsʸi,sasɨɣ,uwsʸi,kaŋk,sasɨɣ,kaŋk,asʸ,nɨy,sasɨɣ,uwsʸi,sasɨɣ,nɨy,kaŋk,nɨy,sasɨɣ,kaŋk,sasɨɣ,nɨy,sʸanʸ,kaŋk,uwsʸi,kaŋk
9,0.12471243847410762,1.6470188152810814,1.5223063768069738,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,esʸ,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣpɨɣ,eŋk,eŋk,yaɣpɨɣ,yaɣaɣi,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,yaɣaɣi,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,apsʸi,yaɣpɨɣ,eŋk,eŋk,esʸ,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,eŋk,kaŋk,kaŋk,kaŋk,kaŋk,uwsʸi,nɨy,sasɨɣ,nɨy,sasɨɣ,sasɨɣ,asʸ,uwsʸi,nɨy,uwsʸi,nɨy,sʸanʸ,uwsʸi,kaŋk,sasɨɣ,uwsʸi,kaŋk,uwsʸi,nɨy,sasɨɣ,asʸ,sasɨɣ,nɨy,sʸanʸ
