simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.13184576161817585,1.6652125683311536,1.5333668067129778,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,fiútestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,anya,nagynéni (apai),nagynéni (apai),nagynéni (apai),nagynéni (apai),apai nagybáczi,apa,apai nagybáczi,anya,anyai nagybáczi,apai nagybáczi,nagynéni (anyai),anyai nagybáczi,anyai nagybáczi,nagynéni (anyai),nagynéni (anyai),anyai nagybáczi,nagynéni (anyai),nagynéni (anyai),nagynéni (anyai),apai nagybáczi,apai nagybáczi,nagynéni (apai),apa,anyai nagybáczi,nagynéni (apai),apai nagybáczi,anyai nagybáczi
1,0.10763210636730913,1.6824980813462855,1.5748659749789764,unokatestvér,fiútestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,öcz,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,nagynéni (apai),apai nagybáczi,anyai nagybáczi,apai nagybáczi,anyai nagybáczi,nagynéni (apai),apa,nagynéni (anyai),apai nagybáczi,apai nagybáczi,anya,nagynéni (anyai),anyai nagybáczi,nagynéni (anyai),apa,anyai nagybáczi,nagynéni (apai),nagynéni (apai),anya,nagynéni (anyai),anyai nagybáczi,nagynéni (anyai),apai nagybáczi,nagynéni (apai),anyai nagybáczi,nagynéni (apai),nagynéni (anyai),apai nagybáczi
2,0.12903198099665314,1.7104027367904773,1.5813707557938241,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,fiútestvér,húg,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,fiútestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,húg,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,anya,nagynéni (apai),nagynéni (anyai),anyai nagybáczi,nagynéni (apai),apai nagybáczi,anyai nagybáczi,apai nagybáczi,nagynéni (anyai),apa,nagynéni (anyai),apai nagybáczi,nagynéni (apai),anya,apai nagybáczi,nagynéni (apai),nagynéni (apai),nagynéni (anyai),apai nagybáczi,apa,anyai nagybáczi,nagynéni (apai),anyai nagybáczi,apai nagybáczi,nagynéni (anyai),anyai nagybáczi,nagynéni (anyai),anyai nagybáczi
3,0.10586325971889399,1.6616357350199258,1.5557724753010318,unokatestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,öcz,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,nővér,nagynéni (anyai),apa,nagynéni (anyai),nagynéni (anyai),nagynéni (anyai),nagynéni (apai),anya,nagynéni (apai),nagynéni (anyai),apai nagybáczi,apai nagybáczi,apa,anyai nagybáczi,anyai nagybáczi,apai nagybáczi,apai nagybáczi,nagynéni (anyai),apai nagybáczi,anyai nagybáczi,apai nagybáczi,nagynéni (apai),nagynéni (apai),anyai nagybáczi,anya,nagynéni (apai),anyai nagybáczi,nagynéni (apai),anyai nagybáczi
4,0.1374164078161213,1.6997921082730336,1.5623757004569123,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,öcz,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,unokatestvér,apai nagybáczi,anya,apai nagybáczi,nagynéni (apai),anyai nagybáczi,anyai nagybáczi,nagynéni (anyai),apa,apa,apai nagybáczi,nagynéni (anyai),anyai nagybáczi,nagynéni (anyai),apai nagybáczi,nagynéni (anyai),nagynéni (apai),nagynéni (apai),anya,nagynéni (apai),nagynéni (anyai),anyai nagybáczi,anyai nagybáczi,nagynéni (apai),apai nagybáczi,anyai nagybáczi,apai nagybáczi,nagynéni (anyai),nagynéni (apai)
5,0.15335776330108097,1.643128065045427,1.489770301744346,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,húg,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,nővér,unokatestvér,unokatestvér,öcz,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,apai nagybáczi,anyai nagybáczi,anyai nagybáczi,apai nagybáczi,nagynéni (apai),apai nagybáczi,anyai nagybáczi,apa,anyai nagybáczi,nagynéni (apai),nagynéni (apai),anyai nagybáczi,apa,nagynéni (anyai),anyai nagybáczi,apai nagybáczi,nagynéni (anyai),apai nagybáczi,anya,apai nagybáczi,nagynéni (anyai),anya,nagynéni (apai),nagynéni (apai),nagynéni (apai),nagynéni (anyai),nagynéni (anyai),nagynéni (anyai)
6,0.11604934492552776,1.7182769117430707,1.602227566817543,unokatestvér,öcz,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,húg,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,nagynéni (apai),anyai nagybáczi,anyai nagybáczi,anya,nagynéni (anyai),nagynéni (apai),apa,anyai nagybáczi,apai nagybáczi,nagynéni (apai),apai nagybáczi,apai nagybáczi,nagynéni (apai),anyai nagybáczi,nagynéni (apai),nagynéni (anyai),apa,anya,anyai nagybáczi,anyai nagybáczi,nagynéni (anyai),nagynéni (anyai),apai nagybáczi,nagynéni (apai),apai nagybáczi,nagynéni (anyai),nagynéni (anyai),apai nagybáczi
7,0.1745599807296483,1.6566300261866709,1.4820700454570226,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,fiútestvér,húg,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,nővér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nagynéni (apai),anyai nagybáczi,anyai nagybáczi,nagynéni (apai),nagynéni (anyai),apai nagybáczi,apai nagybáczi,anyai nagybáczi,nagynéni (anyai),nagynéni (anyai),nagynéni (apai),anya,apai nagybáczi,nagynéni (apai),apa,anyai nagybáczi,apai nagybáczi,apai nagybáczi,apai nagybáczi,nagynéni (anyai),nagynéni (anyai),anyai nagybáczi,nagynéni (apai),nagynéni (anyai),anyai nagybáczi,nagynéni (apai),anya,apa
8,0.1263157103108934,1.7051344411034801,1.5788187307925867,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,húg,öcz,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,húg,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,fiútestvér,unokatestvér,apai nagybáczi,anya,apa,anyai nagybáczi,nagynéni (anyai),apai nagybáczi,apa,apai nagybáczi,nagynéni (apai),anyai nagybáczi,apai nagybáczi,nagynéni (anyai),nagynéni (apai),nagynéni (anyai),nagynéni (anyai),anyai nagybáczi,anyai nagybáczi,nagynéni (apai),nagynéni (anyai),nagynéni (anyai),apai nagybáczi,nagynéni (apai),anyai nagybáczi,apai nagybáczi,nagynéni (apai),anya,nagynéni (apai),anyai nagybáczi
9,0.0992399893895799,1.7051344411034801,1.6058944517139002,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,öcz,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,fiútestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,húg,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,nővér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,unokatestvér,húg,nővér,nagynéni (apai),nagynéni (anyai),apai nagybáczi,apai nagybáczi,nagynéni (apai),apa,anyai nagybáczi,anya,anyai nagybáczi,nagynéni (apai),nagynéni (apai),apai nagybáczi,apa,nagynéni (apai),nagynéni (anyai),apai nagybáczi,nagynéni (anyai),anyai nagybáczi,nagynéni (anyai),anya,nagynéni (apai),anyai nagybáczi,anyai nagybáczi,apai nagybáczi,nagynéni (anyai),nagynéni (anyai),apai nagybáczi,anyai nagybáczi
