simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.014032215111297486,1.376055285260417,1.3620230701491196,həw,həw,həw,puʔ,puʔ,puʔ,puʔ,puʔ,həw,puʔ,"ʔa.pu, puʔ",həw.dyaŋ,həw,puʔ,həw,həw,puʔ,həw,həw,həw,həw,həw,puʔ,həw,həw,puʔ,"ʔa.nya, naʔ","ʔa.nya, naʔ",həw,puʔ,həw.dyaŋ,həw,puʔ,puʔ,puʔ,həw,həw,puʔ,bəh.ʔa.pa,"kaka, mama, gu.ʔa.pa",ʔa.ma,meh.ʔa.ma,mom.ʔa.ma,bəh.ʔa.pa,"kaka, mama, gu.ʔa.pa","ʔa.pa, ba.ba","kaka, gu.ʔa.pa",meh.ʔa.ma,"ʔa.pa, ba.ba",mom.ʔa.ma,mom.ʔa.ma,meh.ʔa.ma,"kaka, gu.ʔa.pa",mom.ʔa.ma,bəh.ʔa.pa,meh.ʔa.ma,ʔa.ma,bəh.ʔa.pa
1,0.2868240015233603,1.376055285260417,1.0892312837370568,həw,puʔ,həw,həw,"ʔa.nya, naʔ",həw.dyaŋ,həw,həw,həw,"ʔa.nya, naʔ",həw,puʔ,puʔ,həw.dyaŋ,puʔ,puʔ,puʔ,həw,puʔ,həw,puʔ,həw,həw,həw,puʔ,puʔ,puʔ,puʔ,həw,həw,həw,puʔ,"ʔa.pu, puʔ",həw,puʔ,həw,puʔ,həw,"kaka, mama, gu.ʔa.pa","ʔa.pa, ba.ba",meh.ʔa.ma,bəh.ʔa.pa,ʔa.ma,bəh.ʔa.pa,"ʔa.pa, ba.ba",bəh.ʔa.pa,mom.ʔa.ma,"kaka, mama, gu.ʔa.pa",meh.ʔa.ma,ʔa.ma,"kaka, gu.ʔa.pa",mom.ʔa.ma,meh.ʔa.ma,bəh.ʔa.pa,mom.ʔa.ma,meh.ʔa.ma,mom.ʔa.ma,"kaka, gu.ʔa.pa"
2,0.06866226593817348,1.0346012329101812,0.9659389669720078,puʔ,həw.dyaŋ,puʔ,həw,həw,həw,puʔ,"ʔa.nya, naʔ",həw,həw,puʔ,puʔ,puʔ,həw,həw,həw,həw,həw,həw,puʔ,puʔ,puʔ,həw,puʔ,həw,puʔ,həw,həw.dyaŋ,"ʔa.nya, naʔ",həw,həw,puʔ,"ʔa.pu, puʔ",həw,puʔ,həw,puʔ,puʔ,meh.ʔa.ma,"ʔa.pa, ba.ba",meh.ʔa.ma,"kaka, gu.ʔa.pa",mom.ʔa.ma,"ʔa.pa, ba.ba",bəh.ʔa.pa,ʔa.ma,meh.ʔa.ma,"kaka, mama, gu.ʔa.pa",bəh.ʔa.pa,bəh.ʔa.pa,ʔa.ma,meh.ʔa.ma,mom.ʔa.ma,"kaka, mama, gu.ʔa.pa",mom.ʔa.ma,mom.ʔa.ma,"kaka, gu.ʔa.pa",bəh.ʔa.pa
3,0.04439097496740241,1.0346012329101812,0.9902102579427788,puʔ,həw,puʔ,həw,həw,puʔ,puʔ,"ʔa.nya, naʔ",həw,həw,puʔ,həw,həw,həw.dyaŋ,puʔ,puʔ,puʔ,puʔ,həw,"ʔa.pu, puʔ",həw,puʔ,həw,puʔ,"ʔa.nya, naʔ",həw,puʔ,həw,həw,həw,həw.dyaŋ,puʔ,puʔ,həw,həw,həw,puʔ,həw,meh.ʔa.ma,mom.ʔa.ma,bəh.ʔa.pa,meh.ʔa.ma,"kaka, mama, gu.ʔa.pa","kaka, gu.ʔa.pa",bəh.ʔa.pa,"kaka, mama, gu.ʔa.pa",mom.ʔa.ma,"kaka, gu.ʔa.pa",mom.ʔa.ma,mom.ʔa.ma,bəh.ʔa.pa,ʔa.ma,bəh.ʔa.pa,"ʔa.pa, ba.ba",meh.ʔa.ma,ʔa.ma,meh.ʔa.ma,"ʔa.pa, ba.ba"
4,0.007016107555648965,1.0346012329101812,1.0275851253545323,puʔ,həw,həw,həw,həw,puʔ,puʔ,həw,həw.dyaŋ,"ʔa.pu, puʔ",puʔ,puʔ,həw,puʔ,həw,həw,puʔ,həw,puʔ,həw,puʔ,puʔ,puʔ,"ʔa.nya, naʔ",puʔ,puʔ,həw,həw,həw,"ʔa.nya, naʔ",həw,həw,puʔ,həw,həw,həw,həw.dyaŋ,puʔ,ʔa.ma,mom.ʔa.ma,bəh.ʔa.pa,ʔa.ma,meh.ʔa.ma,"kaka, gu.ʔa.pa",mom.ʔa.ma,mom.ʔa.ma,"kaka, mama, gu.ʔa.pa",meh.ʔa.ma,bəh.ʔa.pa,meh.ʔa.ma,mom.ʔa.ma,"kaka, mama, gu.ʔa.pa",bəh.ʔa.pa,meh.ʔa.ma,"ʔa.pa, ba.ba",bəh.ʔa.pa,"kaka, gu.ʔa.pa","ʔa.pa, ba.ba"
5,0.20218548540814574,1.0789922078775833,0.8768067224694376,həw.dyaŋ,həw,puʔ,həw,həw,həw,həw,puʔ,həw,"ʔa.pu, puʔ",həw,həw,puʔ,"ʔa.nya, naʔ",həw,həw,həw,həw,puʔ,puʔ,həw,puʔ,puʔ,həw,həw,puʔ,puʔ,puʔ,"ʔa.nya, naʔ",həw,puʔ,həw,puʔ,həw.dyaŋ,puʔ,həw,puʔ,puʔ,"ʔa.pa, ba.ba","ʔa.pa, ba.ba","kaka, gu.ʔa.pa",mom.ʔa.ma,meh.ʔa.ma,ʔa.ma,mom.ʔa.ma,meh.ʔa.ma,mom.ʔa.ma,mom.ʔa.ma,bəh.ʔa.pa,ʔa.ma,bəh.ʔa.pa,meh.ʔa.ma,"kaka, mama, gu.ʔa.pa",meh.ʔa.ma,bəh.ʔa.pa,"kaka, gu.ʔa.pa",bəh.ʔa.pa,"kaka, mama, gu.ʔa.pa"
6,0.004143433819590037,1.376055285260417,1.371911851440827,puʔ,həw,həw,həw,həw,həw,puʔ,həw,həw,puʔ,həw,həw,puʔ,puʔ,puʔ,puʔ,puʔ,puʔ,həw.dyaŋ,puʔ,həw,həw,həw,puʔ,həw,həw,puʔ,həw.dyaŋ,həw,puʔ,puʔ,"ʔa.pu, puʔ",həw,"ʔa.nya, naʔ",həw,həw,puʔ,"ʔa.nya, naʔ",meh.ʔa.ma,ʔa.ma,"kaka, gu.ʔa.pa","kaka, mama, gu.ʔa.pa",ʔa.ma,bəh.ʔa.pa,"ʔa.pa, ba.ba",meh.ʔa.ma,meh.ʔa.ma,bəh.ʔa.pa,mom.ʔa.ma,mom.ʔa.ma,"kaka, gu.ʔa.pa",bəh.ʔa.pa,"ʔa.pa, ba.ba",meh.ʔa.ma,"kaka, mama, gu.ʔa.pa",mom.ʔa.ma,bəh.ʔa.pa,mom.ʔa.ma
7,0.10109274270407276,1.034601232910181,0.9335084902061083,həw,"ʔa.pu, puʔ",həw,həw,puʔ,həw,həw,həw,puʔ,puʔ,puʔ,puʔ,puʔ,"ʔa.nya, naʔ",puʔ,həw,puʔ,həw,puʔ,həw,həw,puʔ,həw.dyaŋ,puʔ,həw,həw,puʔ,həw,həw,həw,"ʔa.nya, naʔ",həw.dyaŋ,puʔ,həw,puʔ,həw,puʔ,həw,bəh.ʔa.pa,"ʔa.pa, ba.ba","kaka, gu.ʔa.pa",bəh.ʔa.pa,ʔa.ma,mom.ʔa.ma,meh.ʔa.ma,"kaka, mama, gu.ʔa.pa",meh.ʔa.ma,"ʔa.pa, ba.ba",meh.ʔa.ma,mom.ʔa.ma,"kaka, mama, gu.ʔa.pa",ʔa.ma,"kaka, gu.ʔa.pa",mom.ʔa.ma,bəh.ʔa.pa,bəh.ʔa.pa,meh.ʔa.ma,mom.ʔa.ma
8,0.06866226593817348,1.0346012329101812,0.9659389669720078,həw,puʔ,həw,həw,puʔ,"ʔa.nya, naʔ",puʔ,puʔ,puʔ,puʔ,puʔ,həw.dyaŋ,həw,həw,həw,"ʔa.pu, puʔ",puʔ,həw,həw,həw,puʔ,həw.dyaŋ,həw,həw,puʔ,puʔ,puʔ,puʔ,həw,həw,həw,həw,"ʔa.nya, naʔ",puʔ,həw,həw,puʔ,həw,"ʔa.pa, ba.ba",ʔa.ma,mom.ʔa.ma,"ʔa.pa, ba.ba",meh.ʔa.ma,bəh.ʔa.pa,"kaka, mama, gu.ʔa.pa",meh.ʔa.ma,meh.ʔa.ma,bəh.ʔa.pa,meh.ʔa.ma,mom.ʔa.ma,bəh.ʔa.pa,"kaka, gu.ʔa.pa","kaka, gu.ʔa.pa",mom.ʔa.ma,"kaka, mama, gu.ʔa.pa",ʔa.ma,bəh.ʔa.pa,mom.ʔa.ma
9,0.16353168475831126,0.9799711820833054,0.8164394973249941,həw.dyaŋ,həw,həw.dyaŋ,puʔ,həw,həw,həw,puʔ,həw,puʔ,həw,"ʔa.nya, naʔ",həw,həw,həw,puʔ,həw,həw,puʔ,puʔ,puʔ,həw,puʔ,puʔ,puʔ,puʔ,həw,həw,həw,puʔ,həw,puʔ,həw,"ʔa.nya, naʔ",həw,puʔ,puʔ,"ʔa.pu, puʔ",meh.ʔa.ma,mom.ʔa.ma,bəh.ʔa.pa,bəh.ʔa.pa,"kaka, mama, gu.ʔa.pa",meh.ʔa.ma,bəh.ʔa.pa,"ʔa.pa, ba.ba",ʔa.ma,bəh.ʔa.pa,"ʔa.pa, ba.ba","kaka, mama, gu.ʔa.pa",meh.ʔa.ma,mom.ʔa.ma,meh.ʔa.ma,"kaka, gu.ʔa.pa",mom.ʔa.ma,"kaka, gu.ʔa.pa",ʔa.ma,mom.ʔa.ma
