simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.2868240015233605,1.376055285260417,1.0892312837370566,ana,aphu,akhau,akhau,aphu,api,api,anau,aphu,anau jan,api,arat,api,aning,api,api,aphu,akhau,aphu,akhri,caa,arat,anau,aphu,api,anau jan,arat,api,aphu,ana,akhau,caa,aming,api,api,aphu,arat,akhri,atung,awa,adai,acha,acha,acha,acha,amoi,achi,apa,anu,amoi,awa di,atung,adai,achi,awa,anu,awa di,apa
1,0.4848660531119162,1.376055285260417,0.8911892321485009,aphu,ana,api,api,anau,akhri,arat,anau jan,aphu,caa,api,api,api,aphu,anau,aphu,akhau,akhau,aphu,api,arat,api,caa,api,akhau,aphu,arat,api,anau jan,aming,api,akhri,aphu,ana,akhau,aphu,aning,arat,apa,adai,acha,anu,achi,amoi,amoi,awa di,awa,awa di,acha,acha,anu,adai,acha,atung,achi,atung,awa,apa
2,0.3414540523502362,1.0346012329101812,0.6931471805599451,aning,anau jan,aphu,ana,anau,aming,api,api,arat,api,anau jan,api,arat,api,akhau,aphu,api,aphu,arat,akhau,akhri,akhri,caa,ana,anau,aphu,api,akhau,aphu,akhau,api,aphu,aphu,caa,api,aphu,api,arat,anu,amoi,amoi,apa,adai,acha,awa di,acha,awa,atung,atung,awa di,acha,apa,achi,achi,anu,awa,adai,acha
3,0.24243302655595822,1.0346012329101812,0.792168206354223,arat,aning,akhau,aphu,anau jan,aphu,api,akhau,anau,akhri,api,ana,arat,api,anau,api,api,arat,aphu,arat,caa,api,caa,api,aming,api,aphu,akhri,aphu,api,aphu,api,aphu,akhau,ana,anau jan,aphu,akhau,atung,apa,apa,achi,awa,atung,awa di,adai,acha,amoi,acha,awa di,achi,anu,adai,amoi,acha,acha,anu,awa
4,0.41011631828840933,1.376055285260417,0.9659389669720078,arat,api,aphu,anau,api,aphu,api,aphu,arat,anau jan,aming,arat,api,anau,akhau,aphu,akhri,caa,api,aphu,api,akhau,akhau,arat,aphu,aphu,api,api,caa,api,ana,aphu,api,ana,akhri,anau jan,aning,akhau,awa,adai,apa,achi,amoi,anu,acha,amoi,acha,awa,apa,anu,atung,acha,atung,acha,adai,achi,awa di,awa di
5,0.41011631828840905,0.6829081047004717,0.27279178641206264,api,akhri,anau jan,aphu,aphu,aphu,ana,api,anau,arat,aming,akhau,caa,arat,arat,arat,aning,akhri,api,api,aphu,api,api,aphu,api,akhau,aphu,api,aphu,api,anau,aphu,ana,akhau,caa,akhau,anau jan,api,achi,achi,amoi,amoi,adai,awa di,acha,acha,atung,awa di,anu,awa,anu,adai,atung,apa,acha,awa,apa,acha
6,0.4101163182884091,1.3760552852604169,0.9659389669720078,api,api,caa,api,arat,akhri,akhau,caa,api,anau jan,arat,arat,aphu,api,aphu,aphu,akhau,aphu,aphu,api,aphu,aphu,anau,akhau,api,ana,api,anau,ana,api,akhri,arat,aming,akhau,api,aning,aphu,anau jan,awa,acha,awa di,anu,atung,apa,atung,adai,acha,achi,anu,awa di,acha,amoi,adai,apa,awa,acha,achi,amoi
7,0.34145405235023607,1.0346012329101812,0.6931471805599452,caa,api,akhri,caa,anau jan,akhau,api,ana,aphu,akhau,api,arat,aming,akhau,api,api,aphu,aphu,aphu,arat,arat,ana,api,anau,aphu,aphu,anau,aphu,api,api,anau jan,akhau,aning,api,arat,aphu,akhri,api,apa,acha,awa di,acha,acha,atung,amoi,awa di,acha,adai,amoi,awa,atung,achi,anu,awa,apa,anu,adai,achi
8,0.2050581591442049,1.0346012329101812,0.8295430737659764,aphu,api,aphu,akhau,aning,aphu,ana,anau jan,api,akhau,api,ana,aphu,api,aphu,anau jan,aming,akhau,anau,api,api,aphu,akhri,caa,aphu,arat,arat,api,arat,caa,aphu,arat,api,api,akhri,api,anau,akhau,amoi,adai,achi,adai,anu,acha,awa,acha,apa,atung,acha,anu,awa,awa di,awa di,atung,apa,amoi,achi,acha
9,0.48486605311191594,0.9799711820833054,0.4951051289713894,arat,akhau,aphu,aphu,api,anau jan,caa,aphu,caa,ana,api,api,arat,api,aphu,akhau,akhri,akhau,anau jan,arat,arat,aphu,api,api,api,api,aphu,api,aphu,ana,akhri,akhau,aphu,api,anau,anau,aming,aning,acha,amoi,achi,achi,adai,amoi,adai,atung,apa,anu,awa,anu,acha,awa di,awa,acha,acha,atung,apa,awa di
