simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,meB,myB,meZ,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,feB,fyB,feZ,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.0867349060016307,1.1291267441853252,1.0423918381836945,cefnder,cyfnither,cefnder,cyfnither,cefnder,chwaer,chwaer,cefnder,cefnder,cefnder,cefnder,cyfnither,brawd,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cyfnither,cefnder,cyfnither,brawd,cyfnither,cefnder,cefnder,cefnder,cyfnither,chwaer,cefnder,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cefnder,cyfnither,cyfnither,cefnder,chwaer,cefnder,cyfnither,cyfnither,brawd,cefnder,brawd,cyfnither,cyfnither,cefnder,cyfnither,chwaer,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cefnder,cefnder,cefnder,cefnder,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cefnder,cefnder,cyfnither,brawd,cefnder,cefnder,cefnder,cyfnither,cyfnither,brawd,chwaer,cefnder,cefnder,cyfnither,mam,modryb,modryb,tad,ewythr,modryb,modryb,ewythr,modryb,ewythr,ewythr,modryb,ewythr,mam,modryb,ewythr,ewythr,ewythr,modryb,ewythr,ewythr,modryb,tad,modryb,modryb,modryb,ewythr,ewythr
1,0.0951789704731767,1.163259596687541,1.0680806262143643,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cefnder,cefnder,cefnder,cefnder,cyfnither,cyfnither,cefnder,cefnder,cefnder,cefnder,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cefnder,cyfnither,cyfnither,cyfnither,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,brawd,brawd,cyfnither,brawd,cefnder,cyfnither,cefnder,cefnder,cefnder,cefnder,cyfnither,cefnder,cyfnither,cefnder,cefnder,cefnder,cyfnither,cefnder,chwaer,cefnder,cyfnither,cefnder,cyfnither,brawd,chwaer,cyfnither,cefnder,cefnder,chwaer,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cefnder,cyfnither,cyfnither,cefnder,chwaer,cyfnither,cyfnither,cyfnither,chwaer,cefnder,cyfnither,cyfnither,cefnder,chwaer,brawd,cefnder,cefnder,brawd,cyfnither,cyfnither,modryb,tad,ewythr,modryb,mam,modryb,ewythr,modryb,modryb,modryb,ewythr,ewythr,ewythr,ewythr,modryb,ewythr,tad,modryb,modryb,ewythr,modryb,ewythr,ewythr,modryb,ewythr,modryb,ewythr,mam
2,0.048834568169525916,1.1378226883524367,1.0889881201829108,cyfnither,cyfnither,cyfnither,cefnder,cyfnither,brawd,cefnder,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cefnder,cefnder,cyfnither,cefnder,cyfnither,cefnder,cefnder,cefnder,cyfnither,cyfnither,cyfnither,cefnder,cefnder,cefnder,cefnder,cefnder,cefnder,cyfnither,brawd,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cefnder,cyfnither,cefnder,chwaer,cefnder,cyfnither,cyfnither,cefnder,cefnder,cefnder,brawd,chwaer,cyfnither,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cyfnither,chwaer,cefnder,cefnder,brawd,chwaer,cefnder,cyfnither,cefnder,cefnder,chwaer,cefnder,cyfnither,cyfnither,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cyfnither,brawd,chwaer,cyfnither,cefnder,cyfnither,cefnder,cefnder,cyfnither,brawd,cyfnither,cefnder,mam,modryb,ewythr,tad,modryb,ewythr,ewythr,modryb,ewythr,modryb,ewythr,modryb,modryb,ewythr,ewythr,ewythr,modryb,modryb,ewythr,tad,modryb,mam,ewythr,modryb,modryb,ewythr,ewythr,modryb
3,0.08089404444616055,1.1285783001317093,1.0476842556855488,cyfnither,cyfnither,cefnder,cyfnither,cyfnither,cyfnither,chwaer,cefnder,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cyfnither,cefnder,cyfnither,cefnder,chwaer,cefnder,cyfnither,cefnder,brawd,cyfnither,cefnder,cefnder,chwaer,cefnder,cyfnither,cefnder,cefnder,brawd,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cefnder,cyfnither,cyfnither,cefnder,cyfnither,brawd,cefnder,cefnder,cefnder,cefnder,cyfnither,cefnder,cyfnither,cyfnither,cefnder,cyfnither,cyfnither,cefnder,brawd,cefnder,cyfnither,cyfnither,cyfnither,chwaer,cyfnither,cyfnither,chwaer,cyfnither,cyfnither,chwaer,brawd,cyfnither,cefnder,cefnder,cefnder,cefnder,cyfnither,cefnder,cefnder,cyfnither,cefnder,cyfnither,cefnder,cefnder,cefnder,cefnder,cyfnither,cefnder,brawd,cefnder,cefnder,cyfnither,cefnder,modryb,modryb,mam,modryb,ewythr,ewythr,ewythr,ewythr,ewythr,mam,modryb,modryb,modryb,ewythr,ewythr,ewythr,modryb,tad,ewythr,ewythr,ewythr,modryb,modryb,modryb,modryb,ewythr,tad,modryb
4,0.07310691134344416,1.0794762220443754,1.0063693107009313,chwaer,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,chwaer,cyfnither,cefnder,cyfnither,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cefnder,cefnder,cyfnither,chwaer,cefnder,cefnder,cefnder,cefnder,cefnder,brawd,brawd,cefnder,cefnder,cefnder,cyfnither,cyfnither,brawd,cefnder,cyfnither,cefnder,cefnder,cyfnither,cefnder,cefnder,cyfnither,cyfnither,chwaer,cyfnither,cyfnither,chwaer,cefnder,cyfnither,cefnder,cyfnither,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,chwaer,cefnder,cefnder,cefnder,cefnder,cefnder,brawd,cyfnither,cefnder,cyfnither,cefnder,cefnder,cefnder,cyfnither,cefnder,cefnder,cefnder,cyfnither,cefnder,cyfnither,cyfnither,cyfnither,cefnder,brawd,brawd,cefnder,cyfnither,cefnder,cyfnither,cefnder,cefnder,modryb,ewythr,modryb,modryb,modryb,ewythr,tad,modryb,ewythr,modryb,mam,ewythr,modryb,ewythr,ewythr,ewythr,mam,ewythr,ewythr,modryb,modryb,ewythr,tad,ewythr,modryb,ewythr,modryb,modryb
5,0.05871115178751163,1.166666376116316,1.1079552243288044,cyfnither,brawd,cyfnither,cefnder,cyfnither,cyfnither,brawd,cefnder,cefnder,cefnder,cyfnither,cyfnither,brawd,cefnder,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cefnder,cefnder,chwaer,cyfnither,cyfnither,cefnder,cefnder,cefnder,brawd,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cefnder,cefnder,chwaer,cyfnither,cefnder,cyfnither,cyfnither,cefnder,cyfnither,brawd,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cefnder,cefnder,chwaer,cefnder,cyfnither,cefnder,cefnder,cefnder,cefnder,cefnder,chwaer,cefnder,cefnder,cyfnither,cefnder,chwaer,cyfnither,cyfnither,cyfnither,chwaer,cefnder,cefnder,cefnder,cyfnither,cefnder,cefnder,cyfnither,cefnder,cyfnither,cefnder,brawd,tad,mam,ewythr,ewythr,modryb,modryb,ewythr,ewythr,tad,ewythr,modryb,ewythr,modryb,ewythr,ewythr,modryb,modryb,modryb,mam,modryb,ewythr,modryb,modryb,modryb,ewythr,ewythr,ewythr,modryb
6,0.06420073989619046,1.0289547671978303,0.9647540273016398,cefnder,cyfnither,cefnder,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cefnder,chwaer,cefnder,brawd,cefnder,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,brawd,cyfnither,cyfnither,cefnder,brawd,cyfnither,cefnder,cefnder,cefnder,cefnder,cefnder,cefnder,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cefnder,cyfnither,brawd,cyfnither,cefnder,cyfnither,cefnder,chwaer,cyfnither,cyfnither,chwaer,cyfnither,cefnder,chwaer,cefnder,cyfnither,cyfnither,brawd,cefnder,cefnder,cyfnither,cefnder,cefnder,chwaer,cefnder,cyfnither,cyfnither,cyfnither,cefnder,cefnder,brawd,cyfnither,chwaer,cefnder,cefnder,cefnder,cyfnither,cyfnither,modryb,ewythr,modryb,modryb,ewythr,modryb,ewythr,modryb,tad,ewythr,modryb,ewythr,mam,ewythr,modryb,ewythr,ewythr,modryb,ewythr,modryb,ewythr,modryb,modryb,ewythr,mam,tad,ewythr,modryb
7,0.033407808447138754,1.1285783001317093,1.0951704916845706,chwaer,cefnder,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cyfnither,cefnder,cyfnither,cyfnither,cefnder,cefnder,cefnder,cyfnither,chwaer,cyfnither,cyfnither,brawd,cyfnither,cefnder,chwaer,cefnder,chwaer,cyfnither,cyfnither,cyfnither,cefnder,cefnder,cyfnither,brawd,cefnder,cefnder,cefnder,chwaer,cyfnither,chwaer,cyfnither,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cefnder,cyfnither,cyfnither,cefnder,cefnder,brawd,cefnder,cefnder,cefnder,cefnder,cyfnither,cyfnither,cefnder,cefnder,brawd,cyfnither,cyfnither,cefnder,cefnder,cefnder,cefnder,cefnder,cefnder,cyfnither,cyfnither,cefnder,brawd,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cefnder,cefnder,cyfnither,brawd,cefnder,cefnder,cefnder,cyfnither,cyfnither,cyfnither,ewythr,ewythr,mam,ewythr,modryb,modryb,ewythr,modryb,ewythr,modryb,modryb,modryb,modryb,modryb,modryb,ewythr,ewythr,modryb,tad,ewythr,ewythr,ewythr,modryb,tad,ewythr,modryb,ewythr,mam
8,0.0715218826489119,1.1293095059452896,1.0577876232963777,cefnder,cyfnither,cefnder,cyfnither,cyfnither,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cyfnither,cefnder,cefnder,cefnder,cyfnither,cyfnither,cefnder,cefnder,cefnder,cefnder,cyfnither,cyfnither,brawd,cyfnither,cyfnither,cefnder,cyfnither,cefnder,cyfnither,cyfnither,chwaer,chwaer,cefnder,cyfnither,cyfnither,cefnder,cefnder,chwaer,cyfnither,cefnder,cefnder,chwaer,cefnder,brawd,cefnder,cefnder,cyfnither,cefnder,cyfnither,cyfnither,cefnder,cefnder,cefnder,cyfnither,cefnder,chwaer,cefnder,cyfnither,cyfnither,cyfnither,cefnder,cyfnither,brawd,cefnder,cefnder,brawd,cefnder,cyfnither,brawd,cyfnither,cyfnither,cefnder,cyfnither,brawd,cyfnither,cyfnither,cefnder,cefnder,cefnder,cefnder,cefnder,cefnder,cyfnither,chwaer,cyfnither,cyfnither,ewythr,modryb,mam,modryb,ewythr,modryb,tad,modryb,ewythr,modryb,mam,ewythr,modryb,ewythr,modryb,modryb,tad,ewythr,modryb,ewythr,ewythr,modryb,modryb,modryb,ewythr,ewythr,ewythr,ewythr
9,0.07686860540225293,1.0798307037434225,1.0029620983411696,cefnder,cyfnither,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cyfnither,cefnder,cefnder,cefnder,chwaer,cefnder,cefnder,cefnder,cefnder,cefnder,cyfnither,brawd,cyfnither,cefnder,cefnder,cyfnither,cefnder,cefnder,cefnder,cyfnither,cyfnither,cefnder,cefnder,cefnder,brawd,cyfnither,cefnder,cefnder,cefnder,cyfnither,cefnder,cefnder,chwaer,brawd,cyfnither,cyfnither,cefnder,cefnder,chwaer,cyfnither,cyfnither,cefnder,cyfnither,chwaer,cefnder,cyfnither,cyfnither,cefnder,cyfnither,brawd,cefnder,cyfnither,cyfnither,cefnder,cefnder,cyfnither,chwaer,cefnder,cyfnither,cefnder,cyfnither,cyfnither,cefnder,cefnder,cyfnither,cyfnither,brawd,cefnder,cefnder,cyfnither,cyfnither,cyfnither,cyfnither,cefnder,cefnder,chwaer,brawd,cyfnither,cyfnither,tad,ewythr,ewythr,modryb,modryb,modryb,modryb,modryb,modryb,ewythr,ewythr,ewythr,ewythr,ewythr,ewythr,modryb,ewythr,ewythr,modryb,ewythr,mam,ewythr,modryb,modryb,mam,modryb,modryb,tad
