simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.03945439927660521,1.4250026140946725,1.3855482148180673,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,gō,heʔm-on,heʔm-on,heʔm-on,gō,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,šawr,šawr,šawr,y-ān,ye'penk,šawr-wn,šawr-wn,ye'penk,y-ānkˀo,šawr-wn,šawr,šawr-wn,šawr,šawr-wn,šawr-wn,šawr-wn,ye'penk,ye'penk,ye'penk,šawr,šawr-wn,šawr-wn,y-ān,y-ānkˀo,šawr-wn,ye'penk,šawr-wn,šawr-wn
1,0.03306915173965086,1.5025194845362118,1.469450332796561,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,ye'penk,šawr-wn,ye'penk,y-ānkˀo,y-ān,šawr,šawr-wn,šawr-wn,šawr-wn,šawr-wn,šawr-wn,ye'penk,šawr,šawr-wn,šawr-wn,šawr-wn,šawr,y-ān,ye'penk,y-ānkˀo,šawr,ye'penk,šawr-wn,šawr,ye'penk,šawr-wn,šawr-wn,šawr
2,0.033206670853627385,1.3933377799485858,1.3601311090949584,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,y-ānkˀo,šawr,ye'penk,šawr-wn,šawr,šawr-wn,šawr-wn,šawr,ye'penk,y-ān,šawr-wn,ye'penk,šawr-wn,ye'penk,šawr-wn,y-ān,šawr-wn,šawr,ye'penk,šawr-wn,šawr-wn,ye'penk,šawr-wn,šawr,y-ānkˀo,šawr,šawr-wn,šawr-wn
3,0.06094181271413235,1.3494908606808071,1.2885490479666748,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,šawr-wn,šawr,ye'penk,y-ānkˀo,šawr-wn,šawr-wn,y-ān,ye'penk,ye'penk,šawr-wn,šawr,šawr-wn,šawr,šawr,šawr,y-ānkˀo,šawr-wn,ye'penk,šawr-wn,ye'penk,šawr,y-ān,šawr-wn,šawr-wn,ye'penk,šawr-wn,šawr-wn,šawr-wn
4,0.030496434792057325,1.4412036720987775,1.4107072373067202,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,gō,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,gō,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,šawr-wn,šawr-wn,ye'penk,šawr,ye'penk,ye'penk,šawr-wn,y-ān,šawr-wn,šawr-wn,šawr-wn,šawr,ye'penk,šawr,ye'penk,šawr-wn,y-ānkˀo,šawr-wn,y-ān,šawr,šawr-wn,šawr-wn,šawr,ye'penk,šawr-wn,šawr,y-ānkˀo,šawr-wn
5,0.04851856014788947,1.4471078683493903,1.3985893082015008,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,gō,gō,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,šawr,šawr,šawr-wn,šawr-wn,šawr,y-ānkˀo,šawr-wn,šawr-wn,ye'penk,šawr-wn,šawr,y-ānkˀo,ye'penk,ye'penk,šawr-wn,šawr-wn,šawr-wn,šawr,y-ān,y-ān,šawr-wn,šawr-wn,šawr,šawr-wn,ye'penk,ye'penk,ye'penk,šawr-wn
6,0.0370747109152183,1.340223717465622,1.3031490065504037,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,gō,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,gō,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,ye'penk,šawr-wn,šawr-wn,šawr,šawr,šawr-wn,ye'penk,šawr-wn,šawr-wn,y-ān,šawr-wn,šawr,y-ān,šawr-wn,šawr-wn,ye'penk,šawr,šawr-wn,šawr-wn,šawr,y-ānkˀo,šawr-wn,ye'penk,ye'penk,šawr,ye'penk,šawr-wn,y-ānkˀo
7,0.03465481082944755,1.2977590362139872,1.2631042253845397,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,šawr-wn,šawr-wn,šawr-wn,ye'penk,šawr,šawr-wn,y-ān,ye'penk,šawr,ye'penk,y-ānkˀo,šawr-wn,šawr,šawr,šawr-wn,šawr-wn,šawr,ye'penk,šawr-wn,ye'penk,šawr-wn,y-ān,ye'penk,y-ānkˀo,šawr-wn,šawr-wn,šawr,šawr-wn
8,0.02782473938634311,1.4371349246383283,1.4093101852519851,heʔm-on,heʔm-on,heʔm-on,gō,gō,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,y-ānkˀo,šawr,šawr,šawr-wn,šawr-wn,ye'penk,šawr,ye'penk,ye'penk,šawr-wn,šawr-wn,ye'penk,šawr-wn,šawr-wn,šawr-wn,ye'penk,šawr,šawr-wn,y-ān,šawr,šawr-wn,šawr-wn,y-ān,šawr,y-ānkˀo,ye'penk,šawr-wn,šawr-wn
9,0.018395755325038232,1.3983151060981744,1.3799193507731362,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,heʔm-on,gō,gō,heʔm-on,heʔm-on,heʔm-on,šawr-wn,ye'penk,šawr-wn,y-ānkˀo,šawr,y-ān,šawr,šawr-wn,ye'penk,šawr,šawr-wn,šawr-wn,šawr-wn,šawr-wn,šawr,ye'penk,ye'penk,šawr-wn,ye'penk,šawr-wn,y-ānkˀo,y-ān,šawr-wn,šawr,šawr-wn,ye'penk,šawr-wn,šawr
