simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.026174071614797567,1.0437570363314086,1.017582964716611,něgwam,něgwam,něgwam,běrbet,běrbet,le,běrbet,běrbet,něgwam,něgwam,něgwam,le,le,něgwam,le,le,něgwam,něgwam,běrbet,le,běrbet,běrbet,běrbet,le,něgwam,běrbet,něgwam,le,něgwam,le,něgwam,něgwam,běrbet,le,le,le,něgwam,něgwam,něgwam,něgwam,něgwam,běrbet,něgwam,něgwam,běrbet,le,le,le,le,něgwam,něgwam,běrbet,něgwam,něgwam,běrbet,běrbet,něgwam,něgwam,něgwam,něgwam,le,le,něgwam,běrbet,le,běrbet,běrbet,něgwam,běrbet,běrbet,něgwam,le,něgwam,le,něgwam,běrbet,něgwam,něgwam,běrbet,něgwam,běrbet,le,něgwam,něgwam,něgwam,aua,"apu, ama, amaua","ab, aba, baba","ab, aba, baba","apu, ama, amaua","apu, ama, amaua",aua,"ab, aba, baba","apu, ama, amaua","apu, ama, amaua","ab, aba, baba","apu, ama, amaua","ab, aba, baba","apu, ama, amaua",aua,"apu, ama, amaua",aua,"apu, ama, amaua","ab, aba, baba","apu, ama, amaua"
1,0.17356410142850676,1.0564242198612623,0.8828601184327556,běrbet,le,běrbet,běrbet,něgwam,běrbet,běrbet,něgwam,něgwam,le,běrbet,le,něgwam,běrbet,něgwam,le,něgwam,běrbet,le,běrbet,něgwam,něgwam,le,běrbet,něgwam,něgwam,běrbet,le,něgwam,něgwam,něgwam,něgwam,něgwam,něgwam,le,běrbet,něgwam,le,le,le,le,něgwam,běrbet,něgwam,le,le,le,le,le,le,běrbet,něgwam,něgwam,něgwam,běrbet,něgwam,něgwam,něgwam,le,něgwam,něgwam,běrbet,něgwam,běrbet,něgwam,něgwam,něgwam,běrbet,le,něgwam,něgwam,něgwam,něgwam,něgwam,le,běrbet,běrbet,něgwam,běrbet,běrbet,něgwam,le,něgwam,běrbet,něgwam,"apu, ama, amaua","apu, ama, amaua",aua,aua,"apu, ama, amaua","apu, ama, amaua","ab, aba, baba","ab, aba, baba","apu, ama, amaua","ab, aba, baba","apu, ama, amaua","ab, aba, baba","apu, ama, amaua","apu, ama, amaua","ab, aba, baba",aua,"ab, aba, baba","apu, ama, amaua",aua,"apu, ama, amaua"
2,0.03637258222153328,1.0203927291312471,0.9840201469097138,běrbet,něgwam,le,něgwam,běrbet,něgwam,běrbet,běrbet,něgwam,le,le,běrbet,něgwam,běrbet,běrbet,něgwam,le,le,něgwam,něgwam,něgwam,něgwam,něgwam,něgwam,něgwam,běrbet,něgwam,něgwam,le,běrbet,le,běrbet,le,le,něgwam,le,něgwam,něgwam,le,něgwam,něgwam,běrbet,běrbet,něgwam,le,něgwam,něgwam,něgwam,le,něgwam,něgwam,něgwam,le,něgwam,něgwam,le,le,něgwam,běrbet,běrbet,něgwam,le,něgwam,něgwam,běrbet,něgwam,le,něgwam,něgwam,běrbet,něgwam,běrbet,běrbet,běrbet,le,le,běrbet,le,běrbet,běrbet,běrbet,něgwam,něgwam,něgwam,le,"ab, aba, baba",aua,"ab, aba, baba","apu, ama, amaua",aua,"apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","ab, aba, baba","apu, ama, amaua",aua,"apu, ama, amaua","apu, ama, amaua","ab, aba, baba","apu, ama, amaua","apu, ama, amaua","ab, aba, baba","apu, ama, amaua","ab, aba, baba",aua
3,0.07099202759244538,1.0096137581740383,0.9386217305815929,le,něgwam,něgwam,něgwam,le,le,něgwam,běrbet,něgwam,běrbet,běrbet,le,běrbet,něgwam,něgwam,něgwam,běrbet,le,běrbet,něgwam,le,běrbet,běrbet,něgwam,něgwam,le,běrbet,le,něgwam,něgwam,něgwam,něgwam,běrbet,něgwam,něgwam,něgwam,běrbet,něgwam,něgwam,něgwam,běrbet,le,le,běrbet,něgwam,něgwam,le,běrbet,le,le,něgwam,něgwam,běrbet,něgwam,běrbet,něgwam,něgwam,něgwam,běrbet,něgwam,něgwam,něgwam,něgwam,le,něgwam,běrbet,běrbet,le,něgwam,běrbet,něgwam,něgwam,le,le,něgwam,le,běrbet,něgwam,le,běrbet,něgwam,běrbet,le,le,le,"ab, aba, baba","ab, aba, baba","apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","apu, ama, amaua",aua,"apu, ama, amaua","apu, ama, amaua","ab, aba, baba","ab, aba, baba","ab, aba, baba",aua,aua,"ab, aba, baba","apu, ama, amaua",aua,"apu, ama, amaua"
4,0.14234079848956227,1.0296530140645737,0.8873122155750114,běrbet,něgwam,běrbet,běrbet,něgwam,le,něgwam,něgwam,něgwam,něgwam,běrbet,běrbet,něgwam,le,le,běrbet,něgwam,le,něgwam,běrbet,le,le,něgwam,běrbet,něgwam,běrbet,běrbet,běrbet,něgwam,le,něgwam,něgwam,le,něgwam,běrbet,něgwam,něgwam,něgwam,běrbet,něgwam,něgwam,něgwam,něgwam,něgwam,něgwam,le,běrbet,le,le,něgwam,běrbet,běrbet,le,něgwam,běrbet,něgwam,běrbet,něgwam,le,něgwam,něgwam,něgwam,le,běrbet,le,něgwam,le,le,běrbet,něgwam,něgwam,běrbet,le,le,něgwam,le,něgwam,le,něgwam,něgwam,běrbet,běrbet,něgwam,le,něgwam,aua,"ab, aba, baba","apu, ama, amaua","apu, ama, amaua",aua,"apu, ama, amaua","apu, ama, amaua",aua,aua,"apu, ama, amaua","ab, aba, baba","ab, aba, baba","apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","ab, aba, baba","ab, aba, baba","ab, aba, baba","apu, ama, amaua"
5,0.05963954159179208,1.0374312377016655,0.9777916961098734,běrbet,něgwam,něgwam,něgwam,běrbet,něgwam,něgwam,le,něgwam,le,le,běrbet,běrbet,běrbet,něgwam,běrbet,něgwam,něgwam,něgwam,le,běrbet,něgwam,něgwam,běrbet,něgwam,něgwam,něgwam,něgwam,běrbet,něgwam,běrbet,něgwam,něgwam,něgwam,něgwam,le,něgwam,něgwam,něgwam,le,něgwam,běrbet,něgwam,běrbet,něgwam,le,něgwam,běrbet,něgwam,le,něgwam,le,le,le,něgwam,le,le,le,běrbet,le,běrbet,něgwam,le,běrbet,něgwam,běrbet,le,le,něgwam,něgwam,běrbet,něgwam,něgwam,le,něgwam,běrbet,něgwam,běrbet,něgwam,le,běrbet,le,běrbet,běrbet,le,"apu, ama, amaua","ab, aba, baba","apu, ama, amaua","ab, aba, baba",aua,"apu, ama, amaua",aua,aua,"ab, aba, baba","ab, aba, baba","apu, ama, amaua",aua,"apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","ab, aba, baba","apu, ama, amaua","apu, ama, amaua","ab, aba, baba"
6,0.13647976533191808,1.0296530140645737,0.8931732487326556,běrbet,běrbet,běrbet,něgwam,něgwam,běrbet,le,le,běrbet,něgwam,něgwam,le,něgwam,něgwam,něgwam,le,něgwam,le,běrbet,něgwam,něgwam,něgwam,le,něgwam,něgwam,něgwam,běrbet,něgwam,le,něgwam,le,le,něgwam,něgwam,le,le,něgwam,le,le,běrbet,něgwam,něgwam,le,le,běrbet,něgwam,le,běrbet,běrbet,běrbet,le,něgwam,běrbet,le,le,běrbet,něgwam,běrbet,něgwam,něgwam,něgwam,něgwam,něgwam,něgwam,běrbet,běrbet,něgwam,něgwam,něgwam,něgwam,le,běrbet,běrbet,běrbet,něgwam,běrbet,běrbet,něgwam,le,něgwam,něgwam,běrbet,něgwam,něgwam,le,"apu, ama, amaua",aua,"ab, aba, baba","ab, aba, baba",aua,"apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","ab, aba, baba","apu, ama, amaua","apu, ama, amaua","ab, aba, baba","apu, ama, amaua","ab, aba, baba","apu, ama, amaua",aua,"apu, ama, amaua","ab, aba, baba",aua,"apu, ama, amaua"
7,0.03212579622038825,1.0250218198575005,0.9928960236371123,něgwam,běrbet,něgwam,le,něgwam,le,něgwam,něgwam,běrbet,něgwam,něgwam,běrbet,něgwam,le,něgwam,le,běrbet,le,něgwam,běrbet,běrbet,něgwam,něgwam,běrbet,le,běrbet,le,běrbet,běrbet,něgwam,běrbet,něgwam,něgwam,běrbet,něgwam,le,něgwam,le,něgwam,běrbet,něgwam,něgwam,běrbet,běrbet,něgwam,le,něgwam,něgwam,něgwam,něgwam,něgwam,le,le,le,něgwam,něgwam,něgwam,něgwam,le,běrbet,něgwam,le,běrbet,le,běrbet,běrbet,le,něgwam,něgwam,le,běrbet,le,běrbet,něgwam,něgwam,něgwam,le,něgwam,běrbet,le,běrbet,le,něgwam,něgwam,něgwam,"ab, aba, baba",aua,"apu, ama, amaua",aua,"apu, ama, amaua","apu, ama, amaua","ab, aba, baba","ab, aba, baba","ab, aba, baba","apu, ama, amaua",aua,"apu, ama, amaua","apu, ama, amaua","ab, aba, baba","apu, ama, amaua","apu, ama, amaua",aua,"apu, ama, amaua","apu, ama, amaua","ab, aba, baba"
8,0.06415092907997288,1.0374312377016655,0.9732803086216926,něgwam,běrbet,něgwam,le,něgwam,le,běrbet,něgwam,le,něgwam,něgwam,něgwam,něgwam,le,běrbet,běrbet,něgwam,le,běrbet,běrbet,běrbet,něgwam,le,něgwam,le,le,něgwam,le,něgwam,le,něgwam,le,něgwam,něgwam,něgwam,běrbet,le,něgwam,něgwam,něgwam,běrbet,něgwam,běrbet,běrbet,něgwam,běrbet,běrbet,le,něgwam,něgwam,le,le,něgwam,le,le,běrbet,le,le,něgwam,něgwam,něgwam,něgwam,něgwam,le,běrbet,něgwam,běrbet,běrbet,něgwam,le,běrbet,běrbet,něgwam,běrbet,le,něgwam,něgwam,něgwam,něgwam,běrbet,něgwam,běrbet,běrbet,něgwam,něgwam,"apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","ab, aba, baba","apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","ab, aba, baba","apu, ama, amaua",aua,"ab, aba, baba","ab, aba, baba","ab, aba, baba","apu, ama, amaua","ab, aba, baba",aua,"apu, ama, amaua",aua,"apu, ama, amaua",aua
9,0.05241973002594735,1.0352630631250954,0.9828433330991481,běrbet,běrbet,běrbet,le,něgwam,le,něgwam,něgwam,le,běrbet,něgwam,le,le,něgwam,le,něgwam,le,le,něgwam,něgwam,něgwam,běrbet,běrbet,něgwam,něgwam,běrbet,le,le,něgwam,něgwam,něgwam,běrbet,něgwam,le,něgwam,něgwam,něgwam,něgwam,něgwam,le,něgwam,něgwam,le,běrbet,něgwam,něgwam,něgwam,běrbet,běrbet,běrbet,le,běrbet,le,něgwam,le,běrbet,něgwam,le,běrbet,běrbet,běrbet,le,něgwam,něgwam,běrbet,le,běrbet,něgwam,něgwam,něgwam,běrbet,něgwam,le,něgwam,běrbet,běrbet,něgwam,něgwam,něgwam,běrbet,le,le,něgwam,něgwam,něgwam,"apu, ama, amaua","apu, ama, amaua","ab, aba, baba",aua,"ab, aba, baba",aua,"apu, ama, amaua","ab, aba, baba","apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","apu, ama, amaua","ab, aba, baba","ab, aba, baba","apu, ama, amaua","ab, aba, baba","apu, ama, amaua",aua,aua,"apu, ama, amaua"
