simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.08463729312120294,1.443405323110573,1.35876802998937,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,mami,mami,mami,mami,mami,mami,mami,mamau,aua,aua,mamau,"etata, leita, tinana","etata, leita, tinana",aua,mamau,mami,mamau,"emama, mamau, támana","emama, mamau, támana",aua
1,0.0766071009951057,1.443405323110573,1.3667982221154673,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,"emama, mamau, támana",aua,mami,mami,mami,mamau,"etata, leita, tinana",mamau,mamau,mami,"emama, mamau, támana",mami,mami,aua,aua,"etata, leita, tinana",mami,aua,mamau,mami
2,0.1038939463396562,1.4813328615293828,1.3774389151897266,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kave,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,mami,"emama, mamau, támana",mamau,mami,mami,"etata, leita, tinana",aua,mami,mami,aua,mamau,aua,aua,mami,"etata, leita, tinana",mami,mami,"emama, mamau, támana",mamau,mamau
3,0.03451443464198034,1.4662019920911507,1.4316875574491703,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,aua,mamau,mami,"emama, mamau, támana",mami,mami,"emama, mamau, támana",aua,aua,mami,"etata, leita, tinana",mamau,aua,mamau,mami,mami,mami,mami,mamau,"etata, leita, tinana"
4,0.030585580149568692,1.4552911983990655,1.4247056182494968,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kave,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,taina,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,mami,"etata, leita, tinana",mamau,mami,aua,"emama, mamau, támana","etata, leita, tinana",mami,mamau,mami,mami,mami,mami,aua,mamau,aua,"emama, mamau, támana",mami,aua,mamau
5,0.08006692579120944,1.4898490619439466,1.4097821361527372,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,taina,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,mami,mamau,aua,aua,mamau,mami,"emama, mamau, támana","emama, mamau, támana",mami,"etata, leita, tinana",aua,mami,mamau,mami,mami,mami,mami,mamau,aua,"etata, leita, tinana"
6,0.14359964416724424,1.443405323110573,1.2998056789433288,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,"emama, mamau, támana",aua,mami,mami,mami,mami,mamau,"etata, leita, tinana",mamau,mamau,aua,mami,mami,aua,"emama, mamau, támana",mami,mamau,"etata, leita, tinana",mami,aua
7,0.05919947266346992,1.4813328615293828,1.422133388865913,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,mami,mamau,mami,mamau,mami,"etata, leita, tinana",aua,"etata, leita, tinana",mamau,mami,mami,aua,mami,mami,"emama, mamau, támana",aua,aua,mami,"emama, mamau, támana",mamau
8,0.04891295101564164,1.4552911983990655,1.4063782473834239,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,aua,"emama, mamau, támana",mamau,mami,"emama, mamau, támana",mami,mami,mami,mami,mamau,mami,"etata, leita, tinana",aua,aua,mami,mamau,aua,"etata, leita, tinana",mamau,mami
9,0.058252772625541516,1.4898490619439466,1.431596289318405,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,taina,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,taina,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kave,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,kaleka,mami,mami,aua,aua,mamau,"etata, leita, tinana","emama, mamau, támana",mami,mamau,mamau,aua,"emama, mamau, támana",mami,mami,mami,aua,mamau,mami,mami,"etata, leita, tinana"
