simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.12349780168959845,1.793742542972427,1.6702447412828285,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,vatsi,t'inay yats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,bubal vats,dadal vats,bubal vats,bybai yats,dadal jats,bybai yats,dadal jats,buba,dada,bybai yats,dada,bybai yats,dadal jats,dadal vats,dadal jats,dadal vats,бубал вац,dadal vats,bybai yats,dadal vats,buba,бубал вац,dadal jats,bybai yats,бубал вац,dadal jats,dadal vats,bubal vats
1,0.13701918492689869,1.832758803417652,1.6957396184907534,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,t'inay yats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,t'inav vats,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,dadal jats,bybai yats,dada,dada,bybai yats,бубал вац,dadal jats,bybai yats,buba,dadal jats,бубал вац,buba,bybai yats,dadal vats,dadal vats,dadal jats,dadal vats,dadal vats,dadal vats,bubal vats,бубал вац,bubal vats,dadal vats,bybai yats,dadal jats,dadal jats,bubal vats,bybai yats
2,0.19945745359553402,1.7850237132800184,1.5855662596844844,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,t'inav vats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,jats,jats,yatsalai,yatsalai,dadal vats,dadal vats,dadal jats,dadal jats,бубал вац,dadal jats,dadal jats,dada,bybai yats,buba,bubal vats,bybai yats,dadal jats,dadal vats,dadal vats,бубал вац,bybai yats,bybai yats,dadal vats,bubal vats,dada,bubal vats,dadal jats,бубал вац,dadal vats,bybai yats,bybai yats,buba
3,0.13071056812671955,1.8844606640895691,1.7537500959628496,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,t'inay yats,yatsalai,t'inav vats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,jats,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,бубал вац,bybai yats,bubal vats,бубал вац,buba,dadal vats,dadal vats,dadal jats,bybai yats,bubal vats,dadal jats,dadal vats,бубал вац,bybai yats,bybai yats,bybai yats,dadal vats,bubal vats,dada,dada,dadal jats,buba,bybai yats,dadal jats,dadal jats,dadal jats,dadal vats,dadal vats
4,0.15464334919784273,1.8453361455012938,1.690692796303451,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,t'inay yats,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,t'inav vats,dada,bybai yats,dadal jats,buba,buba,dadal vats,dadal jats,bubal vats,bybai yats,bybai yats,dadal vats,dadal jats,bybai yats,dadal jats,бубал вац,dadal vats,dadal vats,dadal vats,bubal vats,bybai yats,dada,бубал вац,бубал вац,dadal vats,dadal jats,bybai yats,bubal vats,dadal jats
5,0.15127345244077328,1.8339251101650138,1.6826516577242405,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,t'inay yats,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,vatsi,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,dada,bybai yats,бубал вац,бубал вац,dada,dadal vats,bybai yats,dadal jats,dadal vats,dadal jats,dadal jats,bybai yats,dadal jats,bybai yats,bubal vats,dadal jats,bybai yats,dadal vats,dadal vats,bybai yats,dadal vats,бубал вац,dadal jats,bubal vats,buba,dadal vats,buba,bubal vats
6,0.1524269247085248,1.789455037885473,1.6370281131769482,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,jats,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,vatsi,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,dadal jats,bubal vats,бубал вац,бубал вац,bybai yats,dadal vats,bubal vats,bybai yats,bybai yats,dadal jats,bybai yats,bybai yats,dada,dadal jats,bybai yats,dadal vats,dadal vats,dadal vats,dadal vats,bubal vats,dadal jats,buba,бубал вац,buba,dada,dadal jats,dadal jats,dadal vats
7,0.18208523502448037,1.8400552609288336,1.6579700259043533,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,vatsi,t'inay yats,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,dadal jats,bybai yats,bubal vats,bybai yats,dadal jats,dada,dadal vats,dadal vats,dadal jats,dadal jats,бубал вац,dada,bybai yats,dadal vats,dadal vats,bubal vats,buba,bybai yats,bybai yats,bubal vats,dadal vats,dadal vats,бубал вац,бубал вац,dadal jats,buba,bybai yats,dadal jats
8,0.1594261295104593,1.8038345887694365,1.6444084592589772,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,jats,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,bybai yats,bybai yats,bybai yats,бубал вац,dadal jats,dadal vats,bubal vats,buba,bybai yats,dadal vats,bybai yats,dadal vats,bybai yats,бубал вац,dadal vats,dadal vats,buba,dadal jats,dadal jats,dadal vats,bubal vats,dadal jats,bubal vats,dadal jats,бубал вац,dada,dada,dadal jats
9,0.17654338664165858,1.8190644982286366,1.642521111586978,vatsi,yatsalai,yatsalai,t'inay yats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,vatsi,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,vatsi,jats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,jats,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inay yats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,t'inav vats,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,yatsalai,dadal jats,dadal vats,bybai yats,bybai yats,dadal jats,бубал вац,dadal jats,dada,бубал вац,bybai yats,dadal jats,dadal vats,bubal vats,bubal vats,bubal vats,buba,bybai yats,dada,bybai yats,dadal vats,bybai yats,dadal vats,dadal jats,dadal vats,dadal vats,dadal jats,buba,бубал вац
