simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.242433026555958,1.034601232910181,0.792168206354223,tawil,kakayi,kakayi,tawil-iyar,tawil,tawil-iyar,kuku-iyar,tawil,tawil-iyar,tawil-iyar,kuku-iyar,kuku,kuku,kakayi,tawil-iyar,tawil-iyar,tawil-iyar,kuku,kuku-iyar,wartayi,kuku,kuku,tawil,wartayi,kuku-iyar,kuku-iyar,tawil,tawil,kakayi,kakayi,kuku,wartayi,tawil-iyar,kakayi,kuku-iyar,wartayi,tawil,tawil,limbayn,"pap-pap, pap kuruk","pap-pap, pap kuruk",pipayi,"pap-pap, pap kuruk",wanan pip,wanan pip,limbayn,ngamayi,ngamayi,"pap-pap, pap kuruk",wanan pip,ngamayi,wanan pip,ngirang,limbayn,ngirang,limbayn,ngamayi,pipayi
1,1.1102230246251565e-16,0.6931471805599453,0.6931471805599452,wartayi,kakayi,tawil-iyar,kuku-iyar,kuku-iyar,kuku-iyar,kakayi,kakayi,kuku,tawil,kuku,kuku,tawil,tawil,kakayi,tawil-iyar,tawil-iyar,tawil-iyar,tawil,kakayi,kuku-iyar,kuku-iyar,tawil,kuku,kuku-iyar,tawil,wartayi,wartayi,tawil-iyar,kuku,kuku,tawil-iyar,tawil,tawil-iyar,wartayi,tawil-iyar,tawil,kakayi,limbayn,"pap-pap, pap kuruk",limbayn,"pap-pap, pap kuruk","pap-pap, pap kuruk",ngamayi,ngamayi,wanan pip,wanan pip,"pap-pap, pap kuruk",ngamayi,pipayi,ngamayi,ngirang,limbayn,ngirang,limbayn,pipayi,wanan pip,wanan pip
2,0.34145405235023607,1.0346012329101812,0.6931471805599452,tawil,tawil-iyar,wartayi,kuku-iyar,tawil,kakayi,wartayi,tawil-iyar,kakayi,kuku-iyar,kuku,kakayi,tawil,tawil,tawil,kuku-iyar,tawil-iyar,kuku-iyar,kuku,kuku,kakayi,kuku-iyar,kakayi,tawil,wartayi,tawil-iyar,wartayi,tawil-iyar,kuku,kakayi,tawil-iyar,tawil-iyar,kuku,tawil-iyar,tawil,tawil,kuku-iyar,kuku,limbayn,pipayi,limbayn,wanan pip,wanan pip,"pap-pap, pap kuruk",ngamayi,limbayn,ngamayi,limbayn,pipayi,ngamayi,ngamayi,wanan pip,ngirang,wanan pip,ngirang,"pap-pap, pap kuruk","pap-pap, pap kuruk","pap-pap, pap kuruk"
3,0.4848660531119162,1.376055285260417,0.8911892321485009,kuku,wartayi,tawil-iyar,tawil,kakayi,kuku-iyar,kuku,kuku-iyar,tawil-iyar,kakayi,tawil-iyar,wartayi,wartayi,kakayi,tawil,tawil-iyar,kuku-iyar,kuku,kakayi,tawil-iyar,kuku-iyar,kakayi,tawil,tawil,kakayi,kuku-iyar,tawil-iyar,kuku,tawil-iyar,tawil-iyar,tawil,tawil,tawil,kuku,tawil,kuku,wartayi,kuku-iyar,ngamayi,pipayi,wanan pip,limbayn,limbayn,ngamayi,limbayn,wanan pip,pipayi,"pap-pap, pap kuruk",ngirang,ngamayi,ngamayi,wanan pip,limbayn,"pap-pap, pap kuruk","pap-pap, pap kuruk","pap-pap, pap kuruk",wanan pip,ngirang
4,0.484866053111916,1.0789922078775833,0.5941261547656673,kakayi,tawil-iyar,tawil-iyar,kuku-iyar,tawil,wartayi,kakayi,kakayi,tawil,tawil-iyar,tawil-iyar,tawil,tawil-iyar,kuku-iyar,kuku,kuku,kuku,tawil-iyar,tawil,tawil-iyar,tawil,tawil,tawil,wartayi,kakayi,kuku-iyar,kakayi,tawil,kuku,kuku,tawil-iyar,kuku-iyar,kakayi,kuku-iyar,wartayi,kuku-iyar,wartayi,kuku,"pap-pap, pap kuruk","pap-pap, pap kuruk",wanan pip,limbayn,wanan pip,wanan pip,"pap-pap, pap kuruk",ngamayi,ngamayi,limbayn,limbayn,pipayi,pipayi,ngirang,ngamayi,limbayn,"pap-pap, pap kuruk",wanan pip,ngamayi,ngirang
5,0.4101163182884092,0.9799711820833055,0.5698548637948962,tawil,tawil-iyar,tawil,kakayi,wartayi,kuku,tawil,tawil-iyar,tawil,kakayi,tawil-iyar,kuku-iyar,tawil-iyar,kakayi,tawil,tawil,tawil,kuku,kuku-iyar,kuku-iyar,kuku,wartayi,tawil-iyar,kuku-iyar,kakayi,wartayi,tawil,kakayi,tawil-iyar,tawil-iyar,kuku-iyar,tawil-iyar,kuku,wartayi,kuku,kuku-iyar,kuku,kakayi,limbayn,"pap-pap, pap kuruk",ngamayi,ngamayi,ngirang,wanan pip,limbayn,limbayn,"pap-pap, pap kuruk",ngamayi,"pap-pap, pap kuruk",wanan pip,wanan pip,ngamayi,pipayi,pipayi,"pap-pap, pap kuruk",ngirang,wanan pip,limbayn
6,0.6829081047004719,1.376055285260417,0.6931471805599452,tawil-iyar,kuku-iyar,wartayi,tawil-iyar,tawil,kuku-iyar,kuku-iyar,kuku-iyar,tawil,kakayi,tawil-iyar,tawil,tawil,kuku,kakayi,kakayi,kakayi,kuku,wartayi,tawil,kakayi,kuku,kuku,tawil-iyar,tawil-iyar,tawil-iyar,tawil,kuku-iyar,tawil-iyar,kuku,wartayi,tawil,kakayi,tawil-iyar,wartayi,tawil,kuku,kuku-iyar,ngamayi,limbayn,wanan pip,"pap-pap, pap kuruk",wanan pip,limbayn,"pap-pap, pap kuruk",pipayi,"pap-pap, pap kuruk",wanan pip,ngamayi,pipayi,ngirang,wanan pip,ngamayi,limbayn,"pap-pap, pap kuruk",limbayn,ngirang,ngamayi
7,0.4101163182884092,1.0789922078775833,0.6688758895891741,tawil,tawil,wartayi,kuku-iyar,tawil,kuku,tawil-iyar,tawil-iyar,tawil,kakayi,tawil-iyar,tawil,kakayi,kuku-iyar,tawil-iyar,tawil,kuku,kakayi,wartayi,wartayi,tawil-iyar,tawil,kuku-iyar,kuku-iyar,tawil-iyar,kakayi,tawil-iyar,tawil-iyar,kuku,kuku,kuku,tawil,wartayi,kakayi,kuku-iyar,kuku,kakayi,kuku-iyar,"pap-pap, pap kuruk","pap-pap, pap kuruk",wanan pip,ngamayi,limbayn,limbayn,pipayi,limbayn,ngirang,"pap-pap, pap kuruk",wanan pip,ngamayi,ngamayi,"pap-pap, pap kuruk",limbayn,wanan pip,ngamayi,wanan pip,pipayi,ngirang
8,0.14341200076168026,1.0346012329101812,0.891189232148501,tawil-iyar,tawil-iyar,tawil-iyar,tawil,tawil-iyar,kakayi,kakayi,kuku,tawil-iyar,tawil,kuku,wartayi,kuku,kakayi,kuku-iyar,kuku,tawil,kuku,kakayi,tawil,tawil,tawil,tawil,kuku-iyar,tawil,kakayi,tawil-iyar,tawil-iyar,wartayi,wartayi,tawil-iyar,kuku-iyar,kuku-iyar,kuku,kuku-iyar,kuku-iyar,kakayi,wartayi,wanan pip,"pap-pap, pap kuruk",wanan pip,ngirang,ngamayi,limbayn,"pap-pap, pap kuruk",limbayn,ngamayi,"pap-pap, pap kuruk",ngamayi,pipayi,ngamayi,ngirang,"pap-pap, pap kuruk",limbayn,limbayn,wanan pip,wanan pip,pipayi
9,0.14341200076168026,1.0346012329101812,0.891189232148501,tawil,kakayi,tawil-iyar,tawil,kuku-iyar,tawil,tawil,kuku,kuku-iyar,kuku,wartayi,tawil-iyar,kuku-iyar,tawil,kuku,kuku,tawil,kakayi,wartayi,tawil-iyar,tawil-iyar,kuku,kakayi,tawil-iyar,tawil,kakayi,kuku-iyar,tawil-iyar,kuku-iyar,kakayi,wartayi,tawil-iyar,tawil-iyar,kuku-iyar,tawil,wartayi,kuku,kakayi,"pap-pap, pap kuruk",limbayn,ngirang,"pap-pap, pap kuruk",limbayn,ngamayi,ngamayi,wanan pip,pipayi,ngamayi,ngirang,pipayi,wanan pip,"pap-pap, pap kuruk","pap-pap, pap kuruk",wanan pip,wanan pip,limbayn,limbayn,ngamayi
