simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,meB,myB,meZ,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,feB,fyB,feZ,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.09816797360014562,0.9879350883442674,0.8897671147441217,Cousin,Cousine,Cousin,Cousin,Cousin,Cousine,Cousine,Cousine,Cousine,Cousin,Bruder,Cousin,Cousin,Bruder,Cousin,Cousin,Bruder,Cousin,Cousine,Cousin,Cousine,Cousin,Schwester,Cousine,Cousine,Cousin,Cousin,Cousine,Bruder,Cousine,Cousin,Cousine,Cousine,Bruder,Cousine,Schwester,Cousine,Cousine,Cousine,Cousin,Cousin,Cousin,Cousin,Cousin,Bruder,Cousin,Cousine,Cousin,Cousine,Cousine,Cousin,Cousine,Cousin,Schwester,Cousine,Cousine,Cousine,Schwester,Cousine,Cousin,Cousin,Cousin,Cousin,Cousine,Schwester,Cousin,Cousine,Cousin,Cousine,Schwester,Cousin,Cousine,Cousin,Cousin,Cousine,Cousine,Cousine,Cousin,Cousine,Cousine,Cousin,Cousin,Cousin,Cousin,Cousine,Cousin,Cousine,Cousine,Cousine,Cousine,Onkel,Onkel,Tante,Onkel,Tante,Onkel,Tante,Onkel,Vater,Onkel,Tante,Onkel,Onkel,Mutter,Tante,Tante,Onkel,Onkel,Tante,Tante,Tante,Vater,Onkel,Mutter,Tante,Tante,Onkel,Tante
1,0.06418659341424937,1.096035555024796,1.0318489616105466,Cousine,Cousin,Cousin,Cousin,Cousin,Cousine,Bruder,Schwester,Cousine,Bruder,Schwester,Cousin,Cousine,Cousin,Cousin,Cousine,Cousine,Cousin,Cousin,Cousin,Cousin,Cousine,Cousin,Cousine,Cousine,Bruder,Cousin,Schwester,Cousine,Cousine,Cousin,Cousine,Cousine,Cousin,Cousine,Cousin,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousine,Cousin,Cousin,Cousine,Cousin,Schwester,Cousine,Cousine,Cousine,Cousin,Schwester,Cousin,Cousin,Cousine,Cousine,Cousin,Cousine,Cousine,Cousin,Cousine,Cousine,Cousin,Cousine,Cousin,Cousine,Schwester,Cousine,Cousin,Cousine,Cousine,Cousin,Cousin,Cousine,Cousine,Bruder,Cousine,Cousine,Cousin,Cousin,Cousin,Cousin,Bruder,Cousin,Cousine,Cousine,Bruder,Cousin,Cousine,Onkel,Tante,Onkel,Tante,Onkel,Mutter,Mutter,Onkel,Onkel,Tante,Tante,Tante,Tante,Onkel,Onkel,Vater,Tante,Tante,Onkel,Onkel,Onkel,Tante,Vater,Tante,Tante,Onkel,Tante,Onkel
2,0.06719638724423715,1.0762815311530085,1.0090851439087714,Schwester,Cousine,Cousin,Bruder,Cousine,Cousine,Cousin,Cousin,Cousine,Cousine,Cousin,Cousin,Cousin,Cousine,Bruder,Cousin,Bruder,Schwester,Cousin,Schwester,Cousine,Cousine,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousin,Cousine,Cousin,Cousine,Cousine,Cousine,Schwester,Cousine,Cousin,Schwester,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousine,Cousine,Cousine,Cousine,Bruder,Cousin,Cousine,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousin,Cousin,Cousine,Cousine,Cousine,Cousine,Bruder,Cousine,Cousin,Cousine,Cousin,Schwester,Cousin,Cousine,Cousin,Cousin,Bruder,Cousin,Cousine,Cousine,Cousin,Cousine,Cousine,Cousin,Cousine,Cousin,Cousine,Cousin,Cousin,Cousine,Cousin,Cousine,Cousin,Onkel,Tante,Tante,Onkel,Tante,Tante,Mutter,Vater,Onkel,Mutter,Tante,Tante,Onkel,Tante,Onkel,Onkel,Tante,Onkel,Vater,Tante,Tante,Onkel,Tante,Onkel,Onkel,Onkel,Onkel,Tante
3,0.062441108737758544,1.0777023635861172,1.0152612548483586,Bruder,Cousin,Cousin,Cousin,Cousine,Cousin,Cousine,Cousine,Cousine,Cousin,Cousin,Cousine,Schwester,Cousin,Cousin,Cousin,Cousine,Cousine,Cousin,Cousin,Bruder,Cousin,Cousin,Cousin,Cousine,Cousine,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousin,Bruder,Cousine,Cousin,Cousine,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousine,Bruder,Bruder,Cousine,Cousine,Cousine,Cousin,Schwester,Cousine,Cousine,Schwester,Bruder,Cousin,Cousin,Cousine,Cousine,Cousin,Cousin,Cousin,Cousin,Cousin,Cousin,Cousin,Cousine,Cousine,Cousin,Cousine,Schwester,Cousine,Cousin,Cousine,Cousine,Cousin,Cousine,Schwester,Cousine,Cousin,Cousin,Cousine,Schwester,Cousine,Cousine,Cousine,Cousine,Cousine,Cousine,Cousine,Tante,Tante,Onkel,Onkel,Onkel,Tante,Tante,Onkel,Tante,Tante,Onkel,Tante,Onkel,Tante,Tante,Onkel,Onkel,Onkel,Onkel,Mutter,Onkel,Onkel,Tante,Mutter,Vater,Tante,Tante,Vater
4,0.0854016049716555,1.0794762220443754,0.9940746170727199,Cousin,Cousin,Cousine,Cousin,Cousine,Cousine,Cousin,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousine,Cousin,Cousin,Cousin,Cousine,Cousine,Cousin,Cousin,Schwester,Cousine,Cousin,Bruder,Cousin,Bruder,Cousine,Cousin,Cousin,Cousine,Cousin,Cousine,Cousin,Cousin,Cousine,Bruder,Cousin,Cousine,Cousin,Cousine,Cousin,Cousin,Cousine,Cousine,Schwester,Cousine,Cousin,Cousine,Schwester,Bruder,Cousin,Cousine,Cousine,Schwester,Cousin,Cousine,Cousine,Cousine,Cousine,Bruder,Schwester,Cousine,Cousine,Cousine,Cousine,Cousin,Cousine,Cousine,Cousin,Cousine,Cousin,Cousine,Cousin,Bruder,Cousine,Cousine,Schwester,Cousine,Cousine,Cousin,Cousin,Cousin,Cousin,Cousin,Cousine,Cousine,Cousin,Cousin,Cousin,Tante,Vater,Onkel,Onkel,Tante,Tante,Tante,Tante,Tante,Mutter,Onkel,Tante,Onkel,Onkel,Tante,Tante,Onkel,Tante,Onkel,Onkel,Onkel,Tante,Mutter,Onkel,Vater,Tante,Onkel,Onkel
5,0.0372769122635086,1.1201846896171466,1.082907777353638,Cousin,Cousin,Cousin,Cousin,Cousine,Cousine,Cousin,Cousin,Cousin,Cousin,Cousin,Cousin,Cousine,Bruder,Cousin,Cousine,Cousin,Cousin,Cousine,Cousin,Bruder,Cousin,Cousine,Cousin,Bruder,Cousine,Cousin,Cousine,Cousin,Cousine,Cousine,Cousine,Cousine,Cousine,Schwester,Cousin,Cousin,Schwester,Cousine,Cousine,Cousin,Cousin,Cousin,Bruder,Schwester,Cousine,Cousine,Bruder,Cousine,Cousine,Cousin,Cousine,Cousine,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousin,Cousine,Cousin,Cousine,Schwester,Cousin,Schwester,Cousine,Cousine,Cousin,Cousine,Cousin,Cousine,Cousine,Cousin,Cousin,Cousine,Cousin,Cousine,Bruder,Cousin,Cousin,Cousine,Cousine,Cousine,Cousin,Schwester,Cousine,Cousine,Cousine,Cousine,Onkel,Tante,Onkel,Tante,Onkel,Vater,Mutter,Onkel,Tante,Tante,Onkel,Onkel,Onkel,Tante,Tante,Onkel,Tante,Vater,Onkel,Tante,Onkel,Tante,Onkel,Tante,Tante,Mutter,Onkel,Tante
6,0.0385141421445887,1.0294709284964414,0.9909567863518527,Cousin,Bruder,Cousin,Cousin,Cousine,Cousin,Bruder,Cousin,Cousin,Cousine,Cousine,Cousine,Cousin,Cousin,Cousine,Cousine,Cousin,Cousin,Cousine,Cousin,Schwester,Cousine,Cousine,Cousin,Cousine,Cousin,Cousine,Cousine,Cousin,Cousin,Schwester,Cousine,Cousine,Cousine,Schwester,Cousine,Cousine,Cousin,Cousine,Cousin,Cousin,Cousin,Schwester,Cousine,Cousine,Cousine,Cousin,Cousine,Cousin,Cousine,Cousine,Cousine,Cousine,Cousin,Cousin,Cousin,Cousine,Schwester,Cousin,Bruder,Cousin,Cousine,Cousine,Bruder,Cousine,Bruder,Cousin,Cousine,Cousin,Cousine,Cousin,Cousin,Cousine,Cousin,Cousine,Bruder,Cousin,Cousin,Cousin,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousin,Cousine,Schwester,Cousine,Cousine,Onkel,Tante,Tante,Onkel,Tante,Onkel,Mutter,Onkel,Onkel,Onkel,Tante,Tante,Tante,Vater,Onkel,Tante,Onkel,Tante,Tante,Onkel,Mutter,Onkel,Tante,Tante,Onkel,Onkel,Vater,Tante
7,0.04986406080178507,1.0943142645335289,1.0444502037317438,Cousin,Cousin,Cousin,Cousin,Cousin,Cousin,Cousine,Cousine,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousine,Cousine,Cousin,Cousin,Bruder,Cousin,Cousin,Cousine,Cousine,Cousin,Cousin,Cousine,Bruder,Cousin,Cousin,Cousine,Cousin,Cousine,Cousine,Cousin,Schwester,Schwester,Cousin,Bruder,Cousin,Bruder,Cousin,Cousine,Cousin,Cousine,Cousine,Cousine,Cousin,Schwester,Cousin,Cousine,Cousine,Cousin,Cousine,Schwester,Cousine,Cousin,Cousine,Cousine,Bruder,Cousine,Cousin,Cousin,Cousin,Schwester,Cousin,Bruder,Cousin,Cousine,Cousine,Cousin,Schwester,Cousine,Cousine,Cousine,Cousin,Cousin,Cousine,Cousine,Cousine,Cousin,Cousine,Cousine,Cousine,Cousine,Cousine,Cousine,Cousin,Cousine,Cousine,Cousin,Tante,Onkel,Mutter,Tante,Onkel,Tante,Vater,Vater,Tante,Tante,Onkel,Onkel,Tante,Onkel,Tante,Mutter,Onkel,Tante,Onkel,Onkel,Onkel,Onkel,Onkel,Tante,Onkel,Tante,Tante,Tante
8,0.03900169580796731,1.067007857535169,1.0280061617272016,Cousin,Cousine,Cousine,Cousine,Schwester,Cousine,Cousin,Cousin,Cousine,Cousine,Cousin,Cousin,Cousin,Cousin,Cousine,Cousin,Cousine,Cousine,Cousin,Cousin,Cousine,Bruder,Schwester,Cousin,Cousine,Cousine,Cousine,Cousin,Cousine,Cousine,Cousine,Cousin,Cousine,Cousin,Cousin,Cousin,Cousine,Cousine,Cousin,Schwester,Bruder,Bruder,Cousine,Cousin,Cousine,Cousine,Cousine,Schwester,Cousine,Cousin,Cousine,Cousin,Cousine,Cousine,Cousine,Bruder,Cousin,Cousine,Cousin,Cousin,Cousine,Cousin,Bruder,Cousine,Cousin,Cousin,Cousin,Cousin,Schwester,Cousine,Cousine,Cousine,Cousin,Cousin,Cousin,Cousin,Cousin,Cousin,Cousin,Cousin,Cousine,Schwester,Cousine,Cousin,Cousin,Bruder,Cousine,Cousine,Cousine,Cousin,Onkel,Tante,Onkel,Onkel,Vater,Tante,Mutter,Tante,Onkel,Tante,Onkel,Tante,Tante,Mutter,Onkel,Tante,Onkel,Onkel,Onkel,Onkel,Tante,Tante,Tante,Vater,Tante,Tante,Onkel,Onkel
9,0.05762676358231311,1.0943142645335289,1.0366875009512158,Cousine,Cousin,Cousine,Cousine,Cousin,Cousine,Cousine,Cousine,Cousine,Cousine,Cousine,Bruder,Cousin,Cousin,Cousin,Bruder,Cousine,Cousin,Cousine,Cousin,Bruder,Cousin,Cousin,Cousin,Cousine,Cousin,Cousin,Cousin,Cousine,Cousin,Cousin,Cousine,Cousine,Cousin,Bruder,Cousin,Cousin,Cousin,Cousine,Cousine,Cousine,Cousine,Cousine,Cousin,Cousin,Cousine,Cousin,Schwester,Cousin,Cousin,Cousin,Cousin,Schwester,Cousin,Cousin,Cousine,Bruder,Bruder,Schwester,Cousine,Cousine,Cousine,Cousine,Cousine,Cousine,Cousine,Cousin,Cousin,Cousin,Cousin,Cousine,Cousine,Cousine,Cousin,Schwester,Cousine,Cousin,Cousine,Cousin,Cousin,Cousin,Cousine,Cousine,Cousine,Cousine,Schwester,Cousine,Cousin,Schwester,Cousin,Onkel,Onkel,Tante,Onkel,Tante,Onkel,Tante,Tante,Vater,Tante,Tante,Onkel,Tante,Onkel,Mutter,Onkel,Tante,Tante,Mutter,Tante,Onkel,Tante,Tante,Onkel,Onkel,Onkel,Vater,Onkel
