simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.039373653667638786,1.1624822949233928,1.123108641255754,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,arik,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aki,aki,amak,aki,ipui,ipui,ipui,amak,ipui,aki,ipui,ipui,aki,inak,inak,aki,ipui,ipui,aki,aki
1,0.03323443154017558,1.2149847829974898,1.1817503514573142,arik,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,arik,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,ipui,ipui,aki,amak,aki,inak,ipui,aki,inak,aki,amak,ipui,aki,aki,ipui,aki,ipui,aki,ipui,ipui
2,0.06781587816582668,1.192854958575232,1.1250390804094053,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,arik,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,arik,aken,arik,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,amak,amak,ipui,aki,ipui,inak,aki,ipui,ipui,inak,aki,aki,ipui,aki,aki,aki,aki,ipui,ipui,ipui
3,0.031410352786099605,1.1935496040981333,1.1621392513120337,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,ipui,amak,aki,aki,amak,ipui,aki,inak,ipui,aki,aki,inak,ipui,aki,ipui,ipui,aki,ipui,ipui,aki
4,0.01740726569536588,1.1624822949233928,1.145075029228027,aken,arik,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,arik,aken,aken,aken,aken,aken,arik,aken,aken,arik,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,ipui,aki,ipui,inak,aki,aki,aki,ipui,aki,aki,aki,ipui,inak,amak,ipui,ipui,amak,ipui,ipui,aki
5,0.03202596144074432,1.192854958575232,1.1608289971344876,aken,aken,aken,aken,aken,arik,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,ipui,inak,ipui,aki,ipui,ipui,ipui,ipui,aki,amak,inak,amak,ipui,aki,aki,aki,aki,aki,aki,ipui
6,0.017827005872635526,1.2135652713163758,1.1957382654437403,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,arik,aken,aken,aken,aken,aken,aken,ipui,aki,amak,ipui,aki,ipui,inak,ipui,aki,aki,aki,ipui,ipui,aki,aki,inak,ipui,aki,amak,ipui
7,0.0334082599140213,1.2135652713163758,1.1801570114023545,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aki,ipui,inak,aki,aki,aki,aki,ipui,inak,amak,ipui,amak,ipui,ipui,ipui,ipui,aki,ipui,aki,aki
8,0.013804121900836241,1.192854958575232,1.1790508366743957,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,ipui,ipui,aki,ipui,inak,inak,aki,ipui,ipui,aki,amak,aki,aki,aki,aki,ipui,amak,ipui,aki,ipui
9,0.014789347492237814,1.2135652713163758,1.198775923824138,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,arik,arik,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,aken,arik,aken,aken,aken,aken,aken,aken,aken,aki,aki,amak,aki,ipui,ipui,inak,ipui,inak,ipui,aki,aki,aki,ipui,amak,ipui,ipui,aki,ipui,aki
