simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.18041830982076057,2.0054779423255,1.8250596325047392,salan,mama,salan,nida,salan,salan,salan,mama,salan,salan,salan,mama,salan,tas(t)n,salan,salan,salan,salan,salan,salan,nida,mama,salan,nida,salan,salan,salan,mama,salan,salan,salan,salan,nida,salan,salan,mama,salan,salan,salan,nida,nida,mama,salan,salan,salan,salan,salan,vivin,mama,nida,salan,salan,nida,vivin,salan,salan,mama,salan,salan,salan,nida,salan,nida,salan,salan,salan,salan,vivin,salan,salan,salan,salan,salan,salan,salan,salan,salan,vivin,tas(t)n,salan,salan,tatan,salan,salan,mama,bibi tokhtokh,bibi lele,nida,nida tokhtokh,mama,bibi lele,nida,mama lele,nida lele,nida tokhtokh,bibi tokhtokh,nida tokhtokh,nida tokhtokh,mama tokhtokh,nida lele,nida lele,mama tokhtokh,mama lele,nida lele,mama
1,0.3673406572141662,2.0348465135809852,1.667505856366819,salan,nida,salan,salan,salan,salan,salan,nida,mama,salan,salan,nida,salan,salan,salan,salan,salan,salan,nida,salan,mama,salan,salan,mama,nida,salan,salan,salan,vivin,salan,mama,mama,mama,salan,salan,salan,vivin,salan,salan,nida,nida,salan,salan,salan,mama,vivin,salan,tas(t)n,salan,vivin,salan,salan,salan,tatan,salan,salan,salan,salan,salan,salan,mama,salan,salan,salan,salan,tas(t)n,salan,salan,salan,salan,salan,salan,salan,nida,salan,nida,mama,salan,nida,salan,salan,salan,mama,salan,salan,bibi tokhtokh,mama tokhtokh,nida lele,mama lele,nida lele,nida,nida tokhtokh,bibi tokhtokh,mama tokhtokh,nida,mama,nida lele,bibi lele,nida lele,nida tokhtokh,bibi lele,mama,nida tokhtokh,mama lele,nida tokhtokh
2,0.2833459892022192,2.0428495609613644,1.7595035717591452,nida,salan,vivin,salan,tas(t)n,salan,tatan,salan,salan,salan,salan,salan,mama,mama,salan,salan,salan,nida,salan,salan,salan,salan,mama,salan,nida,salan,salan,nida,salan,vivin,nida,salan,salan,salan,salan,salan,nida,tas(t)n,salan,salan,salan,mama,salan,salan,salan,salan,nida,salan,salan,salan,mama,salan,salan,salan,mama,salan,salan,nida,mama,vivin,salan,salan,salan,salan,salan,salan,nida,salan,salan,salan,salan,salan,salan,mama,nida,salan,vivin,salan,mama,salan,salan,salan,salan,salan,mama,nida,nida tokhtokh,nida,mama,mama,mama lele,nida lele,nida tokhtokh,nida tokhtokh,bibi tokhtokh,bibi lele,nida tokhtokh,bibi tokhtokh,nida lele,mama tokhtokh,bibi lele,nida lele,nida lele,mama tokhtokh,mama lele
3,0.2416248259693925,2.031938767269279,1.7903139412998865,salan,salan,salan,salan,salan,nida,nida,salan,mama,salan,salan,salan,salan,mama,vivin,nida,salan,salan,salan,salan,salan,vivin,salan,salan,salan,salan,mama,salan,mama,mama,salan,nida,salan,salan,salan,salan,salan,salan,salan,mama,salan,salan,tas(t)n,salan,salan,mama,salan,tatan,tas(t)n,salan,salan,salan,salan,salan,salan,nida,salan,salan,nida,salan,salan,salan,mama,salan,vivin,salan,salan,mama,salan,salan,salan,salan,salan,nida,salan,salan,nida,salan,salan,mama,salan,nida,vivin,salan,nida,mama,nida,nida lele,nida,bibi tokhtokh,mama lele,bibi lele,mama lele,nida tokhtokh,nida lele,mama,bibi lele,nida tokhtokh,nida tokhtokh,nida tokhtokh,nida lele,mama tokhtokh,nida lele,mama tokhtokh,bibi tokhtokh
4,0.3077010204396884,2.0348465135809852,1.7271454931412968,salan,salan,salan,salan,nida,mama,salan,salan,salan,salan,salan,salan,salan,salan,salan,salan,salan,salan,salan,salan,nida,salan,nida,salan,salan,salan,mama,vivin,salan,salan,salan,salan,mama,salan,salan,salan,nida,salan,salan,salan,salan,salan,salan,vivin,salan,nida,salan,mama,vivin,nida,nida,mama,nida,mama,vivin,salan,salan,salan,mama,salan,salan,salan,tatan,salan,mama,salan,tas(t)n,mama,nida,salan,salan,salan,salan,salan,salan,salan,salan,tas(t)n,mama,salan,salan,salan,nida,salan,salan,nida lele,mama tokhtokh,nida tokhtokh,mama lele,bibi lele,bibi lele,nida tokhtokh,mama,mama tokhtokh,bibi tokhtokh,mama lele,nida,bibi tokhtokh,nida tokhtokh,nida lele,nida,mama,nida lele,nida tokhtokh,nida lele
5,0.2627755153815574,2.0054779423255,1.7427024269439424,salan,salan,salan,salan,salan,salan,salan,salan,salan,nida,salan,salan,mama,mama,mama,salan,salan,vivin,salan,salan,salan,salan,nida,mama,salan,salan,salan,salan,salan,salan,salan,salan,mama,nida,nida,salan,tas(t)n,salan,salan,vivin,nida,salan,salan,salan,nida,salan,salan,salan,nida,nida,salan,salan,mama,salan,salan,salan,vivin,salan,salan,salan,salan,salan,mama,salan,salan,salan,salan,nida,mama,salan,salan,salan,tas(t)n,salan,mama,salan,mama,tatan,salan,salan,salan,salan,vivin,salan,nida,nida lele,nida tokhtokh,nida lele,bibi tokhtokh,mama lele,mama lele,nida lele,mama,mama tokhtokh,bibi tokhtokh,mama,nida,nida tokhtokh,nida,mama tokhtokh,nida tokhtokh,nida tokhtokh,bibi lele,nida lele,bibi lele
6,0.26460298743868726,2.0348465135809852,1.770243526142298,mama,salan,salan,salan,nida,salan,nida,salan,salan,salan,salan,tatan,mama,mama,salan,nida,salan,salan,salan,salan,nida,vivin,salan,salan,nida,salan,nida,vivin,salan,salan,salan,nida,salan,salan,salan,salan,mama,salan,salan,salan,salan,salan,salan,mama,tas(t)n,salan,salan,salan,salan,salan,mama,salan,nida,salan,salan,salan,salan,salan,mama,vivin,mama,salan,salan,salan,salan,salan,mama,salan,salan,salan,mama,vivin,salan,salan,salan,tas(t)n,salan,salan,salan,salan,salan,nida,salan,salan,nida,nida,nida tokhtokh,mama tokhtokh,nida lele,nida tokhtokh,mama lele,bibi lele,bibi tokhtokh,mama tokhtokh,mama,bibi tokhtokh,nida lele,nida,nida lele,nida tokhtokh,mama,bibi lele,nida tokhtokh,mama lele,nida lele
7,0.33309999477517316,2.0054779423255,1.6723779475503266,salan,mama,salan,nida,salan,salan,salan,salan,salan,salan,salan,salan,nida,salan,salan,vivin,salan,salan,nida,nida,salan,salan,salan,salan,salan,salan,salan,salan,tas(t)n,salan,mama,salan,mama,salan,mama,salan,nida,mama,salan,salan,salan,salan,salan,salan,salan,salan,salan,salan,mama,mama,salan,vivin,salan,salan,nida,salan,salan,mama,salan,salan,mama,vivin,salan,salan,nida,salan,nida,vivin,salan,salan,tatan,mama,salan,salan,salan,salan,nida,salan,salan,salan,tas(t)n,salan,salan,nida,salan,bibi tokhtokh,nida lele,nida lele,mama,bibi lele,nida tokhtokh,nida tokhtokh,mama lele,mama,nida tokhtokh,nida,mama tokhtokh,nida lele,bibi tokhtokh,mama tokhtokh,nida lele,mama lele,bibi lele,nida tokhtokh,nida
8,0.22224301108733902,2.0054779423255,1.7832349312381608,salan,nida,salan,mama,mama,nida,salan,nida,salan,salan,salan,salan,salan,salan,vivin,salan,nida,salan,salan,salan,salan,salan,salan,salan,salan,salan,salan,mama,salan,salan,nida,salan,nida,salan,salan,salan,mama,salan,salan,tas(t)n,salan,nida,salan,salan,salan,vivin,salan,salan,salan,salan,salan,salan,mama,salan,mama,nida,salan,salan,salan,nida,mama,mama,salan,salan,salan,salan,salan,salan,salan,salan,salan,mama,salan,salan,tatan,salan,salan,salan,vivin,salan,nida,salan,vivin,tas(t)n,mama,nida lele,bibi lele,nida tokhtokh,mama tokhtokh,nida tokhtokh,mama lele,mama tokhtokh,nida,nida,nida lele,nida lele,nida tokhtokh,mama,mama lele,bibi tokhtokh,bibi lele,bibi tokhtokh,nida lele,nida tokhtokh,mama
9,0.30382647290341147,2.0054779423255,1.7016514694220883,mama,salan,nida,mama,salan,salan,salan,salan,salan,salan,nida,salan,vivin,salan,salan,salan,nida,salan,mama,salan,salan,salan,salan,salan,salan,salan,salan,tatan,salan,salan,salan,nida,vivin,salan,salan,salan,salan,salan,salan,salan,salan,salan,salan,mama,mama,salan,vivin,salan,salan,salan,salan,salan,nida,salan,mama,salan,tas(t)n,salan,salan,mama,mama,salan,nida,salan,salan,nida,salan,salan,nida,salan,salan,salan,salan,salan,tas(t)n,nida,salan,salan,vivin,mama,salan,salan,salan,mama,nida,nida,mama,bibi tokhtokh,nida lele,nida lele,nida tokhtokh,bibi lele,nida lele,bibi tokhtokh,nida tokhtokh,mama lele,mama lele,bibi lele,mama,nida lele,nida tokhtokh,mama tokhtokh,mama tokhtokh,nida tokhtokh,nida
