simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.08008448125147027,1.3125660123134104,1.2324815310619401,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,siŋli,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,ini,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,adanas,ini,siŋli,bölе,bölе,karɨndas,bölе,bölе,bölе,adanas,bölе,bölе,abay,abay,akay,abay,nagaš akay,nagaš akay,nagaš akay,abay,ana,abay,abay,ata,ana,akay,abay,akay,akay,abay,abay,abay,abay,akay,nagaš akay,ata,abay,nagaš akay,nagaš akay,akay
1,0.09283423466247909,1.3780833318075958,1.2852490971451167,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,ini,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,siŋli,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,ini,bölе,bölе,bölе,bölе,siŋli,bölе,bölе,abay,ana,abay,abay,abay,abay,akay,abay,akay,akay,abay,nagaš akay,ana,nagaš akay,abay,abay,nagaš akay,akay,ata,abay,nagaš akay,abay,abay,akay,nagaš akay,akay,nagaš akay,ata
2,0.12521166904592884,1.3753450141148371,1.2501333450689083,karɨndas,karɨndas,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,ini,bölе,bölе,bölе,siŋli,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,siŋli,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,ini,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,ana,abay,abay,nagaš akay,akay,abay,abay,akay,nagaš akay,abay,akay,nagaš akay,abay,ata,abay,ata,akay,abay,nagaš akay,abay,akay,nagaš akay,akay,nagaš akay,abay,abay,abay,ana
3,0.15518722667605456,1.4512860553170033,1.2960988286409487,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,ini,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,siŋli,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,adanas,adanas,ini,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,siŋli,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,abay,ana,abay,ata,abay,abay,abay,akay,akay,nagaš akay,akay,akay,abay,abay,nagaš akay,nagaš akay,abay,ata,ana,nagaš akay,akay,abay,nagaš akay,nagaš akay,akay,abay,abay,abay
4,0.09095525151509154,1.447095772186148,1.3561405206710564,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,siŋli,bölе,bölе,bölе,adanas,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,ini,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,ini,bölе,bölе,bölе,bölе,siŋli,bölе,bölе,adanas,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,akay,nagaš akay,nagaš akay,abay,abay,ata,abay,akay,nagaš akay,akay,nagaš akay,ata,abay,akay,nagaš akay,abay,abay,ana,ana,abay,akay,abay,abay,abay,abay,abay,nagaš akay,akay
5,0.07746241992881187,1.3312606832622522,1.2537982633334404,bölе,bölе,bölе,bölе,adanas,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,ini,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,ini,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,siŋli,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,siŋli,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,abay,nagaš akay,abay,akay,akay,abay,ata,abay,ana,ana,akay,nagaš akay,akay,abay,abay,abay,abay,ata,abay,abay,nagaš akay,nagaš akay,akay,nagaš akay,abay,akay,abay,nagaš akay
6,0.12271726778927472,1.375389038864155,1.2526717710748803,bölе,bölе,ini,bölе,adanas,bölе,karɨndas,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,siŋli,bölе,siŋli,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,ini,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,abay,nagaš akay,nagaš akay,nagaš akay,abay,ana,abay,akay,nagaš akay,abay,akay,abay,nagaš akay,ata,akay,akay,ana,nagaš akay,abay,abay,akay,ata,abay,akay,abay,abay,abay,abay
7,0.08357419906033137,1.4158747356822419,1.3323005366219105,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,ini,bölе,karɨndas,bölе,siŋli,bölе,bölе,bölе,siŋli,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,ini,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,abay,abay,ata,abay,akay,akay,ana,abay,akay,akay,nagaš akay,abay,ana,abay,abay,nagaš akay,akay,ata,abay,nagaš akay,nagaš akay,abay,abay,nagaš akay,abay,akay,nagaš akay,abay
8,0.062444932214828386,1.3747701676518405,1.312325235437012,bölе,karɨndas,karɨndas,bölе,bölе,bölе,siŋli,adanas,siŋli,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,bölе,ini,bölе,bölе,ini,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,akay,abay,abay,nagaš akay,nagaš akay,abay,abay,abay,abay,nagaš akay,nagaš akay,akay,akay,akay,abay,ata,akay,abay,nagaš akay,ana,akay,ana,abay,nagaš akay,abay,abay,abay,ata
9,0.09469174656170498,1.4252746077631337,1.3305828612014288,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,ini,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,siŋli,adanas,bölе,bölе,bölе,bölе,bölе,siŋli,bölе,bölе,bölе,bölе,bölе,adanas,karɨndas,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,bölе,adanas,ini,bölе,bölе,bölе,bölе,bölе,adanas,bölе,bölе,bölе,bölе,bölе,bölе,karɨndas,bölе,bölе,bölе,bölе,bölе,abay,abay,akay,abay,akay,ata,akay,nagaš akay,abay,ana,nagaš akay,akay,abay,nagaš akay,nagaš akay,abay,abay,akay,ana,ata,abay,nagaš akay,abay,nagaš akay,abay,akay,abay,abay
