simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.06543521458050394,1.1907686023357982,1.1253333877552942,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,тётя,мать,дядя,дядя,мать,дядя,тётя,дядя,дядя,дядя,дядя,дядя,тётя,тётя,отец,тётя,тётя,тётя,тётя,отец
1,0.1334242775378598,1.1907686023357982,1.0573443247979384,двоюродный брат,сестра,двоюродный брат,двоюродный брат,двоюродный сестра,брат,двоюродный сестра,сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,дядя,тётя,дядя,дядя,дядя,дядя,мать,дядя,тётя,тётя,дядя,тётя,мать,тётя,тётя,отец,тётя,дядя,отец,тётя
2,0.06706625507995301,1.2149847829974898,1.1479185279175368,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,брат,сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,сестра,сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,дядя,дядя,мать,тётя,отец,мать,тётя,тётя,дядя,дядя,дядя,тётя,дядя,тётя,тётя,дядя,тётя,тётя,отец,дядя
3,0.16589339078822518,1.192854958575232,1.0269615677870068,двоюродный сестра,сестра,двоюродный брат,двоюродный сестра,брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,отец,отец,тётя,дядя,дядя,дядя,тётя,мать,дядя,тётя,мать,тётя,тётя,тётя,дядя,тётя,дядя,дядя,дядя,тётя
4,0.09880420881607233,1.1822230016451067,1.0834187928290344,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,сестра,двоюродный брат,сестра,двоюродный сестра,брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,дядя,тётя,отец,отец,дядя,дядя,дядя,тётя,дядя,тётя,дядя,тётя,тётя,мать,тётя,тётя,тётя,дядя,мать,дядя
5,0.07801229181517932,1.1686289967621917,1.0906167049470123,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,брат,брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,брат,двоюродный сестра,двоюродный сестра,двоюродный брат,сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,дядя,тётя,отец,дядя,дядя,дядя,дядя,тётя,тётя,тётя,тётя,тётя,тётя,отец,мать,дядя,тётя,дядя,мать,дядя
6,0.08023516148615939,1.2333059780380895,1.1530708165519301,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,сестра,двоюродный брат,брат,двоюродный сестра,двоюродный сестра,сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,брат,тётя,дядя,мать,мать,дядя,тётя,тётя,дядя,тётя,дядя,тётя,дядя,тётя,дядя,отец,отец,дядя,дядя,тётя,тётя
7,0.19003722962990222,1.2356950957386332,1.045657866108731,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,брат,двоюродный сестра,двоюродный брат,двоюродный брат,брат,двоюродный брат,брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,сестра,тётя,тётя,мать,отец,дядя,дядя,дядя,мать,отец,тётя,дядя,тётя,дядя,тётя,дядя,тётя,дядя,дядя,тётя,тётя
8,0.10930152842397778,1.2356950957386332,1.1263935673146555,двоюродный сестра,двоюродный брат,брат,двоюродный брат,сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,дядя,тётя,отец,мать,отец,дядя,тётя,дядя,тётя,дядя,тётя,тётя,тётя,тётя,дядя,мать,дядя,тётя,дядя,дядя
9,0.0816935017270719,1.2135652713163756,1.1318717695893037,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,брат,двоюродный брат,двоюродный сестра,двоюродный сестра,сестра,двоюродный сестра,сестра,двоюродный сестра,сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,двоюродный сестра,двоюродный брат,двоюродный брат,двоюродный сестра,двоюродный сестра,отец,мать,мать,дядя,дядя,тётя,тётя,дядя,дядя,тётя,отец,дядя,тётя,тётя,тётя,тётя,дядя,тётя,дядя,дядя
