simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.07496655767533777,1.6418129071808596,1.5668463495055218,ɲukentu,ɲukentu,lamŋen,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,malʸe,pal̯u,weku,weku,pal̯u,malʸe,ɲuke-ntu,malʸe,ɲuke-ntu,weku,ɲuke-ntu,malʸe,pal̯u,ɲuke,malʸe,ɲuke-ntu,čaw,weku,pal̯u,weku,malʸe,ɲuke,čaw,weku,ɲuke-ntu,ɲuke-ntu,pal̯u,pal̯u
1,0.0680104113936284,1.6605754274491369,1.5925650160555085,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,lamŋen,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,malʸe,ɲuke-ntu,malʸe,malʸe,pal̯u,malʸe,ɲuke-ntu,weku,ɲuke,pal̯u,malʸe,ɲuke-ntu,čaw,pal̯u,ɲuke-ntu,ɲuke-ntu,pal̯u,ɲuke,ɲuke-ntu,pal̯u,malʸe,weku,weku,weku,pal̯u,weku,weku,čaw
2,0.08386326639286312,1.6709316880592757,1.5870684216664126,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,malʸe,malʸe,malʸe,malʸe,ɲuke-ntu,weku,ɲuke-ntu,ɲuke,malʸe,weku,ɲuke-ntu,pal̯u,weku,čaw,weku,malʸe,pal̯u,čaw,pal̯u,ɲuke-ntu,ɲuke-ntu,weku,weku,pal̯u,pal̯u,pal̯u,ɲuke,ɲuke-ntu
3,0.10756091273449497,1.7010656936430308,1.5935047809085359,ɲukentu,lamŋen,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,lamŋen,ɲuke,pal̯u,čaw,malʸe,weku,ɲuke-ntu,ɲuke-ntu,malʸe,pal̯u,ɲuke-ntu,pal̯u,malʸe,ɲuke,weku,malʸe,ɲuke-ntu,ɲuke-ntu,weku,weku,weku,čaw,pal̯u,pal̯u,weku,ɲuke-ntu,malʸe,pal̯u,malʸe
4,0.058427334231873296,1.6599516622360075,1.6015243280041342,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,lamŋen,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲuke-ntu,weku,pal̯u,ɲuke-ntu,ɲuke-ntu,malʸe,pal̯u,malʸe,weku,pal̯u,ɲuke-ntu,ɲuke-ntu,weku,pal̯u,weku,ɲuke-ntu,malʸe,weku,ɲuke,pal̯u,weku,ɲuke,malʸe,čaw,čaw,malʸe,pal̯u,malʸe
5,0.06565905736647393,1.6612304591134004,1.5955714017469265,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,lamŋen,inan lamŋen,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,lamŋen,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,weku,malʸe,weku,malʸe,malʸe,ɲuke-ntu,pal̯u,ɲuke,weku,weku,ɲuke-ntu,ɲuke-ntu,pal̯u,pal̯u,ɲuke,malʸe,ɲuke-ntu,čaw,weku,ɲuke-ntu,weku,čaw,malʸe,ɲuke-ntu,pal̯u,pal̯u,malʸe,pal̯u
6,0.06175946348426731,1.6424030435615486,1.5806435800772813,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,lamŋen,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,weku,malʸe,malʸe,ɲuke-ntu,ɲuke-ntu,weku,ɲuke-ntu,ɲuke,ɲuke-ntu,pal̯u,malʸe,pal̯u,weku,ɲuke,pal̯u,weku,weku,ɲuke-ntu,malʸe,pal̯u,weku,pal̯u,čaw,malʸe,malʸe,ɲuke-ntu,čaw,pal̯u
7,0.1326780707883306,1.676046555208095,1.5433684844197644,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,pal̯u,malʸe,weku,ɲuke-ntu,ɲuke-ntu,ɲuke-ntu,weku,weku,malʸe,čaw,pal̯u,pal̯u,ɲuke,weku,malʸe,ɲuke-ntu,malʸe,ɲuke,weku,ɲuke-ntu,malʸe,ɲuke-ntu,pal̯u,weku,malʸe,pal̯u,pal̯u,čaw
8,0.10172289587929484,1.708335301342998,1.6066124054637032,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,lamŋen,ɲukentu,lamŋen,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,lamŋen,lamŋen,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,lamŋen,weku,čaw,ɲuke-ntu,pal̯u,ɲuke,malʸe,ɲuke-ntu,weku,pal̯u,weku,čaw,pal̯u,malʸe,ɲuke-ntu,pal̯u,malʸe,malʸe,ɲuke-ntu,pal̯u,pal̯u,malʸe,malʸe,weku,ɲuke,ɲuke-ntu,ɲuke-ntu,weku,weku
9,0.1501082131017608,1.7202134871817254,1.5701052740799646,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,inan lamŋen,lamŋen,ɲukentu,inan lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,lamŋen,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,ɲukentu,čaw,pal̯u,ɲuke,malʸe,malʸe,ɲuke-ntu,malʸe,pal̯u,malʸe,ɲuke-ntu,weku,ɲuke-ntu,ɲuke-ntu,ɲuke,pal̯u,čaw,pal̯u,weku,weku,ɲuke-ntu,pal̯u,malʸe,ɲuke-ntu,weku,malʸe,pal̯u,weku,weku
