simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.03752464645483289,1.0898309909192052,1.0523063444643723,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,le-tʔa,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-atʔe,l-a'sodo,l-a'sodo,l-a'sodo,l-atʔe,le-tʔa,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ
1,0.027076516613350643,1.0927020856748342,1.0656255690614835,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-atʔe,le-tʔa,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,le-tʔa,l-a'sodo,l-atʔe,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-a'sodo
2,0.01299121709613904,1.078766968938344,1.0657757518422049,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,l-atʔe,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,le-tʔa,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,le-tʔa,l-a'sodo,l-atʔe
3,0.047102132216236825,1.0911868483767564,1.0440847161605196,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,ne-te'soḳoʔ,le-tʔa,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,l-atʔe,l-a'sodo,le-tʔa,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-atʔe,l-a'sodo
4,0.04961194830074689,1.0698684111500645,1.0202564628493176,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-atʔe,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-atʔe,l-a'sodo,l-a'sodo,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,le-tʔa,l-a'sodo,le-tʔa,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-a'sodo
5,0.0688351308690831,1.1689322860054332,1.10009715513635,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-atʔe,le-tʔa,l-atʔe,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,le-tʔa,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo
6,0.03513287799217002,1.0777023635861172,1.0425694855939471,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-atʔe,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-a'sodo,l-a'sodo,l-a'sodo,l-atʔe,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,le-tʔa,ne-te'soḳoʔ,le-tʔa,ne-te'soḳoʔ
7,0.05166966904173398,1.0798307037434227,1.0281610347016887,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,le-tʔa,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,le-tʔa,l-atʔe,ne-te'soḳoʔ,l-atʔe,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,ne-te'soḳoʔ
8,0.026775650938503093,1.0947802405230918,1.0680045895845887,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,le-tʔa,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-a'sodo,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,le-tʔa,l-atʔe,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,l-atʔe
9,0.06458062230501471,1.0777023635861172,1.0131217412811024,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anoḳ-ole-k,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-anʔo-le,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'ḳaya,l-a'sodo,ne-te'soḳoʔ,l-atʔe,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,l-a'sodo,l-a'sodo,ne-te'soḳoʔ,l-a'sodo,le-tʔa,le-tʔa,ne-te'soḳoʔ,l-a'sodo,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,ne-te'soḳoʔ,l-atʔe,l-a'sodo,l-a'sodo,l-a'sodo,l-a'sodo,ne-te'soḳoʔ
