simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.18932701052124612,1.6587454279137432,1.4694184173924971,maa,soa,kave,fakau magaro,kave,soa,fakau magaro,soa,soa,fakau magaro,soa,maa,soa,kave,kave,fakau magaro,fakau magaro,maa,safe,kave,kave,fakau magaro,safe,kave,kave,fakau magaro,soa,soa,kave,kave,maa,soa,soa,kave,soa,safe,kave,soa,soa,kave,kave,kave,soa,safe,maa,maa,fakau magaro,maa,safe,safe,fakau magaro,kave,safe,soa,kave,fakau magaro,kave,kave,soa,fakau magaro,maa,soa,kave,soa,kave,fakau magaro,kave,fakau magaro,fakau magaro,fakau magaro,fakau magaro,fakau magaro,maa,safe,soa,safe,fakau magaro,soa,fakau magaro,soa,maa,kave,fakau magaro,soa,safe,"jinana, muma, nana",tamana,"jinana, muma, nana",tamana,"tamana, tata",jina-ha-vae. maha-vae,"jina-ha-vae, maha-vae","jina-ha-vae, maha-vae","jinana, muma, nana","jinana, muma, nana",tamana,tojinana,"jinana, muma, nana",tojinana,tojinana,tamana,"jinana, muma, nana",tojinana,"jina-ha-vae, maha-vae","tamana, tata"
1,0.2065136734153057,1.6681896261002396,1.4616759526849339,kave,soa,soa,fakau magaro,soa,kave,kave,kave,kave,maa,kave,soa,kave,maa,kave,kave,safe,maa,fakau magaro,soa,soa,fakau magaro,soa,soa,soa,fakau magaro,maa,kave,fakau magaro,safe,fakau magaro,maa,safe,kave,fakau magaro,kave,fakau magaro,kave,soa,fakau magaro,soa,soa,kave,kave,kave,kave,safe,fakau magaro,maa,fakau magaro,fakau magaro,safe,soa,soa,kave,maa,safe,kave,soa,fakau magaro,soa,fakau magaro,fakau magaro,fakau magaro,safe,soa,soa,kave,fakau magaro,fakau magaro,fakau magaro,soa,maa,maa,maa,kave,safe,soa,soa,fakau magaro,kave,soa,safe,safe,kave,"jinana, muma, nana",tamana,tamana,tojinana,"jina-ha-vae, maha-vae","tamana, tata",tamana,tojinana,"jina-ha-vae, maha-vae",tojinana,"tamana, tata","jinana, muma, nana","jinana, muma, nana",tamana,"jina-ha-vae, maha-vae","jinana, muma, nana",tojinana,"jinana, muma, nana","jinana, muma, nana",jina-ha-vae. maha-vae
2,0.19811308647281223,1.676192673480619,1.4780795870078067,fakau magaro,fakau magaro,fakau magaro,soa,kave,maa,maa,fakau magaro,kave,fakau magaro,soa,safe,kave,safe,kave,soa,kave,kave,fakau magaro,fakau magaro,kave,kave,soa,kave,fakau magaro,kave,fakau magaro,kave,kave,maa,soa,soa,kave,soa,soa,maa,soa,fakau magaro,fakau magaro,maa,soa,fakau magaro,fakau magaro,kave,soa,maa,maa,soa,kave,fakau magaro,safe,kave,soa,safe,soa,soa,kave,soa,safe,kave,fakau magaro,maa,kave,fakau magaro,kave,fakau magaro,maa,soa,kave,kave,soa,soa,safe,fakau magaro,maa,fakau magaro,soa,safe,safe,kave,fakau magaro,safe,safe,soa,soa,"jinana, muma, nana","jina-ha-vae, maha-vae","tamana, tata",tamana,tamana,"jinana, muma, nana",jina-ha-vae. maha-vae,tojinana,"jinana, muma, nana",tojinana,"jinana, muma, nana",tamana,"jinana, muma, nana",tojinana,tojinana,"jinana, muma, nana","jina-ha-vae, maha-vae","tamana, tata",tamana,"jina-ha-vae, maha-vae"
3,0.3132678469902219,1.6861009697340144,1.3728331227437924,fakau magaro,fakau magaro,soa,fakau magaro,soa,kave,fakau magaro,safe,fakau magaro,fakau magaro,soa,kave,kave,safe,soa,kave,safe,kave,fakau magaro,kave,safe,soa,safe,kave,fakau magaro,kave,kave,maa,fakau magaro,soa,kave,soa,fakau magaro,maa,kave,soa,fakau magaro,soa,fakau magaro,fakau magaro,maa,soa,maa,kave,soa,kave,fakau magaro,soa,maa,fakau magaro,safe,soa,soa,kave,maa,soa,soa,kave,fakau magaro,maa,kave,safe,kave,kave,fakau magaro,kave,maa,fakau magaro,kave,maa,soa,soa,soa,kave,safe,soa,safe,kave,soa,fakau magaro,kave,maa,safe,fakau magaro,soa,jina-ha-vae. maha-vae,tojinana,"jinana, muma, nana","tamana, tata","jina-ha-vae, maha-vae","jinana, muma, nana",tojinana,"jina-ha-vae, maha-vae",tamana,tojinana,"tamana, tata","jinana, muma, nana",tamana,"jinana, muma, nana",tamana,tojinana,"jina-ha-vae, maha-vae",tamana,"jinana, muma, nana","jinana, muma, nana"
4,0.5526258975264497,1.678535948133688,1.1259100506072381,fakau magaro,kave,fakau magaro,kave,soa,fakau magaro,fakau magaro,kave,soa,maa,fakau magaro,soa,maa,kave,soa,safe,kave,maa,fakau magaro,safe,kave,safe,soa,soa,safe,safe,maa,kave,fakau magaro,fakau magaro,kave,soa,kave,safe,soa,soa,maa,soa,maa,soa,soa,kave,kave,safe,kave,kave,maa,soa,maa,soa,fakau magaro,fakau magaro,maa,soa,safe,soa,soa,kave,safe,soa,safe,fakau magaro,soa,fakau magaro,fakau magaro,maa,kave,fakau magaro,fakau magaro,kave,kave,fakau magaro,soa,kave,fakau magaro,kave,kave,fakau magaro,kave,fakau magaro,kave,soa,fakau magaro,soa,kave,"jinana, muma, nana","jinana, muma, nana",tojinana,tojinana,jina-ha-vae. maha-vae,"jinana, muma, nana",tamana,"jina-ha-vae, maha-vae","jinana, muma, nana",tojinana,"jinana, muma, nana","jina-ha-vae, maha-vae","tamana, tata","jinana, muma, nana","tamana, tata",tamana,"jina-ha-vae, maha-vae",tamana,tamana,tojinana
5,0.4031934212385946,1.6587454279137432,1.2555520066751487,soa,fakau magaro,soa,safe,fakau magaro,fakau magaro,soa,kave,soa,fakau magaro,kave,fakau magaro,safe,maa,soa,soa,fakau magaro,kave,safe,soa,safe,fakau magaro,maa,kave,fakau magaro,fakau magaro,kave,safe,kave,soa,fakau magaro,kave,fakau magaro,soa,soa,kave,kave,soa,kave,soa,kave,kave,soa,kave,kave,soa,fakau magaro,fakau magaro,soa,kave,maa,soa,fakau magaro,safe,soa,fakau magaro,soa,fakau magaro,fakau magaro,fakau magaro,safe,maa,maa,soa,maa,fakau magaro,kave,soa,maa,safe,maa,kave,kave,safe,kave,maa,safe,kave,kave,kave,fakau magaro,kave,soa,soa,maa,jina-ha-vae. maha-vae,tamana,tojinana,"jinana, muma, nana","jina-ha-vae, maha-vae","jinana, muma, nana","tamana, tata","jinana, muma, nana","jina-ha-vae, maha-vae","jinana, muma, nana",tamana,tojinana,"jinana, muma, nana",tamana,tamana,tojinana,"jinana, muma, nana","jina-ha-vae, maha-vae",tojinana,"tamana, tata"
6,0.32228520068032984,1.6513313776241854,1.3290461769438555,soa,soa,soa,kave,kave,fakau magaro,maa,fakau magaro,safe,soa,soa,soa,kave,soa,maa,fakau magaro,soa,safe,soa,soa,maa,kave,kave,fakau magaro,kave,kave,soa,fakau magaro,maa,kave,soa,soa,kave,safe,kave,maa,soa,safe,maa,kave,fakau magaro,fakau magaro,fakau magaro,maa,kave,fakau magaro,soa,maa,fakau magaro,fakau magaro,kave,kave,safe,kave,soa,fakau magaro,kave,soa,fakau magaro,fakau magaro,safe,kave,safe,soa,fakau magaro,kave,maa,fakau magaro,safe,safe,soa,fakau magaro,kave,maa,soa,kave,soa,kave,fakau magaro,fakau magaro,kave,soa,kave,fakau magaro,safe,"jina-ha-vae, maha-vae","jina-ha-vae, maha-vae","jinana, muma, nana","jinana, muma, nana",jina-ha-vae. maha-vae,"tamana, tata",tamana,tamana,"jinana, muma, nana","jinana, muma, nana",tamana,tojinana,"jina-ha-vae, maha-vae",tojinana,"jinana, muma, nana",tojinana,tamana,"tamana, tata",tojinana,"jinana, muma, nana"
7,0.2119760216013511,1.656610791990672,1.444634770389321,kave,fakau magaro,kave,maa,soa,safe,kave,safe,soa,kave,fakau magaro,safe,safe,kave,soa,soa,soa,fakau magaro,fakau magaro,soa,kave,soa,safe,maa,kave,soa,kave,fakau magaro,fakau magaro,kave,safe,fakau magaro,fakau magaro,fakau magaro,kave,kave,kave,kave,soa,safe,kave,safe,kave,kave,soa,fakau magaro,fakau magaro,soa,maa,soa,fakau magaro,maa,kave,soa,soa,maa,kave,kave,fakau magaro,soa,fakau magaro,fakau magaro,soa,soa,maa,safe,fakau magaro,kave,maa,soa,kave,kave,soa,fakau magaro,fakau magaro,maa,fakau magaro,soa,soa,maa,kave,safe,soa,maa,fakau magaro,jina-ha-vae. maha-vae,tamana,"jinana, muma, nana","jina-ha-vae, maha-vae",tojinana,tamana,tamana,"jina-ha-vae, maha-vae",tojinana,"tamana, tata","jinana, muma, nana",tamana,"tamana, tata","jina-ha-vae, maha-vae","jinana, muma, nana",tojinana,"jinana, muma, nana",tojinana,"jinana, muma, nana","jinana, muma, nana"
8,0.2975187512593531,1.6798192667681824,1.3823005155088293,fakau magaro,soa,soa,safe,kave,maa,soa,fakau magaro,fakau magaro,kave,maa,fakau magaro,safe,kave,safe,soa,soa,soa,kave,safe,kave,fakau magaro,fakau magaro,safe,maa,kave,fakau magaro,fakau magaro,soa,kave,maa,soa,kave,safe,maa,fakau magaro,soa,safe,fakau magaro,soa,kave,kave,soa,kave,kave,soa,soa,soa,kave,safe,fakau magaro,maa,soa,fakau magaro,kave,soa,safe,soa,kave,soa,fakau magaro,fakau magaro,soa,kave,fakau magaro,kave,maa,kave,fakau magaro,soa,kave,fakau magaro,fakau magaro,kave,fakau magaro,maa,kave,kave,kave,maa,soa,fakau magaro,safe,maa,soa,"jina-ha-vae, maha-vae",tojinana,tojinana,tamana,"jinana, muma, nana","jinana, muma, nana",tojinana,"jinana, muma, nana","jinana, muma, nana",tojinana,"tamana, tata",tamana,"tamana, tata","jinana, muma, nana",jina-ha-vae. maha-vae,"jinana, muma, nana","jina-ha-vae, maha-vae","jina-ha-vae, maha-vae",tamana,tamana
9,0.22739879570768284,1.6907300604602677,1.463331264752585,kave,kave,maa,fakau magaro,soa,kave,safe,soa,kave,kave,soa,fakau magaro,soa,fakau magaro,fakau magaro,fakau magaro,kave,maa,soa,fakau magaro,maa,maa,kave,kave,safe,soa,soa,safe,fakau magaro,fakau magaro,fakau magaro,kave,maa,kave,safe,soa,soa,kave,kave,kave,fakau magaro,kave,soa,fakau magaro,soa,kave,kave,kave,soa,soa,soa,fakau magaro,maa,kave,soa,soa,fakau magaro,soa,safe,maa,fakau magaro,fakau magaro,kave,soa,maa,fakau magaro,fakau magaro,safe,safe,safe,maa,kave,kave,kave,safe,soa,fakau magaro,maa,safe,soa,fakau magaro,soa,fakau magaro,soa,kave,jina-ha-vae. maha-vae,tojinana,"tamana, tata",tojinana,"jina-ha-vae, maha-vae","jinana, muma, nana",tamana,"jinana, muma, nana","jina-ha-vae, maha-vae",tamana,"jinana, muma, nana",tamana,tamana,"jinana, muma, nana","jinana, muma, nana","jinana, muma, nana",tojinana,"tamana, tata",tojinana,"jina-ha-vae, maha-vae"
