simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.011002995815737382,1.2149847829974896,1.2039817871817522,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi","kaparsut, wagi",kapinsán,ulitag,fkit,ina,fkit,ulitag,ama,fkit,ulitag,ulitag,ama,ulitag,fkit,ulitag,fkit,fkit,ulitag,ulitag,fkit,fkit,ina
1,0.05858181358661452,1.2135652713163758,1.1549834577297613,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,fkit,ulitag,ina,ulitag,ulitag,ulitag,fkit,ulitag,ama,ina,ulitag,fkit,fkit,fkit,ulitag,fkit,ama,ulitag,fkit,fkit
2,0.09898320794366611,1.1907686023357982,1.091785394392132,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,ulitag,ulitag,ulitag,ulitag,fkit,fkit,ina,ulitag,ama,ulitag,fkit,ina,fkit,fkit,ulitag,ulitag,fkit,fkit,fkit,ama
3,0.03444484364717648,1.2135652713163758,1.1791204276691993,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,ulitag,ama,ama,ulitag,fkit,fkit,ina,ulitag,ulitag,fkit,fkit,fkit,fkit,fkit,ulitag,ulitag,fkit,ulitag,ina,ulitag
4,0.06161630444769095,1.2135652713163758,1.1519489668686849,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,fkit,ina,ulitag,ina,ulitag,ulitag,ulitag,ulitag,fkit,ulitag,fkit,ulitag,ama,fkit,ulitag,fkit,fkit,fkit,fkit,ama
5,0.05031424527445627,1.2149847829974896,1.1646705377230333,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,ulitag,fkit,ama,fkit,fkit,fkit,ulitag,fkit,ina,ulitag,ulitag,ulitag,ulitag,fkit,fkit,ama,ina,ulitag,ulitag,fkit
6,0.0628323808742628,1.1935496040981333,1.1307172232238705,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,ulitag,fkit,ulitag,ulitag,fkit,ina,fkit,fkit,fkit,ina,fkit,ama,ulitag,ulitag,fkit,ulitag,ulitag,ama,ulitag,fkit
7,0.025559415157988985,1.2135652713163758,1.1880058561583868,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,ulitag,fkit,ina,fkit,fkit,fkit,ama,fkit,fkit,ina,ama,ulitag,ulitag,ulitag,ulitag,ulitag,fkit,ulitag,fkit,ulitag
8,0.010987534570944257,1.1403524705011352,1.129364935930191,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,kapinsán,fkit,fkit,ulitag,fkit,fkit,ulitag,ulitag,ulitag,fkit,ama,ina,ulitag,ulitag,ina,fkit,ulitag,fkit,fkit,ulitag,ama
9,0.028907356843459242,1.2135652713163758,1.1846579144729166,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,"kaparsut, wagi",kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, udiyán, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,"kaparsut, wagi",kapinsán,"kaparsut, wagi",kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,kapinsán,fkit,ulitag,ama,ulitag,ulitag,ulitag,ulitag,fkit,fkit,fkit,ulitag,ina,fkit,fkit,ulitag,ama,fkit,ulitag,ina,fkit
