simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.06039717364051356,1.2838421591661482,1.2234449855256346,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"kurta, papartu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jurtu,jamirti,"malaju, malungu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jurtu,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jamirti,jamirti,"kaka, kamura","kaka, kamura","kaka, kamura","tilpu, yipi",mama,pimiri,"kaka, kamura","tilpu, yipi","kaka, kamura",pimiri,"tilpu, yipi","tilpu, yipi",pimiri,"kaka, kamura","tilpu, yipi",pimiri,mama,"tilpu, yipi","kaka, kamura","kaka, kamura"
1,0.03615612296518744,1.304552471907292,1.2683963489421046,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jamirti,"malaju, malungu",jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"kurta, papartu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,pimiri,"kaka, kamura",mama,"tilpu, yipi","tilpu, yipi",pimiri,"kaka, kamura","kaka, kamura","kaka, kamura",mama,"kaka, kamura","kaka, kamura",pimiri,"kaka, kamura","tilpu, yipi","tilpu, yipi","tilpu, yipi","tilpu, yipi","kaka, kamura",pimiri
2,0.12270628597421229,1.2963750685862747,1.1736687826120624,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malangu","malaju, malungu",jamirti,jamirti,jamirti,jamirti,jamirti,jurtu,"malaju, malungu",jamirti,jamirti,jamirti,jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"kurta, papartu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"tilpu, yipi","kaka, kamura","tilpu, yipi",mama,pimiri,"kaka, kamura",mama,"kaka, kamura","kaka, kamura","kaka, kamura","tilpu, yipi","kaka, kamura","tilpu, yipi","tilpu, yipi","tilpu, yipi","kaka, kamura",pimiri,pimiri,pimiri,"kaka, kamura"
3,0.060009195976925334,1.2672446942223274,1.207235498245402,jamirti,jamirti,"kurta, papartu",jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"tilpu, yipi","kaka, kamura",pimiri,"kaka, kamura","tilpu, yipi","tilpu, yipi","kaka, kamura",mama,"kaka, kamura","kaka, kamura",pimiri,"kaka, kamura","kaka, kamura",pimiri,mama,pimiri,"tilpu, yipi","tilpu, yipi","tilpu, yipi","kaka, kamura"
4,0.056032504235302705,1.2798542258336674,1.2238217215983647,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"kurta, papartu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,jamirti,"malaju, malangu","malaju, malungu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jurtu,"tilpu, yipi",pimiri,"kaka, kamura","kaka, kamura","tilpu, yipi","kaka, kamura",mama,"tilpu, yipi","tilpu, yipi","kaka, kamura","tilpu, yipi",pimiri,mama,"kaka, kamura","kaka, kamura","tilpu, yipi",pimiri,"kaka, kamura","kaka, kamura",pimiri
5,0.014789347492237814,1.2742452441640169,1.259455896671779,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jurtu,"malaju, malungu",jamirti,"kurta, papartu",jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,pimiri,"tilpu, yipi","kaka, kamura","tilpu, yipi","kaka, kamura",mama,"kaka, kamura",pimiri,"kaka, kamura",mama,pimiri,"tilpu, yipi","kaka, kamura","tilpu, yipi","kaka, kamura","tilpu, yipi","kaka, kamura",pimiri,"kaka, kamura","tilpu, yipi"
6,0.030047633601317347,1.2788743348902702,1.248826701288953,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jamirti,jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,"kurta, papartu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"tilpu, yipi",mama,"kaka, kamura",pimiri,"kaka, kamura",pimiri,"kaka, kamura",pimiri,"kaka, kamura","tilpu, yipi",mama,pimiri,"tilpu, yipi","tilpu, yipi","kaka, kamura","tilpu, yipi","kaka, kamura","kaka, kamura","tilpu, yipi","kaka, kamura"
7,0.03726395780201641,1.293641678215207,1.2563777204131905,jamirti,jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jamirti,jamirti,"kurta, papartu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"tilpu, yipi","kaka, kamura",pimiri,"tilpu, yipi","tilpu, yipi",mama,"kaka, kamura","kaka, kamura","kaka, kamura",pimiri,pimiri,"kaka, kamura","kaka, kamura","kaka, kamura","tilpu, yipi","tilpu, yipi",mama,pimiri,"kaka, kamura","tilpu, yipi"
8,0.14572473956156218,1.2742452441640169,1.1285205046024547,jamirti,jamirti,jamirti,jamirti,jamirti,jurtu,jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"kurta, papartu",jamirti,jamirti,jamirti,jamirti,"malaju, malangu","malaju, malangu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu","malaju, malungu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"tilpu, yipi","kaka, kamura","kaka, kamura","tilpu, yipi",pimiri,"kaka, kamura",pimiri,"kaka, kamura",mama,"kaka, kamura",pimiri,"kaka, kamura","tilpu, yipi","tilpu, yipi","kaka, kamura","tilpu, yipi",mama,"kaka, kamura",pimiri,"tilpu, yipi"
9,0.09096467233948369,1.2788743348902702,1.1879096625507866,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu","malaju, malangu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"kurta, papartu",jamirti,jamirti,jamirti,jamirti,"malaju, malangu",jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,"malaju, malungu",jamirti,jamirti,jurtu,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,jamirti,pimiri,"tilpu, yipi","kaka, kamura",pimiri,"tilpu, yipi",pimiri,"kaka, kamura",mama,"kaka, kamura","tilpu, yipi","kaka, kamura","tilpu, yipi","kaka, kamura","tilpu, yipi","kaka, kamura","kaka, kamura",pimiri,"kaka, kamura",mama,"tilpu, yipi"
