simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.04691436521653647,1.1412131564005432,1.0942987911840067,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yieru ɨs,сuyab ɨs,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,ɑbus ɨs,ɑbu,iyu,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyu,ɑbus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbu,iyus ɨs
1,0.08409953965400097,1.1811499369064222,1.0970503972524213,сuyab ɨs,ieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,iyu,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,iyu,iyus ɨs,ɑbu,ɑbus ɨs,ɑbus ɨs,ɑbu,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs
2,0.09700627466556555,1.16779985634795,1.0707935816823844,ɨs,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ieru ɨs,ɨs,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,ɨs,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɑbu,ɑbu,ɑbus ɨs,ɑbus ɨs,iyu,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,iyu,ɑbus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs
3,0.11884878641628327,1.1689322860054332,1.05008349958915,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,сuyab ɨs,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,ɨs,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,iyu,iyus ɨs,iyu,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbu,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbu,ɑbus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs
4,0.09778328300804706,1.0976477338834902,0.9998644508754432,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,iyus ɨs,ɑbus ɨs,iyus ɨs,iyu,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbu,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbu,iyu,ɑbus ɨs,iyus ɨs
5,0.05066339447528634,1.094135233128751,1.0434718386534647,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,ɨs,yacʕal,yacʕal,ɨs,сuyab ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbu,ɑbus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbu,iyus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyu,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,iyu,ɑbus ɨs
6,0.03609042758635317,1.0762815311530085,1.0401911035666553,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,ieru ɨs,yacʕal,yieru ɨs,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,iyus ɨs,iyus ɨs,ɑbus ɨs,iyu,ɑbus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,iyu,ɑbus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbu,iyus ɨs,ɑbu,ɑbus ɨs,ɑbus ɨs
7,0.04568965235089606,1.0927020856748342,1.0470124333239381,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,ɨs,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyu,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,ɑbu,ɑbus ɨs,ɑbus ɨs,iyus ɨs,ɑbu,ɑbus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,iyu
8,0.09775594007385402,1.0931644602691668,0.9954085201953128,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,сuyab ɨs,сuyab ɨs,yacʕal,ɨs,ieru ɨs,yacʕal,yacʕal,yacʕal,ieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɑbu,iyu,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyu,iyus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbu,iyus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs
9,0.06907840760890838,1.168932286005433,1.0998538783965246,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yieru ɨs,yacʕal,сuyab ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,ɨs,yieru ɨs,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,yacʕal,сuyab ɨs,yacʕal,yacʕal,ieru ɨs,ieru ɨs,yacʕal,yacʕal,ɑbus ɨs,ɑbus ɨs,iyus ɨs,iyu,ɑbus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,ɑbu,iyus ɨs,iyus ɨs,iyus ɨs,iyus ɨs,ɑbus ɨs,iyus ɨs,iyus ɨs,iyu,ɑbus ɨs,iyus ɨs,ɑbu,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,ɑbus ɨs,iyus ɨs,ɑbus ɨs
