simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.08878194993480426,0.9799711820833054,0.8911892321485011,tukaka,tuai,tuai,tuai,tukaka,tukaka,tuai,tina,tinaˀate,tamaˀate,tamaˀate,tamaˀate,tama,tinaˀate,tinaˀate,tamaˀate,tina,tinaˀate,tamaˀate,tinaˀate,tama,tamaˀate,tinaˀate,tinaˀate,tinaˀate,tamaˀate,tamaˀate
1,0.007016107555648521,1.034601232910181,1.0275851253545325,tuai,tuai,tukaka,tuai,tukaka,tuai,tukaka,tamaˀate,tinaˀate,tina,tinaˀate,tinaˀate,tama,tama,tamaˀate,tamaˀate,tina,tinaˀate,tamaˀate,tinaˀate,tamaˀate,tinaˀate,tamaˀate,tamaˀate,tinaˀate,tamaˀate,tinaˀate
2,0.007016107555648965,1.0346012329101812,1.0275851253545323,tuai,tuai,tuai,tukaka,tuai,tukaka,tukaka,tamaˀate,tama,tinaˀate,tamaˀate,tamaˀate,tamaˀate,tamaˀate,tinaˀate,tama,tinaˀate,tinaˀate,tamaˀate,tinaˀate,tamaˀate,tinaˀate,tinaˀate,tina,tinaˀate,tamaˀate,tina
3,0.007016107555648743,1.0346012329101812,1.0275851253545325,tuai,tuai,tukaka,tukaka,tuai,tukaka,tuai,tinaˀate,tamaˀate,tama,tinaˀate,tamaˀate,tinaˀate,tina,tamaˀate,tinaˀate,tamaˀate,tamaˀate,tamaˀate,tinaˀate,tamaˀate,tinaˀate,tama,tinaˀate,tamaˀate,tinaˀate,tina
4,0.004143433819589926,0.5982695885852573,0.5941261547656673,tuai,tukaka,tuai,tuai,tukaka,tukaka,tuai,tamaˀate,tamaˀate,tamaˀate,tinaˀate,tinaˀate,tamaˀate,tamaˀate,tinaˀate,tama,tinaˀate,tamaˀate,tinaˀate,tamaˀate,tinaˀate,tamaˀate,tinaˀate,tinaˀate,tina,tina,tama
5,0.014032215111297486,1.0789922078775833,1.0649599927662858,tuai,tuai,tukaka,tukaka,tuai,tuai,tukaka,tamaˀate,tamaˀate,tama,tinaˀate,tamaˀate,tama,tinaˀate,tamaˀate,tinaˀate,tinaˀate,tamaˀate,tamaˀate,tina,tamaˀate,tinaˀate,tinaˀate,tamaˀate,tina,tinaˀate,tinaˀate
6,0.007016107555648965,1.0346012329101812,1.0275851253545323,tuai,tukaka,tuai,tukaka,tuai,tuai,tukaka,tama,tamaˀate,tamaˀate,tinaˀate,tinaˀate,tinaˀate,tamaˀate,tinaˀate,tina,tinaˀate,tinaˀate,tamaˀate,tama,tinaˀate,tamaˀate,tinaˀate,tamaˀate,tina,tamaˀate,tamaˀate
7,0.044390974967402075,1.034601232910181,0.990210257942779,tukaka,tukaka,tuai,tuai,tukaka,tuai,tuai,tamaˀate,tinaˀate,tina,tinaˀate,tama,tamaˀate,tinaˀate,tinaˀate,tama,tamaˀate,tinaˀate,tamaˀate,tinaˀate,tamaˀate,tinaˀate,tamaˀate,tamaˀate,tinaˀate,tamaˀate,tina
8,0.04439097496740252,1.0346012329101812,0.9902102579427787,tukaka,tuai,tuai,tukaka,tuai,tuai,tukaka,tamaˀate,tama,tinaˀate,tamaˀate,tamaˀate,tinaˀate,tinaˀate,tama,tinaˀate,tamaˀate,tina,tinaˀate,tinaˀate,tamaˀate,tamaˀate,tinaˀate,tamaˀate,tamaˀate,tina,tinaˀate
9,0.004143433819589815,0.5982695885852573,0.5941261547656674,tukaka,tuai,tukaka,tuai,tuai,tuai,tukaka,tinaˀate,tinaˀate,tinaˀate,tina,tinaˀate,tamaˀate,tamaˀate,tamaˀate,tinaˀate,tinaˀate,tamaˀate,tinaˀate,tamaˀate,tama,tamaˀate,tamaˀate,tinaˀate,tamaˀate,tina,tama
