simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,1.1102230246251565e-16,0.6931471805599453,0.6931471805599452,"urián, wagi","urián, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, wagi","urián, kapittán","kaká, wagi","urián, wagi","kaká, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","urián, wagi","urián, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, wagi","kaká, kapittán","kaká, kapittán","kaká, kapittán","kaká, wagi","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán",ulitak,fkiq,fkiq,ulitak,ulitak,ulitak,fkiq,ulitak,amá,fkiq,fkiq,amá,fkiq,fkiq,fkiq,ulitak,iná,ulitak,iná,ulitak
1,0.007016107555648965,1.0346012329101812,1.0275851253545323,"urián, kapittán","urián, kapittán","urián, wagi","kaká, kapittán","urián, wagi","kaká, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","kaká, wagi","kaká, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, wagi","urián, kapittán","kaká, wagi","urián, wagi","kaká, wagi","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán",ulitak,fkiq,iná,fkiq,amá,fkiq,ulitak,ulitak,ulitak,fkiq,iná,ulitak,fkiq,ulitak,ulitak,ulitak,fkiq,amá,fkiq,fkiq
2,0.10603713334992693,1.0346012329101812,0.9285640995602543,"kaká, kapittán","urián, kapittán","kaká, wagi","urián, kapittán","kaká, kapittán","kaká, kapittán","kaká, wagi","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, wagi","urián, kapittán","kaká, wagi","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, wagi","urián, wagi","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, wagi","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán",amá,fkiq,fkiq,ulitak,ulitak,fkiq,ulitak,ulitak,ulitak,amá,fkiq,fkiq,ulitak,fkiq,fkiq,iná,ulitak,iná,fkiq,ulitak
3,0.10603713334992682,1.034601232910181,0.9285640995602542,"kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, wagi","urián, wagi","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, wagi","kaká, kapittán","kaká, wagi","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, wagi","urián, wagi","urián, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","urián, wagi","urián, kapittán","urián, kapittán","kaká, kapittán",iná,ulitak,iná,fkiq,ulitak,fkiq,fkiq,fkiq,fkiq,fkiq,fkiq,ulitak,ulitak,ulitak,ulitak,ulitak,ulitak,amá,amá,fkiq
4,1.1102230246251565e-16,0.6931471805599453,0.6931471805599452,"urián, wagi","kaká, kapittán","urián, wagi","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","kaká, wagi","urián, kapittán","kaká, wagi","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, wagi","urián, kapittán","urián, wagi","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, wagi","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán",ulitak,fkiq,fkiq,ulitak,fkiq,fkiq,fkiq,iná,amá,fkiq,ulitak,iná,ulitak,ulitak,fkiq,ulitak,amá,ulitak,fkiq,ulitak
5,0.007016107555648521,1.034601232910181,1.0275851253545325,"urián, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, wagi","kaká, wagi","kaká, kapittán","urián, wagi","kaká, wagi","urián, kapittán","urián, wagi","urián, kapittán","kaká, kapittán","urián, kapittán","urián, wagi","kaká, wagi","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","kaká, kapittán",fkiq,iná,fkiq,ulitak,fkiq,fkiq,ulitak,ulitak,ulitak,ulitak,fkiq,amá,fkiq,ulitak,fkiq,ulitak,amá,fkiq,ulitak,iná
6,1.1102230246251565e-16,0.6931471805599453,0.6931471805599452,"kaká, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, wagi","urián, kapittán","urián, kapittán","urián, wagi","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, wagi","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","kaká, wagi","urián, kapittán","kaká, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, wagi","urián, wagi","kaká, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","kaká, wagi","urián, kapittán","kaká, kapittán","kaká, kapittán",fkiq,ulitak,fkiq,ulitak,ulitak,fkiq,fkiq,amá,amá,fkiq,ulitak,fkiq,fkiq,iná,fkiq,ulitak,iná,ulitak,ulitak,ulitak
7,0.0443909749674023,1.0346012329101812,0.990210257942779,"kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, wagi","urián, kapittán","urián, wagi","urián, kapittán","urián, wagi","urián, wagi","kaká, kapittán","kaká, kapittán","kaká, kapittán","kaká, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","kaká, wagi","kaká, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, wagi","urián, kapittán","urián, kapittán","kaká, kapittán","kaká, wagi","urián, kapittán",fkiq,ulitak,iná,ulitak,fkiq,ulitak,fkiq,iná,fkiq,ulitak,ulitak,ulitak,fkiq,ulitak,fkiq,fkiq,amá,amá,fkiq,ulitak
8,0.10109274270407298,1.0346012329101812,0.9335084902061083,"kaká, kapittán","urián, wagi","kaká, kapittán","kaká, kapittán","kaká, kapittán","kaká, wagi","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, wagi","kaká, wagi","urián, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","kaká, wagi","kaká, kapittán","urián, wagi","urián, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, wagi","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, kapittán",ulitak,iná,ulitak,fkiq,fkiq,amá,fkiq,fkiq,ulitak,fkiq,ulitak,amá,ulitak,fkiq,iná,ulitak,fkiq,fkiq,ulitak,ulitak
9,0.08176584237915585,1.0346012329101812,0.9528353905310254,"kaká, kapittán","urián, kapittán","urián, kapittán","kaká, wagi","urián, kapittán","urián, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, wagi","kaká, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","kaká, kapittán","urián, wagi","kaká, kapittán","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","kaká, wagi","kaká, kapittán","urián, wagi","urián, kapittán","urián, kapittán","urián, wagi","kaká, kapittán","urián, kapittán","urián, kapittán","urián, kapittán","urián, wagi","kaká, kapittán","kaká, kapittán","kaká, kapittán","urián, kapittán","kaká, kapittán",fkiq,iná,fkiq,amá,fkiq,fkiq,fkiq,fkiq,fkiq,ulitak,ulitak,ulitak,iná,ulitak,amá,ulitak,fkiq,ulitak,ulitak,ulitak
