simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.012622216987479007,1.140352470501135,1.127730253513656,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,duasayan,insan,insan,insan,duasayan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,"baáy, bai","baáy, bai",bapa,"baáy, bai","baáy, bai",bapa,"mama, amang","baáy, bai","mama, amang",bapa,ina uso,"baáy, bai",bapa,ina uso,"baáy, bai","baáy, bai",bapa,bapa,bapa,bapa
1,0.053819266166452495,1.192854958575232,1.1390356924087794,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,bapa,"baáy, bai",bapa,"baáy, bai","baáy, bai","baáy, bai",bapa,"mama, amang","baáy, bai","baáy, bai",bapa,"mama, amang",bapa,bapa,"baáy, bai","baáy, bai",bapa,ina uso,ina uso,bapa
2,0.07630127330346803,1.2149847829974896,1.1386835096940215,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,"duasayan, kaka",insan,insan,duasayan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"mama, amang","baáy, bai",ina uso,bapa,"mama, amang","baáy, bai","baáy, bai",ina uso,"baáy, bai",bapa,"baáy, bai","baáy, bai",bapa,bapa,bapa,bapa,bapa,"baáy, bai","baáy, bai",bapa
3,0.05675077742856516,1.2135652713163758,1.1568144938878107,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,duasayan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"baáy, bai","baáy, bai",ina uso,"baáy, bai",ina uso,bapa,bapa,"mama, amang",bapa,bapa,"mama, amang",bapa,"baáy, bai",bapa,"baáy, bai",bapa,"baáy, bai","baáy, bai",bapa,"baáy, bai"
4,0.012374267048307575,1.192854958575232,1.1804806915269244,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,"baáy, bai","mama, amang","baáy, bai",bapa,bapa,bapa,bapa,bapa,ina uso,"baáy, bai",bapa,"baáy, bai",bapa,bapa,"baáy, bai","mama, amang","baáy, bai",ina uso,"baáy, bai","baáy, bai"
5,0.05592471275281885,1.1935496040981333,1.1376248913453144,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,"duasayan, kaka","duasayan, kaka",insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka","baáy, bai","baáy, bai",bapa,bapa,bapa,"baáy, bai",bapa,"baáy, bai",bapa,"baáy, bai","baáy, bai","mama, amang",bapa,bapa,"mama, amang","baáy, bai","baáy, bai",ina uso,bapa,ina uso
6,0.10854614353167102,1.192854958575232,1.084308815043561,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,duasayan,insan,duasayan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,"baáy, bai",bapa,"baáy, bai",bapa,"mama, amang",bapa,bapa,"baáy, bai",bapa,"baáy, bai","baáy, bai","baáy, bai",ina uso,bapa,"mama, amang","baáy, bai",bapa,"baáy, bai",ina uso,bapa
7,0.06749327218735424,1.1907686023357982,1.123275330148444,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,"baáy, bai",bapa,"baáy, bai","baáy, bai",bapa,ina uso,"baáy, bai",bapa,"baáy, bai","baáy, bai","mama, amang","baáy, bai","mama, amang",bapa,bapa,ina uso,bapa,bapa,"baáy, bai",bapa
8,0.015461240349706973,1.1935496040981333,1.1780883637484263,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"baáy, bai",bapa,bapa,bapa,ina uso,"baáy, bai",bapa,"baáy, bai","baáy, bai","mama, amang",bapa,"baáy, bai","mama, amang",bapa,"baáy, bai","baáy, bai","baáy, bai",bapa,ina uso,bapa
9,0.10497657034949093,1.140352470501135,1.035375900151644,insan,insan,insan,insan,"duasayan, kaka",insan,insan,"duasayan, kaka",insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,"duasayan, kaka",insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,insan,duasayan,insan,insan,insan,insan,insan,insan,insan,duasayan,"baáy, bai",bapa,bapa,"baáy, bai","baáy, bai","baáy, bai",bapa,"baáy, bai","mama, amang","baáy, bai",bapa,bapa,"mama, amang",ina uso,bapa,"baáy, bai",bapa,ina uso,bapa,"baáy, bai"
