simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.04664738626734066,1.1907686023357982,1.1441212160684575,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin iin,iin,tattalin saam,tattalin saam,tattalin iin,tattalin iin,tattalin iin,tattalin iin,tattalin saam,tattalin iin,saam,tattalin saam,saam,tattalin iin,tattalin saam,tattalin iin,tattalin saam,iin,tattalin saam,tattalin saam
1,0.16517805039569833,1.192854958575232,1.0276769081795336,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,pwiipwi,tattalin mwengeang,mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin pwiipwi,mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,saam,tattalin saam,tattalin saam,tattalin iin,tattalin saam,tattalin saam,tattalin saam,tattalin iin,tattalin iin,iin,tattalin iin,tattalin iin,tattalin iin,tattalin saam,tattalin iin,iin,tattalin saam,tattalin saam,saam,tattalin iin
2,0.06154968471762534,1.2135652713163758,1.1520155865987505,mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,mwengeang,mwengeang,pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin iin,tattalin saam,saam,tattalin saam,tattalin iin,iin,tattalin saam,saam,tattalin saam,tattalin iin,tattalin saam,tattalin saam,tattalin iin,tattalin iin,tattalin iin,tattalin iin,tattalin saam,tattalin iin,iin,tattalin saam
3,0.1240967819430856,1.2135652713163758,1.0894684893732902,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin saam,tattalin saam,saam,tattalin saam,tattalin saam,tattalin iin,saam,tattalin iin,tattalin saam,tattalin iin,tattalin iin,tattalin saam,tattalin saam,tattalin iin,tattalin iin,iin,tattalin saam,tattalin iin,tattalin iin,iin
4,0.009503655804873112,1.2135652713163758,1.2040616155115027,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,pwiipwi,mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,pwiipwi,tattalin pwiipwi,tattalin pwiipwi,pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,iin,tattalin saam,tattalin saam,saam,tattalin iin,tattalin iin,tattalin saam,tattalin iin,saam,tattalin iin,tattalin saam,tattalin iin,tattalin saam,tattalin iin,tattalin saam,tattalin saam,tattalin saam,tattalin iin,iin,tattalin iin
5,0.2665972220478837,1.2135652713163756,0.9469680492684919,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin iin,saam,tattalin iin,iin,tattalin iin,tattalin saam,saam,tattalin saam,tattalin iin,tattalin iin,tattalin iin,tattalin saam,tattalin saam,tattalin saam,tattalin saam,iin,tattalin saam,tattalin saam,tattalin iin,tattalin iin
6,0.06656374546936483,1.2135652713163756,1.1470015258470108,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,mwengeang,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin iin,tattalin saam,tattalin iin,iin,tattalin saam,tattalin iin,tattalin iin,tattalin saam,saam,tattalin saam,tattalin iin,saam,tattalin iin,tattalin saam,tattalin iin,tattalin saam,tattalin saam,iin,tattalin iin,tattalin saam
7,0.08579838357027669,1.2135652713163756,1.127766887746099,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,mwengeang,pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,pwiipwi,tattalin mwengeang,pwiipwi,tattalin pwiipwi,tattalin pwiipwi,mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin saam,iin,tattalin iin,saam,tattalin iin,tattalin iin,tattalin saam,tattalin iin,tattalin saam,tattalin saam,iin,tattalin saam,tattalin iin,tattalin saam,tattalin iin,tattalin iin,saam,tattalin saam,tattalin saam,tattalin iin
8,0.05764763080754465,1.2135652713163756,1.155917640508831,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,mwengeang,tattalin mwengeang,pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,pwiipwi,tattalin saam,tattalin saam,saam,tattalin iin,tattalin iin,tattalin saam,tattalin saam,tattalin saam,tattalin iin,iin,tattalin iin,tattalin iin,tattalin iin,tattalin saam,saam,tattalin saam,tattalin iin,iin,tattalin saam,tattalin iin
9,0.1350474284401193,1.192854958575232,1.0578075301351126,pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,tattalin pwiipwi,mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin mwengeang,tattalin pwiipwi,tattalin mwengeang,tattalin mwengeang,tattalin saam,tattalin iin,tattalin saam,tattalin iin,saam,tattalin saam,tattalin iin,saam,iin,tattalin saam,tattalin iin,tattalin iin,tattalin iin,tattalin saam,tattalin iin,tattalin saam,tattalin iin,iin,tattalin saam,tattalin saam
