simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.0830316353671936,1.3751146687214826,1.292083033354289,babat,tukoiab,babat,babat,babat,babat,babat,babat,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,babat,babat,babat,babat,babat,tukoiab,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,babat,babat,babat,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,babat,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,tati,wadwam,"ngaibat, kutapu","ngaibat, kutapu",apu,wadwam,tati,apu,wadwam,tati,apu,wadwam,apu,tati,apu,tati,"ngaibat, kutapu","ngaibat, kutapu",tati,apu
1,0.047226450547131815,1.3763979873559773,1.3291715368088455,tukoiab,babat,babat,babat,babat,babat,babat,babat,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,babat,tukoiab,babat,babat,babat,babat,tukoiab,babat,tukoiab,babat,tukoiab,babat,babat,babat,babat,babat,tukoiab,babat,babat,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,babat,babat,babat,babat,tukoiab,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,tati,wadwam,wadwam,"ngaibat, kutapu",tati,apu,tati,apu,"ngaibat, kutapu",tati,wadwam,tati,tati,apu,"ngaibat, kutapu",wadwam,apu,apu,"ngaibat, kutapu",apu
2,0.09466325127945452,1.355324148501538,1.2606608972220834,babat,babat,babat,babat,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,babat,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,tukoiab,babat,babat,tukoiab,babat,babat,tukoiab,babat,babat,babat,babat,tukoiab,babat,babat,babat,babat,tukoiab,babat,babat,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,babat,babat,tukoiab,babat,babat,"ngaibat, kutapu",tati,"ngaibat, kutapu",apu,tati,wadwam,tati,apu,"ngaibat, kutapu",apu,tati,"ngaibat, kutapu",wadwam,wadwam,tati,apu,wadwam,apu,apu,tati
3,0.01435119940281071,1.366158847569202,1.3518076481663912,babat,babat,tukoiab,tukoiab,babat,tukoiab,babat,babat,tukoiab,babat,babat,babat,babat,babat,tukoiab,babat,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,babat,babat,babat,babat,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,babat,babat,tukoiab,babat,tukoiab,babat,tukoiab,babat,tukoiab,babat,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,babat,babat,babat,tukoiab,babat,tukoiab,tati,"ngaibat, kutapu",apu,apu,tati,apu,tati,tati,wadwam,wadwam,tati,apu,"ngaibat, kutapu",apu,wadwam,tati,apu,"ngaibat, kutapu","ngaibat, kutapu",wadwam
4,0.03144184418518492,1.3717688966297237,1.3403270524445388,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,babat,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,babat,babat,babat,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,tukoiab,babat,tukoiab,babat,babat,babat,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,babat,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,babat,tukoiab,babat,tukoiab,babat,babat,babat,babat,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,babat,babat,"ngaibat, kutapu",wadwam,wadwam,apu,"ngaibat, kutapu","ngaibat, kutapu",tati,"ngaibat, kutapu",wadwam,tati,apu,tati,apu,apu,wadwam,tati,tati,apu,apu,tati
5,0.09083189081263243,1.3487876966267474,1.257955805814115,tukoiab,babat,babat,tukoiab,babat,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,babat,babat,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,babat,babat,babat,tukoiab,babat,tukoiab,babat,babat,babat,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,babat,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,babat,babat,babat,babat,babat,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,babat,babat,babat,wadwam,"ngaibat, kutapu",tati,apu,"ngaibat, kutapu",apu,apu,apu,wadwam,apu,tati,apu,wadwam,"ngaibat, kutapu",tati,tati,tati,tati,"ngaibat, kutapu",wadwam
6,0.048691915961373455,1.358231894813244,1.3095399788518705,babat,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,babat,babat,tukoiab,babat,babat,babat,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,babat,babat,babat,babat,babat,babat,babat,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,babat,babat,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,tati,tati,tati,"ngaibat, kutapu",wadwam,"ngaibat, kutapu",tati,"ngaibat, kutapu",tati,apu,apu,apu,apu,"ngaibat, kutapu",apu,wadwam,wadwam,tati,wadwam,apu
7,0.011914030188536096,1.3698615354811865,1.3579475052926504,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,babat,babat,babat,babat,babat,tukoiab,babat,tukoiab,babat,tukoiab,babat,babat,babat,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,babat,tukoiab,tukoiab,babat,tukoiab,babat,babat,babat,tukoiab,tukoiab,babat,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,babat,babat,babat,babat,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,babat,babat,babat,tukoiab,babat,tukoiab,babat,babat,tukoiab,babat,babat,wadwam,apu,"ngaibat, kutapu",apu,wadwam,tati,tati,wadwam,wadwam,"ngaibat, kutapu","ngaibat, kutapu",apu,apu,tati,tati,"ngaibat, kutapu",tati,apu,tati,apu
8,0.043631045461716145,1.3624474851916286,1.3188164397299125,babat,tukoiab,babat,babat,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,babat,tukoiab,babat,babat,babat,babat,tukoiab,tukoiab,tukoiab,babat,babat,babat,babat,tukoiab,babat,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,babat,tukoiab,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,babat,babat,babat,tukoiab,babat,babat,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,tukoiab,babat,babat,babat,babat,tukoiab,babat,babat,tukoiab,tukoiab,tati,"ngaibat, kutapu",tati,tati,apu,"ngaibat, kutapu",apu,apu,wadwam,apu,tati,apu,tati,apu,wadwam,"ngaibat, kutapu","ngaibat, kutapu",tati,wadwam,wadwam
9,0.017838579222948736,1.3698615354811867,1.352022956258238,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,babat,babat,babat,babat,tukoiab,babat,babat,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,babat,babat,babat,babat,tukoiab,babat,tukoiab,tukoiab,tukoiab,babat,babat,tukoiab,babat,babat,tukoiab,tukoiab,babat,babat,tukoiab,babat,tukoiab,babat,babat,babat,tukoiab,tukoiab,babat,babat,tukoiab,tukoiab,tukoiab,tukoiab,babat,tukoiab,babat,tukoiab,babat,babat,babat,babat,tukoiab,babat,apu,wadwam,wadwam,tati,tati,apu,"ngaibat, kutapu",wadwam,tati,apu,tati,"ngaibat, kutapu","ngaibat, kutapu",apu,"ngaibat, kutapu",tati,wadwam,apu,apu,tati
