simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.08878194993480437,1.0789922078775833,0.990210257942779,tue-,nenga-,tue-,nenga-,nenga-,tue-,tue-,tue-,nenga-,tue-,nenga-,tue-,nenga-,tue-,nenga-,tue-,nenga-,nenga-,nenga-,nenga-,tue-,nenga-,tue-,nenga-,tue-,nenga-,tue-,tue-,tue-,tue-,tue-,nenga-,nenga-,nenga-,nenga-,nenga-,nenga-,tue-,kina-,kina-,"tama-, loka-",anongo-,tama-,"tama-, loka-",anongo-,aloa-,anongo-,aloa-,aloa-,kina-,anongo-,"tama-, loka-",kina-,"tama-, loka-",tama-,aloa-,kina-,kina-
1,0.0020717169097952404,1.0346012329101812,1.032529516000386,nenga-,nenga-,tue-,tue-,nenga-,nenga-,nenga-,nenga-,nenga-,nenga-,nenga-,nenga-,nenga-,nenga-,tue-,nenga-,tue-,tue-,nenga-,tue-,tue-,tue-,tue-,tue-,nenga-,nenga-,tue-,nenga-,tue-,nenga-,nenga-,tue-,tue-,tue-,tue-,nenga-,tue-,tue-,tama-,"tama-, loka-","tama-, loka-",anongo-,kina-,kina-,aloa-,kina-,"tama-, loka-",kina-,aloa-,anongo-,kina-,tama-,aloa-,"tama-, loka-",anongo-,kina-,anongo-,aloa-
2,0.10109274270407309,1.0346012329101812,0.9335084902061082,nenga-,nenga-,tue-,nenga-,nenga-,nenga-,tue-,tue-,nenga-,tue-,nenga-,nenga-,tue-,nenga-,tue-,tue-,tue-,nenga-,nenga-,tue-,tue-,tue-,nenga-,nenga-,nenga-,tue-,tue-,nenga-,tue-,tue-,nenga-,tue-,nenga-,nenga-,nenga-,tue-,tue-,nenga-,tama-,"tama-, loka-","tama-, loka-",kina-,kina-,kina-,anongo-,tama-,"tama-, loka-",kina-,aloa-,aloa-,anongo-,anongo-,kina-,"tama-, loka-",aloa-,kina-,anongo-,aloa-
3,0.004143433819590037,1.0789922078775833,1.0748487740579933,nenga-,nenga-,nenga-,nenga-,tue-,nenga-,tue-,nenga-,nenga-,tue-,nenga-,tue-,tue-,tue-,tue-,tue-,tue-,nenga-,nenga-,nenga-,nenga-,nenga-,tue-,tue-,nenga-,tue-,tue-,tue-,nenga-,tue-,nenga-,tue-,nenga-,nenga-,nenga-,nenga-,tue-,tue-,kina-,kina-,aloa-,"tama-, loka-",kina-,anongo-,anongo-,"tama-, loka-","tama-, loka-",tama-,tama-,anongo-,aloa-,"tama-, loka-",kina-,kina-,kina-,aloa-,anongo-,aloa-
4,0.014032215111297708,1.376055285260417,1.3620230701491194,tue-,nenga-,tue-,tue-,nenga-,nenga-,tue-,nenga-,tue-,nenga-,nenga-,nenga-,tue-,nenga-,tue-,nenga-,tue-,tue-,tue-,tue-,tue-,nenga-,nenga-,nenga-,tue-,tue-,nenga-,nenga-,tue-,nenga-,tue-,nenga-,nenga-,nenga-,tue-,nenga-,nenga-,tue-,kina-,anongo-,"tama-, loka-",aloa-,anongo-,tama-,aloa-,kina-,kina-,anongo-,kina-,anongo-,"tama-, loka-","tama-, loka-",aloa-,tama-,"tama-, loka-",kina-,kina-,aloa-
5,0.0012707600835308863,0.5982695885852573,0.5969988285017264,nenga-,tue-,tue-,tue-,tue-,nenga-,tue-,tue-,nenga-,tue-,nenga-,nenga-,nenga-,nenga-,nenga-,tue-,nenga-,nenga-,nenga-,tue-,tue-,nenga-,tue-,nenga-,tue-,tue-,nenga-,tue-,nenga-,nenga-,nenga-,nenga-,tue-,tue-,nenga-,nenga-,tue-,tue-,kina-,kina-,tama-,kina-,"tama-, loka-",aloa-,anongo-,"tama-, loka-","tama-, loka-",aloa-,aloa-,anongo-,aloa-,tama-,anongo-,kina-,kina-,kina-,"tama-, loka-",anongo-
6,0.04439097496740241,1.0346012329101812,0.9902102579427788,nenga-,nenga-,nenga-,tue-,tue-,nenga-,tue-,nenga-,tue-,tue-,tue-,nenga-,nenga-,tue-,nenga-,tue-,tue-,nenga-,nenga-,tue-,nenga-,tue-,tue-,tue-,nenga-,nenga-,nenga-,tue-,tue-,nenga-,nenga-,nenga-,tue-,nenga-,tue-,nenga-,tue-,nenga-,kina-,"tama-, loka-",tama-,"tama-, loka-",anongo-,kina-,kina-,aloa-,anongo-,aloa-,aloa-,"tama-, loka-","tama-, loka-",anongo-,kina-,tama-,kina-,aloa-,kina-,anongo-
7,0.044390974967402186,1.034601232910181,0.9902102579427788,tue-,nenga-,nenga-,tue-,nenga-,tue-,nenga-,nenga-,tue-,nenga-,nenga-,tue-,nenga-,nenga-,nenga-,tue-,tue-,nenga-,nenga-,nenga-,nenga-,tue-,tue-,tue-,nenga-,tue-,tue-,tue-,tue-,tue-,tue-,tue-,nenga-,nenga-,nenga-,nenga-,tue-,nenga-,kina-,aloa-,"tama-, loka-",kina-,tama-,anongo-,"tama-, loka-",kina-,tama-,aloa-,aloa-,kina-,"tama-, loka-",kina-,kina-,"tama-, loka-",aloa-,anongo-,anongo-,anongo-
8,0.004143433819589926,0.9799711820833054,0.9758277482637154,tue-,nenga-,nenga-,nenga-,nenga-,tue-,nenga-,nenga-,nenga-,nenga-,tue-,tue-,nenga-,nenga-,tue-,tue-,nenga-,tue-,tue-,tue-,tue-,nenga-,tue-,tue-,nenga-,nenga-,tue-,nenga-,tue-,tue-,nenga-,nenga-,tue-,tue-,tue-,nenga-,nenga-,nenga-,aloa-,tama-,kina-,kina-,"tama-, loka-",anongo-,kina-,"tama-, loka-",aloa-,anongo-,anongo-,aloa-,kina-,anongo-,"tama-, loka-",tama-,kina-,"tama-, loka-",aloa-,kina-
9,0.1807868681734337,1.0346012329101812,0.8538143647367475,nenga-,tue-,tue-,nenga-,nenga-,tue-,nenga-,nenga-,tue-,tue-,nenga-,tue-,tue-,nenga-,nenga-,tue-,tue-,nenga-,tue-,tue-,nenga-,nenga-,tue-,nenga-,nenga-,tue-,nenga-,nenga-,nenga-,tue-,nenga-,nenga-,tue-,nenga-,tue-,nenga-,tue-,tue-,aloa-,kina-,aloa-,"tama-, loka-","tama-, loka-",anongo-,aloa-,tama-,kina-,kina-,"tama-, loka-",anongo-,"tama-, loka-",kina-,aloa-,tama-,kina-,anongo-,kina-,anongo-
