simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.1719989642181725,1.192854958575232,1.0208559943570594,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tika lai,jipo,jipo,jipo,janek mahau tadei,jipo,janek mahau tika,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tebuso,tua,tua,tebuso,tebuso,tebuso,tua,tebuso,"tama, amam, mam","tama, amam, mam",tua,"tina, ina",tebuso,tua,tebuso,tebuso,"tina, ina",tua,tua,tua
1,0.08665485104668402,1.1935496040981333,1.1068947530514492,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,tika lai,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,tebuso,tua,tebuso,tebuso,tebuso,tua,tua,tua,"tama, amam, mam",tebuso,tua,"tina, ina",tebuso,tebuso,tua,tua,tebuso,tua,"tama, amam, mam","tina, ina"
2,0.05639415144574711,1.1907686023357982,1.134374450890051,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,tika lai,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,tua,tua,tua,tua,tebuso,tua,tebuso,"tina, ina",tua,"tina, ina","tama, amam, mam",tua,tebuso,tebuso,tebuso,tebuso,tua,tebuso,"tama, amam, mam",tebuso
3,0.14485848984492633,1.1935496040981333,1.048691114253207,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,janek mahau tadei,jipo,janek mahau tadei,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tika lai,jipo,jipo,jipo,jipo,jipo,tua,tua,tebuso,tebuso,tebuso,tua,tua,tua,tebuso,tua,"tama, amam, mam","tina, ina","tama, amam, mam",tebuso,tebuso,tebuso,"tina, ina",tua,tebuso,tua
4,0.0970596767435028,1.2135652713163758,1.116505594572873,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tika lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,jipo,"tama, amam, mam",tebuso,tebuso,"tama, amam, mam",tua,tua,tua,tua,tebuso,tua,"tina, ina",tebuso,tua,tua,tebuso,tebuso,tua,tebuso,tebuso,"tina, ina"
5,0.1073724657922841,1.2149847829974896,1.1076123172052055,tadei lai,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,tika lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tebuso,tua,tua,"tama, amam, mam",tebuso,tebuso,"tama, amam, mam",tua,tua,tebuso,"tina, ina",tua,tua,tua,tua,"tina, ina",tebuso,tebuso,tebuso,tebuso
6,0.04571545767161833,1.192854958575232,1.1471395009036136,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tika lai,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tebuso,"tama, amam, mam",tua,tebuso,tebuso,tua,"tina, ina",tua,tua,tebuso,tua,tua,tebuso,tua,"tama, amam, mam",tebuso,tebuso,"tina, ina",tua,tebuso
7,0.06137259650029825,1.192854958575232,1.1314823620749337,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tika lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,jipo,jipo,tua,tua,tua,tebuso,tua,"tama, amam, mam",tebuso,tebuso,"tina, ina",tua,tua,tebuso,"tama, amam, mam",tebuso,tebuso,tua,tebuso,"tina, ina",tua,tebuso
8,0.05357731244872466,1.2333059780380897,1.179728665589365,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,tika lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tua,tua,"tama, amam, mam","tama, amam, mam",tebuso,tebuso,tua,tebuso,tua,"tina, ina",tebuso,tebuso,tua,tebuso,tua,"tina, ina",tebuso,tua,tua,tebuso
9,0.14839768970166411,1.1907686023357982,1.042370912634134,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,janek mahau tika,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,janek mahau tadei,jipo,jipo,janek mahau tika,jipo,tadei lai,jipo,jipo,tika lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tadei lai,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,jipo,tua,tebuso,tua,tua,tebuso,tua,tebuso,tebuso,tebuso,"tama, amam, mam",tua,"tina, ina","tina, ina",tebuso,tebuso,tebuso,tua,"tama, amam, mam",tua,tua
