simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.08359924750863201,1.6868330811945058,1.6032338336858738,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,aĩ,a-mãĩ,hade-mãĩ,aĩ,hade-mãĩ,hae-ieĩ,hade-mãĩ,aĩ,hade-mãĩ,hae-ieĩ,aĩ,hade-mãĩ,hae-ieĩ,aĩ ~ eĩ,hae-ieĩ,amãĩ,a-mãĩ,a-mãĩ,a-mãĩ,amãĩ,aĩ,a-mãĩ,a-mãĩ,hae-ieĩ,hae-ieĩ,hade-mãĩ,aĩ ~ eĩ,aĩ
1,0.0980070828985844,1.7202134871817254,1.622206404283141,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,amãĩ,a-mãĩ,aĩ ~ eĩ,hade-mãĩ,hade-mãĩ,hae-ieĩ,aĩ,aĩ,a-mãĩ,a-mãĩ,hade-mãĩ,aĩ,hae-ieĩ,hae-ieĩ,a-mãĩ,aĩ ~ eĩ,aĩ,a-mãĩ,hae-ieĩ,aĩ,hae-ieĩ,aĩ,hade-mãĩ,a-mãĩ,hade-mãĩ,hade-mãĩ,hae-ieĩ,amãĩ
2,0.08569054779078344,1.6599516622360073,1.5742611144452239,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,ayĩ-mãĩ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,a-mãĩ,aĩ,hae-ieĩ,hade-mãĩ,aĩ,hae-ieĩ,hae-ieĩ,aĩ,a-mãĩ,hade-mãĩ,aĩ,hade-mãĩ,a-mãĩ,hae-ieĩ,amãĩ,hae-ieĩ,hade-mãĩ,a-mãĩ,a-mãĩ,hae-ieĩ,aĩ,a-mãĩ,hade-mãĩ,aĩ ~ eĩ,aĩ ~ eĩ,hade-mãĩ,aĩ,amãĩ
3,0.1098127574151524,1.727420671417748,1.6176079140025956,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,a-mãĩ,amãĩ,hade-mãĩ,aĩ ~ eĩ,hae-ieĩ,hade-mãĩ,aĩ,hade-mãĩ,a-mãĩ,hae-ieĩ,hade-mãĩ,hade-mãĩ,a-mãĩ,aĩ,aĩ,a-mãĩ,a-mãĩ,aĩ ~ eĩ,hae-ieĩ,hae-ieĩ,aĩ,hade-mãĩ,amãĩ,aĩ,hae-ieĩ,a-mãĩ,aĩ,hae-ieĩ
4,0.13612140716572418,1.6751976384834162,1.539076231317692,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,aĩ,hae-ieĩ,hade-mãĩ,hade-mãĩ,hade-mãĩ,a-mãĩ,hade-mãĩ,hae-ieĩ,hae-ieĩ,aĩ,hade-mãĩ,a-mãĩ,a-mãĩ,aĩ,a-mãĩ,hae-ieĩ,aĩ ~ eĩ,aĩ,a-mãĩ,hade-mãĩ,aĩ ~ eĩ,a-mãĩ,amãĩ,hae-ieĩ,aĩ,aĩ,hae-ieĩ,amãĩ
5,0.11729867644553216,1.6802797825178521,1.56298110607232,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,hade-mãĩ,aĩ,a-mãĩ,a-mãĩ,hae-ieĩ,hae-ieĩ,hae-ieĩ,a-mãĩ,aĩ,amãĩ,hade-mãĩ,aĩ ~ eĩ,hade-mãĩ,aĩ,aĩ,aĩ,hade-mãĩ,a-mãĩ,hade-mãĩ,aĩ ~ eĩ,a-mãĩ,hade-mãĩ,hae-ieĩ,aĩ,hae-ieĩ,a-mãĩ,hae-ieĩ,amãĩ
6,0.09245341918380845,1.6715602777070329,1.5791068585232244,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,amãĩ,aĩ,aĩ,aĩ,hade-mãĩ,hade-mãĩ,hade-mãĩ,aĩ,hae-ieĩ,hade-mãĩ,hae-ieĩ,hade-mãĩ,a-mãĩ,a-mãĩ,aĩ ~ eĩ,hae-ieĩ,hae-ieĩ,hae-ieĩ,aĩ,hae-ieĩ,amãĩ,a-mãĩ,a-mãĩ,a-mãĩ,hade-mãĩ,aĩ,a-mãĩ,aĩ ~ eĩ
7,0.1308999029556508,1.6707013055143323,1.5398014025586815,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,aĩ,aĩ ~ eĩ,a-mãĩ,hae-ieĩ,aĩ,hade-mãĩ,a-mãĩ,hade-mãĩ,amãĩ,hae-ieĩ,hae-ieĩ,hae-ieĩ,hade-mãĩ,a-mãĩ,hade-mãĩ,hae-ieĩ,aĩ,aĩ,a-mãĩ,a-mãĩ,aĩ ~ eĩ,hade-mãĩ,amãĩ,a-mãĩ,aĩ,hade-mãĩ,aĩ,hae-ieĩ
8,0.09746225367437655,1.6707013055143325,1.573239051839956,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,hade-mãĩ,aĩ ~ eĩ,aĩ,hade-mãĩ,aĩ,hae-ieĩ,amãĩ,a-mãĩ,aĩ,aĩ,hae-ieĩ,a-mãĩ,hae-ieĩ,a-mãĩ,a-mãĩ,hae-ieĩ,hade-mãĩ,aĩ,hade-mãĩ,a-mãĩ,hade-mãĩ,hae-ieĩ,hae-ieĩ,a-mãĩ,aĩ ~ eĩ,amãĩ,hade-mãĩ,aĩ
9,0.12634409840582794,1.6709316880592757,1.5445875896534478,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-yĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,o-mẽ,ayĩ-kaĩ,o-mẽ,o-mẽ,o-mẽ,ayĩ-mãĩ,o-mẽ,o-mẽ,o-mẽ,amãĩ,hade-mãĩ,a-mãĩ,hae-ieĩ,aĩ,hade-mãĩ,aĩ,aĩ,hae-ieĩ,a-mãĩ,aĩ ~ eĩ,amãĩ,a-mãĩ,hade-mãĩ,hade-mãĩ,aĩ,hade-mãĩ,hade-mãĩ,a-mãĩ,hae-ieĩ,a-mãĩ,aĩ,hae-ieĩ,aĩ ~ eĩ,hae-ieĩ,aĩ,a-mãĩ,hae-ieĩ
