simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.20505815914420478,1.0346012329101812,0.8295430737659765,üjeel egč,düü,üjeel düü,üjeel düü,üjeel ax,düü,üjeel düü,üjeel düü,üjeel düü,üjeel ax,üjeel düü,üjeel egč,egč,üjeel düü,düü,üjeel ax,ax,üjeel ax,üjeel düü,üjeel düü,egč,üjeel egč,üjeel düü,üjeel ax,üjeel egč,üjeel egč,düü,üjeel egč,üjeel düü,üjeel egč,üjeel düü,üjeel düü,üjeel düü,üjeel ax,üjeel düü,üjeel egč,üjeel düü,üjeel ax,nagac ax,avga ax,avga egč,avga ax,nagac ax,eež,aav,avga egč,avga egč,nagac egč,avga ax,nagac egč,nagac ax,nagac egč,nagac egč,avga egč,eež,nagac ax,avga ax,aav
1,0.36157373634686707,1.0789922078775833,0.7174184715307163,üjeel düü,üjeel egč,üjeel ax,üjeel düü,üjeel düü,üjeel düü,üjeel egč,üjeel düü,üjeel ax,egč,üjeel egč,üjeel egč,egč,üjeel düü,üjeel ax,üjeel ax,düü,üjeel düü,üjeel düü,üjeel düü,üjeel egč,düü,düü,düü,üjeel düü,üjeel düü,üjeel egč,üjeel ax,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel ax,üjeel egč,ax,üjeel ax,üjeel egč,nagac ax,nagac ax,avga ax,avga egč,eež,nagac egč,avga ax,avga ax,avga egč,aav,avga ax,nagac egč,avga egč,nagac egč,nagac ax,nagac ax,aav,avga egč,nagac egč,eež
2,0.28682400152336013,0.6829081047004717,0.39608410317711157,üjeel düü,düü,üjeel düü,üjeel düü,üjeel ax,üjeel egč,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel egč,üjeel düü,üjeel egč,üjeel düü,üjeel ax,düü,üjeel ax,ax,üjeel egč,üjeel ax,üjeel egč,üjeel düü,üjeel egč,üjeel ax,üjeel egč,egč,üjeel düü,üjeel ax,üjeel ax,düü,üjeel egč,üjeel düü,egč,düü,üjeel düü,nagac ax,nagac ax,avga ax,avga ax,avga egč,nagac egč,aav,nagac ax,avga egč,nagac ax,nagac egč,avga ax,eež,avga egč,avga egč,nagac egč,eež,nagac egč,aav,avga ax
3,0.0788931686430967,0.5982695885852573,0.5193764199421605,üjeel düü,üjeel düü,düü,üjeel düü,üjeel ax,üjeel düü,üjeel egč,egč,üjeel düü,düü,üjeel düü,düü,üjeel ax,üjeel egč,üjeel düü,üjeel ax,üjeel düü,üjeel düü,üjeel düü,üjeel ax,üjeel ax,üjeel egč,üjeel egč,ax,üjeel egč,üjeel ax,üjeel ax,üjeel düü,üjeel düü,düü,üjeel düü,üjeel düü,üjeel egč,üjeel egč,üjeel egč,üjeel düü,üjeel düü,egč,avga ax,avga ax,nagac egč,avga ax,aav,eež,nagac ax,avga egč,nagac ax,eež,nagac ax,nagac egč,avga egč,nagac egč,nagac egč,nagac ax,avga egč,avga egč,avga ax,aav
4,1.1102230246251565e-16,0.6931471805599453,0.6931471805599452,üjeel düü,üjeel düü,üjeel ax,düü,üjeel egč,üjeel düü,düü,üjeel düü,üjeel düü,üjeel egč,üjeel düü,üjeel düü,düü,üjeel ax,üjeel egč,egč,üjeel düü,üjeel ax,üjeel düü,üjeel ax,düü,ax,üjeel egč,üjeel egč,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel ax,egč,üjeel düü,üjeel egč,üjeel ax,üjeel egč,üjeel düü,üjeel ax,üjeel egč,üjeel düü,avga egč,nagac egč,nagac egč,avga egč,avga egč,eež,nagac ax,avga ax,aav,nagac egč,nagac ax,eež,nagac ax,nagac egč,avga ax,aav,avga ax,nagac ax,avga ax,avga egč
5,0.2868240015233601,1.3760552852604169,1.0892312837370568,üjeel düü,üjeel düü,üjeel düü,üjeel düü,egč,düü,üjeel egč,üjeel düü,üjeel ax,ax,üjeel düü,üjeel egč,üjeel ax,üjeel düü,düü,üjeel düü,üjeel düü,üjeel ax,egč,üjeel düü,üjeel ax,üjeel egč,üjeel egč,üjeel düü,üjeel egč,üjeel egč,üjeel ax,üjeel ax,üjeel düü,üjeel düü,düü,üjeel egč,üjeel ax,üjeel düü,düü,üjeel düü,üjeel düü,üjeel egč,avga ax,avga egč,nagac ax,nagac egč,nagac egč,aav,avga ax,eež,avga egč,avga ax,avga egč,eež,nagac ax,avga ax,nagac ax,aav,nagac egč,nagac ax,avga egč,nagac egč
6,0.20505815914420455,1.034601232910181,0.8295430737659765,üjeel egč,üjeel ax,üjeel düü,düü,üjeel egč,üjeel düü,üjeel egč,düü,üjeel düü,üjeel düü,egč,üjeel ax,üjeel egč,düü,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel ax,üjeel egč,üjeel egč,üjeel ax,üjeel düü,üjeel egč,üjeel düü,üjeel düü,ax,üjeel düü,üjeel egč,üjeel ax,üjeel düü,üjeel ax,üjeel düü,üjeel ax,üjeel düü,egč,düü,avga egč,avga ax,nagac ax,avga egč,eež,eež,nagac ax,nagac egč,aav,nagac ax,avga ax,avga egč,nagac egč,avga ax,nagac egč,aav,avga ax,nagac egč,avga egč,nagac ax
7,0.2050581591442049,1.0346012329101812,0.8295430737659764,üjeel düü,üjeel egč,egč,üjeel düü,üjeel ax,düü,üjeel düü,üjeel ax,üjeel egč,üjeel egč,üjeel egč,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel ax,düü,üjeel düü,üjeel düü,üjeel ax,üjeel ax,üjeel düü,üjeel egč,düü,üjeel düü,düü,üjeel düü,üjeel egč,üjeel düü,egč,üjeel egč,ax,üjeel ax,üjeel egč,üjeel düü,üjeel ax,üjeel düü,avga ax,nagac ax,nagac ax,nagac egč,eež,nagac egč,aav,avga egč,avga egč,aav,nagac egč,nagac ax,avga ax,avga egč,avga egč,avga ax,avga ax,nagac egč,eež,nagac ax
8,0.4101163182884091,1.0789922078775833,0.6688758895891742,üjeel egč,üjeel düü,üjeel düü,üjeel egč,üjeel ax,üjeel ax,üjeel ax,üjeel düü,üjeel düü,düü,üjeel düü,üjeel egč,üjeel düü,üjeel düü,düü,üjeel ax,üjeel düü,üjeel düü,egč,üjeel egč,üjeel egč,üjeel ax,üjeel ax,düü,düü,üjeel düü,üjeel ax,üjeel düü,üjeel egč,ax,üjeel egč,üjeel düü,üjeel düü,egč,üjeel egč,üjeel düü,üjeel düü,üjeel düü,nagac ax,nagac ax,avga ax,nagac egč,avga ax,avga egč,nagac ax,aav,avga egč,avga egč,aav,nagac egč,nagac ax,nagac egč,avga ax,avga ax,eež,nagac egč,avga egč,eež
9,0.10603713334992682,1.0346012329101812,0.9285640995602544,üjeel düü,üjeel düü,üjeel egč,düü,düü,üjeel egč,düü,üjeel egč,ax,üjeel egč,üjeel ax,üjeel egč,üjeel düü,üjeel ax,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel düü,üjeel ax,üjeel düü,üjeel egč,üjeel düü,üjeel düü,egč,üjeel düü,üjeel ax,üjeel ax,düü,üjeel ax,egč,üjeel düü,üjeel düü,üjeel düü,üjeel egč,üjeel düü,üjeel egč,üjeel ax,nagac ax,avga ax,avga ax,nagac egč,avga ax,eež,aav,nagac ax,nagac ax,avga egč,aav,nagac egč,avga egč,avga egč,nagac ax,avga ax,avga egč,eež,nagac egč,nagac egč
