simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.01647673352679946,1.0374312377016655,1.020954504174866,ave,ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,ave,ave,ave,"hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,ave,ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,ave,ave,ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",kinga,kamangaa,kinga,kamangaa,lamoku,kinga,kamangaa,lamoku,lamoku,kinga,kamangaa,kinga,kinga,kinga,kinga,kamangaa,kamangaa,kinga,kinga,lamoku
1,0.028473896352636086,1.0296530140645737,1.0011791177119376,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,ave,ave,ave,"hangau, kainga",ave,ave,ave,"hangau, kainga",ave,ave,ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,ave,"hangau, kainga",ave,ave,ave,kinga,kinga,kamangaa,kamangaa,lamoku,kinga,lamoku,kamangaa,kinga,kinga,kinga,kinga,lamoku,kamangaa,kamangaa,lamoku,kinga,kinga,kinga,kamangaa
2,0.0030080225344861766,1.0296530140645737,1.0266449915300875,"hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,ave,"hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,ave,ave,ave,"hangau, kainga",lamoku,kamangaa,kinga,kinga,kinga,kinga,lamoku,kamangaa,kinga,kamangaa,kinga,kamangaa,lamoku,kinga,kinga,kamangaa,kinga,lamoku,kinga,kamangaa
3,0.008768439986396315,1.0203927291312471,1.0116242891448508,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,ave,ave,ave,"hangau, kainga",ave,ave,ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,ave,ave,ave,ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga",ave,ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",kinga,kamangaa,kinga,kamangaa,kamangaa,lamoku,kamangaa,lamoku,lamoku,kamangaa,kinga,kinga,lamoku,kamangaa,kinga,kinga,kinga,kinga,kinga,kinga
4,0.04032799141275756,1.0374312377016655,0.9971032462889079,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,ave,ave,ave,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,ave,ave,ave,ave,ave,ave,ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga",ave,lamoku,kamangaa,kamangaa,kinga,kamangaa,kinga,kinga,kinga,kinga,kinga,lamoku,kamangaa,kinga,kinga,lamoku,lamoku,kamangaa,kinga,kamangaa,kinga
5,0.006174812236032556,1.0439676895764558,1.0377928773404232,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,ave,ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,ave,ave,ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,ave,ave,ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga",kinga,kinga,kinga,lamoku,kinga,kamangaa,kinga,kamangaa,kinga,lamoku,lamoku,lamoku,kamangaa,kinga,kinga,kinga,kinga,kamangaa,kamangaa,kamangaa
6,0.03463101358943255,1.0437570363314084,1.0091260227419758,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,ave,ave,ave,ave,ave,ave,ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga",ave,ave,"hangau, kainga",ave,ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,kamangaa,kamangaa,kamangaa,kamangaa,lamoku,lamoku,kamangaa,lamoku,kinga,kinga,kinga,kinga,kinga,kinga,kinga,lamoku,kinga,kinga,kamangaa,kinga
7,0.08350160206957102,1.0039479810030614,0.9204463789334904,ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,ave,ave,ave,ave,ave,ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,kamangaa,kinga,kinga,kamangaa,lamoku,kinga,kinga,kamangaa,kamangaa,kinga,kinga,kinga,kamangaa,lamoku,kamangaa,lamoku,lamoku,kinga,kinga,kinga
8,0.011306987058261164,1.0439676895764558,1.0326607025181946,ave,ave,ave,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,ave,ave,ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,ave,ave,ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,ave,ave,ave,"hangau, kainga",ave,ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga",kinga,kinga,kinga,lamoku,kinga,lamoku,lamoku,kinga,kinga,kamangaa,kinga,lamoku,kinga,kinga,kamangaa,kamangaa,kamangaa,kamangaa,kinga,kamangaa
9,0.023591017038094853,1.0374312377016655,1.0138402206635706,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,ave,ave,"hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,ave,ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga","hangau, kainga","hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,"hangau, kainga",ave,"hangau, kainga","hangau, kainga",ave,ave,ave,"hangau, kainga",ave,ave,ave,"hangau, kainga",ave,"hangau, kainga",ave,ave,"hangau, kainga",ave,kamangaa,lamoku,kamangaa,kinga,kinga,kamangaa,lamoku,kinga,lamoku,kinga,kinga,kamangaa,kinga,kinga,kinga,kinga,kamangaa,lamoku,kinga,kamangaa
