simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,meB,myB,meZ,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,feB,fyB,feZ,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.0058139037169551155,0.6925314801644661,0.686717576447511,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tinana,tinana,tinana,tinana,tinana,tamana,tamana,tamana,tamana,tamana,tamana,tamana,tinana,tinana,tinana,tamana,tamana,tamana,tamana,tinana,tinana,tinana,tinana,tamana,tinana,tamana,tamana,tinana
1,0.005519014221333718,0.6906828595099828,0.685163845288649,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tamana,tinana,tamana,tinana,tinana,tamana,tinana,tamana,tinana,tamana,tamana,tamana,tamana,tinana,tinana,tamana,tinana,tamana,tamana,tamana,tinana,tinana,tinana,tamana,tinana,tamana,tinana,tinana
2,0.006435201133007995,0.6925314801644661,0.6860962790314581,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tinana,tinana,tamana,tamana,tinana,tinana,tamana,tinana,tamana,tinana,tamana,tamana,tamana,tamana,tamana,tamana,tinana,tamana,tamana,tamana,tamana,tinana,tinana,tinana,tinana,tinana,tinana,tinana
3,0.006597653563768735,0.6917614988524178,0.685163845288649,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tinana,tinana,tamana,tamana,tinana,tamana,tamana,tamana,tamana,tamana,tamana,tinana,tinana,tinana,tinana,tinana,tamana,tinana,tamana,tamana,tamana,tinana,tinana,tinana,tinana,tinana,tamana,tamana
4,0.00745836419856194,0.6832654032134682,0.6758070390149062,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tinana,tinana,tamana,tamana,tamana,tamana,tinana,tinana,tinana,tinana,tamana,tamana,tinana,tinana,tamana,tamana,tamana,tamana,tinana,tamana,tinana,tinana,tamana,tinana,tinana,tamana,tinana,tamana
5,0.00676317149517347,0.6906828595099828,0.6839196880148093,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tinana,tamana,tinana,tamana,tamana,tamana,tamana,tinana,tinana,tinana,tamana,tinana,tamana,tinana,tinana,tamana,tinana,tinana,tamana,tamana,tamana,tinana,tamana,tinana,tamana,tinana,tinana,tamana
6,0.0058139037169551155,0.6925314801644661,0.686717576447511,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tinana,tinana,tinana,tamana,tinana,tamana,tinana,tamana,tamana,tamana,tinana,tinana,tinana,tamana,tamana,tinana,tamana,tamana,tinana,tinana,tamana,tinana,tamana,tamana,tamana,tinana,tinana,tamana
7,0.0059651513803073986,0.6929932791588755,0.6870281277785681,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tamana,tamana,tamana,tamana,tamana,tinana,tinana,tamana,tinana,tinana,tinana,tamana,tamana,tamana,tinana,tamana,tinana,tinana,tinana,tinana,tamana,tinana,tamana,tamana,tinana,tinana,tinana,tamana
8,0.0059651513803073986,0.6929932791588755,0.6870281277785681,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tamana,tinana,tinana,tamana,tinana,tamana,tinana,tinana,tamana,tinana,tamana,tamana,tinana,tamana,tinana,tamana,tinana,tinana,tamana,tamana,tinana,tinana,tinana,tamana,tinana,tamana,tamana,tamana
9,0.0062757027113645725,0.6929932791588755,0.686717576447511,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tuahina,tamana,tamana,tamana,tinana,tamana,tinana,tamana,tinana,tinana,tamana,tinana,tinana,tinana,tamana,tamana,tinana,tamana,tinana,tinana,tinana,tamana,tamana,tinana,tinana,tamana,tamana,tamana,tinana
