simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.0788931686430967,0.5982695885852573,0.5193764199421605,jiliburrway,janggul,ganinggirray,ganinggirray,man.ga,man.ga,janggul,janggul,man.ga,ganinggirray,ganinggirray,janggul,man.ga,man.ga,janggul,jiliburrway,man.ga,janggul,man.ga,jiliburrway,janggul,ganinggirray,janggul,jiliburrway,man.ga,janggul,janggul,janggul,man.ga,man.ga,ganinggirray,man.ga,man.ga,man.ga,janggul,man.ga,man.ga,man.ga,mujam,mujam,gainga,mujam,bimbi,gainga,bimbi,bimbi,bimbi,mujam,gainga,mujam,mujam,jujum,bimbi,jujum,bimbi,gainga,jujum,jujum
1,0.14341200076168026,1.0346012329101812,0.891189232148501,janggul,janggul,man.ga,janggul,ganinggirray,janggul,man.ga,man.ga,ganinggirray,jiliburrway,ganinggirray,janggul,man.ga,man.ga,man.ga,ganinggirray,janggul,man.ga,janggul,man.ga,man.ga,man.ga,jiliburrway,man.ga,janggul,ganinggirray,janggul,man.ga,jiliburrway,man.ga,janggul,man.ga,man.ga,jiliburrway,janggul,janggul,ganinggirray,man.ga,jujum,bimbi,gainga,bimbi,mujam,bimbi,jujum,gainga,gainga,gainga,bimbi,jujum,jujum,mujam,mujam,bimbi,bimbi,mujam,mujam,mujam
2,0.14341200076168026,1.0346012329101812,0.891189232148501,man.ga,janggul,man.ga,man.ga,ganinggirray,janggul,man.ga,ganinggirray,janggul,man.ga,jiliburrway,man.ga,man.ga,janggul,ganinggirray,man.ga,jiliburrway,man.ga,ganinggirray,man.ga,janggul,janggul,jiliburrway,janggul,man.ga,janggul,man.ga,janggul,ganinggirray,janggul,man.ga,ganinggirray,jiliburrway,janggul,man.ga,man.ga,man.ga,janggul,bimbi,mujam,gainga,mujam,bimbi,bimbi,bimbi,mujam,gainga,mujam,gainga,bimbi,mujam,jujum,jujum,gainga,jujum,bimbi,jujum,mujam
3,0.13732453187634652,0.9799711820833055,0.842646650206959,janggul,janggul,ganinggirray,man.ga,man.ga,man.ga,janggul,ganinggirray,man.ga,janggul,man.ga,janggul,man.ga,man.ga,man.ga,jiliburrway,jiliburrway,jiliburrway,janggul,janggul,man.ga,janggul,man.ga,ganinggirray,jiliburrway,man.ga,man.ga,ganinggirray,ganinggirray,ganinggirray,janggul,janggul,janggul,man.ga,man.ga,janggul,man.ga,man.ga,bimbi,gainga,jujum,jujum,bimbi,mujam,jujum,gainga,bimbi,mujam,bimbi,mujam,mujam,gainga,gainga,bimbi,jujum,bimbi,mujam,mujam
4,0.06679396821673317,0.5195798391305154,0.45278587091378225,man.ga,janggul,man.ga,janggul,ganinggirray,jiliburrway,man.ga,man.ga,ganinggirray,man.ga,man.ga,man.ga,janggul,man.ga,man.ga,janggul,jiliburrway,man.ga,man.ga,janggul,janggul,ganinggirray,jiliburrway,janggul,janggul,man.ga,man.ga,janggul,man.ga,man.ga,ganinggirray,ganinggirray,man.ga,jiliburrway,janggul,janggul,ganinggirray,janggul,jujum,bimbi,bimbi,bimbi,bimbi,gainga,gainga,jujum,jujum,jujum,gainga,mujam,gainga,bimbi,mujam,mujam,mujam,mujam,bimbi,mujam
5,0.20505815914420467,1.0346012329101812,0.8295430737659766,janggul,ganinggirray,man.ga,man.ga,jiliburrway,ganinggirray,man.ga,janggul,man.ga,ganinggirray,man.ga,janggul,man.ga,ganinggirray,man.ga,janggul,jiliburrway,jiliburrway,man.ga,man.ga,man.ga,janggul,man.ga,man.ga,ganinggirray,man.ga,janggul,jiliburrway,janggul,ganinggirray,man.ga,janggul,man.ga,janggul,man.ga,janggul,janggul,janggul,bimbi,jujum,gainga,jujum,mujam,bimbi,mujam,gainga,mujam,mujam,bimbi,gainga,mujam,bimbi,gainga,bimbi,jujum,jujum,mujam,bimbi
6,0.16353168475831137,1.0789922078775833,0.915460523119272,man.ga,ganinggirray,man.ga,ganinggirray,janggul,man.ga,man.ga,man.ga,man.ga,janggul,janggul,man.ga,jiliburrway,man.ga,man.ga,man.ga,man.ga,man.ga,janggul,man.ga,ganinggirray,janggul,janggul,man.ga,janggul,jiliburrway,jiliburrway,man.ga,janggul,ganinggirray,janggul,man.ga,janggul,ganinggirray,janggul,janggul,jiliburrway,ganinggirray,bimbi,bimbi,jujum,mujam,mujam,bimbi,jujum,jujum,mujam,mujam,mujam,gainga,bimbi,jujum,gainga,mujam,gainga,bimbi,bimbi,gainga
7,0.20505815914420467,1.0346012329101812,0.8295430737659766,ganinggirray,janggul,man.ga,janggul,ganinggirray,janggul,man.ga,man.ga,man.ga,ganinggirray,janggul,janggul,janggul,man.ga,janggul,janggul,jiliburrway,jiliburrway,ganinggirray,man.ga,man.ga,man.ga,janggul,jiliburrway,janggul,man.ga,ganinggirray,jiliburrway,man.ga,man.ga,ganinggirray,man.ga,janggul,man.ga,man.ga,man.ga,man.ga,janggul,jujum,bimbi,gainga,jujum,gainga,mujam,bimbi,gainga,bimbi,mujam,bimbi,bimbi,jujum,mujam,jujum,gainga,mujam,bimbi,mujam,mujam
8,0.14341200076168026,1.0346012329101812,0.891189232148501,jiliburrway,ganinggirray,janggul,janggul,janggul,man.ga,janggul,janggul,man.ga,man.ga,man.ga,man.ga,ganinggirray,man.ga,janggul,ganinggirray,man.ga,man.ga,ganinggirray,janggul,man.ga,jiliburrway,man.ga,ganinggirray,man.ga,man.ga,janggul,man.ga,janggul,janggul,janggul,man.ga,jiliburrway,man.ga,janggul,jiliburrway,man.ga,ganinggirray,mujam,gainga,bimbi,gainga,gainga,gainga,mujam,bimbi,mujam,bimbi,jujum,mujam,jujum,bimbi,bimbi,bimbi,mujam,mujam,jujum,jujum
9,0.05956626831817946,0.5982695885852573,0.5387033202670778,ganinggirray,man.ga,ganinggirray,man.ga,jiliburrway,man.ga,man.ga,man.ga,janggul,man.ga,janggul,janggul,man.ga,man.ga,man.ga,janggul,man.ga,janggul,man.ga,man.ga,man.ga,janggul,ganinggirray,janggul,janggul,janggul,ganinggirray,janggul,janggul,ganinggirray,man.ga,jiliburrway,janggul,jiliburrway,jiliburrway,man.ga,ganinggirray,man.ga,mujam,mujam,mujam,bimbi,bimbi,bimbi,jujum,bimbi,jujum,gainga,jujum,mujam,gainga,gainga,bimbi,mujam,gainga,mujam,jujum,bimbi
