simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.37129099445451486,1.746676847664922,1.375385853210407,"tîdê, tîdî",mbwó,mbwó,mbwó,mbwó,w:ââ,"tîdê, tîdî","tîdê, tîdî",kââpyââ,"tîdê, tîdî",mîchó,"tîdê, tîdî",mbwó,w:ââ,"tîdê, tîdî",kââpyââ,"tîdê, tîdî",mîchó,"tîdê, tîdî","tîdê, tîdî",mîchó,w:ââ,"tîdê, tîdî",w:ââ,"tîdê, tîdî",kee,mbwó,mbwó,kee,mbwó,mbwó,kee,mîchó,mbwó,mbwó,mîchó,w:ââ,mîchó,kââpyââ,mbwó,w:ââ,kââpyââ,mbwó,kââpyââ,kââpyââ,"tîdê, tîdî",kee,"tîdê, tîdî","tîdê, tîdî",mbwó,kââpyââ,kee,w:ââ,mbwó,kââpyââ,mbwó,kââpyââ,"tîdê, tîdî",mbwó,mîchó,"tîdê, tîdî",mbwó,kee,kee,kee,w:ââ,mîchó,kee,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",kee,mbwó,mbwó,w:ââ,mbwó,"tîdê, tîdî",mîchó,w:ââ,"tîdê, tîdî",kââpyââ,"tîdê, tîdî","tîdê, tîdî",mbwó,mîchó,"piye, pye","kênê, kênêwo, teetee","kââkââ, kighê","kênê, kênêwo, teetee","piye, pye","m:aam:ââ, mî pyââ","kââkââ, kighê","kênê, kênêwo, teetee","m:aam:ââ, mî pyââ","m:aam:ââ, mî pyââ","mî, m:aa","kââkââ, kighê","piye, pye, niye","kênê, kênêwo, teetee","m:aam:ââ, mî pyââ","mî, m:aa","piye, pye","kââkââ, kighê","piye, pye","piye, pye, niye"
1,0.36802939045848726,1.7424857827187215,1.3744563922602342,"tîdê, tîdî","tîdê, tîdî",mbwó,kee,w:ââ,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",mbwó,"tîdê, tîdî","tîdê, tîdî",mîchó,w:ââ,kââpyââ,mîchó,kââpyââ,"tîdê, tîdî",mbwó,kee,mbwó,kââpyââ,kee,mbwó,"tîdê, tîdî","tîdê, tîdî",kee,mbwó,"tîdê, tîdî",w:ââ,kââpyââ,"tîdê, tîdî",kee,w:ââ,w:ââ,mbwó,mbwó,mbwó,kââpyââ,w:ââ,kââpyââ,w:ââ,"tîdê, tîdî",kee,kââpyââ,w:ââ,mîchó,mbwó,kââpyââ,kee,"tîdê, tîdî","tîdê, tîdî",mîchó,mîchó,mbwó,"tîdê, tîdî",mbwó,"tîdê, tîdî",w:ââ,mbwó,kââpyââ,"tîdê, tîdî","tîdê, tîdî",mîchó,mbwó,mbwó,kee,mbwó,mîchó,mîchó,mbwó,mîchó,mbwó,kââpyââ,mbwó,"tîdê, tîdî","tîdê, tîdî",w:ââ,kee,"tîdê, tîdî",kee,mîchó,mbwó,"tîdê, tîdî",mbwó,mbwó,"piye, pye, niye","piye, pye","m:aam:ââ, mî pyââ","m:aam:ââ, mî pyââ","kââkââ, kighê","kââkââ, kighê","m:aam:ââ, mî pyââ","m:aam:ââ, mî pyââ","kênê, kênêwo, teetee","mî, m:aa","kââkââ, kighê","piye, pye","kênê, kênêwo, teetee","kââkââ, kighê","kênê, kênêwo, teetee","piye, pye, niye","kênê, kênêwo, teetee","piye, pye","mî, m:aa","piye, pye"
2,0.3849853445174225,1.7282190701015216,1.3432337255840991,"tîdê, tîdî",w:ââ,mbwó,"tîdê, tîdî",kee,mîchó,mbwó,mîchó,"tîdê, tîdî","tîdê, tîdî",mîchó,mbwó,mbwó,mbwó,"tîdê, tîdî",mbwó,"tîdê, tîdî",mbwó,mbwó,w:ââ,"tîdê, tîdî",mîchó,"tîdê, tîdî",mbwó,kââpyââ,"tîdê, tîdî",mbwó,kââpyââ,mîchó,"tîdê, tîdî",mîchó,mbwó,"tîdê, tîdî",mîchó,"tîdê, tîdî",kee,w:ââ,mbwó,kee,mbwó,w:ââ,kee,w:ââ,mbwó,mbwó,mbwó,"tîdê, tîdî","tîdê, tîdî",kââpyââ,mîchó,kââpyââ,w:ââ,mîchó,kee,mbwó,w:ââ,kââpyââ,mbwó,"tîdê, tîdî","tîdê, tîdî",mîchó,"tîdê, tîdî",kee,kââpyââ,mbwó,"tîdê, tîdî",kee,kee,mbwó,w:ââ,kââpyââ,kee,"tîdê, tîdî",w:ââ,mbwó,kee,mbwó,"tîdê, tîdî",kââpyââ,"tîdê, tîdî","tîdê, tîdî",kââpyââ,"tîdê, tîdî",w:ââ,kââpyââ,"piye, pye","kênê, kênêwo, teetee","mî, m:aa","kênê, kênêwo, teetee","kââkââ, kighê","m:aam:ââ, mî pyââ","piye, pye","kââkââ, kighê","m:aam:ââ, mî pyââ","kââkââ, kighê","kênê, kênêwo, teetee","piye, pye","mî, m:aa","piye, pye, niye","m:aam:ââ, mî pyââ","piye, pye, niye","kââkââ, kighê","kênê, kênêwo, teetee","m:aam:ââ, mî pyââ","piye, pye"
3,0.38603931670973735,1.746676847664922,1.3606375309551846,w:ââ,kee,mîchó,mbwó,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",mîchó,"tîdê, tîdî",kââpyââ,"tîdê, tîdî",mbwó,"tîdê, tîdî",mbwó,kee,kee,w:ââ,kee,w:ââ,mbwó,kee,mîchó,kee,mîchó,kââpyââ,"tîdê, tîdî",kââpyââ,"tîdê, tîdî",kââpyââ,mîchó,kee,mbwó,mîchó,"tîdê, tîdî","tîdê, tîdî",mbwó,mbwó,"tîdê, tîdî",mbwó,kââpyââ,mbwó,kee,mbwó,kââpyââ,mbwó,mîchó,mbwó,w:ââ,kââpyââ,mbwó,mbwó,mbwó,mbwó,mbwó,kââpyââ,kââpyââ,w:ââ,mîchó,"tîdê, tîdî",w:ââ,"tîdê, tîdî",kââpyââ,mîchó,kee,mîchó,"tîdê, tîdî","tîdê, tîdî",w:ââ,w:ââ,"tîdê, tîdî",w:ââ,w:ââ,"tîdê, tîdî",mbwó,mbwó,"tîdê, tîdî",kee,"tîdê, tîdî",mbwó,mbwó,mbwó,"tîdê, tîdî","tîdê, tîdî","kênê, kênêwo, teetee","kênê, kênêwo, teetee","piye, pye","m:aam:ââ, mî pyââ","piye, pye, niye","kââkââ, kighê","piye, pye, niye","mî, m:aa","m:aam:ââ, mî pyââ","kââkââ, kighê","kââkââ, kighê","piye, pye","kênê, kênêwo, teetee","piye, pye","mî, m:aa","piye, pye","kââkââ, kighê","m:aam:ââ, mî pyââ","m:aam:ââ, mî pyââ","kênê, kênêwo, teetee"
4,0.40796315386660553,1.7282190701015216,1.3202559162349161,kee,mbwó,w:ââ,mîchó,mbwó,kee,"tîdê, tîdî",mbwó,mbwó,kââpyââ,mîchó,mbwó,mbwó,kââpyââ,mîchó,mbwó,mîchó,kââpyââ,"tîdê, tîdî",kââpyââ,"tîdê, tîdî","tîdê, tîdî",kââpyââ,mbwó,"tîdê, tîdî","tîdê, tîdî",kee,"tîdê, tîdî",mîchó,w:ââ,mbwó,kee,mîchó,mîchó,"tîdê, tîdî",kee,mbwó,kââpyââ,"tîdê, tîdî",kââpyââ,w:ââ,mbwó,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",mbwó,w:ââ,mbwó,w:ââ,w:ââ,kee,w:ââ,kee,"tîdê, tîdî",mîchó,"tîdê, tîdî",kee,kââpyââ,mbwó,mbwó,kââpyââ,kââpyââ,mîchó,mbwó,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",mbwó,"tîdê, tîdî",mbwó,mbwó,"tîdê, tîdî","tîdê, tîdî",mbwó,"tîdê, tîdî",kee,mbwó,w:ââ,mbwó,"tîdê, tîdî",w:ââ,w:ââ,mîchó,kee,"tîdê, tîdî","kââkââ, kighê","kênê, kênêwo, teetee","piye, pye, niye","kênê, kênêwo, teetee","m:aam:ââ, mî pyââ","kênê, kênêwo, teetee","kââkââ, kighê","m:aam:ââ, mî pyââ","m:aam:ââ, mî pyââ","kââkââ, kighê","piye, pye","kââkââ, kighê","kênê, kênêwo, teetee","mî, m:aa","piye, pye","piye, pye","piye, pye, niye","piye, pye","m:aam:ââ, mî pyââ","mî, m:aa"
5,0.37862358175202493,1.746676847664922,1.368053265912897,"tîdê, tîdî",kââpyââ,mîchó,mbwó,mbwó,mîchó,mîchó,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",mbwó,"tîdê, tîdî",kââpyââ,mbwó,kee,"tîdê, tîdî",kââpyââ,"tîdê, tîdî",mbwó,kee,mbwó,mbwó,w:ââ,mbwó,"tîdê, tîdî","tîdê, tîdî",mbwó,kââpyââ,mbwó,mîchó,"tîdê, tîdî",mbwó,w:ââ,mbwó,"tîdê, tîdî","tîdê, tîdî",mîchó,w:ââ,"tîdê, tîdî",kââpyââ,mbwó,kee,kââpyââ,mbwó,mbwó,kee,mbwó,"tîdê, tîdî",kââpyââ,mbwó,mîchó,"tîdê, tîdî","tîdê, tîdî",mîchó,"tîdê, tîdî",w:ââ,kââpyââ,"tîdê, tîdî",mbwó,kee,mbwó,mbwó,mîchó,kee,"tîdê, tîdî","tîdê, tîdî",w:ââ,"tîdê, tîdî",kee,mîchó,w:ââ,mbwó,kââpyââ,"tîdê, tîdî",w:ââ,kee,mbwó,kââpyââ,kee,mîchó,w:ââ,kee,w:ââ,w:ââ,"piye, pye","kââkââ, kighê","m:aam:ââ, mî pyââ","kênê, kênêwo, teetee","kênê, kênêwo, teetee","kênê, kênêwo, teetee","piye, pye","mî, m:aa","kââkââ, kighê","m:aam:ââ, mî pyââ","piye, pye, niye","kênê, kênêwo, teetee","kââkââ, kighê","m:aam:ââ, mî pyââ","mî, m:aa","piye, pye","piye, pye, niye","kââkââ, kighê","piye, pye","m:aam:ââ, mî pyââ"
6,0.33645591370028827,1.757587641357007,1.4211317276567188,mbwó,w:ââ,mbwó,mîchó,kee,kee,mbwó,mîchó,mîchó,mbwó,"tîdê, tîdî",mîchó,w:ââ,"tîdê, tîdî",mbwó,kââpyââ,kââpyââ,w:ââ,w:ââ,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",w:ââ,w:ââ,"tîdê, tîdî",mbwó,mbwó,mîchó,kââpyââ,"tîdê, tîdî",kee,kee,kee,"tîdê, tîdî",w:ââ,"tîdê, tîdî",mbwó,kee,mîchó,mbwó,mbwó,kââpyââ,w:ââ,kââpyââ,kââpyââ,"tîdê, tîdî","tîdê, tîdî",mbwó,"tîdê, tîdî",kââpyââ,"tîdê, tîdî",mbwó,"tîdê, tîdî","tîdê, tîdî",w:ââ,"tîdê, tîdî",mîchó,"tîdê, tîdî",kee,"tîdê, tîdî",mbwó,mbwó,kââpyââ,mbwó,"tîdê, tîdî",mbwó,mbwó,kee,"tîdê, tîdî","tîdê, tîdî",kee,mîchó,mîchó,kââpyââ,mbwó,"tîdê, tîdî",w:ââ,mbwó,mbwó,kââpyââ,mbwó,kee,mîchó,"tîdê, tîdî",mbwó,"piye, pye","mî, m:aa","mî, m:aa","m:aam:ââ, mî pyââ","piye, pye","kênê, kênêwo, teetee","m:aam:ââ, mî pyââ","piye, pye, niye","kênê, kênêwo, teetee","m:aam:ââ, mî pyââ","piye, pye","kênê, kênêwo, teetee","piye, pye","m:aam:ââ, mî pyââ","kââkââ, kighê","piye, pye, niye","kââkââ, kighê","kââkââ, kighê","kênê, kênêwo, teetee","kââkââ, kighê"
7,0.32011053241037657,1.7173082764094363,1.3971977439990597,"tîdê, tîdî",kee,mbwó,"tîdê, tîdî","tîdê, tîdî",mbwó,mbwó,w:ââ,kââpyââ,mîchó,mbwó,mîchó,mbwó,kââpyââ,"tîdê, tîdî",kââpyââ,w:ââ,"tîdê, tîdî",mbwó,"tîdê, tîdî","tîdê, tîdî",mbwó,mîchó,kââpyââ,"tîdê, tîdî","tîdê, tîdî",mbwó,mbwó,mbwó,mbwó,"tîdê, tîdî",w:ââ,w:ââ,"tîdê, tîdî",mîchó,mîchó,mbwó,"tîdê, tîdî",mbwó,"tîdê, tîdî",kee,w:ââ,kââpyââ,mbwó,mbwó,"tîdê, tîdî","tîdê, tîdî",kee,kee,w:ââ,mîchó,mbwó,w:ââ,mîchó,mbwó,kââpyââ,mbwó,w:ââ,mbwó,kee,"tîdê, tîdî","tîdê, tîdî",kee,"tîdê, tîdî",kee,kââpyââ,"tîdê, tîdî",w:ââ,w:ââ,"tîdê, tîdî",mbwó,kââpyââ,kââpyââ,mîchó,mîchó,kee,kââpyââ,mbwó,"tîdê, tîdî","tîdê, tîdî",mbwó,kee,mîchó,kee,"tîdê, tîdî","mî, m:aa","kênê, kênêwo, teetee","m:aam:ââ, mî pyââ","piye, pye","kênê, kênêwo, teetee","piye, pye","kââkââ, kighê","piye, pye","kââkââ, kighê","piye, pye, niye","kênê, kênêwo, teetee","kââkââ, kighê","m:aam:ââ, mî pyââ","mî, m:aa","kââkââ, kighê","piye, pye, niye","piye, pye","kênê, kênêwo, teetee","m:aam:ââ, mî pyââ","m:aam:ââ, mî pyââ"
8,0.34023183423834036,1.7424857827187215,1.402253948480381,"tîdê, tîdî",w:ââ,"tîdê, tîdî",kââpyââ,w:ââ,mbwó,mbwó,"tîdê, tîdî",mîchó,"tîdê, tîdî",kee,mbwó,mîchó,"tîdê, tîdî",mbwó,"tîdê, tîdî",kââpyââ,mbwó,mîchó,mbwó,"tîdê, tîdî",mbwó,"tîdê, tîdî",kee,"tîdê, tîdî",w:ââ,mbwó,mîchó,mbwó,mîchó,kââpyââ,"tîdê, tîdî","tîdê, tîdî",kââpyââ,kee,mbwó,"tîdê, tîdî",w:ââ,kee,kee,kee,kee,"tîdê, tîdî",mbwó,mîchó,kââpyââ,kee,mbwó,mbwó,mbwó,"tîdê, tîdî",mîchó,kââpyââ,mbwó,"tîdê, tîdî",w:ââ,"tîdê, tîdî",kee,kââpyââ,"tîdê, tîdî",mîchó,"tîdê, tîdî",w:ââ,mîchó,kââpyââ,mîchó,mbwó,mbwó,"tîdê, tîdî",w:ââ,mbwó,kee,mbwó,mbwó,w:ââ,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",mbwó,w:ââ,"tîdê, tîdî",kââpyââ,kââpyââ,w:ââ,mbwó,"piye, pye, niye","kââkââ, kighê","piye, pye","piye, pye","mî, m:aa","m:aam:ââ, mî pyââ","m:aam:ââ, mî pyââ","kênê, kênêwo, teetee","kênê, kênêwo, teetee","kââkââ, kighê","piye, pye, niye","piye, pye","kââkââ, kighê","m:aam:ââ, mî pyââ","kââkââ, kighê","kênê, kênêwo, teetee","mî, m:aa","m:aam:ââ, mî pyââ","piye, pye","kênê, kênêwo, teetee"
9,0.2836483630643414,1.754679895045301,1.4710315319809597,mbwó,w:ââ,mîchó,kââpyââ,kee,"tîdê, tîdî",w:ââ,mbwó,mbwó,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",kââpyââ,kee,"tîdê, tîdî","tîdê, tîdî",mîchó,"tîdê, tîdî",w:ââ,mbwó,w:ââ,"tîdê, tîdî",mbwó,mbwó,w:ââ,w:ââ,w:ââ,kââpyââ,kââpyââ,w:ââ,kââpyââ,w:ââ,"tîdê, tîdî",kee,kee,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",mbwó,kââpyââ,kââpyââ,mbwó,mbwó,"tîdê, tîdî",kee,mbwó,kee,"tîdê, tîdî",kee,w:ââ,mbwó,mîchó,"tîdê, tîdî","tîdê, tîdî",mîchó,kee,mbwó,mîchó,mbwó,mbwó,mbwó,mbwó,mbwó,"tîdê, tîdî",kââpyââ,kee,kee,"tîdê, tîdî","tîdê, tîdî",mîchó,mîchó,"tîdê, tîdî","tîdê, tîdî","tîdê, tîdî",mbwó,mîchó,"tîdê, tîdî",kââpyââ,mîchó,mbwó,mbwó,mîchó,kââpyââ,mbwó,mbwó,"mî, m:aa","piye, pye, niye","piye, pye, niye","kââkââ, kighê","m:aam:ââ, mî pyââ","piye, pye","piye, pye","kââkââ, kighê","kênê, kênêwo, teetee","kââkââ, kighê","m:aam:ââ, mî pyââ","kââkââ, kighê","kênê, kênêwo, teetee","piye, pye","m:aam:ââ, mî pyââ","mî, m:aa","kênê, kênêwo, teetee","m:aam:ââ, mî pyââ","piye, pye","kênê, kênêwo, teetee"
