simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.03533583505222171,1.2149847829974896,1.1796489479452679,"tayali, kakaán",talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,bî,tayakí,bî,amang,amang,tayakí,tayakí,ináng,bî,bî,tayakí,tayakí,tayakí,bî,bî,bî,ináng,tayakí,bî,tayakí
1,0.0725874927576855,1.192854958575232,1.1202674658175464,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,bî,bî,bî,tayakí,tayakí,ináng,bî,tayakí,bî,ináng,bî,tayakí,tayakí,tayakí,tayakí,bî,amang,bî,amang,tayakí
2,0.1340367778699254,1.140352470501135,1.0063156926312096,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayakí,ináng,tayakí,bî,tayakí,ináng,tayakí,tayakí,tayakí,bî,tayakí,bî,bî,amang,bî,tayakí,bî,amang,bî,bî
3,0.03141035278609983,1.1935496040981333,1.1621392513120334,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,bî,bî,tayakí,tayakí,tayakí,bî,bî,ináng,tayakí,bî,amang,bî,bî,tayakí,amang,tayakí,bî,tayakí,tayakí,ináng
4,0.0783349732485823,1.2135652713163756,1.1352302980677933,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayakí,bî,amang,bî,tayakí,tayakí,bî,tayakí,bî,bî,bî,amang,tayakí,tayakí,bî,tayakí,ináng,tayakí,ináng,bî
5,0.016645487467788156,1.192854958575232,1.1762094711074438,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,bî,bî,bî,tayakí,tayakí,amang,tayakí,amang,bî,tayakí,tayakí,ináng,tayakí,bî,bî,tayakí,bî,ináng,tayakí,bî
6,0.13973009633423494,1.1935496040981333,1.0538195077638983,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,"tayali, kakaán",tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayakí,tayakí,tayakí,tayakí,tayakí,bî,bî,bî,ináng,bî,tayakí,bî,ináng,tayakí,bî,amang,bî,tayakí,bî,amang
7,0.0683953813087066,1.1935496040981333,1.1251542227894267,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,"tayali, kakaán",tayakí,bî,bî,bî,bî,amang,ináng,bî,tayakí,tayakí,tayakí,tayakí,bî,bî,bî,ináng,tayakí,amang,tayakí,tayakí
8,0.0298453439722961,1.1935496040981333,1.1637042601258372,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayakí,tayakí,tayakí,tayakí,bî,amang,tayakí,bî,bî,bî,bî,tayakí,bî,tayakí,ináng,bî,tayakí,bî,ináng,amang
9,0.029908535296001793,1.192854958575232,1.1629464232792301,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,tayali,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,talagbáy,"tayali, kakaán",talagbáy,tayali,talagbáy,amang,tayakí,bî,tayakí,bî,bî,tayakí,bî,amang,ináng,bî,tayakí,bî,tayakí,tayakí,bî,ináng,bî,tayakí,tayakí
