simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.4101163182884092,1.3760552852604169,0.9659389669720077,nngn,yakal,ane,nngn,baba,nngn,ane,baba,baba,ane,baba,baba,baba,yakal,ane,baba,nngn,baba,baba,ane,nngn,ane,yakal,baba,baba,nngn,baba,nngn,yakal,baba,baba,nngn,baba,yakal,ane,yakal,baba,yakal,seser,baba,ama kitong,"dede, dede toge",dede,dede,seser,baba,ama kitong,ama,mitadma,ama,"dede, dede toge",seser,seser,mitadma,baba,baba,ama toge,ama toge
1,0.014032215111297708,1.376055285260417,1.3620230701491194,yakal,baba,baba,baba,yakal,yakal,yakal,baba,nngn,yakal,baba,baba,ane,baba,nngn,nngn,nngn,baba,nngn,yakal,baba,ane,baba,baba,ane,nngn,nngn,baba,baba,yakal,nngn,ane,ane,baba,baba,ane,baba,ane,baba,ama toge,"dede, dede toge",ama,dede,"dede, dede toge",ama toge,mitadma,baba,ama,seser,baba,ama kitong,mitadma,baba,seser,dede,seser,seser,ama kitong
2,0.01403221511129793,1.376055285260417,1.3620230701491192,yakal,ane,baba,ane,baba,yakal,baba,baba,baba,baba,nngn,ane,nngn,baba,yakal,yakal,baba,nngn,yakal,nngn,baba,baba,yakal,nngn,baba,baba,ane,baba,baba,nngn,ane,nngn,ane,baba,nngn,yakal,ane,baba,ama toge,ama kitong,"dede, dede toge",ama,dede,seser,mitadma,"dede, dede toge",ama,ama kitong,baba,baba,seser,seser,ama toge,baba,baba,seser,dede,mitadma
3,0.20218548540814574,1.376055285260417,1.1738697998522714,baba,baba,baba,baba,yakal,nngn,baba,baba,ane,baba,ane,yakal,baba,nngn,baba,baba,ane,baba,nngn,nngn,baba,ane,baba,nngn,yakal,baba,ane,yakal,nngn,yakal,baba,nngn,nngn,yakal,baba,yakal,ane,ane,baba,ama toge,"dede, dede toge",ama kitong,seser,baba,mitadma,mitadma,seser,dede,ama,seser,seser,ama toge,baba,"dede, dede toge",dede,baba,ama kitong,ama
4,0.21207426669985363,1.376055285260417,1.1639810185605635,baba,ane,yakal,nngn,baba,baba,nngn,ane,baba,yakal,baba,baba,ane,nngn,baba,ane,nngn,baba,baba,nngn,ane,ane,baba,ane,baba,yakal,yakal,yakal,yakal,baba,nngn,nngn,baba,yakal,baba,baba,baba,nngn,seser,dede,"dede, dede toge",ama,baba,seser,ama toge,mitadma,baba,ama,baba,ama kitong,mitadma,seser,"dede, dede toge",ama toge,seser,dede,baba,ama kitong
5,0.1807868681734337,1.0346012329101812,0.8538143647367475,nngn,baba,nngn,nngn,nngn,ane,baba,baba,ane,baba,baba,yakal,yakal,baba,baba,nngn,baba,ane,baba,baba,yakal,yakal,nngn,baba,nngn,baba,baba,yakal,ane,baba,baba,ane,baba,ane,ane,yakal,yakal,nngn,ama,"dede, dede toge",seser,"dede, dede toge",ama toge,baba,baba,ama toge,mitadma,baba,ama,ama kitong,dede,seser,dede,seser,mitadma,ama kitong,seser,baba
6,0.6829081047004719,1.376055285260417,0.6931471805599452,yakal,baba,baba,yakal,nngn,ane,baba,nngn,yakal,baba,baba,baba,nngn,yakal,nngn,baba,ane,ane,baba,baba,ane,baba,baba,ane,yakal,yakal,nngn,ane,yakal,baba,baba,nngn,nngn,baba,ane,nngn,baba,baba,baba,ama kitong,"dede, dede toge",seser,dede,ama toge,"dede, dede toge",ama,seser,mitadma,baba,dede,seser,mitadma,baba,baba,seser,ama,ama toge,ama kitong
7,0.2868240015233603,1.376055285260417,1.0892312837370568,baba,nngn,baba,baba,yakal,nngn,baba,baba,baba,yakal,yakal,ane,baba,yakal,nngn,ane,nngn,baba,baba,yakal,ane,nngn,ane,baba,baba,baba,ane,ane,yakal,baba,nngn,nngn,ane,nngn,baba,yakal,baba,baba,mitadma,ama toge,ama,seser,baba,baba,seser,baba,seser,ama toge,seser,ama,baba,"dede, dede toge",dede,mitadma,"dede, dede toge",ama kitong,ama kitong,dede
8,0.1807868681734337,1.0346012329101812,0.8538143647367475,baba,baba,nngn,baba,baba,yakal,nngn,baba,baba,baba,yakal,baba,ane,yakal,ane,baba,nngn,ane,yakal,ane,nngn,nngn,nngn,ane,baba,nngn,baba,baba,yakal,baba,nngn,ane,yakal,baba,baba,yakal,baba,ane,seser,dede,seser,ama kitong,ama toge,baba,mitadma,dede,ama toge,ama,baba,baba,seser,"dede, dede toge",mitadma,baba,"dede, dede toge",ama,ama kitong,seser
9,0.3254778021731948,1.376055285260417,1.0505774830872223,ane,baba,baba,baba,yakal,baba,baba,yakal,baba,ane,baba,nngn,baba,nngn,baba,baba,yakal,baba,baba,baba,yakal,ane,yakal,ane,nngn,ane,nngn,nngn,ane,baba,nngn,yakal,baba,baba,nngn,ane,nngn,yakal,ama,ama kitong,baba,ama toge,"dede, dede toge",seser,"dede, dede toge",mitadma,mitadma,baba,seser,dede,seser,baba,ama kitong,ama toge,baba,ama,dede,seser
