simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.007016107555648965,1.0346012329101812,1.0275851253545323,tuɸai,tukaka,tuɸai,tukaka,tuɸai,tukaka,tuɸai,lakiama,tama,lakiama,inaate,lakiama,inaate,tama,nina,inaate,inaate,inaate,nina,lakiama,inaate,lakiama,lakiama,lakiama,inaate,lakiama,inaate
1,0.04439097496740241,1.0346012329101812,0.9902102579427788,tukaka,tuɸai,tukaka,tukaka,tuɸai,tuɸai,tuɸai,inaate,lakiama,lakiama,tama,lakiama,inaate,inaate,inaate,nina,lakiama,inaate,lakiama,lakiama,inaate,lakiama,tama,lakiama,inaate,inaate,nina
2,0.36157373634686696,0.6829081047004717,0.32133436835360474,tuɸai,tuɸai,tukaka,tuɸai,tuɸai,tukaka,tukaka,inaate,inaate,lakiama,lakiama,inaate,nina,inaate,lakiama,inaate,inaate,nina,inaate,lakiama,lakiama,tama,tama,inaate,lakiama,lakiama,lakiama
3,0.03149081771477463,0.5195798391305154,0.4880890214157408,tuɸai,tuɸai,tukaka,tukaka,tukaka,tuɸai,tuɸai,lakiama,inaate,inaate,inaate,tama,lakiama,lakiama,tama,lakiama,nina,inaate,inaate,nina,lakiama,inaate,lakiama,lakiama,inaate,lakiama,inaate
4,0.007016107555648965,1.0346012329101812,1.0275851253545323,tuɸai,tukaka,tuɸai,tuɸai,tukaka,tukaka,tuɸai,lakiama,inaate,inaate,tama,tama,nina,lakiama,nina,inaate,lakiama,inaate,lakiama,inaate,inaate,lakiama,lakiama,lakiama,inaate,lakiama,inaate
5,0.004143433819589815,0.5982695885852573,0.5941261547656674,tuɸai,tuɸai,tukaka,tuɸai,tukaka,tuɸai,tukaka,lakiama,lakiama,lakiama,inaate,inaate,tama,tama,inaate,lakiama,nina,inaate,lakiama,lakiama,lakiama,inaate,inaate,lakiama,nina,inaate,inaate
6,0.014032215111297708,1.0789922078775833,1.0649599927662856,tuɸai,tuɸai,tukaka,tuɸai,tukaka,tukaka,tuɸai,tama,tama,lakiama,nina,inaate,lakiama,lakiama,lakiama,inaate,nina,lakiama,inaate,lakiama,lakiama,inaate,inaate,inaate,lakiama,inaate,inaate
7,0.014032215111297708,1.376055285260417,1.3620230701491194,tukaka,tuɸai,tuɸai,tuɸai,tuɸai,tukaka,tukaka,lakiama,nina,tama,inaate,lakiama,nina,inaate,inaate,lakiama,inaate,tama,lakiama,inaate,inaate,lakiama,inaate,lakiama,inaate,lakiama,lakiama
8,0.004143433819589926,0.5982695885852573,0.5941261547656673,tuɸai,tuɸai,tuɸai,tuɸai,tukaka,tukaka,tukaka,lakiama,lakiama,lakiama,tama,inaate,inaate,lakiama,lakiama,inaate,nina,lakiama,lakiama,inaate,inaate,inaate,tama,inaate,lakiama,inaate,nina
9,0.3615737363468672,1.376055285260417,1.01448154891355,tuɸai,tuɸai,tukaka,tuɸai,tuɸai,tukaka,tukaka,tama,lakiama,inaate,nina,lakiama,inaate,inaate,inaate,lakiama,lakiama,nina,inaate,inaate,inaate,lakiama,lakiama,lakiama,inaate,lakiama,tama
