simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.1351132481067292,1.7081504589620011,1.573037210855272,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,apalne,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,yiwewi,asewi,asewi,asewi,apalne,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apal,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,apal,asewi,asewi,asewi,asewi,asewi,aŋki,or̃tne,or̃tne,or̃tne,wər̃tɨ,yay,wər̃tɨ,or̃tne,yay,nɨy,or̃tne,yay,yay,aŋki,nɨy,wər̃tɨ,wər̃tɨ,asʸi,nɨy,yay,wər̃tɨ,nɨy,nɨy,wər̃tɨ,or̃tne,yay,asʸi,nɨy
1,0.1891178161911482,1.6609650588099942,1.471847242618846,yiwewi,asewi,asewi,asewi,asewi,yiwpux,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apalne,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,yiwewi,apalne,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apal,asewi,apal,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yay,yay,wər̃tɨ,nɨy,or̃tne,or̃tne,yay,nɨy,or̃tne,or̃tne,wər̃tɨ,aŋki,nɨy,wər̃tɨ,nɨy,yay,wər̃tɨ,asʸi,or̃tne,nɨy,wər̃tɨ,asʸi,wər̃tɨ,nɨy,yay,aŋki,yay,or̃tne
2,0.17303684633422867,1.656695289423521,1.4836584430892923,asewi,asewi,asewi,apalne,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,yiwpux,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,apal,asewi,asewi,asewi,asewi,asewi,asewi,apal,asewi,asewi,asewi,apalne,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,nɨy,or̃tne,or̃tne,yay,or̃tne,yay,or̃tne,nɨy,wər̃tɨ,yay,wər̃tɨ,or̃tne,wər̃tɨ,yay,aŋki,wər̃tɨ,nɨy,nɨy,nɨy,asʸi,yay,aŋki,or̃tne,yay,nɨy,wər̃tɨ,asʸi,wər̃tɨ
3,0.15635716127698052,1.709348697916985,1.5529915366400044,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apal,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,apal,asewi,asewi,yiwewi,asewi,yiwpux,asewi,asewi,asewi,apalne,asewi,apalne,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,or̃tne,or̃tne,wər̃tɨ,wər̃tɨ,wər̃tɨ,or̃tne,nɨy,yay,wər̃tɨ,or̃tne,asʸi,yay,yay,nɨy,yay,yay,nɨy,aŋki,yay,asʸi,nɨy,or̃tne,wər̃tɨ,or̃tne,aŋki,nɨy,nɨy,wər̃tɨ
4,0.1712184660442826,1.6547369418662312,1.4835184758219486,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apalne,yiwewi,apal,asewi,yiwewi,yiwpux,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,apalne,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apal,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,wər̃tɨ,nɨy,or̃tne,nɨy,or̃tne,or̃tne,wər̃tɨ,asʸi,wər̃tɨ,nɨy,nɨy,yay,or̃tne,yay,asʸi,yay,nɨy,yay,yay,nɨy,or̃tne,or̃tne,wər̃tɨ,wər̃tɨ,yay,aŋki,wər̃tɨ,aŋki
5,0.15364431385126842,1.7281677828288606,1.5745234689775922,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apal,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apal,yiwpux,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apalne,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,apalne,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yay,nɨy,asʸi,nɨy,yay,asʸi,yay,yay,wər̃tɨ,or̃tne,nɨy,or̃tne,nɨy,nɨy,wər̃tɨ,wər̃tɨ,yay,or̃tne,wər̃tɨ,aŋki,wər̃tɨ,or̃tne,or̃tne,nɨy,aŋki,wər̃tɨ,yay,or̃tne
6,0.1643393786509908,1.6973164720850598,1.532977093434069,apal,asewi,yiwewi,yiwewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apalne,asewi,asewi,asewi,asewi,asewi,asewi,apal,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,apalne,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,yiwpux,asewi,nɨy,aŋki,yay,yay,wər̃tɨ,yay,asʸi,or̃tne,wər̃tɨ,wər̃tɨ,nɨy,wər̃tɨ,or̃tne,or̃tne,wər̃tɨ,or̃tne,asʸi,yay,nɨy,nɨy,aŋki,wər̃tɨ,or̃tne,yay,yay,nɨy,nɨy,or̃tne
7,0.10330104207509438,1.6577995411312347,1.5544984990561403,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apalne,yiwpux,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,yiwewi,apalne,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,apal,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apal,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,wər̃tɨ,yay,or̃tne,or̃tne,nɨy,or̃tne,asʸi,wər̃tɨ,asʸi,wər̃tɨ,nɨy,aŋki,yay,yay,or̃tne,aŋki,yay,nɨy,yay,wər̃tɨ,nɨy,nɨy,wər̃tɨ,or̃tne,yay,or̃tne,wər̃tɨ,nɨy
8,0.16169082475190866,1.682365472235842,1.5206746474839334,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apal,asewi,asewi,yiwewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apal,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,apalne,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apalne,asewi,nɨy,aŋki,or̃tne,or̃tne,yay,or̃tne,wər̃tɨ,or̃tne,wər̃tɨ,wər̃tɨ,or̃tne,nɨy,yay,nɨy,aŋki,yay,wər̃tɨ,nɨy,or̃tne,yay,wər̃tɨ,yay,wər̃tɨ,nɨy,asʸi,yay,nɨy,asʸi
9,0.19447564585035892,1.6757834495487685,1.4813078036984095,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,apal,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwpux,asewi,asewi,apal,apalne,asewi,asewi,asewi,yiwpux,yiwpux,asewi,yiwpux,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,apalne,asewi,asewi,asewi,asewi,asewi,asewi,yiwewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asewi,asʸi,or̃tne,nɨy,yay,yay,yay,asʸi,nɨy,aŋki,wər̃tɨ,aŋki,or̃tne,yay,nɨy,wər̃tɨ,or̃tne,wər̃tɨ,nɨy,nɨy,or̃tne,yay,wər̃tɨ,yay,nɨy,wər̃tɨ,or̃tne,wər̃tɨ,or̃tne
