simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.10934148731637161,1.6676852876558113,1.5583438003394396,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,q̄ardaš,šidir,q̄ardaš,šidir,šidir,mikʼe šidir,emi,emi,xala,emi,xala,xala,ʕama,dayi,ʕama,dide,dayi,ʕama,xala,dide,dayi,ʕama,xala,emi,ʕama,ada,ʕama,emi,dayi,emi,ada,xala,dayi,dayi
1,0.0937666800709962,1.702982319998707,1.6092156399277109,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,mikʼe šidir,šidir,q̄ardaš,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,emi,ada,xala,emi,dide,dayi,xala,ʕama,dayi,emi,dide,ʕama,ada,xala,xala,emi,ʕama,dayi,emi,dayi,dayi,ʕama,ʕama,emi,dayi,xala,ʕama,xala
2,0.08343944538716519,1.7037709150865668,1.6203314696994016,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,emi,ada,dayi,ʕama,dayi,emi,ʕama,emi,xala,dayi,dayi,xala,emi,xala,xala,dide,ʕama,dayi,dayi,ada,emi,ʕama,dide,xala,xala,ʕama,emi,ʕama
3,0.09533920434793841,1.720127464289363,1.6247882599414245,mikʼe šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,mikʼe šid,mikʼe šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,emi,dayi,emi,dide,emi,ada,emi,dide,ʕama,dayi,ʕama,dayi,xala,ʕama,emi,dayi,ʕama,xala,ada,emi,ʕama,dayi,xala,dayi,xala,ʕama,xala,xala
4,0.10892189669124708,1.6795326711067395,1.5706107744154925,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,xala,ʕama,ada,xala,emi,dayi,dide,dide,dayi,dayi,xala,xala,emi,emi,emi,dayi,emi,xala,dayi,ʕama,xala,ʕama,ʕama,ʕama,emi,ada,ʕama,dayi
5,0.11076030722016617,1.6577995411312347,1.5470392339110686,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,šidir,šidir,šidir,šidir,xala,ʕama,xala,xala,xala,emi,dayi,ʕama,xala,ʕama,emi,dide,dayi,dayi,dayi,ada,emi,dayi,emi,ʕama,emi,xala,ada,ʕama,ʕama,emi,dayi,dide
6,0.07659891451144785,1.7078396625470158,1.631240748035568,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,šidir,emi,xala,xala,emi,dayi,xala,emi,ʕama,emi,xala,dayi,xala,ʕama,dayi,xala,dide,ʕama,ada,dayi,ada,dide,ʕama,emi,dayi,ʕama,emi,ʕama,dayi
7,0.08956350918266565,1.674490300636696,1.5849267914540304,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,ʕama,dayi,ʕama,ʕama,dayi,xala,emi,dayi,xala,xala,dide,ʕama,ʕama,ada,dayi,ada,xala,dide,dayi,xala,emi,emi,emi,xala,emi,ʕama,dayi,emi
8,0.12031572174971661,1.6300801228527937,1.509764401103077,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šid,mikʼe šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,q̄ardaš,šidir,šidir,šidir,mikʼe šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,ʕama,xala,dayi,ʕama,emi,ʕama,xala,emi,dayi,dayi,dayi,xala,emi,ʕama,dayi,dide,xala,xala,emi,xala,ʕama,dide,emi,emi,dayi,ʕama,ada,ada
9,0.08772348696406773,1.6948969138057355,1.6071734268416678,šidir,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,q̄ardaš,šidir,q̄ardaš,šidir,šidir,šidir,šidir,mikʼe šid,šidir,šidir,šidir,šidir,šidir,šidir,šidir,šidir,mikʼe šidir,šidir,ʕama,ʕama,emi,dayi,dide,dayi,xala,ada,xala,emi,ʕama,dayi,emi,emi,emi,dayi,dayi,xala,ʕama,dide,ʕama,emi,xala,ʕama,xala,dayi,ada,xala
