simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,meB,myB,meZ,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,feB,fyB,feZ,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.3250474478113585,1.502144516180287,1.1770970683689286,,,,payrï,,,,takanô,takanô,,,,,irï,,irï,takanô,pirï,,,,payrï,,irï,takanô,,yerutê,pitï,,,takanô,katobô,,,,,,,,,paman,,ymuru,,,payrï,ymuru,,,,,,,pirï,katobô,paman,yenautê,xonen,takanô,,paman,,ymuru,,,pirï,,yerutê,,pitï,tiom,,paman,yerutê,yayá,paman,pirï,,yerutê,,wawá,yerutê,,pitï,yerutê,paman,,,,,sanon,sanon,yüman,yawôpirï,katobô,,,sanon,yüman,,,yawôpirï,sanon,,yawôpirï,,yüman,,yüman,,katobô,sanon,,yüman,sanon,yawôpirï,,yüman
1,0.22519462131725,1.510103258554076,1.284908637236826,,,,,,paman,,paman,,,,,,,,yerutê,,yerutê,,ymuru,katobô,ymuru,irï,paman,,,,,,,ymuru,pitï,paman,,,xonen,takanô,pitï,,katobô,,takanô,,takanô,takanô,payrï,wawá,,,yerutê,,,pirï,,paman,pirï,takanô,,,yayá,yerutê,,,,yerutê,pirï,,irï,paman,,yenautê,,tiom,,pirï,payrï,,,pitï,payrï,,,,,,yerutê,takanô,,irï,,yawôpirï,yawôpirï,,sanon,,yawôpirï,sanon,yüman,,sanon,,yüman,yüman,sanon,katobô,sanon,yüman,,yüman,yawôpirï,,,katobô,yüman,,sanon,,
2,0.2682087664503665,1.4659929321375762,1.1977841656872097,payrï,takanô,payrï,wawá,pitï,,,,,,,paman,paman,katobô,yerutê,katobô,,yerutê,,,,yerutê,paman,paman,yayá,,,,takanô,,irï,pitï,xonen,,ymuru,takanô,,irï,,,irï,,,tiom,,,takanô,,,,pirï,,,ymuru,,,takanô,,yerutê,,,,payrï,,,yenautê,pirï,pirï,,paman,pitï,,,yerutê,ymuru,pirï,,,,paman,,yerutê,,,takanô,,,,,,yawôpirï,sanon,,,,,yüman,katobô,,,,,yüman,yüman,katobô,yawôpirï,,sanon,yawôpirï,yüman,,sanon,sanon,sanon,sanon,yawôpirï,yüman,yüman
3,0.35767390098710816,1.50960440805851,1.1519305070714019,,irï,,,,yayá,,,,,,,katobô,takanô,,,,pirï,,ymuru,irï,takanô,,,paman,paman,takanô,payrï,ymuru,,irï,,pitï,,yenautê,,,pirï,,,,,xonen,pitï,yerutê,,,takanô,,yerutê,payrï,,,pirï,paman,paman,,,paman,wawá,payrï,pitï,takanô,katobô,yerutê,,pirï,yerutê,tiom,,,,yerutê,,yerutê,ymuru,,,,,takanô,,paman,,,,,,,,yüman,,katobô,yawôpirï,yüman,yüman,katobô,,yawôpirï,sanon,sanon,sanon,yawôpirï,sanon,,sanon,yawôpirï,,,sanon,,yüman,yüman,,,,,yüman
4,0.36829526084114717,1.509312349932713,1.1410170890915659,,,,,,,irï,pitï,,,,pitï,,takanô,payrï,xonen,,,,takanô,pirï,katobô,,yerutê,,yerutê,,,takanô,,,paman,,,yerutê,pitï,yerutê,,,katobô,takanô,,,,takanô,,yerutê,,yayá,paman,paman,,,pirï,,yenautê,payrï,,pirï,takanô,wawá,,,,ymuru,payrï,irï,tiom,,paman,,,paman,ymuru,,,,,,ymuru,,pirï,paman,yerutê,,,,irï,,,yüman,,yawôpirï,sanon,sanon,,,,yüman,sanon,,yüman,yüman,,katobô,,,yawôpirï,sanon,katobô,sanon,yawôpirï,sanon,yüman,,yawôpirï,,yüman
5,0.26891889141057557,1.454015965343587,1.1850970739330113,takanô,paman,,takanô,ymuru,,,,,,,,,,,,,yerutê,,,tiom,payrï,,,,,,paman,,katobô,paman,paman,,pirï,yerutê,yerutê,ymuru,payrï,,,pirï,,,katobô,xonen,,wawá,pitï,,yayá,irï,yerutê,pirï,,,pitï,,,payrï,takanô,takanô,takanô,takanô,,yerutê,,ymuru,pitï,,irï,,,paman,,,pirï,yenautê,,paman,yerutê,,,,,,,,irï,,,,sanon,,sanon,katobô,yüman,,,yüman,yawôpirï,yüman,sanon,yawôpirï,yüman,,yawôpirï,,,,sanon,katobô,yüman,yüman,,sanon,yawôpirï,,sanon
6,0.4063809138485317,1.505194996857064,1.0988140830085322,yerutê,takanô,ymuru,irï,takanô,yerutê,,,pirï,ymuru,yayá,,,,paman,,,yerutê,katobô,,takanô,,,takanô,,pitï,,paman,pitï,,,yerutê,yenautê,payrï,,paman,,,,,,payrï,wawá,,yerutê,,,,,,paman,,,pirï,,,,takanô,pirï,ymuru,takanô,paman,pirï,yerutê,,,paman,irï,,,,xonen,,,,,,katobô,,,,pitï,,,payrï,irï,,tiom,,,,,katobô,yüman,,yawôpirï,,yüman,,yawôpirï,sanon,sanon,sanon,,,yüman,sanon,,sanon,yawôpirï,yüman,,sanon,yawôpirï,yüman,,katobô,yüman
7,0.3319251702464292,1.4209669496262192,1.08904177937979,xonen,paman,pirï,paman,tiom,katobô,,,,,,,paman,katobô,,,takanô,yerutê,,,takanô,,,payrï,yenautê,irï,ymuru,,yerutê,,,,ymuru,wawá,irï,,,,,,ymuru,,takanô,,,paman,,yerutê,,,paman,,,,pitï,,pirï,,,pitï,pitï,paman,,takanô,,takanô,,yerutê,yayá,payrï,,,yerutê,pirï,,,,takanô,,,,,pirï,yerutê,,,,irï,payrï,,,,sanon,,sanon,,,sanon,yüman,yawôpirï,katobô,yawôpirï,yüman,,yüman,,sanon,sanon,yüman,yawôpirï,,katobô,yüman,,yawôpirï,yüman,sanon,
8,0.2814007209509588,1.4442160410171851,1.1628153200662263,xonen,,payrï,,,,pirï,takanô,,paman,,,irï,,paman,,,,,pitï,,,,,paman,,,yerutê,,ymuru,pitï,,,paman,katobô,paman,,payrï,,takanô,,,,wawá,,,,pirï,,pitï,irï,katobô,yenautê,,,,,yerutê,yerutê,,takanô,,takanô,,,payrï,ymuru,,,tiom,,takanô,yayá,,,pirï,,,irï,takanô,yerutê,,yerutê,,,ymuru,,paman,pirï,yerutê,sanon,yüman,yüman,,,,katobô,yüman,sanon,yawôpirï,sanon,,,yüman,,yüman,,yawôpirï,sanon,sanon,,yawôpirï,sanon,katobô,,yüman,,yawôpirï
9,0.3562472444280045,1.5303072853969768,1.1740600409689723,,takanô,paman,,,paman,,,irï,pitï,takanô,,takanô,,ymuru,,,,yerutê,,tiom,,,,,,irï,,,,katobô,pirï,,,wawá,takanô,,,,,,paman,,,pirï,pitï,paman,ymuru,,katobô,yerutê,pitï,,yerutê,,yerutê,payrï,,,,paman,paman,takanô,,,,,,payrï,yenautê,takanô,,yerutê,,,irï,,,pirï,xonen,,yerutê,,ymuru,,,yayá,payrï,pirï,,,,sanon,yawôpirï,yüman,yüman,yüman,,,,katobô,sanon,,,yüman,sanon,yawôpirï,katobô,yüman,sanon,,,yawôpirï,,yawôpirï,sanon,sanon,yüman
