simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.2711356479009006,1.6522959232376326,1.381160275336732,yacʔal,yacʔal,woc̄i,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yoc̄i,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,imuy woc̄i,iluƛi woc̄i,imuy woc̄i,ima,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi woc̄i,imuy woc̄i,ima,iluƛi yoc̄i (yec̄i),ila,ila,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i
1,0.15864528085986995,1.7182769117430707,1.5596316308832008,woc̄i,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yoc̄i,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,woc̄i,mičʼi woc̄i,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,imuy yoc̄i (yec̄i),imuy woc̄i,ila,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),ima,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,ila,ima,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,imuy woc̄i,iluƛi woc̄i,imuy woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i
2,0.2157921289289133,1.650663082201629,1.4348709532727157,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yoc̄i,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,iluƛi woc̄i,iluƛi woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,iluƛi woc̄i,imuy woc̄i,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ima,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),ima,imuy woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),ila,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ila
3,0.11324379234694626,1.6340947805957096,1.5208509882487633,yacʔal,yacʔal,yacʔal,yoc̄i,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yoc̄i,yoc̄i,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,йацъал,yacʔal,imuy yoc̄i (yec̄i),imuy woc̄i,imuy woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),ila,ima,iluƛi woc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ima,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ila,iluƛi woc̄i,imuy yoc̄i (yec̄i)
4,0.18495229979075112,1.6890205776351404,1.5040682778443892,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,йацъал,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,йацъал,yacʔal,yacʔal,iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,imuy woc̄i,iluƛi woc̄i,ila,imuy woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,ima,imuy yoc̄i (yec̄i),imuy woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),ila,imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ima,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i)
5,0.11428288982487245,1.67953267110674,1.5652497812818675,mičʼi yec̄i (yoc̄i),yacʔal,woc̄i,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yoc̄i,йацъал,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,iluƛi woc̄i,imuy yoc̄i (yec̄i),ima,imuy woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,imuy woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,ima,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),ila,imuy woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),ila,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i)
6,0.15369433818689426,1.650663082201629,1.4969687440147348,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,йацъал,woc̄i,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,iluƛi woc̄i,iluƛi woc̄i,iluƛi woc̄i,imuy woc̄i,imuy woc̄i,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),ila,imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,ima,imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy woc̄i,ila,ima
7,0.15129702296205472,1.6289341499434666,1.477637126981412,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),йацъал,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),imuy woc̄i,imuy yoc̄i (yec̄i),ila,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi woc̄i,imuy woc̄i,imuy woc̄i,ima,iluƛi woc̄i,imuy woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,imuy yoc̄i (yec̄i),ima,iluƛi woc̄i,ila,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy woc̄i
8,0.18271659071345203,1.6374703993473516,1.4547538086338996,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,imuy woc̄i,iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),ima,imuy woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi woc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i,iluƛi yoc̄i (yec̄i),imuy woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),ila,iluƛi woc̄i,ila,imuy yoc̄i (yec̄i),ima
9,0.16228041083512434,1.6659678838798808,1.5036874730447565,yacʔal,yacʔal,yacʔal,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yoc̄i,yacʔal,yoc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,yacʔal,yacʔal,yacʔal,йацъал,yoc̄i,woc̄i,yacʔal,yacʔal,yacʔal,woc̄i,mičʼi woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,йацъал,woc̄i,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,yacʔal,mičʼi yec̄i (yoc̄i),yacʔal,mičʼi yec̄i (yoc̄i),yoc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,imuy yoc̄i (yec̄i),imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy yoc̄i (yec̄i),iluƛi yoc̄i (yec̄i),imuy woc̄i,iluƛi woc̄i,imuy woc̄i,imuy yoc̄i (yec̄i),iluƛi woc̄i,ima,imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,ima,ila,imuy woc̄i,iluƛi yoc̄i (yec̄i),iluƛi woc̄i,ila
