simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.6829081047004719,1.376055285260417,0.6931471805599452,bibirni,birdirdini,birdirdini,bibirni,baba,(w)ankilirni,(w)ankilirni,(w)ankilirni,(w)ankilirni,(w)ankila,birdirdini,(w)ankilirni,bardarda,bardarda,bibirni,bardarda,bardarda,(w)ankila,(w)ankilirni,(w)ankilirni,birdirdini,baba,(w)ankilirni,bibirni,baba,(w)ankila,birdirdini,bibirni,(w)ankila,bardarda,(w)ankila,baba,(w)ankila,(w)ankila,(w)ankila,birdirdini,bibirni,bardarda,jakardini,lilirni,kanya,"kirda, lilirni","kanya, lala",jakardini,"kirda, lilirni","kirda, lala",jakardini,"kirda, lala",jakardini,kanya,"kanya, lala","kirda, lala",kanya,"kirda, lala",jakardini,kanya,jakardini,lilirni
1,0.2120742666998533,0.9799711820833054,0.7678969153834521,(w)ankilirni,bibirni,bardarda,bibirni,(w)ankilirni,bardarda,(w)ankilirni,(w)ankila,birdirdini,(w)ankilirni,(w)ankilirni,(w)ankila,(w)ankilirni,birdirdini,birdirdini,bardarda,(w)ankila,bardarda,baba,(w)ankilirni,(w)ankila,bibirni,(w)ankila,bardarda,birdirdini,baba,birdirdini,bardarda,bibirni,(w)ankilirni,baba,baba,(w)ankila,bibirni,(w)ankila,bibirni,(w)ankila,birdirdini,lilirni,jakardini,"kirda, lala","kirda, lala",kanya,jakardini,kanya,jakardini,kanya,"kirda, lala",jakardini,lilirni,"kirda, lilirni","kanya, lala","kirda, lilirni","kanya, lala",jakardini,"kirda, lala",kanya,jakardini
2,0.2868240015233603,1.0789922078775833,0.792168206354223,bardarda,(w)ankila,bibirni,(w)ankilirni,birdirdini,(w)ankilirni,bardarda,bibirni,(w)ankilirni,(w)ankila,(w)ankilirni,(w)ankila,birdirdini,bardarda,bardarda,(w)ankilirni,birdirdini,(w)ankila,bibirni,baba,(w)ankila,baba,(w)ankila,(w)ankilirni,bibirni,birdirdini,(w)ankilirni,bardarda,(w)ankila,birdirdini,bardarda,bibirni,baba,(w)ankilirni,baba,birdirdini,(w)ankila,bibirni,"kirda, lala","kirda, lala",jakardini,lilirni,jakardini,jakardini,"kanya, lala","kirda, lilirni",jakardini,lilirni,"kirda, lilirni",kanya,"kirda, lala",kanya,jakardini,kanya,"kanya, lala","kirda, lala",jakardini,kanya
3,0.4101163182884091,1.0789922078775833,0.6688758895891742,(w)ankilirni,birdirdini,(w)ankilirni,bardarda,(w)ankila,(w)ankilirni,bibirni,birdirdini,(w)ankilirni,(w)ankilirni,bardarda,(w)ankilirni,bardarda,bardarda,baba,baba,(w)ankila,birdirdini,(w)ankilirni,bibirni,birdirdini,(w)ankila,baba,bibirni,(w)ankila,(w)ankila,(w)ankila,bardarda,baba,birdirdini,(w)ankilirni,bardarda,(w)ankila,bibirni,bibirni,birdirdini,bibirni,(w)ankila,jakardini,jakardini,"kirda, lilirni",lilirni,"kirda, lala",kanya,kanya,"kirda, lilirni","kanya, lala",jakardini,jakardini,"kirda, lala",kanya,jakardini,kanya,jakardini,lilirni,"kirda, lala","kanya, lala","kirda, lala"
4,0.28682400152336013,0.6829081047004717,0.39608410317711157,bardarda,bardarda,(w)ankilirni,bardarda,(w)ankila,bardarda,birdirdini,(w)ankilirni,(w)ankila,bibirni,(w)ankilirni,(w)ankilirni,(w)ankila,bibirni,bardarda,(w)ankila,bibirni,(w)ankilirni,birdirdini,birdirdini,bibirni,(w)ankilirni,(w)ankilirni,birdirdini,(w)ankila,baba,birdirdini,bardarda,(w)ankila,bibirni,(w)ankila,(w)ankilirni,(w)ankila,baba,bibirni,birdirdini,baba,baba,lilirni,lilirni,jakardini,jakardini,"kirda, lala","kirda, lala",jakardini,"kirda, lala","kirda, lala","kanya, lala",kanya,"kirda, lilirni",kanya,jakardini,"kanya, lala","kirda, lilirni",kanya,kanya,jakardini,jakardini
5,0.2868240015233605,1.376055285260417,1.0892312837370566,(w)ankilirni,birdirdini,bibirni,baba,bibirni,bardarda,baba,(w)ankila,birdirdini,(w)ankila,(w)ankila,bardarda,bibirni,(w)ankila,birdirdini,bibirni,(w)ankilirni,(w)ankilirni,birdirdini,baba,(w)ankila,birdirdini,(w)ankilirni,bibirni,(w)ankila,(w)ankilirni,(w)ankilirni,(w)ankilirni,bardarda,birdirdini,bardarda,bibirni,bardarda,baba,(w)ankila,(w)ankila,bardarda,(w)ankilirni,kanya,"kanya, lala",jakardini,"kirda, lilirni",jakardini,jakardini,kanya,kanya,"kanya, lala","kirda, lala",lilirni,"kirda, lala","kirda, lala","kirda, lala","kirda, lilirni",kanya,jakardini,jakardini,lilirni,jakardini
6,0.14776702692417487,0.5195798391305154,0.37181281220634055,bardarda,(w)ankila,(w)ankilirni,bibirni,bardarda,bardarda,baba,birdirdini,(w)ankila,birdirdini,bardarda,bardarda,(w)ankilirni,(w)ankilirni,bibirni,(w)ankila,birdirdini,bibirni,baba,(w)ankilirni,(w)ankila,(w)ankila,birdirdini,(w)ankila,birdirdini,(w)ankilirni,(w)ankilirni,birdirdini,bibirni,(w)ankilirni,bibirni,(w)ankilirni,baba,baba,bardarda,(w)ankila,(w)ankila,bibirni,jakardini,kanya,kanya,kanya,"kanya, lala","kirda, lala",jakardini,"kirda, lilirni","kirda, lilirni",jakardini,"kirda, lala","kirda, lala","kanya, lala",lilirni,kanya,"kirda, lala",jakardini,jakardini,jakardini,lilirni
7,0.0887819499348046,1.376055285260417,1.2872733353256125,(w)ankila,bibirni,bardarda,bibirni,bibirni,bibirni,(w)ankila,bibirni,(w)ankilirni,birdirdini,baba,birdirdini,birdirdini,(w)ankila,bardarda,bardarda,bardarda,bibirni,(w)ankilirni,bardarda,baba,(w)ankilirni,baba,(w)ankila,(w)ankilirni,(w)ankila,(w)ankilirni,birdirdini,(w)ankilirni,baba,birdirdini,(w)ankilirni,birdirdini,bardarda,(w)ankila,(w)ankila,(w)ankila,(w)ankilirni,kanya,"kanya, lala",lilirni,jakardini,jakardini,jakardini,jakardini,lilirni,"kirda, lala",jakardini,"kanya, lala",kanya,kanya,jakardini,kanya,"kirda, lilirni","kirda, lala","kirda, lilirni","kirda, lala","kirda, lala"
8,0.0443909749674023,1.034601232910181,0.9902102579427787,birdirdini,bardarda,baba,(w)ankila,bardarda,(w)ankila,birdirdini,bibirni,baba,bardarda,birdirdini,bibirni,(w)ankilirni,birdirdini,baba,bibirni,(w)ankilirni,(w)ankila,bibirni,(w)ankila,(w)ankilirni,bibirni,birdirdini,(w)ankilirni,(w)ankilirni,(w)ankilirni,birdirdini,(w)ankilirni,(w)ankila,bardarda,baba,(w)ankila,(w)ankila,bibirni,bardarda,bardarda,(w)ankila,(w)ankilirni,"kanya, lala",jakardini,jakardini,lilirni,jakardini,kanya,"kirda, lala",jakardini,jakardini,kanya,lilirni,"kanya, lala","kirda, lilirni",kanya,jakardini,"kirda, lala","kirda, lala","kirda, lilirni",kanya,"kirda, lala"
9,0.14341200076168004,1.034601232910181,0.891189232148501,(w)ankila,(w)ankilirni,(w)ankila,(w)ankila,birdirdini,baba,(w)ankila,(w)ankilirni,(w)ankila,birdirdini,bibirni,bardarda,bibirni,(w)ankilirni,bibirni,bibirni,(w)ankilirni,birdirdini,baba,bardarda,bardarda,(w)ankilirni,bardarda,bibirni,(w)ankilirni,birdirdini,baba,(w)ankila,bardarda,birdirdini,baba,(w)ankila,bibirni,birdirdini,(w)ankila,(w)ankilirni,(w)ankilirni,bardarda,"kirda, lala",jakardini,lilirni,jakardini,lilirni,jakardini,"kirda, lilirni",jakardini,"kirda, lala","kirda, lilirni",kanya,kanya,"kanya, lala",kanya,"kanya, lala",kanya,"kirda, lala",jakardini,"kirda, lala",jakardini
