simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.3385387227496246,1.743769101353216,1.4052303786035913,jukana,ngawurru,kukurnu,wankili,ngawurru,papardi,kukurnu,wankili,papardi,papardi,kapurlu,wankili,ngawurru,wankili,kukurnu,ngawurru,kapurlu,jukana,papardi,kapurlu,papardi,kapurlu,kapurlu,jukana,jukana,jukana,wankili,jukana,wankili,wankili,wankili,jukana,kapurlu,kukurnu,jukana,kukurnu,kukurnu,ngawurru,pimirdi,ngamirni,ngamirni,"ngatina, ngamardi","ngatina, ngamardi","kirdana, wapirra","kirdana, wapirra",kirdana,"kirdana, wapirra",ngatina,pimirdi,ngamirni,"ngatina, ngamardi","kirdana, wapirra",pimirdi,pimirdi,ngatina,kirdana,"ngatina, ngamardi",ngamirni
1,0.2555004104581058,1.7282190701015216,1.4727186596434159,jukana,papardi,papardi,kukurnu,kapurlu,kapurlu,jukana,wankili,kukurnu,jukana,wankili,kapurlu,wankili,jukana,wankili,kapurlu,kapurlu,wankili,wankili,wankili,kukurnu,papardi,jukana,ngawurru,ngawurru,kukurnu,ngawurru,jukana,kapurlu,papardi,papardi,kukurnu,ngawurru,jukana,jukana,wankili,kukurnu,ngawurru,"kirdana, wapirra","ngatina, ngamardi",ngamirni,ngatina,kirdana,ngamirni,"ngatina, ngamardi",pimirdi,pimirdi,"kirdana, wapirra","ngatina, ngamardi",ngatina,"ngatina, ngamardi",kirdana,ngamirni,ngamirni,pimirdi,"kirdana, wapirra",pimirdi,"kirdana, wapirra"
2,0.4819508986269341,1.7437691013532162,1.261818202726282,jukana,jukana,jukana,wankili,kukurnu,kapurlu,wankili,kapurlu,jukana,kapurlu,kukurnu,papardi,kapurlu,ngawurru,papardi,wankili,kukurnu,jukana,jukana,ngawurru,kukurnu,kapurlu,wankili,ngawurru,papardi,jukana,kapurlu,kukurnu,papardi,wankili,papardi,wankili,wankili,ngawurru,kukurnu,jukana,wankili,ngawurru,pimirdi,kirdana,ngamirni,pimirdi,"ngatina, ngamardi",ngamirni,"ngatina, ngamardi",ngatina,"kirdana, wapirra","ngatina, ngamardi",kirdana,pimirdi,ngatina,"kirdana, wapirra",ngamirni,pimirdi,"kirdana, wapirra",ngamirni,"ngatina, ngamardi","kirdana, wapirra"
3,0.43935148729219087,1.743769101353216,1.304417614061025,kapurlu,wankili,kukurnu,jukana,jukana,wankili,wankili,kukurnu,kapurlu,kapurlu,jukana,kukurnu,papardi,kapurlu,kukurnu,kapurlu,wankili,kapurlu,kukurnu,kukurnu,wankili,ngawurru,papardi,papardi,ngawurru,wankili,jukana,wankili,ngawurru,ngawurru,jukana,ngawurru,papardi,jukana,papardi,wankili,jukana,jukana,kirdana,"ngatina, ngamardi",pimirdi,ngamirni,ngamirni,"kirdana, wapirra",kirdana,"kirdana, wapirra",pimirdi,ngatina,"ngatina, ngamardi","kirdana, wapirra",pimirdi,"ngatina, ngamardi","kirdana, wapirra",ngamirni,ngatina,"ngatina, ngamardi",pimirdi,ngamirni
4,0.35084001732287695,1.7424857827187215,1.3916457653958445,ngawurru,kapurlu,wankili,jukana,wankili,kukurnu,kapurlu,papardi,wankili,jukana,kukurnu,kapurlu,jukana,ngawurru,wankili,papardi,kukurnu,wankili,ngawurru,kukurnu,papardi,jukana,kapurlu,kapurlu,jukana,jukana,kukurnu,wankili,ngawurru,ngawurru,wankili,jukana,papardi,papardi,kapurlu,jukana,kukurnu,wankili,ngatina,"kirdana, wapirra",pimirdi,pimirdi,ngamirni,ngatina,kirdana,pimirdi,"kirdana, wapirra","kirdana, wapirra",ngamirni,"ngatina, ngamardi",ngamirni,ngamirni,"ngatina, ngamardi",pimirdi,"kirdana, wapirra","ngatina, ngamardi","ngatina, ngamardi",kirdana
5,0.35153830931730634,1.7546798950453013,1.403141585727995,kukurnu,kukurnu,ngawurru,papardi,kapurlu,wankili,ngawurru,jukana,wankili,kapurlu,wankili,wankili,wankili,papardi,jukana,wankili,wankili,kukurnu,ngawurru,kapurlu,kapurlu,kukurnu,papardi,ngawurru,kapurlu,kapurlu,jukana,kukurnu,ngawurru,jukana,papardi,jukana,papardi,wankili,jukana,jukana,kukurnu,jukana,ngamirni,pimirdi,ngatina,pimirdi,"ngatina, ngamardi","kirdana, wapirra",kirdana,ngamirni,"ngatina, ngamardi",ngamirni,"kirdana, wapirra",ngamirni,kirdana,"ngatina, ngamardi",pimirdi,"ngatina, ngamardi","kirdana, wapirra",pimirdi,ngatina,"kirdana, wapirra"
6,0.29636367542427267,1.754679895045301,1.4583162196210284,jukana,wankili,kukurnu,jukana,papardi,wankili,jukana,ngawurru,kapurlu,kukurnu,kapurlu,wankili,kukurnu,kapurlu,ngawurru,ngawurru,jukana,papardi,papardi,kukurnu,kukurnu,jukana,jukana,papardi,wankili,kapurlu,kukurnu,jukana,wankili,ngawurru,jukana,ngawurru,kapurlu,wankili,kapurlu,wankili,wankili,papardi,ngamirni,"ngatina, ngamardi","kirdana, wapirra",kirdana,pimirdi,"kirdana, wapirra",ngamirni,ngamirni,"ngatina, ngamardi",pimirdi,ngamirni,"kirdana, wapirra",kirdana,pimirdi,"ngatina, ngamardi",ngatina,"kirdana, wapirra",ngatina,pimirdi,"ngatina, ngamardi"
7,0.5005951385090952,1.7424857827187215,1.2418906442096262,kukurnu,kapurlu,kapurlu,kapurlu,jukana,wankili,jukana,jukana,jukana,kapurlu,papardi,jukana,kapurlu,kukurnu,papardi,papardi,jukana,wankili,jukana,wankili,kukurnu,wankili,ngawurru,kukurnu,papardi,ngawurru,wankili,kapurlu,kukurnu,jukana,papardi,ngawurru,wankili,ngawurru,ngawurru,wankili,kukurnu,wankili,"kirdana, wapirra",pimirdi,ngamirni,ngamirni,"ngatina, ngamardi",kirdana,"kirdana, wapirra",ngatina,"ngatina, ngamardi","ngatina, ngamardi",ngatina,"kirdana, wapirra",pimirdi,"ngatina, ngamardi","kirdana, wapirra",pimirdi,kirdana,ngamirni,pimirdi,ngamirni
8,0.5109735876495842,1.7282190701015216,1.2172454824519374,papardi,ngawurru,wankili,jukana,kukurnu,kukurnu,wankili,kapurlu,kapurlu,kukurnu,jukana,kukurnu,papardi,papardi,papardi,wankili,kapurlu,ngawurru,kukurnu,jukana,kapurlu,wankili,ngawurru,kapurlu,ngawurru,jukana,wankili,jukana,ngawurru,kukurnu,jukana,jukana,kapurlu,wankili,wankili,papardi,jukana,wankili,ngamirni,pimirdi,ngamirni,ngatina,"kirdana, wapirra",ngamirni,ngamirni,pimirdi,"kirdana, wapirra","ngatina, ngamardi","ngatina, ngamardi",kirdana,"ngatina, ngamardi",kirdana,"ngatina, ngamardi","kirdana, wapirra",pimirdi,pimirdi,"kirdana, wapirra",ngatina
9,0.3630341296494568,1.746676847664922,1.3836427180154651,wankili,kukurnu,kapurlu,wankili,kukurnu,jukana,kapurlu,kapurlu,jukana,ngawurru,ngawurru,wankili,jukana,jukana,papardi,kapurlu,wankili,papardi,kukurnu,jukana,papardi,papardi,papardi,wankili,jukana,kapurlu,kukurnu,kukurnu,ngawurru,ngawurru,ngawurru,jukana,wankili,jukana,wankili,kapurlu,kukurnu,wankili,ngamirni,ngamirni,"kirdana, wapirra","ngatina, ngamardi","kirdana, wapirra",pimirdi,ngamirni,"kirdana, wapirra",kirdana,kirdana,ngatina,ngamirni,pimirdi,"ngatina, ngamardi",ngatina,pimirdi,"kirdana, wapirra","ngatina, ngamardi","ngatina, ngamardi",pimirdi
