simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.15792669525370862,1.7038389683739146,1.545912273120206,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,čüklei biror,čüklei biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,ʕeme,ʕemle (lolu),xolu,ʕeme,ʕeme,bebe,xolu,xole,xole,ʕeme,xole,ʕemle (lolu),xole,xole,ʕemle (lolu),xolu,xolu,xolu,xole,dede,ʕemle (lolu),ʕemle (lolu),bebe,ʕemle (lolu),xolu,ʕeme,dede,ʕeme
1,0.1720016946206,1.6692402049310584,1.4972385103104584,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,ʕeme,ʕemle (lolu),xole,xole,ʕeme,ʕeme,xolu,ʕeme,ʕemle (lolu),bebe,xole,xolu,xolu,ʕemle (lolu),ʕemle (lolu),dede,xole,dede,ʕeme,ʕemle (lolu),xole,xolu,xolu,xole,ʕeme,xolu,ʕemle (lolu),bebe
2,0.1075580692238598,1.6860978030840181,1.5785397338601583,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,čüklei xеher,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xole,ʕeme,xolu,xole,dede,xolu,ʕeme,ʕeme,bebe,ʕemle (lolu),xole,ʕeme,ʕemle (lolu),xolu,ʕeme,ʕemle (lolu),xole,bebe,xole,ʕemle (lolu),xole,dede,xolu,ʕemle (lolu),ʕeme,xolu,ʕemle (lolu),xolu
3,0.14134427407504635,1.6924503065701981,1.5511060324951518,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xolu,xole,ʕeme,xole,dede,bebe,dede,ʕemle (lolu),xole,ʕemle (lolu),ʕeme,xole,ʕemle (lolu),ʕeme,xole,ʕemle (lolu),xolu,xole,xolu,xolu,ʕemle (lolu),ʕemle (lolu),bebe,xolu,ʕeme,ʕeme,xolu,ʕeme
4,0.09816290352735813,1.7087341628412127,1.6105712593138546,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,čüklei biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,bebe,dede,ʕemle (lolu),ʕeme,xolu,ʕeme,xole,xolu,ʕemle (lolu),ʕemle (lolu),dede,ʕeme,xole,ʕeme,xole,xolu,xole,ʕemle (lolu),xolu,xolu,xole,ʕemle (lolu),ʕemle (lolu),ʕeme,xolu,bebe,xole,ʕeme
5,0.12044752828135197,1.648304386224293,1.527856857942941,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,ʕeme,ʕeme,xolu,xole,xolu,ʕemle (lolu),ʕemle (lolu),xolu,ʕemle (lolu),xole,ʕeme,bebe,xole,bebe,xole,xolu,xole,ʕeme,ʕemle (lolu),xolu,xole,ʕeme,ʕemle (lolu),xolu,dede,dede,ʕeme,ʕemle (lolu)
6,0.08466152759476842,1.6725287885124742,1.5878672609177058,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,biror,xeher,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,ʕemle (lolu),ʕeme,xolu,xole,ʕemle (lolu),ʕemle (lolu),xolu,xolu,xole,bebe,ʕeme,xolu,dede,ʕeme,xolu,ʕemle (lolu),ʕeme,ʕemle (lolu),xole,dede,xole,ʕeme,bebe,ʕemle (lolu),xole,xole,ʕeme,xolu
7,0.10838432462736058,1.6624730491852229,1.5540887245578623,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,biror,xole,xole,ʕeme,ʕeme,xole,xolu,ʕemle (lolu),xolu,xolu,bebe,ʕemle (lolu),xole,dede,xolu,ʕemle (lolu),ʕeme,xolu,ʕeme,ʕeme,bebe,ʕemle (lolu),ʕemle (lolu),xole,xole,ʕeme,xolu,ʕemle (lolu),dede
8,0.11086842848696743,1.6795326711067395,1.568664242619772,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,ʕemle (lolu),xole,xolu,dede,xole,xolu,xole,ʕeme,xolu,ʕeme,ʕeme,bebe,xole,ʕemle (lolu),ʕeme,ʕemle (lolu),ʕemle (lolu),xolu,xole,ʕeme,xolu,xolu,ʕemle (lolu),bebe,ʕeme,xole,ʕemle (lolu),dede
9,0.10985037043125434,1.7257032676418174,1.615852897210563,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,duxderxolu,duxderxolu,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,biror,duxderxolu,čüklei biror,duxderxolu,duxderxolu,duxderxolu,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,biror,čüklei xеher,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,xeher,duxderxolu,duxderxolu,ʕeme,xolu,bebe,ʕemle (lolu),ʕeme,xolu,ʕeme,xole,ʕeme,xolu,xole,xole,xole,xolu,ʕemle (lolu),xolu,ʕeme,ʕemle (lolu),bebe,dede,ʕeme,ʕemle (lolu),xole,xole,ʕemle (lolu),ʕemle (lolu),xolu,dede
