simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.2510426272560269,1.9899913100731523,1.7389486828171254,ánè,ánè,ánè,mwitèr,yakal,mwitèr,mwitèr,mwitèr,ánè,mwitèr,ánè,ánè,yakal,yakal,ánè,yakal,ánè,ánè,yakal,nèngèn,mwitèr,ánè,mwitèr,yakal,mwitèr,ánè,ánè,mwitèr,yakal,mwitèr,yakal,mwitèr,mwitèr,mwitèr,ánè,yakal,mwitèr,ánè,ánè,yakal,ánè,mwitèr,mwitèr,yakal,mwitèr,ánè,ánè,ánè,mwitèr,ánè,mwitèr,yakal,yakal,ánè,ánè,ánè,nèngèn,mwitèr,ánè,yakal,mwitèr,mwitèr,mwitèr,ánè,mwitèr,mwitèr,mwitèr,yakal,yakal,mwitèr,nèngèn,nèngèn,mwitèr,ánè,mwitèr,yakal,yakal,ánè,ánè,ánè,ánè,mwitèr,ánè,ánè,yakal,bafè,amè,taghar,taghar,afè,bafè,amè tose,bafè/afè,taghar,amè,afè tosè,bafè,afè tosè,taghar,taghar,amè,taghar,bafalè,amè tosè,afè
1,0.3065978734504258,1.9572729879888668,1.650675114538441,mwitèr,mwitèr,mwitèr,yakal,ánè,ánè,ánè,mwitèr,mwitèr,yakal,ánè,ánè,yakal,yakal,ánè,mwitèr,yakal,mwitèr,ánè,yakal,mwitèr,nèngèn,yakal,yakal,mwitèr,mwitèr,mwitèr,mwitèr,ánè,yakal,ánè,yakal,ánè,mwitèr,mwitèr,yakal,ánè,mwitèr,mwitèr,yakal,ánè,ánè,ánè,nèngèn,ánè,nèngèn,mwitèr,yakal,mwitèr,ánè,mwitèr,yakal,yakal,mwitèr,mwitèr,ánè,ánè,ánè,ánè,ánè,ánè,mwitèr,yakal,yakal,ánè,mwitèr,mwitèr,ánè,ánè,ánè,ánè,yakal,nèngèn,ánè,mwitèr,mwitèr,mwitèr,ánè,ánè,ánè,ánè,yakal,mwitèr,mwitèr,mwitèr,taghar,amè tose,amè,taghar,taghar,afè tosè,amè tosè,bafalè,afè,bafè,bafè/afè,taghar,amè,afè,afè tosè,bafè,taghar,bafè,amè,taghar
2,0.2784982947059782,1.942138765498114,1.6636404707921357,ánè,ánè,mwitèr,ánè,yakal,yakal,mwitèr,mwitèr,ánè,yakal,mwitèr,ánè,mwitèr,ánè,yakal,mwitèr,mwitèr,ánè,ánè,ánè,ánè,mwitèr,yakal,yakal,nèngèn,yakal,ánè,mwitèr,nèngèn,mwitèr,mwitèr,yakal,mwitèr,mwitèr,yakal,mwitèr,yakal,yakal,ánè,yakal,nèngèn,yakal,mwitèr,mwitèr,ánè,mwitèr,ánè,mwitèr,ánè,mwitèr,ánè,yakal,ánè,yakal,ánè,mwitèr,ánè,mwitèr,mwitèr,mwitèr,ánè,ánè,ánè,yakal,yakal,mwitèr,ánè,mwitèr,mwitèr,mwitèr,ánè,yakal,ánè,yakal,ánè,nèngèn,mwitèr,ánè,mwitèr,ánè,ánè,mwitèr,ánè,ánè,ánè,bafalè,bafè,amè tosè,taghar,afè tosè,taghar,afè,afè tosè,taghar,taghar,amè,taghar,bafè/afè,amè tose,bafè,bafè,afè,amè,amè,taghar
3,0.22376467720647075,2.01687004698482,1.7931053697783492,yakal,ánè,yakal,mwitèr,mwitèr,mwitèr,ánè,ánè,yakal,ánè,yakal,mwitèr,mwitèr,ánè,ánè,mwitèr,ánè,yakal,ánè,yakal,nèngèn,yakal,ánè,yakal,yakal,mwitèr,mwitèr,ánè,ánè,ánè,ánè,mwitèr,yakal,mwitèr,ánè,mwitèr,mwitèr,mwitèr,mwitèr,ánè,mwitèr,yakal,mwitèr,yakal,yakal,yakal,mwitèr,ánè,nèngèn,mwitèr,yakal,mwitèr,ánè,ánè,mwitèr,ánè,ánè,mwitèr,ánè,ánè,mwitèr,ánè,ánè,mwitèr,mwitèr,mwitèr,yakal,mwitèr,ánè,ánè,ánè,mwitèr,yakal,ánè,mwitèr,nèngèn,nèngèn,mwitèr,yakal,mwitèr,ánè,ánè,ánè,yakal,ánè,bafè,taghar,taghar,bafalè,afè,amè,amè,amè tosè,amè tose,bafè,afè tosè,amè,bafè/afè,taghar,taghar,afè,taghar,taghar,afè tosè,bafè
4,0.24427309935609665,1.9699439052240502,1.7256708058679535,mwitèr,yakal,ánè,yakal,ánè,yakal,mwitèr,ánè,yakal,yakal,ánè,mwitèr,mwitèr,mwitèr,yakal,ánè,ánè,mwitèr,mwitèr,yakal,mwitèr,ánè,ánè,mwitèr,mwitèr,ánè,ánè,ánè,mwitèr,ánè,ánè,ánè,ánè,mwitèr,yakal,mwitèr,mwitèr,mwitèr,ánè,ánè,ánè,nèngèn,yakal,ánè,mwitèr,mwitèr,yakal,yakal,ánè,mwitèr,nèngèn,ánè,nèngèn,mwitèr,ánè,ánè,mwitèr,ánè,ánè,mwitèr,mwitèr,yakal,mwitèr,yakal,ánè,mwitèr,mwitèr,yakal,yakal,nèngèn,mwitèr,yakal,ánè,mwitèr,mwitèr,ánè,ánè,ánè,mwitèr,ánè,yakal,yakal,ánè,yakal,mwitèr,afè tosè,amè,amè tose,bafè/afè,amè,taghar,bafè,afè tosè,amè,taghar,afè,afè,taghar,amè tosè,taghar,taghar,bafè,bafalè,taghar,bafè
5,0.3020905980513737,1.979411092782961,1.6773204947315872,ánè,mwitèr,mwitèr,mwitèr,mwitèr,ánè,yakal,ánè,yakal,nèngèn,nèngèn,ánè,mwitèr,mwitèr,yakal,yakal,yakal,ánè,yakal,yakal,ánè,mwitèr,ánè,yakal,yakal,ánè,ánè,mwitèr,mwitèr,yakal,ánè,yakal,yakal,yakal,nèngèn,mwitèr,mwitèr,mwitèr,yakal,ánè,yakal,ánè,mwitèr,ánè,ánè,nèngèn,ánè,ánè,mwitèr,yakal,yakal,ánè,ánè,ánè,mwitèr,ánè,ánè,yakal,mwitèr,ánè,ánè,mwitèr,mwitèr,mwitèr,ánè,mwitèr,ánè,ánè,mwitèr,ánè,ánè,mwitèr,ánè,mwitèr,ánè,mwitèr,mwitèr,mwitèr,mwitèr,mwitèr,yakal,mwitèr,mwitèr,ánè,ánè,amè,taghar,taghar,afè,amè tose,amè,taghar,amè tosè,taghar,taghar,afè tosè,bafalè,bafè,bafè,amè,bafè/afè,taghar,bafè,afè,afè tosè
6,0.371967854432921,2.0001785610608325,1.6282107066279115,ánè,yakal,mwitèr,ánè,nèngèn,ánè,mwitèr,mwitèr,ánè,yakal,ánè,ánè,ánè,ánè,ánè,yakal,ánè,yakal,ánè,yakal,mwitèr,yakal,ánè,mwitèr,yakal,nèngèn,mwitèr,ánè,yakal,yakal,mwitèr,ánè,mwitèr,yakal,mwitèr,mwitèr,ánè,mwitèr,mwitèr,ánè,yakal,ánè,mwitèr,mwitèr,ánè,yakal,yakal,mwitèr,mwitèr,mwitèr,mwitèr,nèngèn,ánè,ánè,ánè,yakal,mwitèr,mwitèr,ánè,ánè,nèngèn,ánè,yakal,yakal,mwitèr,mwitèr,ánè,mwitèr,mwitèr,ánè,mwitèr,yakal,mwitèr,mwitèr,yakal,ánè,yakal,ánè,mwitèr,mwitèr,ánè,ánè,mwitèr,ánè,ánè,afè,amè tose,bafè,taghar,bafalè,afè tosè,taghar,amè tosè,amè,taghar,bafè,afè,bafè,taghar,taghar,bafè/afè,afè tosè,taghar,amè,amè
7,0.17759362166722137,2.0001785610608325,1.822584939393611,yakal,mwitèr,ánè,ánè,ánè,mwitèr,yakal,nèngèn,ánè,mwitèr,ánè,mwitèr,yakal,mwitèr,yakal,mwitèr,ánè,yakal,ánè,ánè,ánè,mwitèr,yakal,mwitèr,ánè,ánè,yakal,mwitèr,ánè,mwitèr,mwitèr,ánè,ánè,ánè,mwitèr,ánè,nèngèn,mwitèr,yakal,yakal,ánè,ánè,ánè,mwitèr,yakal,ánè,ánè,mwitèr,mwitèr,yakal,nèngèn,ánè,mwitèr,ánè,mwitèr,ánè,yakal,yakal,mwitèr,mwitèr,ánè,mwitèr,yakal,ánè,mwitèr,ánè,mwitèr,mwitèr,ánè,yakal,mwitèr,mwitèr,ánè,yakal,ánè,mwitèr,mwitèr,yakal,yakal,yakal,mwitèr,ánè,ánè,nèngèn,mwitèr,afè,bafè,amè,taghar,afè tosè,afè tosè,bafè,bafè/afè,taghar,taghar,amè,amè,bafalè,taghar,taghar,taghar,amè tose,afè,amè tosè,bafè
8,0.3748815445368463,1.9610862488013177,1.5862047042644714,mwitèr,ánè,mwitèr,ánè,nèngèn,ánè,ánè,yakal,mwitèr,ánè,yakal,ánè,ánè,ánè,ánè,ánè,yakal,yakal,mwitèr,mwitèr,mwitèr,mwitèr,ánè,mwitèr,ánè,mwitèr,ánè,nèngèn,ánè,mwitèr,ánè,ánè,ánè,mwitèr,mwitèr,mwitèr,ánè,mwitèr,mwitèr,yakal,yakal,yakal,yakal,mwitèr,yakal,mwitèr,mwitèr,yakal,yakal,mwitèr,ánè,ánè,mwitèr,ánè,nèngèn,mwitèr,yakal,mwitèr,mwitèr,mwitèr,ánè,ánè,ánè,ánè,yakal,yakal,ánè,mwitèr,ánè,ánè,ánè,yakal,mwitèr,mwitèr,mwitèr,mwitèr,ánè,ánè,yakal,yakal,mwitèr,nèngèn,ánè,yakal,yakal,bafè,amè tose,taghar,taghar,taghar,afè tosè,bafalè,afè tosè,bafè,amè,taghar,afè,bafè,amè,amè tosè,taghar,taghar,afè,amè,bafè/afè
9,0.2934184765854926,2.01687004698482,1.7234515703993274,ánè,nèngèn,yakal,mwitèr,mwitèr,mwitèr,yakal,mwitèr,ánè,ánè,mwitèr,ánè,mwitèr,yakal,nèngèn,mwitèr,yakal,ánè,mwitèr,mwitèr,ánè,mwitèr,ánè,mwitèr,mwitèr,ánè,yakal,ánè,ánè,mwitèr,ánè,mwitèr,ánè,mwitèr,mwitèr,mwitèr,mwitèr,yakal,nèngèn,ánè,ánè,mwitèr,mwitèr,mwitèr,ánè,ánè,ánè,ánè,ánè,yakal,yakal,ánè,ánè,mwitèr,yakal,ánè,yakal,yakal,ánè,ánè,yakal,mwitèr,yakal,ánè,ánè,mwitèr,yakal,nèngèn,ánè,mwitèr,ánè,yakal,mwitèr,ánè,yakal,ánè,ánè,yakal,mwitèr,yakal,yakal,ánè,mwitèr,mwitèr,mwitèr,bafè,afè tosè,taghar,bafalè,taghar,bafè/afè,amè tose,taghar,amè,afè,afè tosè,amè tosè,amè,taghar,bafè,taghar,afè,taghar,bafè,amè
