simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.08111215631696411,1.7437691013532162,1.662656945036252,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"kangmas, kakang, mas, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"ibu, biyung, simbôk, emak, sibu","pakdhé, bapak gedhé, siwa lanang","pakdhé, bapak gedhé, siwa lanang","paklik, bapak cilik","paklik, bapak cilik","paklik, bapak cilik","budhé, ibu gedhé, makdhé, emak gedhé","bulik, ibu cilik","pakdhé, bapak gedhé, siwa lanang","budhé, ibu gedhé, makdhé, emak gedhé","pakdhé, bapak gedhé, siwa lanang","bulik, ibu cilik","bulik, ibu cilik","budhé, ibu gedhé, makdhé, emak gedhé","budhé, ibu gedhé, makdhé, emak gedhé","paklik, bapak cilik","ibu, biyung, simbôk, emak, sibu","bulik, ibu cilik","bapak, råmå, båpå","bapak, råmå, båpå"
1,0.10932233831990024,1.7466768476649221,1.637354509345022,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,"kangmas, kakang, mas, raka","adik wadon, adhi wadon, dhiajeng, rayi","budhé, ibu gedhé, makdhé, emak gedhé","pakdhé, bapak gedhé, siwa lanang","paklik, bapak cilik","bulik, ibu cilik","pakdhé, bapak gedhé, siwa lanang","bulik, ibu cilik","ibu, biyung, simbôk, emak, sibu","bulik, ibu cilik","paklik, bapak cilik","budhé, ibu gedhé, makdhé, emak gedhé","pakdhé, bapak gedhé, siwa lanang","pakdhé, bapak gedhé, siwa lanang","bapak, råmå, båpå","paklik, bapak cilik","bulik, ibu cilik","ibu, biyung, simbôk, emak, sibu","budhé, ibu gedhé, makdhé, emak gedhé","bapak, råmå, båpå","paklik, bapak cilik","budhé, ibu gedhé, makdhé, emak gedhé"
2,0.15099732985785574,1.7546798950453013,1.6036825651874456,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,"kangmas, kakang, mas, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,"pakdhé, bapak gedhé, siwa lanang","bulik, ibu cilik","budhé, ibu gedhé, makdhé, emak gedhé","bapak, råmå, båpå","bapak, råmå, båpå","budhé, ibu gedhé, makdhé, emak gedhé","paklik, bapak cilik","budhé, ibu gedhé, makdhé, emak gedhé","bulik, ibu cilik","paklik, bapak cilik","ibu, biyung, simbôk, emak, sibu","paklik, bapak cilik","pakdhé, bapak gedhé, siwa lanang","bulik, ibu cilik","pakdhé, bapak gedhé, siwa lanang","ibu, biyung, simbôk, emak, sibu","pakdhé, bapak gedhé, siwa lanang","paklik, bapak cilik","bulik, ibu cilik","budhé, ibu gedhé, makdhé, emak gedhé"
3,0.10672429033924291,1.716024957774942,1.609300667435699,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"kangmas, kakang, mas, raka","adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"pakdhé, bapak gedhé, siwa lanang","ibu, biyung, simbôk, emak, sibu","budhé, ibu gedhé, makdhé, emak gedhé","budhé, ibu gedhé, makdhé, emak gedhé","budhé, ibu gedhé, makdhé, emak gedhé","paklik, bapak cilik","bulik, ibu cilik","bapak, råmå, båpå","bulik, ibu cilik","pakdhé, bapak gedhé, siwa lanang","budhé, ibu gedhé, makdhé, emak gedhé","paklik, bapak cilik","pakdhé, bapak gedhé, siwa lanang","ibu, biyung, simbôk, emak, sibu","pakdhé, bapak gedhé, siwa lanang","paklik, bapak cilik","bapak, råmå, båpå","bulik, ibu cilik","paklik, bapak cilik","bulik, ibu cilik"
4,0.12744527945484863,1.743769101353216,1.6163238218983673,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"kangmas, kakang, mas, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"bapak, råmå, båpå","budhé, ibu gedhé, makdhé, emak gedhé","paklik, bapak cilik","pakdhé, bapak gedhé, siwa lanang","bapak, råmå, båpå","pakdhé, bapak gedhé, siwa lanang","pakdhé, bapak gedhé, siwa lanang","budhé, ibu gedhé, makdhé, emak gedhé","bulik, ibu cilik","ibu, biyung, simbôk, emak, sibu","ibu, biyung, simbôk, emak, sibu","pakdhé, bapak gedhé, siwa lanang","paklik, bapak cilik","bulik, ibu cilik","budhé, ibu gedhé, makdhé, emak gedhé","bulik, ibu cilik","paklik, bapak cilik","budhé, ibu gedhé, makdhé, emak gedhé","paklik, bapak cilik","bulik, ibu cilik"
5,0.1217091855795065,1.7575876413570073,1.6358784557775008,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,"kangmas, kakang, mas, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi","budhé, ibu gedhé, makdhé, emak gedhé","pakdhé, bapak gedhé, siwa lanang","ibu, biyung, simbôk, emak, sibu","bulik, ibu cilik","ibu, biyung, simbôk, emak, sibu","bapak, råmå, båpå","budhé, ibu gedhé, makdhé, emak gedhé","budhé, ibu gedhé, makdhé, emak gedhé","pakdhé, bapak gedhé, siwa lanang","bapak, råmå, båpå","bulik, ibu cilik","paklik, bapak cilik","budhé, ibu gedhé, makdhé, emak gedhé","bulik, ibu cilik","pakdhé, bapak gedhé, siwa lanang","paklik, bapak cilik","paklik, bapak cilik","bulik, ibu cilik","paklik, bapak cilik","pakdhé, bapak gedhé, siwa lanang"
6,0.160973657108052,1.7343657719403207,1.5733921148322687,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"kangmas, kakang, mas, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"bulik, ibu cilik","budhé, ibu gedhé, makdhé, emak gedhé","pakdhé, bapak gedhé, siwa lanang","ibu, biyung, simbôk, emak, sibu","bulik, ibu cilik","pakdhé, bapak gedhé, siwa lanang","bapak, råmå, båpå","paklik, bapak cilik","paklik, bapak cilik","bulik, ibu cilik","paklik, bapak cilik","paklik, bapak cilik","pakdhé, bapak gedhé, siwa lanang","ibu, biyung, simbôk, emak, sibu","budhé, ibu gedhé, makdhé, emak gedhé","budhé, ibu gedhé, makdhé, emak gedhé","bulik, ibu cilik","pakdhé, bapak gedhé, siwa lanang","budhé, ibu gedhé, makdhé, emak gedhé","bapak, råmå, båpå"
7,0.1721151824499232,1.7424857827187215,1.5703706002687983,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"kangmas, kakang, mas, raka",sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka","mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"bulik, ibu cilik","paklik, bapak cilik","pakdhé, bapak gedhé, siwa lanang","pakdhé, bapak gedhé, siwa lanang","bulik, ibu cilik","budhé, ibu gedhé, makdhé, emak gedhé","ibu, biyung, simbôk, emak, sibu","paklik, bapak cilik","ibu, biyung, simbôk, emak, sibu","paklik, bapak cilik","bapak, råmå, båpå","pakdhé, bapak gedhé, siwa lanang","budhé, ibu gedhé, makdhé, emak gedhé","bulik, ibu cilik","bulik, ibu cilik","budhé, ibu gedhé, makdhé, emak gedhé","pakdhé, bapak gedhé, siwa lanang","paklik, bapak cilik","budhé, ibu gedhé, makdhé, emak gedhé","bapak, råmå, båpå"
8,0.043721428510701266,1.7437691013532162,1.700047672842515,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi","adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,"kangmas, kakang, mas, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"bulik, ibu cilik","ibu, biyung, simbôk, emak, sibu","pakdhé, bapak gedhé, siwa lanang","budhé, ibu gedhé, makdhé, emak gedhé","paklik, bapak cilik","bapak, råmå, båpå","pakdhé, bapak gedhé, siwa lanang","bulik, ibu cilik","bulik, ibu cilik","budhé, ibu gedhé, makdhé, emak gedhé","ibu, biyung, simbôk, emak, sibu","paklik, bapak cilik","bulik, ibu cilik","paklik, bapak cilik","pakdhé, bapak gedhé, siwa lanang","pakdhé, bapak gedhé, siwa lanang","paklik, bapak cilik","budhé, ibu gedhé, makdhé, emak gedhé","bapak, råmå, båpå","budhé, ibu gedhé, makdhé, emak gedhé"
9,0.10188442695095157,1.7437691013532162,1.6418846744022646,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi","kangmas, kakang, mas, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adik wadon, adhi wadon, dhiajeng, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"adhi lanang, adik lanang, adhimas, dhimas, rayi",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"mbakyu, mbak ayu, mbak, raka",sedulur misan,sedulur misan,sedulur misan,sedulur misan,sedulur misan,"budhé, ibu gedhé, makdhé, emak gedhé","bulik, ibu cilik","pakdhé, bapak gedhé, siwa lanang","paklik, bapak cilik","ibu, biyung, simbôk, emak, sibu","budhé, ibu gedhé, makdhé, emak gedhé","paklik, bapak cilik","bulik, ibu cilik","pakdhé, bapak gedhé, siwa lanang","pakdhé, bapak gedhé, siwa lanang","budhé, ibu gedhé, makdhé, emak gedhé","bulik, ibu cilik","paklik, bapak cilik","budhé, ibu gedhé, makdhé, emak gedhé","pakdhé, bapak gedhé, siwa lanang","bulik, ibu cilik","bapak, råmå, båpå","ibu, biyung, simbôk, emak, sibu","bapak, råmå, båpå","paklik, bapak cilik"
