simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.059101156627136886,1.140352470501135,1.081251313873998,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,io',ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,minan,minan,kamman,minan,kamman,kamman,minan,kamman,kamman,kamman,kamman,ama',ina',ama',kamman,minan,minan,ina',minan,minan
1,0.030715707263198277,1.192854958575232,1.1621392513120337,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ai',ganak,ai',ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,kamman,ama',minan,kamman,kamman,kamman,ina',ina',minan,minan,minan,minan,kamman,minan,kamman,minan,minan,kamman,kamman,ama'
2,0.015524431673412664,1.192854958575232,1.1773305269018193,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,ai',ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,kamman,minan,minan,kamman,minan,kamman,kamman,ina',ama',ina',kamman,minan,kamman,minan,kamman,minan,minan,minan,ama',kamman
3,0.0647055432481134,1.2149847829974896,1.1502792397493762,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,minan,ama',kamman,ama',minan,ina',minan,kamman,minan,ina',kamman,minan,minan,kamman,minan,kamman,minan,kamman,kamman,kamman
4,0.11020936316017815,1.2149847829974896,1.1047754198373114,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,io',ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,kamman,minan,ina',minan,kamman,kamman,kamman,minan,ina',minan,minan,minan,minan,minan,kamman,kamman,kamman,ama',ama',kamman
5,0.031111896899361113,1.192854958575232,1.1617430616758708,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ai',ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,kamman,minan,minan,kamman,minan,minan,kamman,minan,ama',ina',minan,minan,minan,kamman,ama',kamman,ina',kamman,kamman,kamman
6,0.04799747661833398,1.1907686023357982,1.1427711257174642,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ai',ganak,ai',ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ama',ama',kamman,kamman,minan,minan,ina',kamman,kamman,minan,kamman,kamman,ina',minan,minan,minan,kamman,minan,minan,kamman
7,0.0717494241738128,1.2149847829974896,1.1432353588236768,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,kamman,kamman,ama',minan,ina',minan,kamman,minan,kamman,kamman,kamman,minan,ina',minan,minan,minan,ama',minan,kamman,kamman
8,0.04690545447000449,1.2135652713163758,1.1666598168463713,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ina',minan,ama',minan,kamman,ina',kamman,ama',minan,kamman,minan,minan,kamman,kamman,kamman,minan,minan,minan,kamman,kamman
9,0.05413449710904206,1.192854958575232,1.1387204614661899,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,io',ganak,ganak,ganak,ganak,io',ai',ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ai',ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ganak,ina',ina',kamman,minan,minan,ama',minan,kamman,kamman,minan,kamman,kamman,minan,minan,minan,kamman,kamman,kamman,ama',minan
