simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.4424620580520895,2.2674852010533355,1.825023143001246,dudanan,kian,korawan,kian,kian pas temun,korawan,korawan,korawan,kian,dudanan,kian pas cicaun,dudanan,dudanan,korawan,dudanan,dudanan,korawan,korawan,korawan,korawan,dunan pas cicaun,korawan,kian,korawan,korawan,korawan,korawan,dunan canam cicaun,korawan,dudanan,dunan canam temun,kian,dudanan,dudanan,kian,kian,dudanan,dudanan,korawan,korawan,korawan,kian,korawan,dudanan,kian,kian,korawan,korawan,korawan,dunan pas temun,dudanan,dudanan,korawan,korawan,korawan,korawan,dudanan,korawan,korawan,korawan,kian,korawan,korawan,korawan,kian,dudanan,dudanan,korawan,kian,korawan,korawan,korawan,kian,dudanan,korawan,dudanan,kian,kian,kian,kian,korawan,kian canam cicaun,korawan,kian,korawan,wowa caun,esa,esa temun,esa,ema temun,ema caun,ema caun,wowa temun,ema caun,ema,esa temun,wowa temun,ema,ema temun,wowa caun,esa caun,mama caun,mama temun,mama temun,mama caun
1,0.381261250853105,2.2611516092884085,1.8798903584353035,korawan,dudanan,korawan,dudanan,korawan,korawan,kian,kian,dudanan,dudanan,kian,kian,korawan,korawan,dudanan,korawan,korawan,dudanan,kian,korawan,korawan,kian,korawan,korawan,korawan,dunan canam cicaun,korawan,kian,kian,dudanan,korawan,kian,kian,dunan pas temun,korawan,dudanan,korawan,korawan,dudanan,korawan,korawan,dudanan,kian,dudanan,kian,dunan canam temun,kian,dudanan,korawan,dudanan,dudanan,korawan,kian,korawan,dunan pas cicaun,kian,kian pas cicaun,dudanan,korawan,kian,kian canam cicaun,dudanan,korawan,kian,kian,korawan,korawan,korawan,korawan,kian,korawan,korawan,korawan,kian pas temun,korawan,korawan,dudanan,dudanan,korawan,korawan,korawan,korawan,korawan,korawan,dudanan,mama temun,mama caun,esa,ema caun,ema,ema temun,esa temun,wowa caun,esa caun,mama temun,ema temun,wowa temun,ema caun,ema,mama caun,wowa caun,ema caun,esa,esa temun,wowa temun
2,0.2954035402263626,2.2611516092884085,1.965748069062046,kian,korawan,kian,korawan,kian,korawan,korawan,korawan,dudanan,dudanan,kian,dudanan,korawan,korawan,dunan canam cicaun,kian,korawan,dudanan,korawan,korawan,korawan,dunan canam temun,korawan,dudanan,korawan,dudanan,korawan,korawan,dudanan,kian,korawan,korawan,korawan,korawan,dudanan,kian,korawan,kian,korawan,dunan pas temun,kian pas temun,kian pas cicaun,korawan,korawan,kian,korawan,korawan,kian canam cicaun,korawan,kian,kian,korawan,dudanan,dudanan,dudanan,korawan,korawan,korawan,dunan pas cicaun,korawan,dudanan,korawan,dudanan,korawan,korawan,korawan,kian,korawan,kian,dudanan,kian,kian,korawan,korawan,dudanan,dudanan,kian,korawan,kian,korawan,kian,dudanan,dudanan,dudanan,kian,ema caun,mama caun,ema caun,ema,ema temun,wowa temun,esa,mama temun,wowa caun,ema caun,ema temun,mama temun,esa temun,wowa temun,ema,esa caun,wowa caun,esa,mama caun,esa temun
3,0.5641495367389602,2.2832897140825024,1.7191401773435422,kian pas temun,dudanan,korawan,kian,dudanan,dunan pas temun,korawan,dudanan,korawan,korawan,korawan,korawan,korawan,dudanan,korawan,kian,dudanan,korawan,kian,korawan,dudanan,korawan,korawan,korawan,kian,korawan,dudanan,kian,korawan,kian,dunan canam temun,kian,kian pas cicaun,dudanan,korawan,korawan,korawan,dudanan,dudanan,korawan,korawan,kian,kian,kian,dudanan,korawan,korawan,korawan,korawan,kian,dunan canam cicaun,korawan,kian,kian,korawan,kian,korawan,kian,dudanan,dudanan,dudanan,dunan pas cicaun,korawan,kian,korawan,korawan,korawan,dudanan,korawan,kian,dudanan,dudanan,korawan,korawan,kian,kian canam cicaun,dudanan,korawan,korawan,korawan,korawan,korawan,kian,dudanan,korawan,esa temun,esa,mama temun,mama caun,esa caun,mama temun,ema temun,wowa caun,mama caun,esa,wowa temun,wowa caun,esa temun,ema caun,ema,wowa temun,ema,ema caun,ema temun,ema caun
4,0.1789047624338811,2.2674852010533355,2.0885804386194544,korawan,kian,dudanan,korawan,korawan,korawan,korawan,dudanan,kian,korawan,kian,korawan,korawan,kian,dudanan,korawan,korawan,dudanan,korawan,kian,korawan,kian,dudanan,korawan,korawan,korawan,korawan,dudanan,korawan,korawan,kian,dudanan,korawan,korawan,dudanan,korawan,korawan,kian,korawan,korawan,kian,dudanan,dunan pas temun,dudanan,kian canam cicaun,dudanan,korawan,korawan,dudanan,korawan,korawan,kian,dunan canam temun,dudanan,kian,kian,korawan,korawan,kian,kian,korawan,dudanan,korawan,kian,korawan,kian,korawan,dudanan,kian,korawan,korawan,kian pas cicaun,dudanan,korawan,korawan,korawan,korawan,kian,dudanan,kian,dunan canam cicaun,dunan pas cicaun,dudanan,dudanan,kian pas temun,ema temun,wowa caun,mama caun,ema temun,mama temun,esa caun,ema,wowa caun,esa,esa,mama temun,ema caun,ema caun,ema,esa temun,wowa temun,wowa temun,esa temun,ema caun,mama caun
5,0.6635965614041677,2.2674852010533355,1.6038886396491678,korawan,korawan,korawan,dudanan,kian,korawan,kian,korawan,kian,korawan,kian,kian,dudanan,korawan,dudanan,korawan,kian,korawan,korawan,korawan,korawan,korawan,korawan,korawan,korawan,korawan,korawan,korawan,kian pas cicaun,korawan,dudanan,kian,dunan canam temun,kian pas temun,korawan,korawan,kian canam cicaun,dunan pas cicaun,korawan,dudanan,dudanan,korawan,korawan,dudanan,dudanan,kian,korawan,kian,dudanan,dudanan,korawan,korawan,dudanan,korawan,kian,korawan,dunan canam cicaun,kian,korawan,kian,korawan,dudanan,kian,dudanan,korawan,korawan,dudanan,dunan pas temun,korawan,kian,kian,korawan,korawan,kian,korawan,dudanan,kian,korawan,dudanan,kian,dudanan,dudanan,korawan,kian,dudanan,ema temun,mama caun,mama caun,esa,mama temun,ema,esa caun,wowa temun,esa,ema caun,ema caun,wowa caun,ema caun,wowa temun,ema,wowa caun,ema temun,mama temun,esa temun,esa temun
6,0.5334564827163513,2.277843095212396,1.7443866124960448,kian,korawan,dudanan,dunan pas temun,korawan,korawan,korawan,kian,kian,dudanan,kian,dudanan,kian,korawan,dudanan,korawan,korawan,dudanan,kian,kian,korawan,kian,kian,dudanan,korawan,korawan,korawan,korawan,dudanan,kian pas temun,dudanan,korawan,kian,korawan,korawan,korawan,kian canam cicaun,dudanan,korawan,dudanan,korawan,dunan canam temun,kian,korawan,korawan,kian,korawan,kian,dudanan,korawan,dudanan,korawan,dudanan,dudanan,korawan,korawan,korawan,korawan,korawan,korawan,dudanan,korawan,korawan,kian pas cicaun,dunan canam cicaun,dudanan,korawan,korawan,kian,kian,dunan pas cicaun,kian,dudanan,korawan,korawan,korawan,kian,korawan,korawan,korawan,korawan,dudanan,kian,kian,dudanan,wowa caun,wowa temun,esa temun,esa caun,ema caun,mama caun,esa temun,mama temun,ema temun,mama caun,ema caun,ema caun,esa,ema,wowa temun,wowa caun,esa,ema temun,mama temun,ema
7,0.3567319790474186,2.2611516092884085,1.90441963024099,korawan,kian,korawan,dudanan,korawan,korawan,kian,dudanan,kian,kian,dunan canam cicaun,korawan,korawan,korawan,kian,dunan pas temun,kian,korawan,dudanan,korawan,korawan,korawan,dudanan,dudanan,dudanan,kian,korawan,kian pas cicaun,korawan,dudanan,korawan,kian,korawan,dudanan,dudanan,kian,kian,korawan,korawan,dudanan,korawan,dunan pas cicaun,kian,kian,korawan,dudanan,korawan,korawan,korawan,kian,korawan,dudanan,korawan,korawan,kian canam cicaun,korawan,korawan,korawan,kian,korawan,korawan,korawan,dudanan,dudanan,kian,dudanan,korawan,korawan,dudanan,kian,korawan,korawan,korawan,korawan,korawan,kian,korawan,dunan canam temun,kian,dudanan,dudanan,kian pas temun,korawan,dudanan,kian,ema caun,ema caun,wowa temun,ema caun,mama caun,mama temun,wowa caun,ema temun,wowa caun,esa,mama temun,mama caun,esa caun,ema,wowa temun,ema,esa temun,esa temun,esa,ema temun
8,0.36095038474346985,2.273631902892134,1.912681518148664,dudanan,korawan,dudanan,dudanan,korawan,dunan pas cicaun,kian,kian,kian,korawan,dudanan,korawan,korawan,korawan,dunan canam temun,kian pas cicaun,kian,korawan,korawan,dudanan,korawan,korawan,korawan,kian canam cicaun,dunan pas temun,korawan,korawan,kian,korawan,dudanan,kian,korawan,dudanan,korawan,korawan,dudanan,kian,kian,korawan,dudanan,dunan canam cicaun,dudanan,korawan,korawan,korawan,korawan,korawan,korawan,dudanan,dudanan,korawan,dudanan,kian,kian,kian,dudanan,kian,korawan,dudanan,korawan,dudanan,korawan,kian,korawan,dudanan,kian,dudanan,korawan,korawan,kian,korawan,dudanan,korawan,korawan,kian,korawan,korawan,kian,korawan,korawan,korawan,kian,kian,korawan,kian pas temun,wowa temun,wowa caun,ema,mama temun,ema caun,esa temun,mama caun,ema caun,ema temun,wowa temun,esa,ema temun,mama caun,ema,esa caun,mama temun,ema caun,wowa caun,esa,esa temun
9,0.46325774550999355,2.2674852010533355,1.804227455543342,dudanan,dudanan,kian,korawan,kian,korawan,kian,dudanan,korawan,korawan,kian,korawan,korawan,dunan pas temun,dudanan,kian pas cicaun,kian canam cicaun,korawan,korawan,korawan,kian,dudanan,kian,dudanan,kian,korawan,kian,korawan,korawan,dudanan,kian,korawan,korawan,korawan,dudanan,dunan canam cicaun,dudanan,korawan,korawan,dudanan,kian,korawan,korawan,kian,kian,korawan,dunan canam temun,kian,korawan,korawan,korawan,kian,korawan,kian pas temun,korawan,korawan,dudanan,dudanan,korawan,dudanan,kian,korawan,kian,korawan,korawan,korawan,korawan,dunan pas cicaun,korawan,korawan,korawan,kian,kian,dudanan,korawan,dudanan,korawan,dudanan,dudanan,korawan,dudanan,korawan,korawan,dudanan,kian,mama temun,wowa caun,ema temun,mama caun,mama caun,ema temun,mama temun,wowa temun,esa,ema caun,ema caun,esa temun,ema,ema,wowa temun,esa,wowa caun,ema caun,esa caun,esa temun
