simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.05225876769254634,1.140352470501135,1.0880937028085886,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,"buhina, tamana",tinana karokarovo,"buhina, tamana",tinana karokarovo,tinana karokarovo,tina-na,tinana karokarovo,tinana karokarovo,tina-na,tinana karokarovo,"buhina, tamana","buhina, tamana","buhina, tamana",tama-na,"buhina, tamana",tinana karokarovo,"buhina, tamana",tinana karokarovo,"buhina, tamana",tama-na
1,0.05137875889813159,1.192854958575232,1.1414761996771003,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tinana karokarovo,"buhina, tamana",tinana karokarovo,"buhina, tamana","buhina, tamana",tinana karokarovo,tina-na,tinana karokarovo,tama-na,"buhina, tamana",tinana karokarovo,tinana karokarovo,tinana karokarovo,tinana karokarovo,"buhina, tamana",tina-na,"buhina, tamana","buhina, tamana",tama-na,"buhina, tamana"
2,0.07672043511693061,1.192854958575232,1.1161345234583013,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tinana karokarovo,tinana karokarovo,tinana karokarovo,"buhina, tamana",tinana karokarovo,"buhina, tamana",tina-na,tinana karokarovo,"buhina, tamana",tama-na,"buhina, tamana",tama-na,tinana karokarovo,"buhina, tamana","buhina, tamana","buhina, tamana","buhina, tamana",tina-na,tinana karokarovo,tinana karokarovo
3,0.02879078657353973,1.140352470501135,1.1115616839275952,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tinana karokarovo,"buhina, tamana",tinana karokarovo,"buhina, tamana","buhina, tamana","buhina, tamana","buhina, tamana",tina-na,tinana karokarovo,"buhina, tamana",tina-na,tama-na,tinana karokarovo,tama-na,tinana karokarovo,tinana karokarovo,"buhina, tamana","buhina, tamana",tinana karokarovo,tinana karokarovo
4,0.03289305579091928,1.192854958575232,1.1599619027843127,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,"buhina, tamana","buhina, tamana","buhina, tamana",tinana karokarovo,tama-na,tinana karokarovo,"buhina, tamana",tama-na,tinana karokarovo,tina-na,tinana karokarovo,tinana karokarovo,tina-na,tinana karokarovo,"buhina, tamana",tinana karokarovo,"buhina, tamana","buhina, tamana",tinana karokarovo,"buhina, tamana"
5,0.047267245527875534,1.192854958575232,1.1455877130473564,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tinana karokarovo,tama-na,tinana karokarovo,"buhina, tamana",tama-na,tinana karokarovo,"buhina, tamana","buhina, tamana","buhina, tamana",tinana karokarovo,"buhina, tamana",tinana karokarovo,tina-na,tinana karokarovo,tina-na,"buhina, tamana","buhina, tamana","buhina, tamana",tinana karokarovo,tinana karokarovo
6,0.06488709829381922,1.1403524705011352,1.075465372207316,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tinana karokarovo,"buhina, tamana","buhina, tamana",tinana karokarovo,"buhina, tamana",tinana karokarovo,tinana karokarovo,tina-na,tama-na,"buhina, tamana",tama-na,tinana karokarovo,"buhina, tamana",tina-na,tinana karokarovo,tinana karokarovo,"buhina, tamana","buhina, tamana","buhina, tamana",tinana karokarovo
7,0.04108018069524366,1.1624822949233928,1.1214021142281492,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tinana karokarovo,tinana karokarovo,tina-na,"buhina, tamana","buhina, tamana","buhina, tamana",tinana karokarovo,tinana karokarovo,tinana karokarovo,"buhina, tamana",tinana karokarovo,"buhina, tamana",tama-na,tama-na,tinana karokarovo,"buhina, tamana",tinana karokarovo,"buhina, tamana","buhina, tamana",tina-na
8,0.07175177941331867,1.1935496040981333,1.1217978246848146,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tina-na,tinana karokarovo,tinana karokarovo,tinana karokarovo,tinana karokarovo,"buhina, tamana",tama-na,tina-na,tama-na,"buhina, tamana",tinana karokarovo,"buhina, tamana","buhina, tamana",tinana karokarovo,"buhina, tamana",tinana karokarovo,"buhina, tamana","buhina, tamana",tinana karokarovo,"buhina, tamana"
9,0.02424523406948831,1.2135652713163756,1.1893200372468873,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,vavene-na,tasi-na karokarovo,tasi-na,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tasi-na karokarovo,tinana karokarovo,tinana karokarovo,"buhina, tamana",tama-na,tinana karokarovo,tama-na,"buhina, tamana","buhina, tamana","buhina, tamana",tina-na,"buhina, tamana",tina-na,"buhina, tamana",tinana karokarovo,tinana karokarovo,tinana karokarovo,"buhina, tamana",tinana karokarovo,"buhina, tamana",tinana karokarovo
