simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.31434414364730245,1.743769101353216,1.4294249577059135,"gei, tain",daowǎlín,"gei, tain",daowǎlín,"gei, tain","gei, liun",daowǎlín,daowǎlín,"kak, liun","gei, liun","gei, tain","gei, liun","gei, tain","gei, tain",daowǎlín,"kak, tain","gei, tain","gei, liun",daowǎlín,daowǎlín,"gei, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, liun","gei, tain","gei, tain","gei, tain","gei, liun",daowǎlín,"gei, liun",daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,"gei, tain","gei, liun","gei, liun",daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, liun","gei, tain","gei, liun",daowǎlín,daowǎlín,"kak, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,"kak, liun",daowǎlín,"kak, tain","gei, liun",daowǎlín,"gei, liun","gei, liun","gei, tain",daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,"kak, mirim, tain","gei, liun",daowǎlín,daowǎlín,"gei, tain","gei, liun","gei, liun","kak, liun",daowǎlín,daowǎlín,daowǎlín,taman,nǐmbin,taman,nǐmbin,taman,tinan,"mam, taman",tinan,tinan,tinan,taman,"nen, tinan","nen, tinan",wajan,nǐmbin,wajan,nǐmbin,"mam, taman",wajan,wajan
1,0.250560742467518,1.743769101353216,1.493208358885698,daowǎlín,"gei, liun",daowǎlín,"gei, liun",daowǎlín,"gei, tain","kak, tain",daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, liun","gei, liun","kak, mirim, tain","gei, liun","gei, liun",daowǎlín,"gei, tain",daowǎlín,"gei, liun","gei, tain","gei, tain","gei, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"kak, liun","gei, tain",daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, liun",daowǎlín,"gei, tain",daowǎlín,"gei, tain","gei, tain",daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, liun","gei, tain",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, tain","gei, liun",daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain","kak, tain","gei, tain","gei, liun",daowǎlín,"gei, tain","gei, tain","gei, tain",daowǎlín,"gei, liun","gei, tain","kak, liun","kak, liun","gei, liun",daowǎlín,daowǎlín,daowǎlín,"gei, liun","kak, liun","gei, tain",daowǎlín,daowǎlín,nǐmbin,wajan,nǐmbin,taman,tinan,tinan,taman,"nen, tinan",tinan,taman,"mam, taman",wajan,"nen, tinan",wajan,tinan,taman,nǐmbin,nǐmbin,wajan,"mam, taman"
2,0.29868628728706614,1.7173082764094363,1.4186219891223701,daowǎlín,"gei, liun","gei, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain","gei, tain",daowǎlín,daowǎlín,"gei, tain","gei, liun","kak, liun",daowǎlín,"gei, liun","gei, tain","gei, tain",daowǎlín,"gei, liun",daowǎlín,"gei, tain","gei, liun","gei, tain","gei, tain",daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, liun","gei, tain","gei, liun","gei, liun","gei, tain","kak, liun","gei, liun",daowǎlín,"kak, liun","gei, liun",daowǎlín,daowǎlín,daowǎlín,"gei, tain","kak, tain",daowǎlín,"gei, liun",daowǎlín,daowǎlín,daowǎlín,"gei, tain","kak, tain",daowǎlín,daowǎlín,"kak, mirim, tain","gei, liun","gei, liun","gei, tain","gei, liun","gei, tain","gei, tain",daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, liun","gei, liun",daowǎlín,daowǎlín,daowǎlín,"gei, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,daowǎlín,daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain","gei, liun","gei, tain",daowǎlín,"kak, liun",tinan,nǐmbin,tinan,nǐmbin,wajan,wajan,"mam, taman",taman,"mam, taman","nen, tinan",taman,nǐmbin,wajan,"nen, tinan",tinan,taman,tinan,wajan,nǐmbin,taman
3,0.1998636131346163,1.7546798950453013,1.554816281910685,"gei, tain",daowǎlín,daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,"gei, liun",daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, tain","gei, tain",daowǎlín,daowǎlín,"kak, liun",daowǎlín,daowǎlín,"kak, mirim, tain","gei, liun","gei, liun",daowǎlín,daowǎlín,"gei, tain","gei, liun","gei, liun",daowǎlín,"gei, tain","gei, liun",daowǎlín,daowǎlín,"gei, tain","kak, tain","gei, liun",daowǎlín,"gei, liun","kak, liun",daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, liun","kak, liun","gei, tain",daowǎlín,"gei, liun","gei, tain","kak, tain",daowǎlín,"gei, tain",daowǎlín,"gei, liun",daowǎlín,"gei, liun",daowǎlín,"gei, tain","gei, tain","gei, liun",daowǎlín,daowǎlín,"gei, tain","kak, liun","gei, liun","gei, liun",daowǎlín,daowǎlín,"gei, tain","gei, tain",daowǎlín,"gei, tain","gei, liun","gei, liun",daowǎlín,daowǎlín,"gei, tain","gei, tain","gei, liun",daowǎlín,wajan,tinan,nǐmbin,"nen, tinan",wajan,nǐmbin,wajan,nǐmbin,taman,wajan,nǐmbin,taman,"mam, taman",taman,tinan,taman,"mam, taman",tinan,"nen, tinan",tinan
4,0.37897029788210923,1.7424857827187215,1.3635154848366122,"gei, tain","kak, tain","gei, liun","gei, tain","gei, liun",daowǎlín,"gei, tain","gei, liun",daowǎlín,"gei, liun","kak, liun",daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, liun","gei, liun","gei, tain","gei, tain","gei, liun","kak, liun","gei, liun",daowǎlín,"gei, liun","kak, liun","kak, mirim, tain","gei, liun","gei, liun","gei, liun","gei, tain",daowǎlín,daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, liun",daowǎlín,daowǎlín,daowǎlín,"gei, liun",daowǎlín,daowǎlín,"gei, tain","gei, liun","gei, tain",daowǎlín,daowǎlín,daowǎlín,"gei, liun","kak, tain","gei, tain",daowǎlín,"kak, liun",daowǎlín,daowǎlín,daowǎlín,"gei, liun","gei, tain",daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, tain","gei, tain","gei, tain",daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,"gei, liun","gei, tain",daowǎlín,daowǎlín,"gei, liun","mam, taman","nen, tinan",tinan,tinan,nǐmbin,wajan,taman,tinan,taman,"mam, taman",wajan,wajan,nǐmbin,wajan,taman,nǐmbin,tinan,nǐmbin,"nen, tinan",taman
5,0.27774031592660564,1.743769101353216,1.4660287854266103,"gei, liun",daowǎlín,"kak, liun","gei, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,"gei, tain","gei, tain","gei, liun","gei, liun","gei, liun","gei, liun",daowǎlín,"gei, liun",daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, tain","gei, tain",daowǎlín,"gei, liun",daowǎlín,daowǎlín,"gei, tain","gei, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain","gei, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, liun","kak, tain",daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, liun",daowǎlín,daowǎlín,"gei, liun","gei, liun","kak, liun","gei, tain","gei, liun","gei, tain","gei, liun","gei, tain","gei, tain",daowǎlín,"gei, tain",daowǎlín,"kak, tain",daowǎlín,"kak, liun",daowǎlín,daowǎlín,daowǎlín,"kak, mirim, tain","gei, tain",daowǎlín,"gei, liun",daowǎlín,daowǎlín,"gei, tain","gei, tain","kak, liun",daowǎlín,daowǎlín,"gei, tain","gei, tain","nen, tinan",taman,nǐmbin,tinan,tinan,"mam, taman",wajan,"nen, tinan",taman,nǐmbin,"mam, taman",taman,taman,wajan,wajan,nǐmbin,nǐmbin,wajan,tinan,tinan
6,0.2892421653701158,1.754679895045301,1.4654377296751853,"gei, tain",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, liun","gei, liun","gei, tain",daowǎlín,"kak, liun",daowǎlín,"gei, tain",daowǎlín,"gei, liun",daowǎlín,"gei, liun",daowǎlín,"kak, liun",daowǎlín,daowǎlín,"gei, tain","gei, liun",daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, liun","gei, liun","gei, tain",daowǎlín,"gei, tain",daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,"kak, tain","gei, liun","gei, tain",daowǎlín,"gei, tain","gei, liun","kak, liun",daowǎlín,daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, liun","gei, tain",daowǎlín,daowǎlín,daowǎlín,"gei, liun","kak, mirim, tain","kak, liun","gei, liun","gei, tain",daowǎlín,"gei, liun","gei, liun","gei, tain","gei, liun","gei, tain",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, liun","gei, tain",daowǎlín,"gei, liun","kak, tain",daowǎlín,"gei, liun","gei, tain",daowǎlín,daowǎlín,"gei, tain","gei, tain",taman,"mam, taman",tinan,"mam, taman",wajan,nǐmbin,nǐmbin,nǐmbin,taman,"nen, tinan","nen, tinan",taman,wajan,wajan,tinan,tinan,wajan,tinan,nǐmbin,taman
7,0.2688146073663158,1.7437691013532162,1.4749544939869004,"gei, tain",daowǎlín,"gei, tain","gei, tain",daowǎlín,"gei, liun",daowǎlín,"gei, tain","gei, liun","gei, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain","kak, tain",daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,"gei, liun","kak, mirim, tain","gei, liun",daowǎlín,"gei, tain","gei, tain","kak, liun","gei, liun","gei, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, liun","kak, liun","gei, liun",daowǎlín,daowǎlín,daowǎlín,"gei, liun","gei, liun",daowǎlín,"gei, liun","gei, tain","gei, tain","gei, tain",daowǎlín,"gei, tain",daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, liun",daowǎlín,"kak, liun","gei, liun","gei, liun","gei, tain",daowǎlín,daowǎlín,"kak, tain",daowǎlín,"gei, liun",daowǎlín,"kak, liun","gei, liun",daowǎlín,"gei, tain","gei, tain",daowǎlín,"gei, liun",wajan,taman,tinan,wajan,tinan,"nen, tinan",nǐmbin,wajan,taman,tinan,nǐmbin,nǐmbin,"mam, taman",taman,taman,tinan,"mam, taman",wajan,nǐmbin,"nen, tinan"
8,0.27205899846200676,1.7173082764094365,1.4452492779474297,daowǎlín,"gei, liun",daowǎlín,"kak, mirim, tain",daowǎlín,daowǎlín,"gei, tain",daowǎlín,"gei, tain","gei, tain",daowǎlín,"gei, liun",daowǎlín,daowǎlín,"gei, tain",daowǎlín,"gei, liun","gei, liun",daowǎlín,"gei, liun",daowǎlín,"kak, liun",daowǎlín,daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,daowǎlín,"gei, liun",daowǎlín,"gei, liun","kak, liun","kak, liun","gei, tain",daowǎlín,daowǎlín,"gei, tain","gei, tain",daowǎlín,"gei, tain","gei, tain","kak, tain",daowǎlín,"gei, tain",daowǎlín,"gei, liun","gei, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, liun",daowǎlín,daowǎlín,"gei, tain",daowǎlín,daowǎlín,"kak, liun","gei, tain","gei, tain","gei, tain","gei, liun",daowǎlín,"gei, liun","gei, tain","gei, liun","kak, tain",daowǎlín,daowǎlín,"gei, tain","gei, liun",daowǎlín,"gei, tain",daowǎlín,"gei, liun",daowǎlín,"gei, liun","gei, liun",daowǎlín,"gei, liun",daowǎlín,"gei, liun","gei, tain",daowǎlín,wajan,wajan,taman,tinan,taman,nǐmbin,taman,"nen, tinan","mam, taman",tinan,nǐmbin,nǐmbin,wajan,"nen, tinan",tinan,"mam, taman",nǐmbin,wajan,taman,tinan
9,0.2250350192486359,1.754679895045301,1.5296448757966652,"kak, tain",daowǎlín,"gei, tain",daowǎlín,daowǎlín,"gei, tain","gei, liun","kak, tain","gei, tain",daowǎlín,"gei, liun","gei, liun",daowǎlín,"gei, liun","gei, tain",daowǎlín,daowǎlín,"kak, liun","gei, tain",daowǎlín,"gei, liun",daowǎlín,"kak, liun",daowǎlín,daowǎlín,daowǎlín,daowǎlín,"gei, liun",daowǎlín,daowǎlín,daowǎlín,"gei, tain","gei, liun",daowǎlín,"gei, tain",daowǎlín,"gei, tain","gei, tain",daowǎlín,daowǎlín,"gei, liun","gei, liun",daowǎlín,"gei, tain",daowǎlín,"gei, tain",daowǎlín,"kak, mirim, tain","gei, liun","gei, liun",daowǎlín,"gei, tain",daowǎlín,"gei, liun",daowǎlín,daowǎlín,"gei, liun","gei, liun",daowǎlín,daowǎlín,"kak, liun","gei, liun","gei, tain",daowǎlín,daowǎlín,"gei, liun","gei, liun",daowǎlín,daowǎlín,"gei, tain","gei, tain",daowǎlín,daowǎlín,"gei, liun","kak, liun","gei, tain",daowǎlín,daowǎlín,daowǎlín,"gei, tain","gei, liun",daowǎlín,"gei, tain","gei, tain",daowǎlín,taman,wajan,"mam, taman",taman,taman,wajan,tinan,taman,nǐmbin,"nen, tinan",tinan,wajan,tinan,nǐmbin,nǐmbin,"nen, tinan",tinan,"mam, taman",wajan,nǐmbin
