simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.04754699629403514,1.0762815311530085,1.0287345348589734,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,wac,hitʼina yac,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,hitʼina yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yac,yac,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,unqʼa,unqʼa,daci,daci,daci,unqʼa,daci,daci,daci,unqʼa,ebel,daci,unqʼa,emen,daci,daci,unqʼa,unqʼa,ebel,unqʼa,unqʼa,daci,daci,unqʼa,unqʼa,daci,unqʼa,emen
1,0.07690251098045953,1.1263821356691475,1.049479624688688,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,wac,yacħal,yacħal,hitʼina yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,hitʼina yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,emen,daci,unqʼa,daci,daci,ebel,unqʼa,daci,daci,daci,daci,unqʼa,unqʼa,unqʼa,unqʼa,daci,unqʼa,daci,daci,unqʼa,daci,unqʼa,unqʼa,unqʼa,emen,unqʼa,ebel,daci
2,0.05120741872044454,1.1293095059452896,1.078102087224845,hitʼina yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,hitʼina yac,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yac,yac,yacħal,yacħal,yacħal,yacħal,wac,yacħal,unqʼa,emen,ebel,unqʼa,daci,daci,unqʼa,daci,daci,unqʼa,unqʼa,daci,daci,emen,unqʼa,unqʼa,daci,daci,unqʼa,unqʼa,daci,unqʼa,daci,unqʼa,daci,daci,ebel,unqʼa
3,0.06880991371725775,1.1689322860054332,1.1001223722881754,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yac,yac,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina yac,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,unqʼa,unqʼa,emen,emen,unqʼa,ebel,unqʼa,unqʼa,unqʼa,daci,daci,unqʼa,daci,unqʼa,unqʼa,daci,daci,daci,unqʼa,daci,daci,unqʼa,daci,unqʼa,ebel,daci,daci,daci
4,0.08962209846351143,1.0974687024787126,1.0078466040152012,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,hitʼina yac,yacħal,yacħal,yacħal,yacħal,yac,wac,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,hitʼina yac,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,daci,unqʼa,daci,unqʼa,unqʼa,daci,unqʼa,daci,daci,unqʼa,unqʼa,unqʼa,unqʼa,emen,emen,daci,unqʼa,daci,daci,ebel,unqʼa,daci,daci,unqʼa,ebel,daci,daci,unqʼa
5,0.05410683118286941,1.0794762220443754,1.025369390861506,yac,hitʼina yac,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,yacħal,wac,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,hitʼina yac,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,unqʼa,unqʼa,unqʼa,daci,daci,daci,emen,unqʼa,unqʼa,daci,ebel,unqʼa,ebel,daci,daci,daci,daci,unqʼa,daci,emen,unqʼa,daci,unqʼa,daci,unqʼa,daci,unqʼa,unqʼa
6,0.0962437497699622,1.067007857535169,0.9707641077652067,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,hitʼina wac,yacħal,wac,yacħal,yacħal,yacħal,hitʼina yac,hitʼina wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,daci,daci,daci,daci,unqʼa,daci,unqʼa,ebel,unqʼa,daci,emen,daci,unqʼa,daci,unqʼa,daci,unqʼa,daci,daci,emen,unqʼa,unqʼa,unqʼa,ebel,unqʼa,unqʼa,unqʼa,daci
7,0.05742220602637982,1.0969314590197012,1.0395092529933214,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina yac,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina yac,yacħal,yacħal,wac,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,daci,unqʼa,daci,daci,unqʼa,daci,daci,unqʼa,unqʼa,daci,daci,daci,emen,unqʼa,ebel,unqʼa,unqʼa,unqʼa,daci,emen,unqʼa,unqʼa,unqʼa,unqʼa,daci,daci,ebel,daci
8,0.09622710440980065,1.1378226883524367,1.041595583942636,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina yac,yacħal,yacħal,yacħal,yac,yacħal,wac,hitʼina wac,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,hitʼina yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yacħal,yacħal,yacħal,ebel,daci,daci,unqʼa,unqʼa,unqʼa,daci,daci,emen,daci,unqʼa,daci,unqʼa,daci,emen,daci,daci,ebel,daci,unqʼa,unqʼa,daci,unqʼa,unqʼa,daci,unqʼa,unqʼa,unqʼa
9,0.07670294906714537,1.108616786477389,1.0319138374102437,hitʼina wac,hitʼina yac,yacħal,yacħal,wac,yacħal,yacħal,yacħal,wac,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina yac,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,hitʼina wac,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,wac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yac,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,yacħal,daci,emen,unqʼa,daci,daci,unqʼa,daci,unqʼa,unqʼa,unqʼa,unqʼa,daci,unqʼa,unqʼa,daci,daci,emen,daci,daci,daci,unqʼa,unqʼa,ebel,unqʼa,unqʼa,daci,ebel,daci
