simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.06289457534468124,1.0472879586365091,0.9843933832918279,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,эр къардаш,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,агъасы,агъасы,агъасы,эчуву,эчуву,эчуву,эчуву,эчуву,эчуву,эчуву,агъасы,агъасы,ата,эчуву,эчуву,ата,агъасы,агъасы,эчуву,эчуву,ана,агъасы,агъасы,агъасы,ана,эчуву,агъасы,агъасы
1,0.04341037936357628,1.0969314590197015,1.0535210796561252,уьзукъари,уьзукъари,уьзукъари,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,гиччи къызардаш,къызардаш,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,агъасы,ата,эчуву,агъасы,эчуву,эчуву,агъасы,ата,эчуву,агъасы,эчуву,агъасы,эчуву,ана,агъасы,ана,агъасы,эчуву,эчуву,агъасы,эчуву,агъасы,агъасы,агъасы,агъасы,эчуву,эчуву,эчуву
2,0.052624251809408884,0.9884413172800133,0.9358170654706044,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,гиччи къызардаш,гиччи къызардаш,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,эчуву,эчуву,агъасы,эчуву,эчуву,агъасы,эчуву,ата,агъасы,ана,ата,агъасы,эчуву,агъасы,эчуву,эчуву,агъасы,агъасы,эчуву,агъасы,агъасы,ана,агъасы,агъасы,агъасы,эчуву,эчуву,эчуву
3,0.07484339514122818,1.1356505065057774,1.0608071113645492,уьзукъари,уьзукъари,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,къызардаш,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,эчуву,эчуву,ата,эчуву,эчуву,агъасы,агъасы,эчуву,эчуву,эчуву,агъасы,агъасы,агъасы,агъасы,ата,агъасы,агъасы,эчуву,ана,эчуву,эчуву,агъасы,агъасы,агъасы,агъасы,ана,эчуву,эчуву
4,0.049214942996604005,1.0777023635861172,1.0284874205895131,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,гиччи къызардаш,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,агъасы,агъасы,агъасы,эчуву,агъасы,агъасы,эчуву,эчуву,агъасы,эчуву,ана,ата,эчуву,эчуву,эчуву,агъасы,ана,агъасы,эчуву,эчуву,агъасы,агъасы,эчуву,агъасы,эчуву,агъасы,эчуву,ата
5,0.05302799948498049,1.0393172538256055,0.986289254340625,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,эр къардаш,къызардаш,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эчуву,агъасы,ана,агъасы,агъасы,эчуву,эчуву,агъасы,эчуву,агъасы,агъасы,агъасы,эчуву,эчуву,агъасы,агъасы,эчуву,эчуву,эчуву,агъасы,ата,ата,эчуву,эчуву,агъасы,агъасы,ана,эчуву
6,0.06754168471339006,1.1430618609218155,1.0755201762084254,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,гиччи къызардаш,гиччи къызардаш,къызардаш,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,ана,эчуву,эчуву,агъасы,эчуву,эчуву,эчуву,агъасы,эчуву,агъасы,агъасы,агъасы,агъасы,агъасы,агъасы,ата,эчуву,агъасы,агъасы,ата,ана,эчуву,эчуву,эчуву,агъасы,эчуву,агъасы,эчуву
7,0.04871627351322427,1.1430618609218155,1.0943455874085912,гиччи къызардаш,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эчуву,агъасы,эчуву,эчуву,агъасы,эчуву,агъасы,эчуву,эчуву,агъасы,эчуву,агъасы,агъасы,ана,ата,эчуву,ата,агъасы,агъасы,ана,эчуву,агъасы,эчуву,агъасы,агъасы,эчуву,эчуву,агъасы
8,0.09084985840014359,1.0762815311530085,0.9854316727528649,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,эркъардаш,эр къардаш,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,агъасы,ата,эчуву,агъасы,агъасы,агъасы,агъасы,агъасы,агъасы,эчуву,эчуву,агъасы,ата,агъасы,эчуву,эчуву,агъасы,агъасы,эчуву,эчуву,ана,эчуву,эчуву,эчуву,эчуву,эчуву,агъасы,ана
9,0.09534361534343327,1.0974687024787126,1.0021250871352794,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,гиччи къызардаш,уьзукъари,къызардаш,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,гиччи къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эр къардаш,уьзукъари,уьзукъари,эр къардаш,эркъардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,эркъардаш,уьзукъари,къызардаш,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,уьзукъари,ата,агъасы,агъасы,агъасы,агъасы,эчуву,агъасы,ата,ана,эчуву,эчуву,эчуву,агъасы,эчуву,агъасы,ана,агъасы,эчуву,эчуву,эчуву,эчуву,агъасы,эчуву,эчуву,агъасы,агъасы,агъасы,эчуву
