simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.10603713334992682,1.0346012329101812,0.9285640995602544,"naek, bedar",napirem,"naek, beba","naek, beba","naek, beba",napirem,"naek, bedar","naek, bedar",napirem,"naek, bedar",napirem,"srar, imbesrar","naek, bedar",napirem,napirem,napirem,napirem,"naek, bedar","naek, bedar","naek, beba",napirem,napirem,"naek, bedar",napirem,"srar, imbesrar","naek, bedar","naek, bedar","naek, beba",napirem,napirem,"naek, beba",napirem,napirem,napirem,"naek, beba","srar, imbesrar","srar, imbesrar","naek, beba",me,sna beba,kma kasun,me,mebin,kma kasun,me,sna kasun,kma beba,me,"kamam, kma","awin, sna",kma beba,sna beba,mebin,"kamam, kma",mebin,sna kasun,mebin,"awin, sna"
1,0.10603713334992682,1.0346012329101812,0.9285640995602544,napirem,napirem,napirem,"naek, bedar","srar, imbesrar","naek, beba","naek, bedar","naek, beba",napirem,napirem,napirem,"srar, imbesrar","naek, beba",napirem,"naek, bedar",napirem,"naek, bedar","naek, beba","naek, bedar",napirem,"naek, beba",napirem,"naek, bedar","naek, beba",napirem,napirem,napirem,napirem,"naek, bedar","naek, beba","naek, bedar","naek, bedar","srar, imbesrar","naek, bedar","srar, imbesrar","naek, beba",napirem,napirem,kma kasun,me,sna beba,kma kasun,"awin, sna",kma beba,kma beba,"kamam, kma",me,mebin,sna beba,mebin,"kamam, kma",me,mebin,sna kasun,"awin, sna",sna kasun,me,mebin
2,0.08878194993480482,1.376055285260417,1.2872733353256123,"naek, beba","naek, beba",napirem,napirem,"naek, beba","naek, beba","srar, imbesrar","naek, bedar",napirem,"naek, bedar","naek, bedar","naek, bedar","srar, imbesrar",napirem,"srar, imbesrar","naek, bedar","naek, bedar","srar, imbesrar",napirem,napirem,"naek, bedar",napirem,napirem,napirem,"naek, bedar","naek, beba",napirem,napirem,"naek, bedar","naek, beba",napirem,napirem,"naek, beba","naek, beba",napirem,napirem,"naek, bedar",napirem,kma beba,sna kasun,mebin,"awin, sna",me,me,sna beba,kma kasun,"kamam, kma",sna beba,me,me,mebin,mebin,"awin, sna",mebin,kma kasun,sna kasun,kma beba,"kamam, kma"
3,0.20218548540814574,1.376055285260417,1.1738697998522714,napirem,"naek, bedar",napirem,"naek, beba",napirem,napirem,napirem,napirem,napirem,"srar, imbesrar","naek, bedar",napirem,"naek, beba","naek, beba","naek, beba","srar, imbesrar","naek, beba","naek, bedar","naek, beba",napirem,napirem,"naek, bedar","naek, bedar","srar, imbesrar","srar, imbesrar",napirem,"naek, beba",napirem,"naek, bedar",napirem,"naek, beba",napirem,"naek, bedar","naek, bedar",napirem,napirem,"naek, bedar","naek, bedar",kma kasun,sna kasun,me,kma beba,mebin,mebin,me,sna beba,"kamam, kma",kma beba,me,"kamam, kma","awin, sna",kma kasun,me,sna beba,sna kasun,"awin, sna",mebin,mebin
4,0.20505815914420467,1.0346012329101812,0.8295430737659766,"naek, bedar",napirem,"naek, beba","naek, bedar",napirem,napirem,"naek, beba","naek, bedar","naek, beba",napirem,"srar, imbesrar","naek, bedar",napirem,napirem,napirem,napirem,"naek, bedar","naek, bedar","naek, bedar","naek, beba",napirem,"srar, imbesrar","naek, beba",napirem,napirem,"naek, bedar","naek, bedar",napirem,napirem,"srar, imbesrar","naek, beba","naek, bedar","naek, beba","srar, imbesrar",napirem,napirem,napirem,"naek, beba",me,"kamam, kma",mebin,me,"awin, sna","kamam, kma",me,mebin,mebin,kma kasun,kma beba,"awin, sna",sna beba,sna kasun,mebin,kma beba,me,sna beba,kma kasun,sna kasun
5,0.0887819499348046,1.376055285260417,1.2872733353256125,napirem,"naek, bedar",napirem,napirem,"naek, bedar",napirem,"srar, imbesrar","naek, beba","naek, beba",napirem,napirem,"naek, bedar","naek, bedar",napirem,"naek, beba","naek, bedar",napirem,napirem,napirem,"srar, imbesrar","naek, beba",napirem,"naek, beba",napirem,"naek, bedar","srar, imbesrar","naek, bedar","naek, bedar","srar, imbesrar",napirem,"naek, bedar",napirem,"naek, beba","naek, beba","naek, bedar",napirem,napirem,"naek, beba","awin, sna",sna beba,kma kasun,sna kasun,kma beba,me,kma kasun,mebin,sna kasun,"kamam, kma",sna beba,me,me,mebin,me,"awin, sna","kamam, kma",kma beba,mebin,mebin
6,0.1807868681734337,1.0346012329101812,0.8538143647367475,napirem,"srar, imbesrar",napirem,napirem,napirem,"naek, bedar","naek, beba",napirem,"naek, bedar",napirem,"naek, bedar","naek, beba","naek, beba","naek, bedar","naek, beba",napirem,napirem,"naek, bedar",napirem,"naek, bedar",napirem,napirem,"naek, bedar","naek, beba",napirem,napirem,"srar, imbesrar",napirem,"naek, bedar","naek, beba",napirem,"naek, bedar","naek, beba","srar, imbesrar","srar, imbesrar","naek, beba","naek, bedar",napirem,"kamam, kma",me,me,sna beba,kma beba,sna kasun,kma beba,kma kasun,"awin, sna",sna beba,sna kasun,mebin,me,kma kasun,"kamam, kma",mebin,"awin, sna",mebin,me,mebin
7,0.004143433819590037,1.376055285260417,1.371911851440827,napirem,napirem,napirem,"naek, bedar",napirem,napirem,"naek, bedar",napirem,"naek, bedar","naek, beba","naek, beba","naek, bedar",napirem,"naek, beba","naek, bedar","naek, bedar","naek, bedar","srar, imbesrar","srar, imbesrar","naek, bedar",napirem,"srar, imbesrar",napirem,napirem,napirem,"srar, imbesrar",napirem,"naek, bedar","naek, beba","naek, beba",napirem,napirem,"naek, beba","naek, beba","naek, beba",napirem,"naek, bedar",napirem,me,mebin,sna beba,"awin, sna",me,"awin, sna",sna kasun,mebin,kma kasun,mebin,"kamam, kma",mebin,me,"kamam, kma",sna beba,sna kasun,kma beba,kma kasun,kma beba,me
8,0.0887819499348046,1.376055285260417,1.2872733353256125,napirem,napirem,napirem,"naek, bedar",napirem,"naek, beba","naek, bedar","naek, bedar","naek, bedar",napirem,"naek, bedar","naek, beba",napirem,napirem,"srar, imbesrar","naek, bedar",napirem,"naek, bedar",napirem,napirem,"naek, beba","naek, beba","naek, bedar",napirem,napirem,napirem,"naek, beba","srar, imbesrar",napirem,napirem,"naek, bedar","naek, bedar","naek, beba","srar, imbesrar",napirem,"naek, beba","srar, imbesrar","naek, beba",sna kasun,mebin,kma beba,me,mebin,me,mebin,"kamam, kma",kma kasun,me,kma kasun,me,"awin, sna",kma beba,mebin,sna kasun,"kamam, kma",sna beba,sna beba,"awin, sna"
9,0.0020717169097950183,1.0346012329101812,1.0325295160003862,napirem,"naek, bedar",napirem,"naek, bedar",napirem,napirem,napirem,"srar, imbesrar",napirem,"naek, bedar","naek, bedar","naek, beba","naek, beba","naek, bedar","naek, bedar","naek, beba","srar, imbesrar","srar, imbesrar",napirem,"naek, bedar","naek, beba",napirem,"naek, beba",napirem,napirem,napirem,"naek, bedar","naek, beba","naek, beba",napirem,napirem,"naek, bedar",napirem,napirem,"naek, beba","srar, imbesrar",napirem,"naek, bedar","kamam, kma",mebin,mebin,kma beba,"awin, sna",sna beba,mebin,"kamam, kma",sna kasun,kma kasun,me,kma beba,me,sna kasun,sna beba,me,kma kasun,me,mebin,"awin, sna"
