simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.03508298343080973,1.192854958575232,1.1577719751444222,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,ama,"iki, tiya","iki, tiya","ulitag, tiyu","iki, tiya","ulitag, tiyu","ulitag, tiyu",inno,ama,"iki, tiya","ulitag, tiyu","ulitag, tiyu",inno,"ulitag, tiyu","ulitag, tiyu","iki, tiya","ulitag, tiyu","iki, tiya","iki, tiya","iki, tiya"
1,0.0282738528794666,1.192854958575232,1.1645811056957653,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,wagi,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,"ulitag, tiyu",ama,"ulitag, tiyu","iki, tiya","iki, tiya","iki, tiya","ulitag, tiyu","iki, tiya","iki, tiya","ulitag, tiyu","ulitag, tiyu","iki, tiya",inno,"ulitag, tiyu","ulitag, tiyu",inno,"iki, tiya","ulitag, tiyu",ama,"iki, tiya"
2,0.051964824049034464,1.192854958575232,1.1408901345261975,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,wagi,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,"iki, tiya",ama,"ulitag, tiyu","iki, tiya","iki, tiya","ulitag, tiyu",inno,"ulitag, tiyu","iki, tiya",ama,inno,"ulitag, tiyu","iki, tiya","iki, tiya","iki, tiya","ulitag, tiyu","iki, tiya","ulitag, tiyu","ulitag, tiyu","ulitag, tiyu"
3,0.016374832545631435,1.1907686023357982,1.1743937697901667,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,wagi,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,"iki, tiya",ama,"iki, tiya","iki, tiya","ulitag, tiyu","ulitag, tiyu","ulitag, tiyu","iki, tiya","ulitag, tiyu","ulitag, tiyu","iki, tiya","iki, tiya",ama,"ulitag, tiyu","iki, tiya","ulitag, tiyu","iki, tiya",inno,"ulitag, tiyu",inno
4,0.038426273350039564,1.192854958575232,1.1544286852251924,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,inno,ama,"ulitag, tiyu","iki, tiya",inno,"ulitag, tiyu","iki, tiya","iki, tiya","iki, tiya","ulitag, tiyu","ulitag, tiyu","iki, tiya","ulitag, tiyu","ulitag, tiyu","iki, tiya",ama,"iki, tiya","iki, tiya","ulitag, tiyu","ulitag, tiyu"
5,0.02424523406948853,1.2135652713163758,1.1893200372468873,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,wagi,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,"ulitag, tiyu","iki, tiya","ulitag, tiyu",ama,"ulitag, tiyu","iki, tiya","iki, tiya",inno,ama,"ulitag, tiyu","iki, tiya","ulitag, tiyu","iki, tiya","iki, tiya","iki, tiya","ulitag, tiyu","ulitag, tiyu","iki, tiya",inno,"ulitag, tiyu"
6,0.0599989220410444,1.2135652713163758,1.1535663492753314,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,wagi,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,inno,"ulitag, tiyu",inno,"ulitag, tiyu","iki, tiya","ulitag, tiyu","iki, tiya","ulitag, tiyu",ama,"iki, tiya","iki, tiya","ulitag, tiyu","iki, tiya","iki, tiya","ulitag, tiyu",ama,"iki, tiya","iki, tiya","ulitag, tiyu","ulitag, tiyu"
7,0.08213995368919691,1.1935496040981333,1.1114096504089364,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,"ulitag, tiyu","iki, tiya","iki, tiya","iki, tiya","iki, tiya","ulitag, tiyu",ama,"ulitag, tiyu","ulitag, tiyu","ulitag, tiyu","ulitag, tiyu","ulitag, tiyu","ulitag, tiyu","iki, tiya","iki, tiya",ama,inno,inno,"iki, tiya","iki, tiya"
8,0.0442637735232021,1.140352470501135,1.0960886969779329,kapitta,kapitta,kapitta,wagi,wagi,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,"ulitag, tiyu","ulitag, tiyu","ulitag, tiyu","iki, tiya","ulitag, tiyu","iki, tiya","ulitag, tiyu","iki, tiya","ulitag, tiyu","ulitag, tiyu","ulitag, tiyu",ama,"iki, tiya",ama,"iki, tiya","iki, tiya","iki, tiya",inno,inno,"iki, tiya"
9,0.07247650172410491,1.1935496040981333,1.1210731023740284,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,wagi,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,kapitta,inno,"iki, tiya","ulitag, tiyu","ulitag, tiyu","iki, tiya","iki, tiya","iki, tiya",ama,"ulitag, tiyu","ulitag, tiyu","iki, tiya","iki, tiya",ama,"ulitag, tiyu","iki, tiya","ulitag, tiyu","ulitag, tiyu","ulitag, tiyu",inno,"iki, tiya"
