simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.09993902502875174,0.9950763711943895,0.8951373461656378,nega,ega-,nataman,nega,nega,nega,natamn-,nataman,etwa-,"etwa-, inraimu",ega-,nega,ega-,"nataman, inraimu",nega,natamn-,nega,"nataman, inraimu",nega,natahen,nega,nega,natamn-,nega,ega-,nega,ega-,nega,ega-,"natahen, inraimu",nega,ega-,nega,nataman,ega-,natahen,nega,natahen,ega-,"etwa-, inraimu","etwa-, inraimu",natamn-,etwa-,etwa-,nega,ega-,natamn-,natahen,natamn-,nega,nega,etwa-,nega,etwa-,natamn-,nega,ega-,"natahen, inraimu",nega,etwa-,natamn-,ega-,natamn-,natahen,etwa-,natamn-,ega-,natamn-,natamn-,ega-,ega-,nega,etwa-,nataman,natamn-,nataman,etwa-,etwa-,natamn-,nega,nega,nega,nega,nega,nega,risi-,etma-,risi-,risi-,risi-,risi-,risi-,etma-,etma-,risi-,risi-,etma-,mata-,mata-,etma-,mata-,etma-,mata-,risi-,risi-
1,0.14878804728067618,1.0250218198575005,0.8762337725768243,nega,ega-,nega,nega,natahen,natamn-,etwa-,nega,nega,natahen,natahen,ega-,nega,natamn-,natahen,nataman,natamn-,etwa-,etwa-,nega,"etwa-, inraimu",natamn-,"nataman, inraimu",ega-,nega,nega,nega,ega-,ega-,natamn-,ega-,natamn-,nega,etwa-,natamn-,etwa-,nega,ega-,natamn-,natahen,nega,nega,nega,etwa-,nega,"natahen, inraimu",ega-,nega,"etwa-, inraimu",ega-,nega,ega-,etwa-,ega-,nataman,etwa-,etwa-,nega,nega,ega-,natamn-,nega,nega,ega-,natamn-,nataman,nataman,natamn-,"etwa-, inraimu",nega,"nataman, inraimu",nega,nega,natamn-,nega,natamn-,nega,ega-,nataman,ega-,natamn-,"natahen, inraimu",nega,etwa-,nega,mata-,risi-,risi-,mata-,risi-,risi-,risi-,etma-,risi-,risi-,risi-,mata-,risi-,etma-,etma-,etma-,etma-,etma-,mata-,risi-
2,0.1985308923939444,1.0374312377016655,0.8389003453077211,nataman,etwa-,nega,nega,natahen,nega,nega,natahen,"etwa-, inraimu",etwa-,etwa-,natamn-,nega,nega,natahen,nega,nega,natamn-,natamn-,natamn-,nega,ega-,"etwa-, inraimu",nega,ega-,ega-,nega,ega-,etwa-,nataman,etwa-,natamn-,nega,"etwa-, inraimu",nega,nega,etwa-,natamn-,nega,nega,"nataman, inraimu",nega,nega,nega,etwa-,nega,ega-,natahen,"nataman, inraimu",ega-,ega-,etwa-,ega-,nega,nega,"natahen, inraimu",natamn-,natamn-,nega,ega-,nega,nataman,ega-,nega,natamn-,ega-,natamn-,natamn-,nataman,nega,natamn-,nega,nega,etwa-,ega-,natahen,ega-,nega,"natahen, inraimu",ega-,nataman,natamn-,etwa-,natamn-,ega-,risi-,mata-,etma-,risi-,etma-,risi-,risi-,risi-,risi-,risi-,mata-,risi-,etma-,risi-,mata-,mata-,etma-,risi-,etma-,etma-
3,0.19638655987535447,1.0439676895764558,0.8475811297011013,etwa-,etwa-,natamn-,nega,natahen,nega,etwa-,natamn-,nega,ega-,ega-,natamn-,natamn-,nega,natamn-,"natahen, inraimu",ega-,natamn-,nega,nega,nega,nega,"natahen, inraimu",ega-,ega-,natamn-,etwa-,nega,natamn-,natahen,natahen,"etwa-, inraimu",ega-,ega-,natamn-,natamn-,nega,natamn-,etwa-,nega,nega,nega,etwa-,nega,ega-,etwa-,nega,ega-,nega,ega-,ega-,nataman,ega-,"etwa-, inraimu",nega,nataman,nega,natamn-,ega-,etwa-,nega,"nataman, inraimu",nega,etwa-,natamn-,"nataman, inraimu",nataman,nega,natahen,nega,nega,"etwa-, inraimu",etwa-,natahen,nega,nega,nega,nataman,nega,ega-,ega-,nega,nataman,nega,natamn-,mata-,risi-,risi-,mata-,risi-,etma-,etma-,risi-,etma-,mata-,etma-,risi-,risi-,risi-,mata-,etma-,risi-,etma-,risi-,risi-
4,0.15814514197427387,0.9950763711943895,0.8369312292201156,etwa-,nega,natamn-,ega-,ega-,ega-,nataman,"nataman, inraimu",nega,"etwa-, inraimu",nega,nega,ega-,nega,ega-,ega-,nega,etwa-,ega-,nega,nataman,ega-,ega-,nega,etwa-,natamn-,nega,etwa-,natamn-,natamn-,nega,nega,etwa-,"natahen, inraimu",etwa-,natahen,etwa-,natamn-,nega,nega,natahen,nega,nega,nega,nega,"etwa-, inraimu",nega,"etwa-, inraimu",natamn-,natamn-,etwa-,natamn-,natahen,natamn-,nataman,nega,etwa-,etwa-,"nataman, inraimu",natamn-,natahen,nega,natamn-,nega,ega-,"natahen, inraimu",ega-,ega-,natamn-,nega,natamn-,nega,ega-,ega-,natahen,ega-,nega,nataman,nega,nega,natamn-,nega,nega,nataman,nega,risi-,risi-,risi-,risi-,etma-,etma-,risi-,risi-,etma-,etma-,risi-,etma-,mata-,mata-,risi-,mata-,mata-,risi-,etma-,risi-
5,0.2972067955602009,1.0039479810030614,0.7067411854428605,ega-,natamn-,nega,nega,etwa-,etwa-,natamn-,natahen,nega,ega-,nega,nega,ega-,natamn-,nega,etwa-,etwa-,ega-,natamn-,nega,natamn-,natahen,natamn-,ega-,natamn-,nataman,nega,natahen,nega,nega,nega,nega,ega-,"etwa-, inraimu",nataman,nataman,nega,nega,ega-,ega-,"nataman, inraimu",nega,"natahen, inraimu",etwa-,nega,natahen,ega-,etwa-,etwa-,natamn-,ega-,etwa-,natamn-,nega,ega-,nega,nega,natahen,"etwa-, inraimu","nataman, inraimu",nega,nega,etwa-,nega,nega,nega,"etwa-, inraimu",natamn-,natamn-,"natahen, inraimu",natamn-,nega,nega,nataman,etwa-,nega,nega,natamn-,ega-,ega-,nataman,ega-,ega-,nega,natamn-,risi-,etma-,etma-,risi-,mata-,risi-,risi-,etma-,risi-,mata-,risi-,risi-,risi-,mata-,etma-,risi-,risi-,etma-,etma-,mata-
6,0.17892270758806106,1.0250218198575005,0.8460991122694395,natamn-,etwa-,ega-,natamn-,natamn-,"natahen, inraimu",nega,"etwa-, inraimu",nataman,nega,ega-,ega-,nataman,nega,nega,"nataman, inraimu",ega-,nega,nega,"etwa-, inraimu",natamn-,natahen,nega,nataman,nega,nega,"nataman, inraimu",ega-,nega,natamn-,nega,nega,natamn-,natahen,"natahen, inraimu",nega,nega,natamn-,ega-,nega,natahen,ega-,etwa-,ega-,etwa-,ega-,etwa-,nega,natamn-,natahen,ega-,natamn-,ega-,natamn-,nega,etwa-,nega,etwa-,nega,nataman,nega,ega-,natahen,nega,nega,nega,nega,etwa-,ega-,natamn-,natamn-,natamn-,etwa-,etwa-,ega-,nega,etwa-,nega,natamn-,nega,nega,nataman,ega-,"etwa-, inraimu",nega,risi-,risi-,mata-,risi-,mata-,etma-,etma-,risi-,risi-,risi-,risi-,etma-,risi-,etma-,risi-,risi-,etma-,mata-,mata-,etma-
7,0.24777348832691082,1.0296530140645737,0.7818795257376628,nataman,"etwa-, inraimu","nataman, inraimu",natahen,nega,etwa-,nega,ega-,natahen,nataman,nega,nega,etwa-,natamn-,nega,natahen,nega,etwa-,nataman,"etwa-, inraimu",etwa-,nega,natamn-,nega,ega-,nega,nega,nega,natamn-,ega-,natamn-,natamn-,nega,natamn-,nega,nega,nega,natamn-,nega,nega,natahen,etwa-,"nataman, inraimu",ega-,nega,ega-,nega,"natahen, inraimu",ega-,nega,etwa-,natamn-,nataman,natamn-,ega-,ega-,natamn-,nega,ega-,"etwa-, inraimu",nega,nega,ega-,nega,ega-,etwa-,"natahen, inraimu",natamn-,nega,nega,nataman,etwa-,ega-,ega-,ega-,natamn-,etwa-,natahen,nega,natamn-,nega,etwa-,natamn-,ega-,nega,mata-,risi-,risi-,risi-,mata-,etma-,mata-,risi-,risi-,risi-,etma-,mata-,etma-,risi-,risi-,risi-,etma-,etma-,risi-,etma-
8,0.28158127838473934,1.009613758174038,0.7280324797892987,"nataman, inraimu","etwa-, inraimu",etwa-,ega-,natamn-,ega-,nega,natamn-,natamn-,nega,nataman,natamn-,nataman,nega,nega,etwa-,nataman,nega,nega,natahen,"etwa-, inraimu",ega-,nega,etwa-,nega,ega-,etwa-,natamn-,ega-,etwa-,"nataman, inraimu",nega,"etwa-, inraimu",ega-,nega,natahen,natamn-,nega,natamn-,ega-,nega,nega,nega,nega,nega,nega,natamn-,ega-,ega-,natahen,natamn-,etwa-,nega,natamn-,nega,nega,ega-,nega,natamn-,natamn-,nataman,nega,natamn-,nega,nega,natahen,etwa-,nega,etwa-,nega,ega-,etwa-,nataman,nega,ega-,etwa-,natamn-,ega-,"natahen, inraimu",ega-,natahen,ega-,"natahen, inraimu",nega,nega,etma-,etma-,risi-,risi-,risi-,mata-,mata-,mata-,risi-,risi-,etma-,risi-,etma-,etma-,mata-,risi-,risi-,risi-,risi-,etma-
9,0.16614447069358862,1.0039479810030614,0.8378035103094728,nega,natamn-,nega,natamn-,natamn-,natamn-,ega-,"etwa-, inraimu",nega,ega-,nataman,ega-,nega,etwa-,nega,etwa-,etwa-,ega-,nataman,natamn-,nega,ega-,nega,nega,ega-,ega-,natamn-,nega,nega,natamn-,natamn-,ega-,nega,ega-,"natahen, inraimu",natamn-,natahen,nega,nega,natahen,"nataman, inraimu",ega-,nega,natahen,natahen,nataman,ega-,etwa-,natahen,ega-,"natahen, inraimu",nega,ega-,nega,etwa-,natamn-,nega,nega,nataman,ega-,nega,nega,nega,nega,etwa-,nega,natamn-,"etwa-, inraimu",natamn-,nega,natamn-,etwa-,nega,natamn-,"etwa-, inraimu",nega,etwa-,etwa-,nega,nataman,etwa-,nega,"nataman, inraimu",ega-,nega,risi-,mata-,risi-,etma-,etma-,risi-,etma-,risi-,risi-,etma-,etma-,risi-,risi-,mata-,risi-,mata-,mata-,etma-,risi-,risi-
