simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.41011631828840944,1.376055285260417,0.9659389669720077,baba,nngn,baba,ane,ane,yakal,baba,nngn,baba,baba,ane,"nngn, mleg","ane, sakr",baba,"nngn, sakr",baba,baba,ane,yakal,baba,nngn,nngn,yakal,baba,"ane, mleg",baba,nngn,yakal,ane,yakal,baba,yakal,yakal,baba,nngn,baba,baba,baba,dede,baba,seser,ama kitong,"dede, dede toge",mitadma,ama toge,baba,baba,"dede, dede toge",ama toge,seser,dede,ama kitong,ama,baba,seser,seser,ama,mitadma
1,0.004143433819590259,1.376055285260417,1.3719118514408268,baba,ane,baba,ane,baba,baba,baba,yakal,yakal,ane,baba,nngn,nngn,nngn,baba,baba,yakal,baba,baba,"nngn, sakr",baba,"ane, mleg",nngn,ane,baba,yakal,baba,yakal,ane,baba,nngn,"nngn, mleg",nngn,yakal,baba,baba,yakal,"ane, sakr",mitadma,ama kitong,dede,"dede, dede toge",mitadma,ama kitong,baba,ama,baba,seser,dede,baba,seser,ama,"dede, dede toge",seser,baba,seser,ama toge,ama toge
2,0.18078686817343348,1.034601232910181,0.8538143647367475,baba,baba,nngn,baba,baba,ane,nngn,yakal,baba,nngn,ane,baba,baba,baba,"nngn, sakr",ane,nngn,yakal,yakal,baba,yakal,baba,nngn,baba,baba,"nngn, mleg","ane, mleg",yakal,baba,"ane, sakr",ane,nngn,ane,baba,baba,yakal,baba,yakal,"dede, dede toge",ama,ama,mitadma,seser,ama kitong,baba,mitadma,seser,ama toge,"dede, dede toge",ama toge,ama kitong,baba,dede,seser,baba,baba,seser,dede
3,0.21207426669985363,1.376055285260417,1.1639810185605635,baba,yakal,baba,yakal,yakal,nngn,"ane, mleg",yakal,baba,baba,nngn,baba,yakal,nngn,yakal,"nngn, sakr",ane,baba,baba,ane,baba,ane,baba,"nngn, mleg",ane,nngn,baba,ane,baba,nngn,yakal,baba,nngn,baba,"ane, sakr",baba,baba,baba,mitadma,seser,baba,ama,ama kitong,mitadma,"dede, dede toge",ama toge,seser,"dede, dede toge",ama toge,ama kitong,baba,dede,ama,seser,dede,seser,baba,baba
4,0.014032215111297708,1.376055285260417,1.3620230701491194,yakal,baba,baba,baba,ane,ane,yakal,baba,baba,baba,yakal,baba,"nngn, sakr",yakal,ane,ane,"nngn, mleg","ane, mleg",nngn,ane,baba,baba,"ane, sakr",baba,nngn,nngn,yakal,baba,yakal,baba,nngn,baba,baba,nngn,yakal,baba,nngn,baba,"dede, dede toge",mitadma,baba,ama,mitadma,ama kitong,"dede, dede toge",seser,ama kitong,dede,dede,ama,baba,seser,ama toge,baba,seser,baba,ama toge,seser
5,0.09922444498263278,0.5195798391305154,0.42035539414788264,ane,baba,yakal,nngn,baba,ane,yakal,baba,"nngn, sakr",baba,baba,yakal,baba,yakal,nngn,yakal,baba,baba,nngn,baba,baba,ane,yakal,baba,baba,baba,baba,nngn,baba,"ane, sakr",baba,ane,"nngn, mleg",nngn,yakal,nngn,"ane, mleg",ane,seser,baba,baba,baba,baba,ama,ama toge,mitadma,ama kitong,ama,dede,mitadma,ama toge,"dede, dede toge","dede, dede toge",seser,seser,seser,ama kitong,dede
6,0.14341200076168037,1.0346012329101812,0.8911892321485009,nngn,baba,nngn,yakal,"ane, mleg",baba,yakal,baba,ane,yakal,yakal,nngn,baba,baba,yakal,baba,yakal,ane,ane,baba,nngn,ane,baba,baba,ane,yakal,baba,baba,"ane, sakr",baba,nngn,baba,"nngn, sakr","nngn, mleg",nngn,baba,baba,baba,baba,mitadma,baba,seser,"dede, dede toge","dede, dede toge",seser,dede,seser,seser,ama toge,ama,mitadma,ama kitong,ama toge,ama kitong,baba,baba,ama,dede
7,0.18078686817343348,1.034601232910181,0.8538143647367475,baba,baba,baba,yakal,ane,baba,nngn,yakal,baba,baba,yakal,"nngn, mleg",baba,yakal,"nngn, sakr",ane,baba,baba,nngn,baba,ane,baba,nngn,baba,yakal,nngn,baba,nngn,ane,yakal,baba,"ane, mleg",ane,baba,baba,"ane, sakr",yakal,nngn,baba,ama,dede,baba,baba,ama,seser,dede,seser,mitadma,ama kitong,ama toge,ama toge,baba,seser,seser,"dede, dede toge","dede, dede toge",ama kitong,mitadma
8,0.48486605311191594,0.9799711820833054,0.4951051289713894,nngn,baba,baba,yakal,ane,nngn,baba,yakal,yakal,baba,baba,yakal,nngn,baba,"nngn, mleg","nngn, sakr",baba,yakal,nngn,baba,baba,"ane, sakr",ane,"ane, mleg",nngn,baba,nngn,baba,ane,baba,baba,yakal,baba,baba,ane,ane,baba,yakal,ama kitong,seser,baba,baba,baba,seser,dede,ama toge,seser,baba,mitadma,seser,ama,"dede, dede toge",ama,mitadma,ama toge,dede,"dede, dede toge",ama kitong
9,0.41011631828840944,1.376055285260417,0.9659389669720077,baba,"nngn, sakr",baba,yakal,baba,"nngn, mleg",nngn,ane,baba,nngn,yakal,baba,ane,ane,yakal,nngn,baba,baba,ane,baba,nngn,baba,yakal,"ane, sakr",nngn,yakal,"ane, mleg",baba,baba,yakal,baba,baba,yakal,baba,nngn,baba,baba,ane,"dede, dede toge",ama,ama kitong,seser,dede,mitadma,mitadma,seser,baba,baba,seser,ama kitong,dede,ama toge,"dede, dede toge",ama,baba,baba,ama toge,seser
