simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.12145261415698383,1.371768896629724,1.25031628247274,mware,mware,seze,mware,seze,mware,seze,seze,seze,seze,seze,seze,seze,mware,mware,mware,mware,seze,mware,seze,mware,mware,seze,seze,seze,mware,mware,seze,mware,seze,seze,seze,mware,mware,"mware, wrie",seze,seze,mware,seze,seze,seze,seze,seze,mware,mware,seze,mware,mware,mware,seze,mware,mware,mware,mware,seze,seze,seze,mware,mware,mware,"mware, wrie",seze,seze,mware,"seze, wrie",mware,mware,seze,mware,mware,seze,mware,seze,mware,mware,seze,seze,seze,mware,mware,seze,seze,seze,"seze, wrie",mware,dahe,zmia,zmia,wwa,dahe,zmia,dahe,meza,meza,meza,wwa,zmia,wwa,zmia,meza,dahe,dahe,dahe,zmia,wwa
1,0.09757589787823462,1.3652324447549333,1.2676565468766987,mware,mware,mware,seze,mware,mware,mware,seze,seze,mware,seze,mware,seze,mware,seze,mware,mware,seze,mware,mware,seze,seze,mware,mware,mware,mware,seze,seze,seze,seze,"mware, wrie",seze,seze,seze,mware,seze,mware,"mware, wrie",seze,seze,seze,mware,seze,seze,"seze, wrie",mware,seze,seze,mware,mware,seze,seze,seze,mware,mware,mware,mware,seze,mware,seze,mware,mware,seze,mware,mware,mware,seze,seze,mware,mware,seze,seze,seze,mware,seze,mware,seze,mware,mware,mware,"seze, wrie",seze,seze,seze,seze,wwa,meza,zmia,dahe,zmia,zmia,zmia,wwa,dahe,wwa,meza,wwa,dahe,dahe,meza,dahe,zmia,zmia,meza,dahe
2,0.12738475954905404,1.3479100982119798,1.2205253386629258,seze,seze,seze,"seze, wrie",seze,mware,mware,seze,seze,seze,mware,seze,seze,mware,mware,seze,seze,mware,mware,seze,seze,mware,seze,mware,seze,mware,mware,mware,mware,mware,mware,seze,mware,seze,mware,seze,mware,mware,seze,mware,"mware, wrie",seze,seze,seze,seze,seze,mware,seze,seze,mware,mware,mware,mware,seze,seze,seze,mware,mware,mware,"mware, wrie","seze, wrie",mware,mware,mware,mware,seze,seze,mware,seze,seze,seze,mware,mware,mware,seze,seze,mware,mware,seze,mware,seze,seze,seze,mware,seze,wwa,wwa,dahe,dahe,dahe,dahe,wwa,dahe,dahe,meza,zmia,zmia,wwa,meza,zmia,zmia,zmia,meza,zmia,meza
3,0.08043336547498825,1.3751146687214826,1.2946813032464943,seze,mware,mware,mware,seze,mware,mware,seze,mware,mware,seze,seze,seze,mware,seze,seze,seze,mware,mware,seze,seze,seze,seze,"seze, wrie",mware,mware,seze,seze,mware,seze,seze,seze,mware,mware,mware,mware,mware,seze,seze,mware,mware,mware,mware,seze,seze,seze,mware,seze,mware,seze,seze,seze,mware,seze,seze,mware,seze,mware,seze,"seze, wrie",seze,mware,mware,mware,seze,seze,seze,mware,mware,mware,mware,"mware, wrie",seze,seze,"mware, wrie",seze,mware,seze,mware,mware,mware,mware,mware,seze,seze,dahe,dahe,wwa,wwa,meza,zmia,zmia,wwa,wwa,meza,zmia,dahe,zmia,zmia,dahe,meza,dahe,meza,dahe,zmia
4,0.059556976686747864,1.366158847569202,1.306601870882454,seze,seze,seze,seze,seze,mware,seze,seze,seze,seze,seze,mware,mware,seze,mware,seze,seze,mware,mware,seze,mware,"mware, wrie",mware,"seze, wrie","mware, wrie",mware,mware,mware,seze,mware,seze,mware,mware,seze,mware,mware,mware,mware,seze,seze,seze,seze,mware,mware,mware,mware,seze,seze,seze,mware,seze,seze,seze,"seze, wrie",mware,seze,mware,mware,mware,mware,seze,seze,mware,seze,seze,seze,mware,mware,mware,seze,mware,seze,mware,mware,mware,seze,seze,seze,seze,mware,seze,seze,mware,mware,mware,zmia,meza,dahe,dahe,dahe,zmia,wwa,wwa,meza,zmia,meza,zmia,dahe,dahe,wwa,zmia,meza,dahe,zmia,wwa
5,0.07972642164544164,1.371768896629724,1.2920424749842823,mware,mware,seze,mware,seze,mware,seze,seze,mware,seze,mware,seze,mware,"seze, wrie",mware,mware,mware,mware,seze,seze,mware,mware,mware,seze,mware,mware,mware,seze,"seze, wrie",seze,seze,mware,mware,seze,seze,mware,mware,mware,seze,seze,seze,mware,mware,seze,seze,seze,mware,mware,seze,seze,mware,seze,"mware, wrie",seze,"mware, wrie",seze,seze,mware,mware,mware,mware,seze,seze,seze,seze,mware,mware,seze,seze,seze,seze,seze,mware,seze,seze,mware,seze,mware,mware,mware,seze,mware,mware,seze,seze,zmia,dahe,dahe,wwa,meza,dahe,dahe,meza,zmia,zmia,meza,wwa,meza,dahe,zmia,zmia,wwa,wwa,zmia,dahe
6,0.20599286532765126,1.3553241485015377,1.1493312831738864,seze,seze,seze,mware,mware,mware,seze,mware,seze,mware,mware,mware,seze,seze,seze,mware,mware,seze,mware,seze,seze,mware,seze,mware,mware,seze,mware,mware,mware,seze,seze,mware,mware,seze,mware,seze,"mware, wrie",mware,"mware, wrie",seze,seze,seze,mware,mware,mware,mware,mware,seze,seze,mware,seze,seze,seze,seze,mware,seze,seze,mware,seze,mware,seze,seze,"seze, wrie",mware,mware,mware,"seze, wrie",seze,mware,seze,mware,seze,mware,seze,mware,mware,seze,seze,mware,mware,mware,seze,seze,seze,seze,dahe,zmia,zmia,wwa,dahe,dahe,wwa,meza,zmia,meza,meza,zmia,zmia,meza,dahe,wwa,wwa,dahe,zmia,dahe
7,0.14305908082684948,1.3487876966267474,1.2057286157998979,seze,mware,seze,mware,seze,seze,mware,mware,seze,mware,mware,mware,mware,mware,mware,mware,mware,seze,seze,seze,mware,seze,mware,seze,"seze, wrie",seze,mware,seze,seze,seze,seze,seze,mware,mware,seze,mware,mware,seze,seze,seze,seze,mware,mware,seze,mware,mware,seze,seze,mware,seze,mware,seze,seze,seze,seze,"mware, wrie",mware,mware,mware,mware,mware,seze,mware,mware,mware,seze,seze,mware,seze,seze,"mware, wrie",mware,seze,seze,seze,"seze, wrie",seze,mware,mware,mware,mware,mware,seze,seze,seze,meza,zmia,dahe,zmia,meza,meza,zmia,dahe,zmia,wwa,dahe,zmia,zmia,meza,wwa,wwa,dahe,wwa,dahe,dahe
8,0.14636912780029832,1.3647683466880345,1.2183992188877362,"mware, wrie",mware,seze,mware,seze,seze,mware,seze,mware,mware,seze,seze,seze,seze,mware,mware,seze,seze,mware,mware,mware,mware,seze,seze,mware,mware,mware,seze,mware,seze,"seze, wrie",seze,seze,mware,seze,"mware, wrie",mware,mware,seze,mware,mware,seze,seze,mware,seze,mware,seze,mware,seze,seze,mware,seze,mware,mware,seze,"seze, wrie",seze,mware,mware,mware,seze,mware,seze,seze,mware,seze,mware,seze,mware,mware,seze,seze,mware,seze,seze,seze,mware,seze,seze,mware,mware,mware,mware,seze,seze,wwa,zmia,meza,wwa,meza,dahe,meza,wwa,zmia,zmia,zmia,dahe,dahe,wwa,meza,dahe,zmia,dahe,zmia,dahe
9,0.0666929072074336,1.3652324447549333,1.2985395375474997,seze,"mware, wrie",mware,seze,mware,seze,seze,mware,seze,mware,mware,seze,mware,seze,seze,seze,mware,seze,seze,mware,mware,mware,mware,mware,mware,seze,seze,seze,seze,mware,mware,mware,seze,seze,seze,seze,seze,mware,mware,mware,seze,seze,mware,mware,seze,seze,mware,mware,seze,mware,seze,seze,seze,seze,mware,seze,mware,mware,seze,seze,mware,"seze, wrie",seze,seze,seze,mware,mware,mware,"seze, wrie",seze,mware,mware,mware,mware,"mware, wrie",mware,seze,seze,mware,seze,mware,mware,seze,mware,seze,meza,wwa,dahe,zmia,wwa,zmia,dahe,meza,dahe,zmia,dahe,meza,meza,zmia,wwa,dahe,zmia,zmia,wwa,dahe
