simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.12378095074725426,1.6599130016953185,1.5361320509480643,emigizi,emigizi,kichik bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,kichik gerdesh,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,bachy,khala,khala,bachy,dajy,khala,khala,dajy,khala,bibi,khala,emi,bibi,bibi,bachy,dajy,emi,emi,emi,dajy,emi,papa,bibi,bibi,emi,bibi,dajy,dajy,papa
1,0.1397302274932377,1.7082506156857042,1.5685203881924665,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,kichik bachy,emigizi,gerdesh,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,kichik bachy,emigizi,emigizi,khala,dajy,khala,khala,bachy,bibi,khala,emi,emi,emi,khala,bibi,bibi,bibi,dajy,bibi,dajy,dajy,papa,emi,emi,dajy,khala,emi,bibi,bachy,dajy,papa
2,0.14896194335624457,1.6707013055143323,1.5217393621580877,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,kichik gerdesh,emigizi,emigizi,kichik bachy,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,bachy,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emi,dajy,emi,khala,dajy,khala,emi,papa,bibi,dajy,khala,dajy,bibi,bibi,bibi,bibi,khala,emi,khala,bachy,emi,dajy,dajy,khala,emi,bachy,bibi,papa
3,0.09720350660043575,1.6473220068957275,1.5501185002952917,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,emigizi,emigizi,emigizi,emigizi,kichik bachy,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,bibi,emi,bibi,dajy,bibi,khala,bachy,khala,khala,bibi,dajy,bibi,dajy,khala,bibi,emi,emi,dajy,emi,papa,papa,bachy,khala,dajy,khala,dajy,emi,emi
4,0.11062587350662523,1.710494670826312,1.5998687973196868,emigizi,emigizi,bachy,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,gerdesh,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,khala,emi,khala,khala,bachy,emi,bachy,dajy,papa,bibi,dajy,khala,khala,emi,bibi,emi,dajy,dajy,papa,bibi,bibi,emi,dajy,bibi,khala,dajy,emi,bibi
5,0.11416048813376056,1.6792663859438652,1.5651058978101047,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,emigizi,emigizi,kichik gerdesh,emigizi,emigizi,emigizi,kichik gerdesh,gerdesh,emigizi,emigizi,kichik bachy,emigizi,gerdesh,emigizi,emigizi,bibi,bachy,bibi,dajy,khala,bibi,dajy,khala,dajy,bibi,emi,khala,papa,emi,khala,khala,emi,dajy,emi,bibi,dajy,bibi,papa,bachy,dajy,emi,emi,khala
6,0.12505877912440821,1.727108277335478,1.6020494982110698,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,bachy,kichik bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,kichik gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,khala,papa,khala,papa,emi,emi,khala,emi,bibi,bibi,dajy,emi,bibi,dajy,bibi,emi,bachy,bibi,bibi,khala,dajy,khala,emi,dajy,khala,dajy,bachy,dajy
7,0.13181928354305916,1.675197638483416,1.5433783549403568,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,gerdesh,emigizi,gerdesh,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,bachy,emigizi,emigizi,khala,dajy,bibi,bibi,papa,dajy,emi,papa,bibi,bachy,dajy,dajy,emi,emi,emi,khala,dajy,dajy,khala,emi,bibi,khala,bibi,khala,bibi,bachy,emi,khala
8,0.1271571817089916,1.679704086450616,1.5525469047416245,emigizi,kichik bachy,emigizi,kichik gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,bachy,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,emigizi,dajy,khala,khala,khala,emi,bibi,khala,emi,bibi,khala,emi,emi,bibi,dajy,bachy,bachy,dajy,dajy,papa,emi,bibi,papa,dajy,dajy,bibi,bibi,emi,khala
9,0.11624416730721787,1.7029576259517936,1.5867134586445757,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik gerdesh,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,kichik bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,gerdesh,kichik gerdesh,emigizi,gerdesh,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,bachy,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,emigizi,papa,bibi,emi,emi,dajy,dajy,bibi,khala,bachy,khala,emi,dajy,emi,bibi,dajy,khala,papa,khala,emi,bibi,bachy,emi,khala,dajy,khala,bibi,bibi,dajy
