simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBS,mFZS,mMBS,mMZS,mFBD,mFZD,mMBD,mMZD,fFBS,fFZS,fMBS,fMZS,fFBD,fFZD,fMBD,fMZD,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.04650926483384166,1.1624822949233928,1.1159730300895512,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,"ikit, nanaubing, tia, tang","ina, nanag","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ama, pangamaen, tata, tatang, amang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ina, nanag","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang"
1,0.07142987216978325,1.2149847829974896,1.1435549108277063,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"uliteg, amanubing","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ama, pangamaen, tata, tatang, amang","ina, nanag","uliteg, amanubing","ina, nanag","ikit, nanaubing, tia, tang","uliteg, amanubing","ama, pangamaen, tata, tatang, amang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing"
2,0.04329146046604815,1.2135652713163758,1.1702738108503277,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","uliteg, amanubing","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ama, pangamaen, tata, tatang, amang","ina, nanag","uliteg, amanubing","ina, nanag","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang"
3,0.03444484364717648,1.2135652713163758,1.1791204276691993,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,"uliteg, amanubing","ina, nanag","ama, pangamaen, tata, tatang, amang","uliteg, amanubing","uliteg, amanubing","ikit, nanaubing, tia, tang","ina, nanag","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing"
4,0.16185959989180043,1.192854958575232,1.0309953586834315,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"uliteg, amanubing","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","uliteg, amanubing","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ina, nanag","ikit, nanaubing, tia, tang","uliteg, amanubing","ina, nanag","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","uliteg, amanubing","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang"
5,0.09046500749742092,1.2135652713163756,1.1231002638189547,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"uliteg, amanubing","uliteg, amanubing","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","uliteg, amanubing","uliteg, amanubing","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ina, nanag","uliteg, amanubing","ama, pangamaen, tata, tatang, amang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","uliteg, amanubing","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ina, nanag"
6,0.038724729236778055,1.2149847829974898,1.1762600537607117,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"uliteg, amanubing","uliteg, amanubing","uliteg, amanubing","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","ina, nanag","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","uliteg, amanubing","uliteg, amanubing","ina, nanag","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing"
7,0.09056610486976124,1.2135652713163758,1.1229991664466146,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,"ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","uliteg, amanubing","ina, nanag","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ina, nanag","uliteg, amanubing","uliteg, amanubing","uliteg, amanubing","uliteg, amanubing","uliteg, amanubing","ikit, nanaubing, tia, tang","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","uliteg, amanubing","uliteg, amanubing"
8,0.05288266692582333,1.2135652713163758,1.1606826043905525,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"ikit, nanaubing, tia, tang","uliteg, amanubing","ina, nanag","uliteg, amanubing","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ina, nanag","ama, pangamaen, tata, tatang, amang","ama, pangamaen, tata, tatang, amang","ikit, nanaubing, tia, tang","uliteg, amanubing","uliteg, amanubing","uliteg, amanubing","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing"
9,0.1281665247414414,1.192854958575232,1.0646884338337905,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,"kabsat, kabagis",kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kasinsin,kabsat a babai,kasinsin,kasinsin,"ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","uliteg, amanubing","ama, pangamaen, tata, tatang, amang","uliteg, amanubing","uliteg, amanubing","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","ikit, nanaubing, tia, tang","uliteg, amanubing","uliteg, amanubing","ina, nanag","ikit, nanaubing, tia, tang","uliteg, amanubing","ina, nanag","ama, pangamaen, tata, tatang, amang","uliteg, amanubing","ikit, nanaubing, tia, tang","uliteg, amanubing"
