simulation_number,mutual_information,entropy,conditional_entropy,mB,mZ,myB,myZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mMZS,meB,meZ,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeZS,mMyZS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMZeS,mMZyS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fyB,fyZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fMZS,feB,feZ,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeZS,fMyZS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMZyS,fMBeD,fMByD,fMZeD,fMZyD,mF,mM,mFB,mFZ,mMB,mMZ,mFeB,mFyB,mFeZ,mFyZ,mMeZ,mMyZ,mMeB,mMyB,fF,fM,fFB,fFZ,fMB,fMZ,fFeB,fFyB,fFeZ,fFyZ,fMeZ,fMyZ,fMeB,fMyB
0,0.03554069744105104,1.384908679412363,1.349367981971312,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-i (~ ta-i),te-i (~ ta-i),ta-ľaɨľa,ta-aʔir̃ɨ,ta-ľaɨľa,ta-ši,ta-aʔir̃ɨ,te-i (~ ta-i),ta-aʔir̃ɨ,te-i (~ ta-i),ta-ši,ta-ši,ta-aʔir̃ɨ,ta-ši,te-i (~ ta-i),te-i (~ ta-i),ta-aʔir̃ɨ,ta-ľaɨľa,ta-aʔir̃ɨ,ta-ľaɨľa,ta-ši,te-i (~ ta-i),ta-ľaɨľa,ta-ľaɨľa,ta-ši,ta-ši,te-i (~ ta-i),ta-ši
1,0.038491403711666816,1.3598053995424308,1.321313995830764,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-i (~ ta-i),ta-ši,ta-aʔir̃ɨ,te-i (~ ta-i),ta-ľaɨľa,te-i (~ ta-i),te-i (~ ta-i),ta-ľaɨľa,ta-ši,te-i (~ ta-i),te-i (~ ta-i),ta-ľaɨľa,ta-ľaɨľa,ta-ľaɨľa,ta-ľaɨľa,ta-ši,ta-aʔir̃ɨ,ta-ši,ta-ši,te-i (~ ta-i),te-i (~ ta-i),ta-aʔir̃ɨ,ta-aʔir̃ɨ,ta-ši,ta-ši,ta-aʔir̃ɨ,ta-ši,ta-aʔir̃ɨ
2,0.03939215763112558,1.371381017771811,1.3319888601406855,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-aʔir̃ɨ,ta-ši,ta-ši,te-i (~ ta-i),te-i (~ ta-i),te-i (~ ta-i),ta-ľaɨľa,te-i (~ ta-i),te-i (~ ta-i),ta-ši,ta-ľaɨľa,ta-ši,ta-ši,ta-aʔir̃ɨ,ta-ši,ta-ši,ta-ľaɨľa,ta-ľaɨľa,ta-aʔir̃ɨ,te-i (~ ta-i),te-i (~ ta-i),ta-ši,ta-aʔir̃ɨ,ta-ľaɨľa,ta-aʔir̃ɨ,ta-aʔir̃ɨ,te-i (~ ta-i),ta-ľaɨľa
3,0.03680887242322006,1.3566916829264248,1.3198828105032048,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-ľaɨľa,te-i (~ ta-i),ta-aʔir̃ɨ,ta-ši,ta-ľaɨľa,ta-ši,ta-ši,ta-ľaɨľa,te-i (~ ta-i),ta-ši,ta-aʔir̃ɨ,te-i (~ ta-i),ta-aʔir̃ɨ,te-i (~ ta-i),ta-ľaɨľa,ta-ši,ta-ši,ta-ši,ta-ši,ta-ľaɨľa,ta-aʔir̃ɨ,te-i (~ ta-i),te-i (~ ta-i),te-i (~ ta-i),te-i (~ ta-i),ta-aʔir̃ɨ,ta-ľaɨľa,ta-aʔir̃ɨ
4,0.04069277290535789,1.3781093713388586,1.3374165984335007,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,te-mɨľia,ta-waľa,te-i (~ ta-i),ta-ľaɨľa,ta-aʔir̃ɨ,ta-ši,te-i (~ ta-i),ta-ši,ta-aʔir̃ɨ,ta-aʔir̃ɨ,ta-ši,ta-aʔir̃ɨ,ta-ši,te-i (~ ta-i),ta-ši,ta-ľaɨľa,ta-ši,ta-ľaɨľa,ta-aʔir̃ɨ,ta-ľaɨľa,ta-ľaɨľa,te-i (~ ta-i),ta-ši,ta-ľaɨľa,te-i (~ ta-i),te-i (~ ta-i),ta-ši,ta-aʔir̃ɨ,te-i (~ ta-i),te-i (~ ta-i)
5,0.058382487162889296,1.347293286891254,1.2889107997283646,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-ši,ta-ši,ta-ši,te-i (~ ta-i),ta-aʔir̃ɨ,ta-ši,ta-aʔir̃ɨ,ta-ľaɨľa,ta-ľaɨľa,ta-aʔir̃ɨ,ta-aʔir̃ɨ,te-i (~ ta-i),ta-aʔir̃ɨ,te-i (~ ta-i),ta-ľaɨľa,te-i (~ ta-i),ta-ši,ta-ľaɨľa,ta-ši,ta-ľaɨľa,ta-aʔir̃ɨ,ta-ľaɨľa,ta-ši,te-i (~ ta-i),te-i (~ ta-i),ta-ši,te-i (~ ta-i),te-i (~ ta-i)
6,0.05443880076102525,1.359805399542431,1.3053665987814058,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-i (~ ta-i),te-i (~ ta-i),ta-ši,ta-ši,ta-aʔir̃ɨ,te-i (~ ta-i),ta-ľaɨľa,ta-aʔir̃ɨ,te-i (~ ta-i),ta-ľaɨľa,te-i (~ ta-i),ta-ši,ta-ľaɨľa,te-i (~ ta-i),ta-ľaɨľa,te-i (~ ta-i),ta-ľaɨľa,ta-ši,ta-ši,ta-aʔir̃ɨ,ta-ši,ta-aʔir̃ɨ,ta-ši,ta-ľaɨľa,ta-aʔir̃ɨ,ta-aʔir̃ɨ,ta-ši,te-i (~ ta-i)
7,0.05548267707591337,1.3648815779557584,1.309398900879845,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-ši,te-i (~ ta-i),ta-ľaɨľa,ta-ľaɨľa,ta-ľaɨľa,te-i (~ ta-i),te-i (~ ta-i),ta-aʔir̃ɨ,te-i (~ ta-i),ta-ľaɨľa,ta-aʔir̃ɨ,ta-aʔir̃ɨ,te-i (~ ta-i),ta-ľaɨľa,ta-ši,ta-aʔir̃ɨ,ta-ši,ta-ľaɨľa,te-i (~ ta-i),ta-ši,ta-aʔir̃ɨ,te-i (~ ta-i),ta-ši,ta-ši,ta-aʔir̃ɨ,te-i (~ ta-i),ta-ši,ta-ši
8,0.03842269457217462,1.364571968301883,1.3261492737297085,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-aʔir̃ɨ,ta-aʔir̃ɨ,ta-ši,ta-aʔir̃ɨ,ta-aʔir̃ɨ,ta-aʔir̃ɨ,ta-ľaɨľa,te-i (~ ta-i),ta-ľaɨľa,ta-ši,te-i (~ ta-i),ta-ši,ta-ši,te-i (~ ta-i),te-i (~ ta-i),te-i (~ ta-i),ta-ši,ta-ši,ta-ľaɨľa,te-i (~ ta-i),ta-aʔir̃ɨ,ta-ľaɨľa,ta-ši,ta-ši,ta-ľaɨľa,te-i (~ ta-i),ta-ľaɨľa,te-i (~ ta-i)
9,0.05326873487980821,1.3614225566385463,1.308153821758738,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-šunuu,ta-waľa,ta-waľa,ta-waľa,te-mɨľia,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-waľa,ta-ši,ta-ši,te-i (~ ta-i),te-i (~ ta-i),ta-ši,ta-ľaɨľa,ta-aʔir̃ɨ,te-i (~ ta-i),ta-ši,ta-ši,ta-aʔir̃ɨ,ta-ľaɨľa,te-i (~ ta-i),te-i (~ ta-i),ta-ši,te-i (~ ta-i),ta-ľaɨľa,ta-aʔir̃ɨ,ta-ľaɨľa,te-i (~ ta-i),ta-aʔir̃ɨ,ta-aʔir̃ɨ,te-i (~ ta-i),ta-ľaɨľa,ta-ľaɨľa,ta-aʔir̃ɨ,ta-ši,ta-ši
