simulation_number,mutual_information,entropy,conditional_entropy,myB,feB,fyB,meZ,myZ,feZ,fyZ,mFBeS,mFByS,mFBeD,mFByD,mFZeS,mFZyS,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeS,mMZyS,mMZeD,mMZyD,fFBeS,fFByS,fFBeD,fFByD,fFZeS,fFZyS,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZyS,fMZeD,fMZyD,mF,mM,fF,fM,mFeB,mFyB,mFeZ,mFyZ,mMeB,mMyB,mMeZ,mMyZ,fFeB,fFyB,fFeZ,fFyZ,fMeB,fMyB,fMeZ,fMyZ
0,0.2868240015233603,1.376055285260417,1.0892312837370568,prima,"alin, feton",prima,prima,primu,prima,biin,alin,primu,"maun, feton",alin,alin,biin,alin,primu,primu,maun,primu,alin,prima,biin,prima,alin,primu,biin,maun,alin,primu,alin,"biin, naan",primu,"alin, naan",maun,prima,prima,biin,alin,alin,"inan, inan rasik",aman boot,inan boot,inan kiik,"aman, aman rasik",aman boot,aman kiik,tiu,tiu,tia,inan boot,"aman, aman rasik",inan kiik,aman kiik,tiu,tia,tia,tia,"inan, inan rasik",tiu
1,0.21207426669985363,1.376055285260417,1.1639810185605635,prima,primu,maun,prima,primu,"alin, feton",prima,biin,primu,prima,maun,"alin, naan",alin,biin,biin,alin,alin,primu,alin,primu,prima,biin,prima,primu,alin,alin,maun,"maun, feton",prima,alin,"biin, naan",primu,prima,alin,biin,alin,primu,alin,"aman, aman rasik","inan, inan rasik",aman boot,tiu,inan boot,"inan, inan rasik",tia,tiu,tiu,tia,"aman, aman rasik",inan boot,tiu,aman kiik,aman boot,aman kiik,inan kiik,tia,inan kiik,tia
2,0.4848660531119162,1.376055285260417,0.8911892321485009,prima,maun,biin,maun,prima,primu,primu,prima,primu,prima,alin,alin,prima,maun,primu,prima,"maun, feton",primu,biin,"biin, naan",alin,alin,"alin, feton",biin,prima,alin,"alin, naan",alin,primu,biin,primu,alin,prima,biin,alin,alin,alin,primu,"inan, inan rasik",tiu,"aman, aman rasik",inan kiik,tia,"aman, aman rasik",tiu,inan boot,aman boot,aman kiik,tia,"inan, inan rasik",aman kiik,tia,tia,inan kiik,aman boot,tiu,inan boot,tiu
3,0.6829081047004717,0.9799711820833054,0.29706307738283366,primu,"alin, naan",biin,primu,maun,alin,prima,"alin, feton","biin, naan",alin,alin,prima,alin,prima,alin,biin,prima,prima,alin,biin,maun,alin,prima,alin,primu,alin,biin,primu,alin,primu,primu,primu,primu,prima,prima,maun,"maun, feton",biin,"inan, inan rasik",aman boot,tiu,tiu,tia,tiu,inan boot,tia,"aman, aman rasik",aman boot,"aman, aman rasik",aman kiik,"inan, inan rasik",inan kiik,inan boot,inan kiik,tiu,tia,tia,aman kiik
4,0.21207426669985363,1.376055285260417,1.1639810185605635,maun,alin,prima,prima,alin,primu,alin,prima,prima,primu,primu,primu,prima,maun,alin,primu,biin,primu,"biin, naan",alin,primu,biin,biin,"maun, feton",maun,alin,"alin, feton",alin,"alin, naan",prima,alin,alin,biin,biin,primu,alin,prima,prima,tia,inan boot,"inan, inan rasik",aman kiik,aman boot,tiu,aman boot,tiu,inan kiik,tia,"aman, aman rasik",tiu,"aman, aman rasik",inan boot,tia,aman kiik,tia,inan kiik,"inan, inan rasik",tiu
5,0.20505815914420467,1.0346012329101812,0.8295430737659766,primu,primu,prima,alin,alin,primu,maun,"biin, naan",alin,prima,prima,alin,maun,"maun, feton",prima,prima,primu,primu,biin,biin,alin,"alin, naan",primu,alin,primu,alin,prima,alin,maun,biin,"alin, feton",biin,alin,biin,prima,alin,prima,primu,tia,aman boot,aman boot,"aman, aman rasik",tia,"inan, inan rasik",tiu,inan boot,inan boot,tia,tiu,inan kiik,tiu,inan kiik,"inan, inan rasik",tia,aman kiik,tiu,"aman, aman rasik",aman kiik
6,0.41011631828840905,0.6829081047004717,0.27279178641206264,prima,prima,prima,primu,primu,biin,biin,prima,alin,prima,alin,maun,alin,primu,prima,alin,prima,primu,maun,"biin, naan",biin,alin,primu,alin,alin,primu,maun,"maun, feton",alin,biin,"alin, feton",primu,alin,"alin, naan",primu,biin,prima,alin,"aman, aman rasik","aman, aman rasik",tiu,tiu,tia,aman kiik,aman boot,tia,aman boot,"inan, inan rasik",tia,inan boot,inan boot,tiu,inan kiik,"inan, inan rasik",tiu,aman kiik,tia,inan kiik
7,0.20505815914420478,1.0346012329101812,0.8295430737659765,primu,prima,"alin, feton",biin,alin,alin,alin,alin,prima,alin,alin,prima,prima,primu,biin,prima,alin,primu,biin,primu,prima,alin,maun,"maun, feton",prima,maun,primu,primu,alin,"alin, naan",prima,primu,"biin, naan",primu,biin,alin,biin,maun,"aman, aman rasik",tia,tia,inan boot,aman boot,aman boot,tia,tiu,inan boot,tiu,"aman, aman rasik",aman kiik,tia,"inan, inan rasik",inan kiik,inan kiik,tiu,tiu,"inan, inan rasik",aman kiik
8,0.2868240015233605,1.376055285260417,1.0892312837370566,prima,prima,primu,"maun, feton",biin,alin,biin,alin,alin,biin,prima,"alin, feton",alin,"alin, naan",alin,maun,maun,biin,primu,"biin, naan",primu,primu,alin,alin,alin,primu,primu,prima,alin,primu,alin,primu,maun,biin,prima,prima,prima,prima,"aman, aman rasik","inan, inan rasik",tiu,inan boot,aman boot,tiu,tiu,tiu,tia,tia,aman kiik,aman boot,"aman, aman rasik","inan, inan rasik",tia,tia,aman kiik,inan kiik,inan kiik,inan boot
9,0.20505815914420455,1.034601232910181,0.8295430737659765,maun,alin,alin,prima,alin,biin,primu,biin,primu,biin,alin,prima,biin,alin,prima,"biin, naan",prima,alin,primu,prima,primu,prima,primu,primu,"alin, feton",alin,maun,prima,"maun, feton",biin,alin,primu,alin,primu,maun,"alin, naan",alin,prima,inan boot,aman kiik,inan boot,tia,tiu,aman boot,tiu,tia,inan kiik,tia,inan kiik,"inan, inan rasik",tiu,"inan, inan rasik","aman, aman rasik","aman, aman rasik",aman boot,tiu,aman kiik,tia
